"Contributeur","Factor20","abs_Value"
"NAP1L1",0.54895104299176,0.54895104299176
"CRX",0.546158081644227,0.546158081644227
"KDM7A",0.545426752819059,0.545426752819059
"AC087190.3",0.545081354273344,0.545081354273344
"LRRC4",0.544631670399563,0.544631670399563
"BMS1",0.544475135885167,0.544475135885167
"SAMD3",0.542743775742444,0.542743775742444
"DDX3X",0.542475712383835,0.542475712383835
"ATP2B1",0.542186397827116,0.542186397827116
"GOLGA8CP",0.541018966720943,0.541018966720943
"KCTD15",0.540150810006193,0.540150810006193
"SBDS",0.538769748434815,0.538769748434815
"PAIP2B",0.537589800958828,0.537589800958828
"RGS2",0.536917751791545,0.536917751791545
"FCRL3",0.53594557605447,0.53594557605447
"ZFAND2A",0.53480216572611,0.53480216572611
"EIF5",0.53273696470682,0.53273696470682
"RASGEF1B",0.532423203283102,0.532423203283102
"NLRP12",0.530228471151525,0.530228471151525
"HERC2P4",0.529853193101701,0.529853193101701
"EGLN1",0.529259597605634,0.529259597605634
"SNAP23",0.529013158273171,0.529013158273171
"RNF141",0.527804343254891,0.527804343254891
"CTSS",0.527097248252129,0.527097248252129
"RAG1",0.526902685277958,0.526902685277958
"SLC45A4",0.526663915550828,0.526663915550828
"IGHV1-2",0.525488708317027,0.525488708317027
"ARL1",0.525332067280335,0.525332067280335
"FAM135A",0.520921564863663,0.520921564863663
"ASF1B",0.520035086313951,0.520035086313951
"EIF3E",0.51893076966833,0.51893076966833
"SCAP",0.518416799588739,0.518416799588739
"LYST",0.517853349902521,0.517853349902521
"RPS23",0.517487286031327,0.517487286031327
"RIPOR1",0.51655329853747,0.51655329853747
"MST1L",0.515515292021288,0.515515292021288
"FAM212B",0.512323085107267,0.512323085107267
"ERBB4",0.511177810638723,0.511177810638723
"RICTOR",0.51024227857157,0.51024227857157
"DDR1",0.509536461836363,0.509536461836363
"NOTCH1",0.508955329448962,0.508955329448962
"SSRP1",0.507423432306039,0.507423432306039
"RPS18",0.507400050662004,0.507400050662004
"PKN2",0.5070528944984,0.5070528944984
"RNF19B",0.506240555466905,0.506240555466905
"RAPGEF2",0.505798700981901,0.505798700981901
"OR51R1P",0.504646928653283,0.504646928653283
"AC011445.1",0.502766277512312,0.502766277512312
"ARMCX6",0.500096988550771,0.500096988550771
