"Contributeur","Factor20","abs_Value"
"YPEL5",1,1
"JMJD1C",0.990913648126603,0.990913648126603
"EEPD1",0.965561554654566,0.965561554654566
"RAB11FIP1",0.933574293869024,0.933574293869024
"AMD1",0.89092750667735,0.89092750667735
"LINC02397",0.879078019699381,0.879078019699381
"LMO2",0.861951471424435,0.861951471424435
"RSAD1",0.817653162551107,0.817653162551107
"CPS1",0.805234953033254,0.805234953033254
"PLEKHG3",0.799949103646833,0.799949103646833
"ATP6V1A",0.795370509046619,0.795370509046619
"GLO1",0.795183775461226,0.795183775461226
"TM6SF1",0.770652489543239,0.770652489543239
"SELENOK",0.766930600510924,0.766930600510924
"SLC25A38",0.739440817596972,0.739440817596972
"TOPORS",0.714754808043626,0.714754808043626
"BAZ2B",0.714257135875367,0.714257135875367
"HECW1",0.711775166371848,0.711775166371848
"FRAT1",0.706765103210518,0.706765103210518
"PLD4",0.70662183072201,0.70662183072201
"HSDL2",0.703339718989922,0.703339718989922
"HSH2D",0.703103985148235,0.703103985148235
"SETD1B",0.69787336757244,0.69787336757244
"MED25",0.696277450529448,0.696277450529448
"EVL",0.695168766469679,0.695168766469679
"NPL",0.689993274182212,0.689993274182212
"MCL1",0.688177441858533,0.688177441858533
"7-Mar",0.686363899764224,0.686363899764224
"OGFRL1",0.681197568394238,0.681197568394238
"AES",0.67333212181975,0.67333212181975
"ZMYND11",0.666368333222195,0.666368333222195
"NHSL2",0.663912248636674,0.663912248636674
"RUBCNL",0.654853432776868,0.654853432776868
"MINDY1",0.65332196172313,0.65332196172313
"TUBA1A",0.652493910652933,0.652493910652933
"CYSLTR1",0.64588361629561,0.64588361629561
"ZNF324",0.645835042128503,0.645835042128503
"IFFO2",0.644989308357122,0.644989308357122
"FAM111B",0.639965130991533,0.639965130991533
"UBN1",0.638871573097837,0.638871573097837
"MID1IP1",0.637684967978333,0.637684967978333
"PRKACB",0.633946727773537,0.633946727773537
"PRICKLE1",0.633813308597436,0.633813308597436
"KLF16",0.633187064017557,0.633187064017557
"STARD9",0.629157911421598,0.629157911421598
"STK38L",0.628721649357149,0.628721649357149
"TARBP1",0.627616267488564,0.627616267488564
"CBX6",0.626607661126158,0.626607661126158
"L3MBTL4",0.625538283793719,0.625538283793719
"TPPP3",0.624528558947202,0.624528558947202
"PTAFR",0.624221987778484,0.624221987778484
"NDUFB6",0.622739943070224,0.622739943070224
"C5AR2",0.621578796779533,0.621578796779533
"LRMP",0.621415604621619,0.621415604621619
"IFRD2",0.621408520888916,0.621408520888916
"TSC22D2",0.620800118793665,0.620800118793665
"OR52K2",0.618973208151171,0.618973208151171
"MIDN",0.615292436725223,0.615292436725223
"IKBIP",0.614901340114401,0.614901340114401
"BACH2",0.614267798757226,0.614267798757226
"HMGCR",0.613753509110745,0.613753509110745
"ITPRIP",0.611537845347948,0.611537845347948
"CSMD3",0.610168607751457,0.610168607751457
"PLXND1",0.608584248377612,0.608584248377612
"RAD21",0.606358891085852,0.606358891085852
"GRAMD1C",0.604830615701003,0.604830615701003
"CSF1",0.604171562253867,0.604171562253867
"FRY",0.602294905699007,0.602294905699007
"TAGAP",0.595123079056801,0.595123079056801
"TTC19",0.59087156116734,0.59087156116734
"FAM174A",0.589337693361935,0.589337693361935
"TBL1X",0.58789197275671,0.58789197275671
"SEC14L1",0.586488861069999,0.586488861069999
"KCNN3",0.579959257352116,0.579959257352116
"NR4A2",0.5796210490614,0.5796210490614
"TAF13",0.579514207198223,0.579514207198223
"FGL2",0.577632011483956,0.577632011483956
"TLE3",0.576440133510785,0.576440133510785
"PKD1",0.576360454833162,0.576360454833162
"GCSAM",0.575486439392116,0.575486439392116
"PHOSPHO1",0.570566281048853,0.570566281048853
"USP40",0.570091191607407,0.570091191607407
"ADGRL3",0.56999697263634,0.56999697263634
"TLR9",0.566701332572622,0.566701332572622
"ZNF154",0.565338060224724,0.565338060224724
"AR",0.564235288152398,0.564235288152398
"TCF4",0.562299032372765,0.562299032372765
"AUTS2",0.559884012132463,0.559884012132463
"AMPD2",0.558401381551574,0.558401381551574
"PPP1R15B",0.557868237458651,0.557868237458651
"GGA2",0.557475116924198,0.557475116924198
"KMO",0.557474264745828,0.557474264745828
"SERTAD2",0.556962371851014,0.556962371851014
"PJA2",0.554913575265352,0.554913575265352
"DNAJA1",0.553303970107287,0.553303970107287
"KLF2",0.552646194927707,0.552646194927707
"PRSS23",0.552387452270022,0.552387452270022
"KANK1",0.552348678154173,0.552348678154173
"PRMT7",0.552049936374232,0.552049936374232
"FAM3C",0.550973794875979,0.550973794875979
"RPS4X",0.550243637796071,0.550243637796071
