"Contributeur","Value","abs_Value"
"HNRNPA3",1,1
"C20orf24",-0.945083673332403,0.945083673332403
"MYL12A",-0.943203246589674,0.943203246589674
"UBE2B",0.936272022398577,0.936272022398577
"AC099811.1",0.912126110423466,0.912126110423466
"MYL12B",-0.907613503698509,0.907613503698509
"FMR1",0.884233022191936,0.884233022191936
"NHSL2",0.875424227546906,0.875424227546906
"DNM1L",-0.86949737336781,0.86949737336781
"DCUN1D1",0.861323553693451,0.861323553693451
"BAZ1A",-0.848113053228809,0.848113053228809
"ZNF394",-0.840824133794719,0.840824133794719
"PHC2",-0.835489410254362,0.835489410254362
"SERTAD2",0.83517538327276,0.83517538327276
"PSMB9",-0.834901179548401,0.834901179548401
"AC004656.1",0.82954272683959,0.82954272683959
"SRBD1",-0.825527279150926,0.825527279150926
"ZFP36L1",0.816946877752268,0.816946877752268
"CDK6",0.810848261745032,0.810848261745032
"FUBP1",0.810317431458132,0.810317431458132
"CPEB2",0.810190546321259,0.810190546321259
"FCHO2",0.806343399957002,0.806343399957002
"NPAT",0.8009461127063,0.8009461127063
"VASP",-0.798746495690684,0.798746495690684
"EP400",0.795944036953346,0.795944036953346
"RICTOR",0.79409371110023,0.79409371110023
"SPOPL",0.792152423434707,0.792152423434707
"SQOR",-0.789952421918677,0.789952421918677
"OSTF1",-0.783697808600308,0.783697808600308
"FAM8A1",0.783092330304312,0.783092330304312
"IFT57",-0.782581274324457,0.782581274324457
"MALAT1",0.782482347860601,0.782482347860601
"POLRMT",0.781460400686784,0.781460400686784
"PPIA",-0.781362902367325,0.781362902367325
"AC005070.3",0.778573077215044,0.778573077215044
"KLHL2",-0.7774957619815,0.7774957619815
"UQCRB",-0.775801103867734,0.775801103867734
"COX7C",-0.765792942571787,0.765792942571787
"CAP1",-0.765675834731175,0.765675834731175
"ZMAT2",-0.763470175566185,0.763470175566185
"MAPK8IP3",0.757793795942993,0.757793795942993
"MYC",0.750761228428291,0.750761228428291
"SPEN",0.747752128182331,0.747752128182331
"SMG1P3",0.742890944367074,0.742890944367074
"TRIM21",-0.739550844192632,0.739550844192632
"TAP1",-0.735753463167771,0.735753463167771
"ZRANB2",0.734133562920362,0.734133562920362
"PTAR1",0.733916100471496,0.733916100471496
"ATP1B3",-0.732949356571513,0.732949356571513
"MUC12",-0.732670923342592,0.732670923342592
"PTP4A1",0.731867976619299,0.731867976619299
"Z83843.1",0.726019835167968,0.726019835167968
"RHOC",-0.724178517610284,0.724178517610284
"CCR2",0.72134496926798,0.72134496926798
"PIK3AP1",-0.721090979279712,0.721090979279712
"SLK",-0.718681205323112,0.718681205323112
"DNAJC15",-0.717135019298076,0.717135019298076
"TBL1XR1",0.71708129909727,0.71708129909727
"AC018607.1",0.713297155872403,0.713297155872403
"SUMO1P1",-0.708357698758426,0.708357698758426
"PRMT1",0.708167316124486,0.708167316124486
"SUB1",0.707545469096548,0.707545469096548
"CEBPB",-0.705989286060728,0.705989286060728
"CBX6",0.705909090259934,0.705909090259934
"KIF21A",0.703985764256644,0.703985764256644
"NUFIP2",0.702100448865784,0.702100448865784
"EAF2",-0.701738853690012,0.701738853690012
"RNF24",0.700026563485797,0.700026563485797
"RERE",0.69846818330475,0.69846818330475
"IRF2BPL",-0.698358545757911,0.698358545757911
"MTND3P12",0.698327566010207,0.698327566010207
"AGTRAP",-0.697632334331679,0.697632334331679
"ELP3",-0.695555427877005,0.695555427877005
"RF00100",-0.694158373084268,0.694158373084268
"CUL4B",0.693885707361568,0.693885707361568
"ANKFY1",0.692212746056921,0.692212746056921
"AC066616.2",0.691701964720219,0.691701964720219
"FAR2P1",-0.689445826143633,0.689445826143633
"BATF2",-0.686546253587252,0.686546253587252
"C6orf48",-0.681211475118264,0.681211475118264
"LCP1",-0.676984277558326,0.676984277558326
"RASGRP1",0.674200933984465,0.674200933984465
"RPL21",-0.668227555255181,0.668227555255181
"HNRNPH1",0.665920607695216,0.665920607695216
"MEF2D",0.663287878426681,0.663287878426681
"SMAP2",-0.662806868407809,0.662806868407809
"RAVER1",0.661968437789096,0.661968437789096
"MRPL11",-0.661202512962882,0.661202512962882
"TCF12",-0.65985187286307,0.65985187286307
"KCNMA1",-0.658759122684305,0.658759122684305
"RPL36A",-0.65667650365204,0.65667650365204
"ADGRF1",-0.655079398786363,0.655079398786363
"AC087190.3",0.652843473945867,0.652843473945867
"CCNK",0.650908448144242,0.650908448144242
"ZNF316",-0.648324056070707,0.648324056070707
"LMAN1",0.646002277780457,0.646002277780457
"NME1",0.644767317376859,0.644767317376859
"ZCCHC6",-0.641215906760187,0.641215906760187
"STX7",0.639940299169886,0.639940299169886
"ELK4",0.639248308280568,0.639248308280568
"AP006259.1",0.638111120839582,0.638111120839582
"ZNF395",0.636656610699152,0.636656610699152
"CHN2",-0.636494021952337,0.636494021952337
"MPRIP",0.63273646418472,0.63273646418472
"FAM102A",0.630960346911654,0.630960346911654
"RASGRF2",0.630229411623184,0.630229411623184
"SLC40A1",0.629642773847512,0.629642773847512
"LAMP2",0.629437340768766,0.629437340768766
"ZNF292",0.628313610842297,0.628313610842297
"UBAP1L",0.628189087636543,0.628189087636543
"MTND5P32",0.627895329319662,0.627895329319662
"LARS",-0.627735541933011,0.627735541933011
"GOLT1B",0.626706014608159,0.626706014608159
"PPP4R2",-0.625819027079925,0.625819027079925
"RPS23",-0.621054243011513,0.621054243011513
"ARPC3",-0.620564664126254,0.620564664126254
"RPS20",-0.619659330435372,0.619659330435372
"AP002472.1",-0.619358925754178,0.619358925754178
"GBP2",-0.616829682025847,0.616829682025847
"ZNF331",0.616120553403757,0.616120553403757
"DGAT2",-0.613623827424789,0.613623827424789
"NCF1",-0.61230570507434,0.61230570507434
"TYMP",-0.611342861107135,0.611342861107135
"GPCPD1",0.611246681074813,0.611246681074813
"ST8SIA4",0.611147040538758,0.611147040538758
"ZNF780B",0.610672567026936,0.610672567026936
"IFI30",-0.609661495721993,0.609661495721993
"ANK3",0.609124403571196,0.609124403571196
"FOXN2",0.608179686052116,0.608179686052116
"PARP9",-0.607741080936129,0.607741080936129
"SLFN12L",0.606113545609055,0.606113545609055
"SNORA80B",-0.603933153614178,0.603933153614178
"SOD1",-0.603362390212773,0.603362390212773
"NSRP1P1",0.603048912517477,0.603048912517477
"SUCLG2",-0.602638980146706,0.602638980146706
"CLECL1",-0.602090572697988,0.602090572697988
"HNRNPA1P54",-0.601349255898319,0.601349255898319
"PTPN12",0.599865084297322,0.599865084297322
"PPP1R12B",0.597818882947198,0.597818882947198
"HERC2P3",-0.597674091076723,0.597674091076723
"TRIM22",-0.596817149509471,0.596817149509471
"MITF",-0.595814921714068,0.595814921714068
"GLIPR2",-0.595624099651082,0.595624099651082
"CXXC5",0.595536103984732,0.595536103984732
"RBMS1",0.591287264544305,0.591287264544305
"NEIL1",-0.590409614883286,0.590409614883286
"RAB27A",0.59030266883935,0.59030266883935
"CREBBP",0.589451659564212,0.589451659564212
"RRM2B",0.588964607395964,0.588964607395964
"GLIPR1",0.587363932169293,0.587363932169293
"RPL26",-0.585665099479595,0.585665099479595
"EHBP1L1",-0.583641528725312,0.583641528725312
"AC011933.2",0.58334452961922,0.58334452961922
"RTN2",-0.58248451204865,0.58248451204865
"DPP10",-0.581651409507113,0.581651409507113
"GRIN2B",-0.579718086493039,0.579718086493039
"ZFYVE16",0.578589852418854,0.578589852418854
"SCARNA21",-0.578579965265331,0.578579965265331
"NPAP1",-0.576709315818863,0.576709315818863
"TMPO",-0.576687454223852,0.576687454223852
"PPP1R9B",-0.575948169783519,0.575948169783519
"TRMT9B",-0.574573361086207,0.574573361086207
"KPNA2P3",-0.574060712176062,0.574060712176062
"ZNF385D",0.573837427292345,0.573837427292345
"FAM126B",0.573056506949955,0.573056506949955
"FAM214B",-0.572713532579983,0.572713532579983
"NBEA",0.572525182305379,0.572525182305379
"VPS9D1",-0.572408404036551,0.572408404036551
"THEMIS2",-0.571967986275752,0.571967986275752
"AC023055.1",-0.571616497968025,0.571616497968025
"NPIPB5",0.571584529504969,0.571584529504969
"KLF9",-0.571171466202249,0.571171466202249
"FAR1",0.570705012270507,0.570705012270507
"KYNU",-0.570344186095564,0.570344186095564
"SOCS1",-0.56986789993893,0.56986789993893
"PARP8",0.569844939771306,0.569844939771306
"HSPA8",-0.568833813537732,0.568833813537732
"MROH1",0.567284331794856,0.567284331794856
"XPO4",-0.56566558504869,0.56566558504869
"NCF2",-0.565328378184941,0.565328378184941
"TNFRSF25",0.564333510826049,0.564333510826049
"SPATA13",0.564243043371317,0.564243043371317
"MVP",-0.5625798044343,0.5625798044343
"FBXO6",-0.561843266425501,0.561843266425501
"ZNF516",0.561448933785843,0.561448933785843
"ZNF462",0.560710088774554,0.560710088774554
"ZKSCAN8",0.559491222459746,0.559491222459746
"REXO1L1P",-0.558766603963804,0.558766603963804
"PAK1",-0.558673609792061,0.558673609792061
"MAP2",0.558654714343107,0.558654714343107
"MOB3A",0.558639993470084,0.558639993470084
"SAMD4A",-0.558116248976542,0.558116248976542
