"Contributeur","Factor12","abs_Value"
"PRKAR1A",0.859483826325703,0.859483826325703
"DNAJC13",0.790897410613402,0.790897410613402
"STXBP3",0.715164326160431,0.715164326160431
"ERF",0.688535361905811,0.688535361905811
"CCPG1",0.640720086441483,0.640720086441483
"7-Mar",0.640044677481728,0.640044677481728
"WNT2B",0.638159124795416,0.638159124795416
"RP2",0.623069333118526,0.623069333118526
"MEGF9",0.622836563315269,0.622836563315269
"GRM4",0.597063557390472,0.597063557390472
"FAM214B",0.58016604986681,0.58016604986681
"PARP11",0.575693240138995,0.575693240138995
"CHD6",0.571345919939163,0.571345919939163
"CTSS",0.568696381080772,0.568696381080772
"SRBD1",0.567395376269517,0.567395376269517
"LARS",0.56510829412943,0.56510829412943
"G6PC3",0.559067636880341,0.559067636880341
"KDM7A",0.558883507386012,0.558883507386012
"LBR",0.554134410827283,0.554134410827283
"TMEM50A",0.549836348199182,0.549836348199182
"AC012414.5",0.539150356268659,0.539150356268659
"RRAGD",0.536172248419884,0.536172248419884
"GALNT5",0.526703807369562,0.526703807369562
"PRRC1",0.519869720512661,0.519869720512661
"LRP2",0.505811374980672,0.505811374980672
"7-Sep",0.504368461450858,0.504368461450858
"ST6GAL2",0.503088258396086,0.503088258396086
"ARPC5",0.502885271523105,0.502885271523105
