"Contributeur","Value","Factor23_abs"
"GPR27",-0.880365456094233,0.880365456094233
"CTBP2",-0.815768101828712,0.815768101828712
"PSD3",-0.718693212013489,0.718693212013489
"PTAR1",-0.676436824159561,0.676436824159561
"ITGA1",-0.666288661939675,0.666288661939675
"TP53I11",-0.661420797163138,0.661420797163138
"UBXN2B",-0.644114433904986,0.644114433904986
"CTSD",-0.634764393886898,0.634764393886898
"RAB27A",-0.620208840585552,0.620208840585552
"UBE2W",-0.618229277959154,0.618229277959154
"QPCT",-0.611840128591868,0.611840128591868
"GLO1",-0.610308787880944,0.610308787880944
"GOLT1B",-0.598004268537579,0.598004268537579
"PEAK3",-0.576608796988539,0.576608796988539
"EID1",-0.574551200626097,0.574551200626097
"CD79A",-0.565100511579864,0.565100511579864
"PLXDC2",-0.563452844832485,0.563452844832485
"APOBR",-0.559951251091133,0.559951251091133
"RCBTB2",-0.559452177703324,0.559452177703324
"ITGAM",-0.556279318091417,0.556279318091417
"PRAM1",-0.552906565645255,0.552906565645255
"ARID5B",-0.55068460221809,0.55068460221809
"VBP1",-0.54469023241582,0.54469023241582
"LAMC1",-0.536975958671015,0.536975958671015
"NFE2",-0.534563368092379,0.534563368092379
"SLCO4C1",-0.532359584725272,0.532359584725272
"TMEM170B",-0.530618558539047,0.530618558539047
"SLC25A24",-0.522463264641689,0.522463264641689
"CD38",-0.521937623774811,0.521937623774811
"SLC7A14",-0.520828157066234,0.520828157066234
"FCRL1",-0.52050574643594,0.52050574643594
"ZFP36L1",-0.520132133027803,0.520132133027803
"DCK",-0.518989116643177,0.518989116643177
"OIP5-AS1",-0.518736527982669,0.518736527982669
"TRAF3IP3",-0.5165464016172,0.5165464016172
"RP2",-0.516236330592887,0.516236330592887
"GNG2",-0.515286839630177,0.515286839630177
"ERGIC2",-0.513657265116478,0.513657265116478
"DLAT",-0.51215499493637,0.51215499493637
"CCDC88C",-0.509813543723176,0.509813543723176
"FOXN2",-0.503317509654973,0.503317509654973
"SIRPA",-0.502845311138554,0.502845311138554
"BASP1",-0.50127624899867,0.50127624899867
"RALGPS2",-0.500941191370075,0.500941191370075
"LBR",-0.500669105253853,0.500669105253853
