"","32140205_TLymphocytes","32150052_TLymphocytes","32150056_TLymphocytes","32150091_TLymphocytes","32150099_TLymphocytes","32150229_TLymphocytes","32150750_TLymphocytes","32150754_TLymphocytes","32150756_TLymphocytes","32150952_TLymphocytes","32151039_TLymphocytes","32151045_TLymphocytes","32151048_TLymphocytes","32151050_TLymphocytes","32151137_TLymphocytes","32151371_TLymphocytes","32151407_TLymphocytes","32151418_TLymphocytes","32151432_TLymphocytes","32151567_TLymphocytes","32151572_TLymphocytes","32151577_TLymphocytes","32151647_TLymphocytes","32151668_TLymphocytes","32151707_TLymphocytes","32151808_TLymphocytes","32151872_TLymphocytes","32151889_TLymphocytes","32152113_TLymphocytes","32152115_TLymphocytes","32152155_TLymphocytes","32152160_TLymphocytes","32152162_TLymphocytes","32152165_TLymphocytes","32152205_TLymphocytes","32152208_TLymphocytes","32152211_TLymphocytes","32152217_TLymphocytes","32152295_TLymphocytes","32152297_TLymphocytes","32152299_TLymphocytes","32160215_TLymphocytes","32160509_TLymphocytes","32161284_TLymphocytes"
"32152205_TLymphocytes",82.3041476044626,62.1633235961458,72.6652440517055,80.1422194602111,86.0625622689365,83.7840146304832,73.1635902114083,60.3758241712276,63.1571842901773,68.9489026920215,73.4109095563604,60.4597713228005,65.7951910182581,68.5520909307844,67.2071566229897,163.699302743916,82.0849420882484,67.4135514038042,73.8263323930735,81.9839064697924,64.4691596653223,67.4979512304418,69.816483258789,80.3543255600506,60.3076897221086,66.5284962310954,70.3108151829414,72.4296619236868,73.1114981885412,78.6754248137109,68.9398437001524,57.2171250621183,73.0298799097272,62.36594543645,0,66.8406034562181,72.4498637205384,57.2977502292822,135.558864705442,67.6012970275297,66.1377485671492,68.9137054753171,77.407166164345,63.9510077119006
"32152208_TLymphocytes",71.7361879002913,69.8536527616187,65.5673456895164,63.4773597928241,89.7735029909889,89.3898246678355,72.0556604387973,73.9114768975831,75.1103173675405,62.6677427653996,66.8590610533143,67.0916439349798,65.6996018088594,68.4401462105809,72.740305753867,164.504073265847,73.1350425752509,63.3215727191431,67.2880941970645,63.217987540734,65.3819109315536,64.4391163106144,70.0944910995334,80.4836076025136,62.5040828620928,68.7726623961236,65.60947058589,72.2935144607852,69.2030146251853,71.9253634209532,72.0223603038905,67.709053186618,69.1363705900511,67.5534470925805,66.8406034562181,0,84.853526901276,69.2752232694965,135.49006175982,61.7186619000616,67.9525131065541,70.4143947742695,70.2100737024865,66.1574079801191
"32152211_TLymphocytes",84.3883264313491,64.8267403959967,92.3694750788906,92.1514699804969,96.2745564917637,81.5486426938711,85.9010065617352,66.5142888040545,77.1405789275794,78.5672519658233,85.0651284977874,67.2408386066635,74.6393629375382,87.5050195602421,74.5253731667424,169.516759296746,91.1288893959462,82.0936969347699,95.2736438216961,94.0195503782596,67.8812963405543,76.3378318399259,70.2122848289156,67.4056095471399,74.18521906682,80.5543174076847,89.3736716996629,93.881072242281,85.8224238605529,88.2878244610865,72.2538690767214,67.7202013179453,87.476828738121,66.3509624486099,72.4498637205384,84.853526901276,0,67.3056750645582,141.191000114223,79.7330876870693,78.6465047683636,65.6333655693846,79.6220233336385,69.7695378179604
"32152217_TLymphocytes",77.0859446519635,61.8255837002928,77.4882484313208,80.5478340335226,87.797494996825,84.4387130040515,74.2942698235899,56.7705971809797,67.9398728984987,67.3853986686178,73.219950849991,57.2116870773539,64.3470562219282,71.3477107373308,70.6058842310808,165.085422333841,79.8959967637216,69.305901060524,77.6655053693326,81.460756886837,60.0429678292697,68.8162763816707,66.5526647024034,72.6816458379006,60.6425154166749,64.3652017485207,72.4462512265789,76.2346156573019,76.419888520403,75.5587906200712,69.4504660989116,61.8415824994054,74.5822667484286,63.316502917701,57.2977502292822,69.2752232694965,67.3056750645582,0,137.684162915925,69.6207088452462,68.6385026270444,67.0132145810771,74.3254689616557,62.1757152456876
"32152295_TLymphocytes",143.433752830259,135.100480752764,139.502263154929,134.792988457564,138.737551395376,166.272913893427,147.837074003507,132.396250590344,139.902898208035,143.423809689782,138.768359944544,137.478549819033,136.822747432498,145.58223845707,139.297291167237,74.2175711131876,143.44600224587,145.971842790667,142.30060663458,141.726641097733,135.542540500294,139.78129064543,152.293240911022,155.049995701194,130.975227200784,136.126131340767,142.733761595956,158.284499580946,151.366596353314,145.881894641276,143.214605483409,136.315103275948,142.90950252903,137.953664745445,135.558864705442,135.49006175982,141.191000114223,137.684162915925,0,135.941817404589,146.411590566937,133.635435600048,141.738025683561,136.567896647777
"32152297_TLymphocytes",71.4886636173638,65.4371380058364,66.6799634592148,66.5380281712188,85.4453215051228,80.8905917328266,71.2739516122601,72.6354493695356,72.3714417171335,63.3063684821335,68.7119365827682,65.1610622145396,63.1127360793029,68.7513169019047,70.7159567756202,167.009009454794,71.0326358316123,63.4732421848445,70.9595333637435,66.599120246653,63.1189348027077,61.9644738315224,66.0469970817358,76.6506017678545,66.1475284485111,68.9540249730803,63.4096625583513,73.9448128020939,67.5313107708961,71.0721890154223,64.2012476119452,62.023913559814,69.0136682623405,62.0826199296537,67.6012970275297,61.7186619000616,79.7330876870693,69.6207088452462,135.941817404589,0,64.6297975377949,67.4682085653888,65.6328246799803,61.9355484178237
"32152299_TLymphocytes",78.0466237418641,63.2455434994104,72.4529929468352,77.2133515542043,88.5800089884967,73.4297689790113,70.3563633413051,74.2839759488322,65.8773772152213,68.330312082608,76.097021410469,64.0233829771937,68.4417038808931,68.3519486297985,69.5876589762414,178.326522135542,79.2417412023765,64.6350416686525,73.505798929915,77.5316477053918,67.1962155276724,65.1911918400665,65.7634245622543,78.2138000214977,68.4511506420538,73.2593884612264,68.5008159869416,67.7122410679736,65.1002329578023,78.1053455793552,62.1750884228035,57.6033206439015,72.3314870940398,61.600869843002,66.1377485671492,67.9525131065541,78.6465047683636,68.6385026270444,146.411590566937,64.6297975377949,0,73.1261098565331,73.2164757155384,63.7688787343603
"32160215_TLymphocytes",75.9007391690452,58.9485214452642,80.6426433739064,75.5260428783649,88.7365077831757,84.7956475199576,77.8852211166034,68.006210439038,77.0260662766279,68.107920754155,74.4033113493137,64.5679011177987,66.4095727669924,78.2744965353792,70.1858115798801,162.247519768194,78.6871495265022,72.0818408253058,82.0094275821299,76.265872265576,58.6146862419703,68.9096923593089,65.5251284213218,72.3076449402856,67.5662522943016,73.9367139677722,78.5343973181609,85.4702930263069,77.6760835507667,78.5833451687294,67.7322423902072,62.1056176343086,78.7272374943448,59.564722349559,68.9137054753171,70.4143947742695,65.6333655693846,67.0132145810771,133.635435600048,67.4682085653888,73.1261098565331,0,67.7779413770079,60.0812267571364
"32160509_TLymphocytes",65.3186314237203,66.8635396087315,75.3401175485315,68.7956680042185,90.737137336971,85.9799507285724,79.8420263857129,78.2625514641326,83.7806225812207,67.8820558563227,74.5962452836168,69.0822687552237,66.486650229609,78.0124157720136,78.7753540748073,171.819956578678,69.7972740209694,71.1584830010358,80.4449019707606,68.6515637002432,63.093324375438,68.4922879806521,67.8451230962297,71.5743014869832,72.4329965430671,73.6431936530459,71.6530157337037,83.8861016133374,75.6024866061281,72.8936064582843,64.1047120373731,69.3009561655971,73.8213443980498,68.2500083689108,77.407166164345,70.2100737024865,79.6220233336385,74.3254689616557,141.738025683561,65.6328246799803,73.2164757155384,67.7779413770079,0,64.8150161576679
"32161284_TLymphocytes",76.1775439352919,55.9748347218752,72.0699094770387,72.6140068243998,84.1954597989089,78.8488714012334,70.6376971359276,65.6612950798427,68.881839262394,63.7698458086608,67.085035476653,61.7164604932414,61.4218947959616,70.8232053349108,63.1469675594914,166.896716379022,78.3345274675426,64.1518325317714,75.2536586524695,75.1991198423526,57.9455184625427,61.9242353849528,63.0081029806824,74.3999592357861,61.8366126792022,71.0392446276549,69.4639916571839,76.5591705386235,71.3475967562096,72.7319004653584,62.7052810067426,55.6781917029248,71.4123197607673,58.0477300104428,63.9510077119006,66.1574079801191,69.7695378179604,62.1757152456876,136.567896647777,61.9355484178237,63.7688787343603,60.0812267571364,64.8150161576679,0
