,Pathway,NES,Regulation,Up_regulated_genes,Down_regulated_genes
1,GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION,1.92415571002676,Positive regulation,IFI44L,USP18,IFI44,RSAD2,EIF2AK2,STAT1,HERC5,IFIT3,PLSCR1,IFITM1,IFIT1,MX1,IFIT2,OASL,OAS3,DDX60,OAS2,IFI6,TLR7,DDX60L,ISG15,GBP5,PARP9,CDK6,NT5C3A,OAS1,IFI27,GBP1,IRF7,MX2,GBP2,
