"","Gene.stable.ID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Gene.name"
"1","ENSG00000002549",417.061758585702,0.74011768365952,0.173020842457926,4.27762154631454,1.88900818785045e-05,0.00575814142908295,"LAP3"
"2","ENSG00000002587",144.989300537027,0.613606516398184,0.160697740601626,3.81838919514949,0.000134325893087315,0.0202740809119942,"HS3ST1"
"3","ENSG00000002745",115.629561515297,-1.15037492972449,0.272405102382708,-4.22303003747816,2.41039681009579e-05,0.006939264594398,"WNT16"
"4","ENSG00000004468",606.522673459266,0.775942258241828,0.227213221346996,3.41504008279881,0.000637726262399046,0.0450762127550092,"CD38"
"5","ENSG00000021300",52.1206202494721,-0.785017466439903,0.201575019058298,-3.89441841606805,9.84346136209788e-05,0.0166333098190406,"PLEKHB1"
"6","ENSG00000055118",34.5017571693671,-1.0256575167802,0.271804289303559,-3.77351483086683,0.000160963645960507,0.0233863629916079,"KCNH2"
"7","ENSG00000055332",1146.4804276902,1.01404326194791,0.197797064940018,5.12668508127465,2.94888155830558e-07,0.000458433127054186,"EIF2AK2"
"8","ENSG00000068079",228.834126502687,0.60291242950514,0.164199773677741,3.6718225366645,0.000240826894323469,0.0284432687944718,"IFI35"
"9","ENSG00000076604",522.185607086572,-0.585967028953043,0.122021920867796,-4.80214558815138,1.56974491733843e-06,0.00122016272424716,"TRAF4"
"10","ENSG00000078081",11.1095191133314,2.41602486997863,0.466269775694732,5.18160300306578,2.19987049836353e-07,0.000458433127054186,"LAMP3"
"11","ENSG00000080561",20.3023280566946,-1.2260809247671,0.359864791820191,-3.40705996428716,0.000656666985714726,0.0455738614282193,"MID2"
"12","ENSG00000089127",874.971971646587,0.822416495806002,0.214541215461376,3.83337296769469,0.000126398087646043,0.019455293767776,"OAS1"
"13","ENSG00000102524",56.7505443865835,1.1356523573563,0.227420515283215,4.99362318277235,5.92569606074722e-07,0.00075867315247194,"TNFSF13B"
"14","ENSG00000104205",191.228358732233,0.57936041218125,0.152973050300749,3.78733646901996,0.000152270837918538,0.0223431771372944,"SGK3"
"15","ENSG00000104783",706.904473255348,-0.746858066218534,0.217282327927351,-3.43727017904672,0.000587609146118013,0.0432937051447897,"KCNN4"
"16","ENSG00000105810",533.901631380969,0.595334497501004,0.152056334634657,3.91522325545598,9.03205921825689e-05,0.0156013769563357,"CDK6"
"17","ENSG00000106537",935.608778085474,0.60253641238955,0.170561777520188,3.53265790935036,0.000411404448250683,0.0358219369337884,"TSPAN13"
"18","ENSG00000108679",127.741262311402,1.57872220699487,0.368284332710702,4.2866939122143,1.81351901515681e-05,0.00563859332192557,"LGALS3BP"
"19","ENSG00000109458",431.914838298521,0.798023244855275,0.216834384431373,3.68033532572803,0.000232927443945724,0.0284432687944718,"GAB1"
"20","ENSG00000110852",527.073274757944,0.563294937256528,0.166470452239059,3.38375327080634,0.000715022260547261,0.0483292872281205,"CLEC2B"
"21","ENSG00000111331",403.535846226554,1.57509934296358,0.344432021970342,4.57303398781897,4.80712124787133e-06,0.00233535959123149,"OAS3"
"22","ENSG00000111335",1226.80402517828,0.770684966840434,0.17158685331309,4.49151524117167,7.07182390787679e-06,0.00289312038083823,"OAS2"
"23","ENSG00000111885",818.289845698779,0.860652757546662,0.206351613016476,4.1708070267323,3.03522812506158e-05,0.00813545800555299,"MAN1A1"
"24","ENSG00000114450",456.590987183631,0.63961026937737,0.171388017373266,3.73194275294266,0.000190008688423827,0.0257464200281232,"GNB4"
"25","ENSG00000115415",2343.40481457117,1.00272016049564,0.207053047431352,4.84281768819698,1.28010733636068e-06,0.00120081748841263,"STAT1"
"26","ENSG00000116396",61.055896494882,-0.760439409131102,0.172335097403517,-4.41256262124341,1.02154234166195e-05,0.0037811660103516,"KCNC4"
"27","ENSG00000116771",78.1348479165129,-0.513874782950762,0.127465224537446,-4.03149003828726,5.54243461466774e-05,0.0126738342677057,"AGMAT"
"28","ENSG00000117228",244.05031025744,0.853106483006937,0.235097216318075,3.6287391929504,0.00028480879102032,0.0303262840082321,"GBP1"
"29","ENSG00000118513",10.269308121023,1.36497962919009,0.392034167732923,3.48178740920356,0.000498078951192729,0.0393904660673692,"MYB"
"30","ENSG00000119900",1101.58790329496,0.592901199445854,0.134353255621423,4.41300210183604,1.01947006372435e-05,0.0037811660103516,"OGFRL1"
"31","ENSG00000119917",509.728210863537,2.16853305318926,0.450314603795801,4.8155956633656,1.46761432393155e-06,0.00120081748841263,"IFIT3"
"32","ENSG00000119922",555.702315135399,1.10640820662813,0.239849371412923,4.61292935691436,3.97033272819965e-06,0.00205742641975306,"IFIT2"
"33","ENSG00000122643",849.523260726815,0.504006204879845,0.131003392667724,3.84727597214374,0.000119438406955071,0.0185678947452353,"NT5C3A"
"34","ENSG00000125726",45.7656989224263,-1.09308249217465,0.308526018404769,-3.54291835037583,0.000395725203640191,0.0350877354748915,"CD70"
"35","ENSG00000126709",180.955721956223,1.47802139759664,0.33664677626904,4.39042195495565,1.13130915017654e-05,0.004004115260894,"IFI6"
"36","ENSG00000128268",325.382698259651,-0.774030217383633,0.217409030412493,-3.56024869765095,0.00037050373315626,0.0349081880948317,"MGAT3"
"37","ENSG00000128438",675.766029524717,-0.923501982208983,0.231653917548846,-3.98655888050871,6.703849683339e-05,0.0138957396236251,"TBC1D27P"
"38","ENSG00000129250",330.930617101603,-0.655322944892079,0.181966805287036,-3.60133236311076,0.000316590533907951,0.0324855335180508,"KIF1C"
