"","MMP_8","TARC","TNF_RI","CHROMATIN","PFLC","BLC.y","CXCL16","DCR3","ESELECTIN","EGF","ENA78","FAS","FGF21","FGFBASIC","GCSF","GALACTIN3","GMCSF","GROALPHA","GROWTHHORMONE","HGF"
"MEpurple",-0.0330009841555253,0.0751475970970831,-0.0307509170540122,-0.0771993963509573,0.0337785891600757,0.0217221269152029,0.0526169537584599,0.0886206815308761,0.00680789533278319,-0.0673866249889048,0.0960028629978917,0.0358279915394776,0.0522138774455741,0.0856205022082162,0.0476292733072649,0.0726944755873459,-0.0307066373103236,0.0246739074548782,0.0172507727693112,0.00565401476790468
"MEdarkgrey",-0.227141389196334,-0.110428023680474,-0.160274010461625,-0.252340533568786,-0.0736163720169295,-0.197460768571798,-0.109964817832922,-0.00291363568835237,-0.135638660401468,-0.286335462174601,-0.103156922500138,-0.12052282500156,-0.161055291590409,-0.106131343539093,-0.149523030618749,-0.11596499677029,-0.0977763977512936,-0.0410203711437349,-0.221057979483665,-0.188947942498855
"MEdarkturquoise",-0.0374434243303075,0.0567429264836708,-0.017769760699129,-0.0403898719889064,0.0237554369700784,0.0534831650740853,0.0171351263884458,0.068600254127742,0.0168466562472262,-0.0627134087011468,0.0810601096827151,0.014711977202201,0.0684549896012969,0.100909877602541,0.067938787788376,0.0614441400797805,-0.0179122050976888,-0.0341579406328469,0.0230491094359192,0.00825024603888132
"MEsalmon",0.203429143588081,0.0560217403311077,0.187909449990465,0.128744566317752,0.0807514973047242,0.296609440826184,0.20239065107969,0.10633327868581,0.22252586693682,0.232333851738287,0.189121024583587,0.16829348038753,0.193883685255085,0.153441863627191,0.147763257346948,0.210583203090327,0.0381812792871787,0.221602531329124,0.248261121158348,0.137888727502982
"MEorange",-0.164485674523431,-0.139679334028436,-0.138292585700689,-0.195676354185083,-0.200831125660031,-0.192412465503856,-0.0824447663605693,-0.145133674733671,-0.143427354214398,-0.164658756608163,-0.0932912436704272,-0.0850409976315459,-0.124707509501225,-0.197059855318169,-0.116000792228051,-0.129523093407612,-0.0729956027289272,0.201786299404425,-0.115303242071801,-0.153754585270061
