"","ITAC","ICAM1","IFNGAMMAR1","IFNGAMMA","IL1RA","IL10","IL12P70","IL13","IL17A","IL17F","IL18BPA","IL1A","IL1B","IL2RALPHA","IL22","IL23","IL27","IL28A","IL2","IL31"
"MEpurple",0.196089408291902,0.359995510770686,0.682197868616451,0.974382676081767,0.795839065430999,0.210495229470586,0.20377019896523,0.319700973157651,0.977014291429412,0.762367003005037,0.980695889454552,0.391489768828302,0.58442222153682,0.673805995415471,0.291400156633603,0.214040034092437,0.944650602317924,0.528563857395427,0.975156885313162,0.49767942492613
"MEdarkgrey",0.325248520177783,0.704809172125199,0.614492355587477,0.126168291334514,0.227692814052261,0.0666805090181557,0.606710068009306,0.472059277845408,0.846515447934641,0.578345799980505,0.814960270415672,0.565720106563916,0.426681961773077,0.156142791589058,0.105480412296456,0.919592994712052,0.0864771546588455,0.597702746561242,0.753629810059941,0.643693812891307
"MEdarkturquoise",0.716017740348588,0.763966121625428,0.641250882763848,0.635873552092085,0.607491579419414,0.439978863153934,0.406372984293525,0.648952273686503,0.986246828789543,0.370653022888825,0.357240919041888,0.799315948312975,0.748006841454065,0.27036071862434,0.847690771430579,0.811148094375308,0.617943020951715,0.268944285453303,0.571309860440599,0.960385440749811
"MEsalmon",0.268335524109615,0.634125433302104,0.0625360146646211,0.000478380210724438,0.110769532429137,0.0714657283405444,0.657500371278755,0.993354045788792,0.000494411380572804,0.00218679038507355,0.230477496728648,0.877820951731325,0.228530421690985,0.0959024837431253,0.798787714933308,0.216743336825918,0.000702579540041025,0.0786652480592629,0.200499350570137,0.10132848214701
"MEorange",0.949112119247717,0.882055219456691,0.683352816420228,0.948066381046519,0.7880631766051,0.936803026278899,0.613818429416421,0.957645976252,0.906243698934183,0.881796455834936,0.39918296502329,0.881669294490578,0.851765002940955,0.589312761888906,0.729104628771771,0.517837829281626,0.801195370997921,0.449126766514849,0.678237030017146,0.770157610237236
