"","MMP9","MPO","PSELECTIN","PARC","PENTRAXIN3","PF4","RANTES","TACI","TNFALPHA","TNFRII","TRAILR3","TRANCE","VCAM1","VEGFC","VEGFR3","VEGF","ESSDAI"
"MEpurple",0.0350202751440627,-0.0499630284592393,-0.0713675129377356,0.0334048423532328,0.0356549094547458,0.0368732930084149,-0.0532515880691431,-0.105120093597609,-0.101058279150351,-0.106330094053554,0.0454628942562132,0.00243679558232964,0.037097260160844,-0.0739838878206716,-0.135177108175517,-0.0173659025014215,-0.101486310080204
"MEdarkgrey",-0.177005278652363,-0.238334030675655,-0.243930351415316,-0.087291064733059,-0.180409226318754,-0.257620247614609,-0.202967591362129,-0.15707434402826,-0.191593277941671,-0.164427980495187,-0.0972144375910142,0.0280418937781934,-0.129119235209905,-0.215402850425257,-0.184390114267585,-0.17123587582797,0.0338287700267347
"MEdarkturquoise",0.013096544411371,-0.0736175800392487,-0.0610979759103169,-0.0050193804572215,0.0110772534228337,0.0440624256075398,-0.0544631626622655,-0.0844653221881994,-0.0830266527500298,-0.102579982217699,0.023192999354058,-0.00461116702502377,0.0511169090241178,-0.120533558865735,-0.121965175707658,0.0452898121714814,-0.169143850133673
"MEsalmon",0.181101554657682,0.17019738331958,0.190274905148466,0.0668096847064655,0.164370286466943,0.149087536118143,0.229910702552042,0.117322563298978,0.279519198958026,0.201467546627787,0.0514630731935814,0.186246160815594,0.180293838262267,0.132864206835847,0.226622142942139,0.205967680830813,-0.19169636348483
"MEorange",-0.176889890595875,-0.173659025014215,-0.2037176137293,-0.144638928807521,-0.156985450851721,-0.146623518896669,-0.112272578962679,-0.0945042334318788,-0.192173073002775,-0.129811563548832,-0.194025016984321,-0.145682886660507,-0.204640718181203,-0.203839180558549,-0.133907839554151,-0.14654283173957,-0.0638987878282766
