"","ENA_(pos≥1)","ENA_scale","SSA_(pos≥10)","SSA_scale","SSA_52_(pos10)","52_scale","SSA_60_(pos10)","60_scale","SSB_(pos≥10)","SSB_scale","Sm_(pos≥10)","Sm_scale","U1_RNP_(pos≥10)","U1_RNP_scale","SCL70_(pos≥15)","Scl70_scale","Jo1_(pos≥10)","Jo1_scale","DNA_(pos≥40)","DNA_scale"
"MEpurple",0.438326240769577,0.333036142342014,0.25254243042793,0.168171233190285,0.30117376326566,0.206649061743837,0.138270945982973,0.0760193290580021,0.416641552173154,0.68786751115513,0.253750449691617,NA,0.00545698287200351,NA,0.102978539530322,NA,0.0632834212025409,NA,0.737004341358852,NA
"MEdarkgrey",0.827659931356054,0.859080671638545,0.79151086406957,0.981245036383385,0.85366324468264,0.868749102543602,0.63716812823074,0.606144821130719,0.513766832292132,0.649680016629232,0.874672793714921,NA,0.939936847004165,NA,0.29289331762248,NA,0.731850884769357,NA,0.685555228180214,NA
"MEdarkturquoise",0.933708242366772,0.798447850721079,0.790674653103532,0.562032827649121,0.849086753421941,0.632567560653981,0.551047515160786,0.311459557907997,0.521617938794557,0.67301822428055,0.42569237316871,NA,0.0380936420508891,NA,0.218912181009653,NA,0.311209220964209,NA,0.652992511016804,NA
"MEsalmon",0.166355810069192,0.288787256520888,0.175444039454036,0.284859219136542,0.194383908075527,0.319454082095374,0.177465322983761,0.233488226806045,0.61034376476421,0.365906973790755,0.676860964524634,NA,0.568334578341184,NA,0.708498547169417,NA,0.624736131743716,NA,0.995015757314673,NA
"MEorange",0.630240673575252,0.613057614483061,0.694469274597577,0.597852234731536,0.634895440325368,0.613430687131491,0.888341923795542,0.700619866396852,0.767501002487418,0.73822532027542,0.321326025761833,NA,0.79063060145391,NA,0.699210313193397,NA,0.618432424242131,NA,0.542354684328979,NA
