"","M5_12_BODEWES","PRECISESADS_IFN","CD14HIGHCD16NEG_CLASSICALMONOCYTES","CD14LOWCD16POS_NONCLASSICALMONOCYTES","CD14POS_MONOCYTES","CD14POSCD16POS_INTERMEDIATEMONOCYTES","CD15HIGHCD16NEG_EOSINOPHILS","CD15LOWCD16HIGH_NEUTROPHILS","CD15POSCD14LOW_LDGS","CD19POS_BCELLS","CD3NEGCD56POS_NKCELLS","CD3POS_TCELLS","CD3POSCD56POS_NKLIKETCELLS","CD4POS_TCELLS","CD56HIGH_CD16LOW","CD56LOW_CD16HIGH","CD8NEG_CD4NEG_TCELLS","CD8POS_CD4POS_TCELLS","CD8POS_TCELLS","LEUKOCYTES"
"MEpurple",0.00441502899384536,-0.0623212577280105,-0.179778063231015,-0.219085104128625,-0.19046343260548,-0.212876536659971,-0.240996494980886,-0.234968520360139,-0.136930303390804,-0.288144355324067,-0.285154731111599,-0.312455747640421,-0.21725342876048,-0.30979977305579,-0.251761229267809,-0.28390963010596,-0.149722416608487,-0.2071608943024,-0.26332380457113,-0.175202652711862
"MEdarkgrey",-0.112790228091217,-0.0743191362022107,-0.192096989876013,-0.299665812938629,-0.216791893827407,-0.320160846509622,-0.176191105491633,-0.276806020125055,-0.206439035298207,-0.22183001095499,-0.279881131489884,-0.236932881887607,-0.303196111467154,-0.22697333745936,-0.340616171251457,-0.266112606819387,-0.0564406242903532,-0.0983075422549047,-0.190852742683746,-0.0780025135834338
"MEdarkturquoise",-0.0465658601607864,-0.0826196642331773,-0.185691978104833,-0.211777413575582,-0.196833269893672,-0.218202770975772,-0.2561826867043,-0.229676614248061,-0.162351273598559,-0.266280269223162,-0.246722053458172,-0.281095902729979,-0.1801736637063,-0.283120308048913,-0.251994903869418,-0.243094989256547,-0.129773377329143,-0.191622776903581,-0.23020448963527,-0.158686432315635
"MEsalmon",-0.184729874542184,-0.117630117314871,0.0711207759892515,0.176002033908731,0.0815078480059681,0.10565458609617,0.11629389653122,0.176686229436213,0.0406759923858033,0.204029218177496,0.198633368572872,0.204529391447246,0.259395526238754,0.231049898202738,0.193969228954963,0.192183197981629,0.0959291615931531,0.159689687409085,0.0999729310360236,0.142281581474436
"MEorange",-0.00960410994470893,-0.00641959916850655,0.0448547208254328,0.0372901843367615,0.0508916357131053,0.0592333998882105,0.133999854430761,0.0762767863069144,-0.010087047213147,0.119207508848766,0.0611293129839057,0.0910789564073495,0.00207125482761907,0.0730888450752937,0.0508718672975971,0.0646744068551653,0.157447701154469,0.128718372796766,0.112260388607145,0.10745617132888
