"","M5_12_BODEWES","PRECISESADS_IFN","CD14HIGHCD16NEG_CLASSICALMONOCYTES","CD14LOWCD16POS_NONCLASSICALMONOCYTES","CD14POS_MONOCYTES","CD14POSCD16POS_INTERMEDIATEMONOCYTES","CD15HIGHCD16NEG_EOSINOPHILS","CD15LOWCD16HIGH_NEUTROPHILS","CD15POSCD14LOW_LDGS","CD19POS_BCELLS","CD3NEGCD56POS_NKCELLS","CD3POS_TCELLS","CD3POSCD56POS_NKLIKETCELLS","CD4POS_TCELLS","CD56HIGH_CD16LOW","CD56LOW_CD16HIGH","CD8NEG_CD4NEG_TCELLS","CD8POS_CD4POS_TCELLS","CD8POS_TCELLS","LEUKOCYTES"
"MEpurple",0.84865572790934,0.73949085100948,0.0924135968038821,0.0917100843745525,0.092900812849609,0.0523958810794244,0.0481652513728177,0.0272291272611707,0.142332675107718,0.0325887627901128,0.0405767021208325,0.0207603849481483,0.0687918168696651,0.0168365009612935,0.0794389892888129,0.0384477394093813,0.257153615881606,0.193521228930266,0.0619071323539291,0.202638589557358
"MEdarkgrey",0.268022774331491,0.649111181647492,0.142762554705541,0.0436116143354522,0.114119855239412,0.0175410577547105,0.138145429000168,0.0485677027656556,0.0558645032501036,0.10489992935456,0.0604948086484187,0.0790855095585088,0.0416436873407328,0.0998745072197755,0.0224517517818997,0.0667865551008953,0.892695560662281,0.868061425415504,0.129017515840286,0.874456121139077
"MEdarkturquoise",0.662485288429186,0.455063226283151,0.182729488727268,0.127393730078629,0.180713236044737,0.094001433668688,0.0422588099107077,0.0670460669037195,0.301752417497283,0.0627524068371849,0.0796800091011541,0.0394617225344568,0.196853917652824,0.0380842553983575,0.0746738594165277,0.0794226887802499,0.247805728529592,0.173127394943514,0.118935463212167,0.182384775142123
"MEsalmon",0.0937883253135524,0.175718280109859,0.345437609550198,0.146920120728501,0.335517018139993,0.173304583804943,0.245868867965429,0.148974583844249,0.469056785827041,0.0498277052661488,0.063785885813397,0.0683728926762645,0.0772795567408859,0.0557379166801222,0.101717931122252,0.0670286685208492,0.350313052293108,0.304463977772434,0.219047843931875,0.314709984225715
"MEorange",0.755833949154597,0.312745047383347,0.626352732208864,0.884314635221626,0.691322124214804,0.801771895974329,0.680353746770119,0.902161658734676,0.837164758209012,0.744739161104602,0.989890919378607,0.56953568047,0.961527485074252,0.645754363169392,0.920059737857713,0.988471478257747,0.261039436968982,0.317152513133487,0.773543053936765,0.400583403861393
