"","MMP_8","TARC","TNF_RI","CHROMATIN","PFLC","BLC.y","CXCL16","DCR3","ESELECTIN","EGF","ENA78","FAS","FGF21","FGFBASIC","GCSF","GALACTIN3","GMCSF","GROALPHA","GROWTHHORMONE","HGF"
"MEpurple",-0.111233470995451,0.236057261336109,-0.0147571315637606,0.132803427070914,0.0372600769442096,0.119541111100391,0.0423410655744426,0.134160219244161,0.0557691524306039,-0.0974139012771112,0.0998523851955878,0.0341696136891072,0.0552934546798726,0.107449291941506,0.118802598210767,0.0613953285591605,0.0074523545560952,-0.110583859035921,0.0168083055061765,0.0580740343773353
"MEdarkgrey",-0.328554351480426,-0.117341223667797,-0.19514968297048,0.0180212046102386,-0.081063716009134,-0.136369916684672,-0.183668203722548,0.104712942324313,-0.126100493359207,-0.340190376676296,-0.1002092310211,-0.144050626825731,-0.172912722651395,-0.141532465797151,-0.137435948702487,-0.183600804455893,-0.0223051869432372,-0.146402361548145,-0.218073346176608,-0.205034226090886
"MEdarkturquoise",-0.150004070233956,0.13929465104366,-0.109791164157638,0.0712377580989735,-0.0533736175863753,0.0332460339666492,-0.0747626619138662,0.0482093498295822,-0.0241549749542745,-0.121033102309255,-0.00195223908074312,-0.0799957192890005,-0.0165074098394652,0.0113216726628284,0.0342003556947381,-0.0442071694401226,-0.0532796326948197,-0.127892890253919,0.03988366492512,-0.0199336862652853
"MEsalmon",0.283459223820154,-0.0349669386591244,0.164754573550885,-0.035780915493144,0.0191271451128403,0.2338718738574,0.196337053150992,-0.064482788305629,0.244868975995313,0.291486907482477,0.188896013110144,0.1853092789859,0.12228152049293,0.130595655020455,0.071212267345661,0.198902364385538,0.0398651920801851,0.0629996584921295,0.202248698734432,0.149170385974095
"MEorange",-0.0222195759233327,0.0462085802716348,0.0277938499623068,-0.0488654655240143,0.021956492033673,-0.0264366052332226,0.0586740658782953,0.0776549837149897,0.0450921645294969,-0.017531204901466,0.102082097343831,0.0673911740683773,0.0412409381058925,0.0278660926690661,0.0600355245035032,0.0374137945770629,0.102713880520144,0.122663919683787,-0.0952765473729278,0.0354617034443844
