"","padj.MM.purple","padj.MM.darkgrey","padj.MM.darkturquoise","padj.MM.salmon","padj.MM.orange"
"B_GBF1",0.132898590304139,0.7161306584409,0.494237224110084,0.444989142263215,3.75929039109469e-05
"B_CS",0.112749497204189,0.259201079174037,0.0884313613649312,0.283475427845939,1.15589075366301e-06
"B_ARHGEF5",0.972077956714969,0.964023190747512,0.0811700839536346,0.28472075249803,0.426687313157478
"B_NME8",0.935139042366243,0.232918476465529,7.69461364860796e-05,0.652372552762695,6.02646225135888e-11
"B_PTCH1",0.544211345193893,0.777542960174056,0.0581124019220647,0.900890114101632,0.11732574426579
"B_SLC35A5",0.317073427827947,0.661021412157516,0.116184282153417,0.57007830231218,0.997704500920831
"B_RGL1",0.335306205473068,0.651956708487015,0.000652802839134433,0.917770023720125,1.76205565211157e-13
"B_SNORA28",0.0152445286505873,0.708433100885828,0.0376343532961035,2.70187993314893e-19,0.839502395232138
"B_WIPI1",0.976520491326569,0.737423710748874,4.95707279477432e-05,0.740207065273203,0.00974591713608831
"B_NSUN7",0.840571077400169,0.178978244390602,3.26356965691389e-07,0.354442502302131,4.47008353191159e-10
"B_PNP",0.788288293570451,0.124484275754579,0.338347544884393,0.613666416583221,1.82754316839452e-06
"B_NFYA",0.254067042669818,0.939102807684764,0.120967601610638,0.754367301195643,0.971100392931603
"B_MCL1",0.809199900615227,0.183576574250045,2.20510486312257e-10,0.976033121305438,1.81412253615488e-09
"B_UNC13D",0.953641173737247,0.066219883114392,0.00124697811735083,0.449228809927465,0.0161182604351413
"B_NPIPA8",0.977437405233533,0.131593748626462,0.187230354083896,0.649001445346536,0.0036894992460735
"B_SDR16C5",0.342156514183364,0.0303298019625854,0.0539943958324341,0.808448746350702,0.000292975473338944
"B_RCAN3",0.80860267869812,0.00815815150025361,6.87312840493219e-05,0.0933916870779788,0.0634409271845689
"B_MT-CO3",0.96628057155866,0.183400062311896,0.00422476584343529,0.492246878186653,0.593964005933962
"B_BCL3",0.710904632124272,0.0455466425538453,0.0003749336609735,0.805878530498488,0.00433124318686039
"B_PDGFD",0.565627962940411,0.998662220342967,0.258166296420499,0.540018642356521,0.000374300006147148
"B_TMEM259",0.740591132263707,0.21846189504222,0.84728418135445,0.348550010472898,0.00649778050193267
"B_SHROOM3",0.0144732006226272,0.282584158511826,0.00506659416427303,0.246780901761868,7.05374650467075e-05
"B_LDLRAD3",0.672132195610868,0.055982823919605,0.741520654405579,0.291214750080068,0.030194617781719
"B_SPATA20",0.758179536722626,0.71765701074845,3.07859388013044e-05,0.688783587974923,1.0617222730962e-17
"B_WBP11",0.453932428282603,0.994441652163216,0.51485266318733,0.439441799098967,5.07402956987797e-06
"B_CCNB1IP1",0.462740834106594,0.202185828400107,0.00207744920102192,0.269974839273322,1.68969401734837e-17
"B_SLC43A2",0.768311911828904,0.257195419088362,0.000266822180883436,0.96750848829095,0.00121886461380239
"B_GBA",0.636978011579835,0.567349858223244,0.00717981917413583,0.83498339989319,0.72099810379269
"B_FN1",0.0800845180234401,0.744104243395593,0.00511526560107696,0.174913737696939,4.67816939130946e-08
"B_NDUFA4",0.578112847436774,0.477938388151305,0.368069754541721,0.276420904660796,2.58209763560583e-07
"B_ABTB1",0.858653856695983,0.131531572424336,0.000777075419120904,0.248156113345958,7.79832887846142e-05
"B_LPAR2",0.806654064193063,0.172275296147434,6.86895095387562e-05,0.902815336498651,6.25343509643101e-08
"B_UFC1",0.527224095960056,0.822455932476668,0.196269945730365,0.376496627572791,6.06644188633306e-09
"B_TGIF2-C20orf24",0.266144669937693,0.0809954183974804,0.805177908415885,0.114795299978089,0.709322288161273
"B_UACA",0.754453153314169,0.204759344379426,0.254140811425361,0.535760791882622,0.905975189839058
"B_INTS4P1",0.775400171929248,0.781477202544828,0.934209374747549,0.33948624233285,0.621089197638788
"B_SPHK1",0.86473173505005,0.9129243676591,0.0101470691063993,0.708196809440596,0.000110099381399118
"B_SPPL2A",0.60391216183627,0.711739718969454,0.0143792405783306,0.724359040702774,0.918688822877265
"B_DDX56",0.296376109641837,0.278663806735978,0.00892059186143573,0.349368380803198,6.0649060432111e-16
"B_AL360012.1",0.00308304367764559,0.967671830813677,0.0258098120487184,1.1917165029256e-09,0.00014501100478543
"B_SNPH",0.734284175558216,0.739483628725462,0.0228402123891052,0.171927340252226,0.00746663590550704
"B_DNAJC8",0.12889193451811,0.652865890338861,0.504789386665952,0.334264915151923,5.07473179009528e-05
"B_LINC00987",0.993745128767401,0.673553395582223,0.771471030226901,0.0663063094575998,0.018022497233056
"B_LYSMD3",0.613332621168697,0.92215948068249,0.00939607003854819,0.873634887539215,0.267764854812221
"B_MICU2",0.251785788231641,0.64350911647179,0.464518448449026,0.464594112101266,0.117963328993637
"B_SERPINB6",0.62226681114408,0.441605260570852,0.423592909672283,0.57823984554981,0.00173601012269277
"B_DDX58",0.737204781969535,0.0204253586197772,3.71818987358068e-15,0.657490839725533,3.63550533939933e-12
"B_PPP6C",0.307630384505487,0.962052869011145,0.542399804456734,0.352532066342881,0.136512674098739
"B_RAB27B",0.904690147316557,0.269740725826868,0.0722199195144229,0.7981349777221,1.44563814949786e-05
"B_SMCR8",0.209144174573873,0.941217857585941,0.882126951975899,0.379728844248371,9.5332621545785e-05
"B_LINC00892",0.605127602488291,0.427335291042619,0.202920324846317,0.308390861316858,0.00128489167092603
"B_HLA-L",0.845453283018424,0.33327878956537,0.500729453804059,0.38419564526104,0.00325126198993193
"B_HAGHL",0.328298963939135,0.950592955284383,0.000115840854087027,0.738200089193418,1.16629161754247e-09
"B_APBB2",0.881145231569295,0.379229484293417,0.253012847061906,0.795599293418953,0.00159214513492323
"B_MPO",0.946963723440069,0.727088866013472,9.31054735961083e-06,0.942674064986154,5.18254517345625e-08
"B_MMP8",0.700449517658781,0.128929572341763,1.25939885961425e-08,0.989544024952374,6.14753744213932e-11
"B_ADGRG5",0.108059997883796,0.972952293400941,0.000517735709933417,0.835269890611795,7.00027126445174e-08
"B_HSD17B11",0.865722498718388,0.363682898657438,9.24693924384298e-07,0.965985570142634,5.84634722929886e-06
"B_FKBP9",0.241750285854907,0.593060600628441,0.00694840505669505,0.905820801665452,5.3997707686251e-11
"B_MTCO3P39",0.0840002493337347,0.330951572980966,0.0197271433539724,0.17400890046566,7.09086515680164e-07
"B_SLA",0.229227991106295,0.920840483654325,0.00444365200397215,0.878320886254419,0.000284076208954222
"B_CYP26B1",0.205845180947254,0.00963933674240474,2.56331097764406e-08,0.0810547537798993,4.73556410311421e-15
"B_COX6C",0.610184014890337,0.241345493741245,0.0963181323111587,0.28675554330868,5.84353292069302e-09
"B_HTATIP2",0.420479398781006,0.374984951392584,0.00164661714166547,0.80707923457098,0.584271436758979
"B_SFRP4",0.0822408816292812,0.934558120548981,0.46319265088199,0.533695919721733,1.52995091534725e-05
"B_MTND6P20",0.158595055707034,0.777117184743845,0.5283101845357,0.225473911559007,5.41602666499346e-05
"B_GAS1RR",0.146999395267729,0.663134703091208,0.233885823012998,0.174644373825038,0.000116850160910901
"B_PTGIR",0.469510899936387,0.257421860086023,0.42364978988997,0.313401490082699,0.501915197282009
"B_CNN3",0.906165994829533,0.939476855186013,0.00379513849040337,0.471037704318369,0.0068031545761437
"B_LINC01237",0.342062154439345,0.308486271275009,0.000461707446286098,0.801540640689766,5.51280467581551e-16
"B_FAM215B",0.804242970752022,0.338903791661275,0.183479460001895,0.842759078245705,0.0288608326278156
"B_PAOX",0.835630845659429,0.620894114472647,1.26386504674997e-05,0.587271230240422,1.34081453908724e-11
"B_ITGAL",0.969592035845471,0.619458685905738,0.0168879018134379,0.438055998817711,0.00019194006322214
"B_SMG1P3",0.278326520107932,0.245751331479065,0.161318566477075,0.474228342737457,0.000765886288324213
"B_CA12",0.169071115957439,0.444103243435219,0.00311056662137371,0.101745431733299,1.96763627908316e-09
"B_ZNF138",0.252691415439023,0.0684432409961907,0.000465173103190736,0.471743600876998,1.29351143291197e-08
"B_AC026362.1",0.369420341243115,0.874228283570255,0.776956894072722,0.959487373389781,1.08452803352438e-07
"B_KIAA1147",0.5382982284364,0.038479414155436,7.4143593412745e-08,0.455792013482891,2.10489927652883e-15
"B_RPRD2",0.258001989685755,0.63978726111261,0.281114852700072,0.500839044597183,0.000472139860652899
"B_TMEFF2",0.0830584684776384,0.673875524559206,0.0706658530782086,0.127689377192584,8.91686012723384e-06
"B_IQCJ",0.17231587806378,0.480038532677447,0.156331957570749,0.245333647852852,3.5250187442243e-06
"B_TMEM132B",0.0949745458838763,0.487034820105399,0.00552358030251358,0.240052536881188,2.89641158535074e-07
"B_GOLGA2P5",0.195808073110052,0.0846915976764999,1.57724566713857e-07,0.439190866094128,7.62303187179182e-11
"B_U62317.2",0.534465617578306,0.333452148101397,1.78183588608765e-11,0.898792697519982,5.22109066859092e-09
"B_SDHB",0.35164157764288,0.616189567049738,0.063549904729474,0.526670068971764,0.26026721350367
"B_RPL35A",0.353421870571704,0.0816007616892808,5.24334829653773e-05,0.142165938677155,3.35960050198773e-20
"B_HIST1H2BJ",0.959076889825107,0.567258311605109,0.999348077643325,0.953097182109769,4.47008353191159e-10
"B_ARHGAP32",0.942785802690525,0.195562866947933,0.000230014362979658,0.751805655965632,0.119620452395903
"B_SLC30A4",0.996787051288199,0.401682515573815,0.0016376536319714,0.975504194689178,0.000177869902663429
"B_CORO7",0.93530410353419,0.129051129894897,0.187922980119915,0.507743086607488,0.430098754031612
"B_RASSF7",0.398384925726979,0.815132907429459,0.0773397724711595,0.505534996514947,1.91799305327713e-17
"B_TEDC1",0.22337406202082,0.544138950732076,0.984383146550992,0.480370815786613,0.58598622247207
"B_SOGA1",0.33470964208706,0.658269956882964,0.142192998967263,0.199698742224906,0.0635268950192345
"B_AGAP4",0.886347447701748,0.413529689582103,0.983736490582018,0.56237334076237,0.17392683602109
"B_SBF2",0.902528460801948,0.677833615562569,1.04047914698841e-07,0.680774781304564,9.81794310251057e-18
"B_HCG23",0.789882543247922,0.832150953635016,0.311452458697188,0.550635168741964,0.592218161577879
"B_CDR2",0.87055012836966,0.698174377311798,0.934399530721639,0.364368569589149,0.125146333828013
"B_C9orf78",0.150759155914042,0.877625719902832,0.563084414964794,0.200904553639993,0.000741137708142098
"B_DCAF1",0.194009103677889,0.140823902859178,0.00189501909387978,0.310261510112991,4.45052439043673e-10
"B_CYYR1-AS1",0.185876216542167,0.939782717241443,0.501883124086891,0.28643506235813,0.00080233869962936
"B_TUBB2A",0.918248636209289,0.607626034916974,0.113467244348033,0.885570819712748,4.3639733035374e-08
"B_DHX9",0.194424709761877,0.55543746185687,0.164449163272981,0.257990164752321,7.51491830724099e-07
"B_SLC25A42",0.957968657482714,0.460210924709811,0.000215255683821127,0.624071214976587,2.92149304641989e-13
"B_IGHV2-26",0.191407314422776,0.613626686933632,0.905796438515534,0.0364933582722084,0.0262712994738836
"B_BNIP3P41",0.587188524976965,0.260578026887051,0.102611385657358,0.658545124095235,0.00332664084014363
"B_AP000347.2",0.391848688410498,0.196525347549837,0.911288307465304,0.540018642356521,0.393973951240364
"B_JAG1",0.611244571356901,0.670339633675317,0.000117256785523924,0.82920000940126,2.92221963416476e-15
"B_SLC26A6",0.540689631344178,0.854107183210355,0.741520654405579,0.456072078878027,0.0696515610789093
"B_BBC3",0.815410555364602,0.0350833560995145,0.00554966482978774,0.949299469301504,0.000453758057034924
"B_ZNF256",0.353537910551772,0.462484199647057,0.000191300945885881,0.580611191291514,5.66452421456162e-15
"B_PAPSS1",0.0184430653235457,0.982104225676031,0.902217253095297,0.388424404379341,0.140143777386456
"B_AGPS",0.487349423636711,0.215643027630698,0.46179865958335,0.170114979933757,0.0673639076713145
"B_AC012651.1",0.138371708319408,0.135039101453111,0.000206721900261673,0.731307673667265,3.56687993818811e-17
"B_ZDHHC21",0.625170254277599,0.28284345659117,0.000576400303719712,0.831252672116773,1.08142491403105e-08
"B_AGRN",5.34231973922044e-05,0.000383615250120875,1.3435708438919e-13,0.0372568792052813,0.000637423911496852
"B_SEC24B",0.125047022193539,0.783261653216219,0.909631733066573,0.340287669902954,0.0132855708261006
"B_ABRACL",0.977437405233533,0.178364182475975,0.714584644312208,0.360746254776818,0.963330299334553
"B_BIVM-ERCC5",0.833086431336492,0.825988111544507,0.889847755722545,0.613365777933551,0.151668162444869
"B_FBXW5",0.735895634715382,0.379918866350612,0.82802142500868,0.569093312005725,0.000616722016719039
"B_CASP4",0.653012729306007,0.293695592532166,1.01264691252879e-06,0.852884664432852,0.00123268824588717
"B_SNORA72",0.363745457318293,0.753427900106011,0.0372585756978025,3.98137338476798e-08,0.00774823453664642
"B_PPP2R3C",0.361895271078456,0.733633759450935,0.0464770346864257,0.496918796123752,0.828276116508532
"B_SLC45A3",0.061120767678821,0.0925204422367902,4.36319400994672e-07,0.589325448534313,1.46815000698108e-09
"B_PEX1",0.109907508744261,0.158141013250535,0.119723490109746,0.222376419592896,7.54166550509969e-05
"B_PLEKHG5",0.899771077855283,0.504579018646304,0.865286755399355,0.20254088505036,0.228993304068972
"B_FKBP4",0.0547244233476566,0.14299734918183,1.49080227108748e-05,0.293904648788182,2.40302151034164e-19
"B_TEAD2",3.51796597310931e-05,0.579586236619192,3.13156083380681e-07,0.559661649139999,7.96768032155e-09
"B_LRRC37A2",0.356891801271447,0.767642791051209,0.612262872835842,0.780177663530156,0.000109529117851682
"B_AC092828.1",0.0278225473515286,0.48368995695402,0.0441962622879804,0.298407386853511,1.01047578522352e-08
"B_QSOX2",0.940795670822801,0.556297198747806,9.4913679314029e-06,0.60549776188186,1.61528157029716e-11
"B_CAMSAP2",0.868069327957481,0.155464321553409,0.588544496627577,0.373066880553934,0.0118163039035875
"B_ODC1",0.292104039198318,0.209394205246722,2.97129431433492e-07,0.586107466614474,2.09788888501067e-25
"B_PATE2",0.324717630080907,0.707502499183017,0.458330663932628,0.565262670170442,6.86302979802371e-06
"B_MBD6",0.412579143263681,0.111153948140271,0.000205400628829538,0.175522820935507,1.85918870107017e-08
"B_RPS6KB1",0.305935323172489,0.687379695030112,0.935211395042707,0.406911352198696,0.0098537340119192
"B_ZNF200",0.911333359460644,0.275830182689293,5.21958670470801e-08,0.704734292250459,2.39606926637477e-19
"B_PRICKLE1",0.521491056130871,0.0327965236137288,1.85704571987279e-07,0.955576696999098,1.23592664626278e-06
"B_RAB8B",0.680519764365304,0.706727951264131,0.000267940437831452,0.866550754147026,0.0413325001468561
"B_CASP3",0.752655017005253,0.918143293153537,0.0111437014560132,0.947061061879936,0.550577523693632
"B_PEAK3",0.636910068437964,0.454181333477779,2.35374845267853e-05,0.779038202910788,2.04319210129225e-08
"B_LAX1",0.0726787924372057,0.084359835752779,0.00020739447821,0.652372552762695,0.00241930273082737
"B_AKR1C2",0.264738479464825,0.528619020040766,0.0392080066206519,0.0961433534296312,1.51365422538169e-08
"B_OLFM1",0.968679724045587,0.21359169901819,0.525103983615982,0.217688449032204,0.0160527508249565
"B_GAPDH",0.879679806851676,0.957825678146324,0.480980088114096,0.836762290257462,0.158310588545326
"B_RNASE4",0.333691369765329,0.507929909910557,0.797606196209157,0.912266303655018,0.934929797317619
"B_MCOLN1",0.441818525364428,0.169678586671124,0.000996120235023767,0.36405929018506,4.99635548231689e-07
"B_TBC1D9",0.17090325942351,0.118726394633177,1.21352347636429e-14,0.459447608338168,7.99993295016467e-15
"B_LCP1",0.30462734340092,0.668369961003277,0.00292699764221819,0.430508488826351,0.00366437876216922
"B_AC138866.2",0.887491356552489,0.248163192933228,0.873016349752073,0.401775997051861,7.56968203053041e-05
"B_AC016831.5",0.358399207650609,0.928498506973422,0.702560322835373,0.589734007785628,0.789611481078097
"B_AC073896.1",0.42657089923261,0.380387490112286,0.0547564193496825,0.973384747137714,1.11818653013572e-06
"B_APOL2",0.978652998198,0.0176908961984028,1.37515658231159e-09,0.796290804521488,2.85042891282168e-11
"B_SBF1",0.789303854146914,0.413195342422724,0.83568574268238,0.539372864315105,0.000224075265893018
"B_SERPINB10",0.908201250647032,0.448768249389134,0.000484714100317862,0.858750378690256,3.6605926260328e-08
"B_ARHGEF34P",0.91491385617677,0.79798414932269,0.126851622985142,0.529287192513056,4.44873585921193e-08
"B_LINC01359",0.566535706758262,0.0423000819098612,2.19831323721597e-08,0.548287017653155,3.99727816725899e-26
"B_SLC16A10",0.674712656739762,0.00877921081738072,0.375168457667267,0.134422001160671,0.231517791905047
"B_RAB35",0.178054793914393,0.627472261374183,0.189988957858181,0.457162399915748,0.143066539445218
"B_VEPH1",0.247151051728945,0.449630132281052,0.0242062540874203,0.184902419422278,6.24188519468675e-10
"B_ZNF865",0.395769004493449,0.178978244390602,0.337575291551301,0.218770509753173,0.082977134591229
"B_SPEF2",0.486811522682015,0.157721610227278,0.372734145970157,0.456612003111482,3.47462423728057e-10
"B_ZNF181",0.109086572176795,0.016032481404401,0.000342039677473664,0.173366507391595,1.69404308560773e-07
"B_RPL11",0.253723430557762,0.182826601058152,8.36804830793193e-05,0.316377237644026,4.46645242042199e-26
"B_IGHV3-13",0.995101113594724,0.924108714406579,0.101026724448363,0.502052711888863,7.74292792504921e-09
"B_VWA8",0.322402102090112,0.0907238280513435,0.00164192376787003,0.253619271034642,1.50067819909451e-06
"B_GFRA1",0.127464266859302,0.462374969713007,0.00888561434577376,0.16525988245808,3.38517651900483e-07
"B_AL136295.1",0.878054584022238,0.317995193062748,0.382984905085153,0.0946874032363781,0.679472470126732
"B_SLFN12",0.88208099310738,0.621051523328459,0.00041572252657995,0.449959653175243,0.00252162399481115
"B_SCAF4",0.121624778382259,0.393390663385012,0.0264354881906858,0.58360222136756,1.18596551178633e-06
"B_PFKL",0.580414598939026,0.882515136122495,0.0932041142081703,0.406572417396775,2.07186764150537e-09
"B_RPS23",0.324717630080907,0.0575690518148235,4.94322628739944e-08,0.286178358407856,5.41576722674356e-30
"B_GALT",0.511046670291975,0.164571305470427,0.0933268703284586,0.215369211954817,1.35947189081424e-07
"B_RETREG1",0.407911436377476,0.0465129776289917,0.256959576963946,0.0197005778978519,0.506366887871966
"B_EAPP",0.303714866498648,0.534783180320881,0.165704610113262,0.542942702698736,0.0837577123476026
"B_KEAP1",0.27667548535532,0.972417738866139,0.899143531811737,0.585328139636248,0.10089585453554
"B_SETBP1",0.902528460801948,0.875488882074719,0.000376034829453796,0.753080958535879,1.95033018426941e-08
"B_GADD45B",0.235255755047718,0.0103047785549469,5.06926884083544e-09,0.547881026501438,0.000652087802409017
"B_BX119917.1",0.977437405233533,0.831927072762719,0.0140411189162584,0.827407356781656,3.35960050198773e-20
"B_AL450344.3",0.685532179672936,0.81424183541607,0.0506146226744863,0.936285738888142,6.00424479877656e-06
"B_LINC01121",0.178628039713926,0.121685056175771,0.0540598411801444,0.275993159097042,4.48437179166754e-05
"B_VDAC3",0.119060005687747,0.38218359875752,0.771045581631926,0.254751849591057,0.0752686660774484
"B_SP140",0.0106078662299047,0.614031355600497,0.84812682010787,0.999264469960847,0.00130785874243695
"B_TOMM20P2",0.50890645455352,0.43588977144183,0.611934439288664,0.298158696438236,0.022512187277699
"B_NMUR1",0.890428797122116,0.920324001530931,0.0071156278555582,0.466322799073816,2.6309708968447e-05
"B_PDCD10",0.302706582451365,0.886708199889196,0.301592670320872,0.642226061257107,0.250378309715725
"B_TRGV9",0.650906996546059,0.360732045828445,0.0380890602160079,0.524789543567156,8.32692297305108e-15
"B_ABHD3",0.647336408024254,0.34679823100958,3.49422110890074e-06,0.671859158062474,2.03741908185536e-05
"B_LIMA1",0.853462633341456,0.286544922873916,0.865403128003064,0.48400874964007,9.0495930800699e-07
"B_MTND5P32",0.517073643098512,0.29803931204087,4.11962612955308e-06,0.436704232833514,6.03841225282954e-23
"B_CACNA1E",0.991770226734377,0.231631996006644,3.86161016097149e-07,0.214533918977496,9.7271792739153e-12
"B_C3orf38",0.644573648362337,0.929915455950559,0.552255498604992,0.657886675778695,0.00311472914455129
"B_RPAP3",0.0815886857795003,0.896703754785025,0.704783001637498,0.432746830943018,0.248468522423441
"B_REC8",0.865457533311164,0.0260209519471614,1.21357652908011e-05,0.543580449122676,0.964010112184711
"B_RAD17",0.109855382324204,0.0685241506330347,0.00211175460377136,0.308636641351096,2.9541729217937e-09
"B_TP53INP1",0.246737842855737,0.886118237704505,0.719386439096115,0.587271230240422,0.118068878523458
"B_RPS10-NUDT3",0.937994054537593,0.27769791242373,0.30302873543424,0.292274574080929,0.000530553982362902
"B_STARD4",0.769729571696421,0.373784436875893,0.15869295643016,0.579515776551787,1.80379108726561e-07
"B_ACSS2",0.823600426198451,0.591623673098002,7.65385231060797e-05,0.866970899023651,4.10793428556445e-10
"B_EFCAB13",0.800654395890906,0.524283021511824,0.0108895700745769,0.873815796805957,9.23633620866162e-08
"B_SLC43A3",0.975263094332082,0.335218899767425,0.37696554606833,0.240530742227816,0.719453359893628
"B_RAC2",0.394533831072085,0.22413928949059,0.267489910004699,0.950549782951435,0.00568689027770252
"B_CALD1",0.201973297155901,0.623710416138756,0.107079973962406,0.0541363606838795,4.41781438571667e-06
"B_HIPK1",0.942336265562642,0.749033807570811,0.00559014301913424,0.578311082962061,0.00741293282149213
"B_C8orf34",0.0855258504372968,0.443799302520729,0.0274920076338809,0.223597379110473,1.04800424523754e-07
"B_MRPS18B",0.832287443192552,0.28740927992836,0.0197039644818172,0.507960422146486,2.66462791217542e-18
"B_SRP9P1",0.376303352163145,0.28618418694046,0.00385948188273821,0.0575481846259882,0.00514871128716738
"B_PLOD2",0.0401345197662192,0.756038167947469,0.00209771822935028,0.287123220643839,1.69530404712667e-09
"B_RPS8",0.236676599695132,0.0897671539049982,1.78338406990762e-08,0.402210920788822,2.04539091907199e-47
"B_IGKV6-21",0.908279885702786,0.998732457873332,0.45062959447795,0.319335662424185,7.5888086227874e-07
"B_IGLV3-9",0.797027735282091,0.111819679189533,0.761427849957581,0.128608312085479,0.383122729322939
"B_GTF2H2B",0.329348016101214,0.495988810641597,3.89239304296316e-06,0.150104041615663,6.14509679398636e-05
"B_IGLV1-36",0.754650669744356,0.603624316387146,0.601700710079452,0.231932704549164,1.92065481111767e-06
"B_NOP53",0.988959564919208,0.459296536436557,1.33044093924754e-06,0.97744911029761,6.4038614899457e-18
"B_HSPA1B",0.49850488058824,0.0134186699284404,0.000380508712395092,0.0403586352586845,0.0141440804951633
"B_FAM84B",0.859234175133905,0.389326463774459,0.726645517277688,0.50154519145238,0.0100097912571255
"B_NOMO1",0.0958235026167606,0.280326889528552,0.00137141636595684,0.478283257973892,2.11771706823459e-12
"B_RUBCNL",0.131808568452467,0.582779153410615,0.41163601996009,0.554571392605619,0.00013101459561299
"B_SEMA4B",0.550924506040531,0.0622107357706422,0.74498659019931,0.103202789666336,0.00185714939861879
"B_METTL8",0.0501015101498071,0.240936562797694,1.26193592372783e-09,0.394085428805021,0.00182477181000299
"B_SUSD4",0.522720422549947,0.245666518543181,0.763307521165959,0.406589373919929,0.000158085812690476
"B_CTAGE5",0.212985503595755,0.867931237588485,0.280592834494698,0.540293413413158,0.640965769536909
"B_ADAMTS6",0.0817836957725382,0.219297839744224,0.000169300341796941,0.530483078308608,5.41936207919627e-11
"B_MTND6P14",0.129713170348122,0.473380874308105,0.123023461547419,0.149876737585934,1.0270328009427e-06
"B_TRMT13",0.357287654774653,0.0591372847062109,0.0311176180417779,0.564748108336054,3.899960776333e-05
"B_RNASE6",0.890660238607342,0.293020149170425,0.156109873200766,0.66887296446472,0.769480808720096
"B_COG2",0.210633175079866,0.0488564045451547,0.000456032349508399,0.203336739413783,1.4637577631987e-10
"B_IGKV2-29",0.357760492019179,0.147226247310411,0.0060335271720778,0.112780374458109,2.29601004908179e-06
"B_UQCRFS1",0.535647961719634,0.732676637815592,0.782921083808461,0.25924908194842,1.76021771799015e-05
"B_NPIPB12",0.98659613760092,0.515384329112932,0.631888795517637,0.771146380793333,0.824244741865517
"B_ZNF107",0.853339521826531,0.336621869117358,0.00377151413457856,0.37143688035406,0.00228316756990232
"B_RN7SKP80",0.136239256887629,0.92340029165509,0.733252173973551,0.0978511920578924,8.72453447514205e-05
"B_FAR2P1",0.169544601792578,0.959475528943838,0.84329884823371,0.505338306667104,0.0014336931200267
"B_CBFA2T3",0.937602758030789,0.396934131477197,0.919654152600225,0.13555235090158,0.0826341204259701
"B_RNU4-1",0.0930284619569684,0.661111252629888,0.289330380278877,9.99586652451076e-08,0.598795394810426
"B_DAAM1",0.00505883553048616,0.0985427735209131,0.000117640553197988,0.316466848801115,2.53767043904052e-06
"B_HNRNPA1P10",0.307617878422638,0.141864185686722,0.866695965589674,0.244294514125532,0.220121039989497
"B_TNP2",0.16225591902006,0.565694321445315,0.0165362973373732,0.041021538595735,2.48541414890873e-05
"B_KHDRBS2",0.975082450618219,0.832150953635016,0.0106074696639145,0.548764523741534,2.88759472755471e-08
"B_RNF185",0.145501955050651,0.683591271216605,0.0200424523636567,0.436422847311709,0.619753323336275
"B_AMPD3",0.0121851333975539,0.428941317811942,0.0677204804021029,0.397991316646227,3.07387935603838e-06
"B_PLEKHG7",0.273735691427235,0.672059291494058,0.00166736552196729,0.900659443830752,2.83844122488982e-05
"B_PRKD1",0.279507716272238,0.986765733438286,0.0474770549780976,0.963814089839983,0.000407472371289569
"B_BCL9L",0.357293274047219,0.718646176894081,0.931193004683167,0.853073669284285,0.812324444553266
"B_ZNF438",0.940830241376641,0.21337372802989,1.17358872803919e-08,0.833455895986896,8.06520534210759e-16
"B_RPS3AP6",0.0822408816292812,0.00289630158064941,6.87312840493219e-05,0.00468895555725894,3.32567554813191e-10
"B_RAVER2",0.887112078528276,0.890895710175848,0.453628425643523,0.937361504066395,0.0254482485091173
"B_LINC00664",0.973571189963215,0.598600371783169,0.00425499810572262,0.831777562667144,2.88542521836027e-14
"B_PRDX6",0.372158998097533,0.756553794131707,0.823819426106599,0.355826776399991,0.0029879313218891
"B_PRLR",0.640535942570803,0.376867067072775,0.122419166924825,0.365638799958356,0.00181287749508871
"B_STAG3",0.974313698367043,0.621612535405814,0.0146476896333189,0.469315898706406,1.60125291474179e-06
"B_AC005943.1",0.765332558080645,0.488152136136676,0.755914684637851,0.341453304611109,0.00867462857160229
"B_FAAH",0.90807385195683,0.481863974245234,0.714899909633049,0.891025357865464,0.00117028494875857
"B_AC083799.1",0.660531725045822,0.56892976597146,5.82490863324069e-06,0.680054544581743,6.074759433738e-06
"B_LINC00525",0.0671096049871025,0.41118739774353,0.766883655341108,0.312104235349268,0.623467796538642
"B_SNORA79B",0.301956524140271,0.823844892997049,0.92045614589956,0.00115429033257545,0.00513444293897682
"B_RNF111",0.203550923943896,0.901423132109013,0.226923116419267,0.870524841249545,0.640465681308158
"B_FUT4",0.285739749075296,0.469843109572391,0.00924200798111787,0.501114265879888,3.87830243004591e-08
"B_SYT17",0.375538627473152,0.105247657008151,0.0064090880094088,0.452670302881384,9.53907819635212e-08
"B_AC096644.4",0.050075312495482,0.463133573547287,0.0652648680453079,0.0476608004442196,4.6795643821898e-07
"B_ZNF268",0.327681424837729,0.168348824986585,0.0381294781195292,0.329674419164726,2.58099948234607e-06
"B_TSN",0.26569299440734,0.537455254287346,0.403827404299445,0.287500545752387,2.44079439734134e-05
"B_PLK3",0.657336486276916,0.0475492966149374,0.000102777118708931,0.822193898153771,0.000247114098044698
"B_GCC1",0.253356610947881,0.537455254287346,0.157193566400798,0.679875061554471,0.10805698618709
"B_UGGT2",0.809199900615227,0.640952552156747,0.0122176800137218,0.890246643197965,0.000191682373926712
"B_SBK1",0.756704181160008,0.797687705130653,0.74482312194583,0.338235507414232,0.18282488894586
"B_SNX33",0.552683371139169,0.176997673942058,0.443131534502135,0.821130651647076,1.87756045280683e-06
