"","CLG_(pos≥20)","CLG_scale","B2G_(pos≥20)","B2G_scale","CLM_(pos≥20)","CLM_scale","B2M_(pos≥20)","B2M_scale","CCP2_(pos≥10)","CCP2_scale","MPO_(pos≥40)","MPO_scale","PR3_(pos≥40)","PR3_scale","Centro_(pos>10)","Cent_scale","C3_SPA_g/L","C3_sclae","C4_SPA_g/L","C4_sclae"
"MEpurple",0.138713410238701,NA,NA,NA,0.846458210201375,NA,0.513133264587283,0.843578995508169,0.975445745182205,0.843578995508169,0.771419743354119,0.819081487318202,0.930359473959219,NA,0.928602729743759,0.928602729743759,0.85847820170725,0.844679165096041,0.976686857980744,0.731690852708066
"MEdarkgrey",0.901643191939291,NA,NA,NA,0.363099979014511,NA,0.151078312961919,0.613274312044865,0.687498180818422,0.613274312044865,0.0369256553586366,0.0376448991539673,0.381783641510303,NA,0.187014478221699,0.187014478221699,0.186074843591477,0.387146138423068,0.0701253826386107,0.149031240644031
"MEdarkturquoise",0.498507154529871,NA,NA,NA,0.911407288635495,NA,0.641346199784022,0.840548536703286,0.886597815208656,0.840548536703286,0.872594796459839,0.838507535076469,0.844821686685343,NA,0.901935413147445,0.901935413147445,0.61226472598394,0.908922015829879,0.578463952301309,0.71329342537276
"MEsalmon",0.228974087549489,NA,NA,NA,0.017909823751718,NA,0.0534388144811331,0.347269033852952,0.215714021558385,0.347269033852952,0.00199420572304652,0.00216029589003131,0.902347063004849,NA,0.433456472918209,0.433456472918209,0.271510181442103,0.163775731046927,0.296395059928069,0.145633892366708
"MEorange",0.849115575301192,NA,NA,NA,0.926992385941898,NA,0.00891452820255943,0.00130997925041504,0.000889806248045008,0.00130997925041504,0.835845310776857,0.878050968906785,0.643588783878983,NA,0.869284469018192,0.869284469018192,0.775212660903173,0.468974260153465,0.862775341281717,0.959254642101598
