"","MM.purple","padj.MM.purple"
"T_SOGA3",0.351627880627791,0.00632102660266194
"T_DGKH",0.315918776005628,0.01997513054891
"T_SRP9",0.323860963644477,0.0158618725208357
"T_EIF4E3",0.3158270474178,0.0200139332765094
"T_USP46",0.455921116643511,6.06773757091655e-05
"T_NREP",-0.285791598976415,0.0452131367583125
"T_ARL5A",0.327403982795529,0.0142028716508843
"T_MIR4435-2HG",0.350948246085275,0.0064846248655135
"T_SNORA71A",-0.430309350949929,0.000229352782430766
"T_AKAP2",0.559757469425665,6.40392642123126e-08
"T_FAS",0.358829585079268,0.00493123219707943
"T_RASSF2",-0.291887278219807,0.0388985535982407
"T_CHN1",0.293687142474137,0.0372218064849464
"T_ABHD13",0.338566090798539,0.00996744401524719
"T_RAB8B",0.302008256456171,0.0297169081572
"T_STAT2",0.350323175116918,0.00661831641733148
"T_KLF6",0.290784030591727,0.040052149548165
"T_AC090948.2",-0.281990964325636,0.0495752524065114
"T_EID1",0.342721450462058,0.00863358203868028
"T_HTD2",-0.464091540903285,3.86026540715978e-05
"T_SAMD9",0.480532751490352,1.46475037112661e-05
"T_RNY3P1",-0.295978104287584,0.0348603093308982
"T_WEE1",0.359909418743071,0.00474605465292379
"T_TCL6",0.332243893037523,0.012147906788933
"T_SLFN13",0.355448643539192,0.00555030454869438
"T_AKAP12",0.388858297338501,0.0014993550735728
"T_AC125257.1",0.31179476373103,0.022416340531676
"T_SNORA2B",-0.32240998299846,0.0165797641383569
"T_SNHG7",-0.306569871252678,0.0261153951337726
"T_CNP",0.302984955597439,0.0288579914980633
"T_ITGB1",0.284110118859002,0.0470105728064066
"T_RPS3AP6",-0.303387190635401,0.0285809295810434
"T_KRT73-AS1",-0.417054899454024,0.000433111736902864
"T_MCOLN3",0.286649406224791,0.0443399399275322
"T_DHCR24",0.326951333370543,0.0143950293858708
"T_MSC-AS1",0.363381572138967,0.00418186331104216
"T_TRIM59",0.324909621896728,0.0153353782390271
"T_C1GALT1",0.397954849358947,0.00103196311880459
"T_ST8SIA6",0.283149697839138,0.0481254108426568
"T_TMED5",0.328547988646194,0.0136986282437671
"T_RNU6-36P",0.384106947022747,0.00182638470265337
"T_PIGA",0.299553929573196,0.031650704838673
"T_DPEP2",-0.326010331592009,0.0148106805668911
"T_ZNF347",-0.330330082303354,0.0128764025968725
"T_ME1",-0.349115351001598,0.00691354932481538
"T_ERMN",0.313237724909218,0.0215497415325048
"T_NUSAP1",0.52772362453793,6.93898791452893e-07
"T_SCAMP1",0.341639973221819,0.00894894414549524
"T_CLEC2B",0.285241638063757,0.0458596066473582
"T_SLC38A5",0.315098149845592,0.0204174530377079
"T_CD164",0.394860249422811,0.00117216194559861
"T_PSME2",0.295800066164527,0.0350160364530358
"T_CDCA7",0.483971824030768,1.18775043946492e-05
"T_SNORD35A",-0.363009220710451,0.00421952803211832
"T_CXXC5",-0.407627655712907,0.000672000956121724
"T_LYSMD3",0.293031440838359,0.0378357665876428
"T_APP",-0.31321745699036,0.0215503995077681
"T_YOD1",0.303512431317644,0.0285297540194652
"T_SNORA47",-0.299920461061676,0.0313670999102079
"T_BTG3",0.39490393607359,0.00117216194559861
"T_FSD1L",0.363084271853592,0.00421032120369782
"T_SPCS2P4",-0.318493510853664,0.0185410310830923
"T_TAS2R14",0.290091180378577,0.0407046272014027
"T_AC084082.1",-0.31478456041898,0.0206058222193047
"T_TRAM1",0.32809121671403,0.0139203405674729
"T_AC021078.1",0.285005243578424,0.0460984120692783
"T_RNF5P1",0.363137936676513,0.00420896534169974
"T_RPS3A",-0.288235415413521,0.0425796346452876
"T_CDHR1",-0.289954335292856,0.0408210191104363
"T_AC139769.1",-0.293467676447936,0.0374572666755137
"T_SLC4A7",0.339608870943515,0.00960951814700236
"T_ZDHHC21",0.354675485420706,0.00570694012542563
"T_PCGF5",0.296474642690581,0.0344431872170132
"T_RAP2C",0.341624039773617,0.00894894414549524
"T_SPCS3",0.304243172304452,0.0279898572759601
"T_C21orf91",0.323517544989875,0.0160109103055919
"T_CEP55",0.405020129216077,0.000756648310184169
"T_PAQR8",-0.332498932315968,0.0120657541438273
"T_ZNF439",-0.311637418551784,0.0225139493149763
"T_AC025423.2",0.3242126572022,0.0157120624012357
"T_EIF4BP6",-0.356592141511536,0.00533432167972582
"T_RBMS2",-0.36308317808597,0.00421032120369782
"T_AC051619.8",-0.310029724683339,0.0235907002973782
"T_TMEM178B",0.522948432030104,9.70767037316435e-07
"T_ZNF267",0.380359941860532,0.00213488931858148
"T_DNAJB9",0.313380404542945,0.021467666072123
"T_VAMP4",0.337667498969053,0.0102425373789904
"T_ZBP1",0.461361944104665,4.49079429830956e-05
"T_LINC02397",0.355450309409261,0.00555030454869438
"T_EEF1B2",-0.30414957768335,0.0280019096768022
"T_WDR63",0.303763226817257,0.028314090036174
"T_MID2",-0.293215182417817,0.0376904539073916
"T_TMEM123",0.29191461536881,0.0388985535982407
"T_BRCA2",0.353224786583297,0.00600832753000617
"T_CHMP5",0.394861839168391,0.00117216194559861
"T_KPNA2",0.445187452490539,0.000107522786025773
"T_CLEC18C",0.290585615742253,0.0401465605699186
"T_BCL2L14",0.654406958765562,9.40573613332978e-12
"T_ZNF321P",-0.315565196977306,0.0201318936971065
"T_SLF1",0.336768487227316,0.0105418956825149
"T_TMEM255A",0.285043632303473,0.0460919123587208
"M_SIGLEC1",0.856940625123086,1.04188716577058e-27
"M_HLA-DQA2",-0.292321459944256,0.0385073256950203
"M_IFI44L",0.900278022779529,1.09835508334325e-34
"M_SNORD3B-1",0.284300265242472,0.0468782645373163
"M_OTOF",0.793161485841296,8.75750174972394e-21
"M_IFI27",0.788407068658338,2.29155503476556e-20
"M_HLA-C",0.40092042489501,0.000904154483950794
"M_ISG15",0.77265438635161,4.75059169187475e-19
"M_IFITM1",0.737433529308395,1.797971189303e-16
"M_RSAD2",0.897363461810495,3.94967555908037e-34
"M_LY6E",0.80146052254727,1.54753862359255e-21
"M_IFIT1",0.895462477907498,9.00033927328684e-34
"M_USP18",0.862509245769474,1.8466739351788e-28
"M_IFITM3",0.769214554078552,8.91988728151367e-19
"M_IFIT3",0.933393936811468,1.19628381763886e-42
"M_LGALS3BP",0.844855950520839,3.71162027761978e-26
"M_IFI6",0.922022676465348,1.54383929690268e-39
"M_JUP",0.283943496266518,0.0472448069527043
"M_APOBEC3B",0.573054669951244,2.25614844082767e-08
"M_MX1",0.872125208985306,7.30233414631142e-30
"M_IFIT2",0.911674575657942,4.75349632760689e-37
"M_IFI44",0.915352333295338,6.60045529625227e-38
"M_APOBEC3A",0.608187002839491,1.01815503544762e-09
"M_ATF3",0.423247953404601,0.00032145784732333
"M_IRF7",0.57791010554926,1.51943809905908e-08
"M_EPSTI1",0.935528591863379,2.68059791263087e-43
"M_RNU2-59P",-0.282547928242002,0.0488472275879241
"M_HIST1H2BD",0.358170580807295,0.00504794839028209
"M_OAS3",0.890740106176475,6.78561988280723e-33
"M_HLA-DRB1",0.288147818497019,0.042655569791752
"M_GBP5",0.793379400646355,8.4108177822332e-21
"M_CMPK2",0.926402617109818,1.16288536295023e-40
"M_HLA-DRB6",-0.296967797398159,0.0340054282993982
"M_TSNAX-DISC1",0.301218514182405,0.0303777424412016
"M_OASL",0.891866209392614,4.25840974343092e-33
"M_SCO2",0.554736299756401,9.48357622278633e-08
"M_CD69",0.390342941798129,0.00141132340269276
"M_IL1R2",-0.308276873668106,0.0248958330335858
"M_HERC5",0.900811858763177,8.82706752022663e-35
"M_HELZ2",0.536965615359883,3.57943592596761e-07
"M_TYMP",0.490574470316215,8.02561931327152e-06
"M_RHOB",0.313489613281526,0.0214122474654582
"M_RNY1",-0.378083437481347,0.00234809110997736
"M_HSPA7",0.286421178175405,0.0446029396241893
"M_ODF3B",0.530832942605901,5.55012289773307e-07
"M_FCGR3A",0.447967888910451,9.31357368631266e-05
"M_CXCL10",0.811454776143864,1.68516593524104e-22
"M_RNU2-6P",-0.347423072717405,0.00735982688086435
"M_MSR1",0.40410383790088,0.000786751073781928
"M_CDKN1A",0.367870856163755,0.00353806098550934
"M_SERPING1",0.881165048908898,2.68994700314549e-31
"M_CDKN1C",0.347271579593573,0.00739226110780721
"M_PARP10",0.283341349603709,0.0479279849989865
"M_GBP1",0.795931179967439,5.03033965967679e-21
"M_SNORD15A",-0.295597638665251,0.03521823927201
"M_HIST2H2BE",0.336885777982173,0.0105121496092729
"M_RASGEF1B",0.382770043855391,0.00192338663616033
"M_AGRN",0.764404484113692,2.09564826591318e-18
"M_SNORA8",-0.28192181626374,0.049591383829036
"M_C1QA",0.477693387347659,1.73587883371555e-05
"M_FCGR1A",0.510649373946786,2.22693465962583e-06
"M_HES4",0.547904752777478,1.58439359212937e-07
"M_TNNT1",0.311005433676455,0.0229749282403161
"M_FFAR2",0.563222394102579,4.9314638655083e-08
"M_FPR3",0.371523762774098,0.00307417217304956
"M_CCL2",0.748469309095755,3.11012049098407e-17
"M_CSRNP1",0.312172194478845,0.0221713116109852
"M_AL645608.8",0.498921376705063,4.74417775178927e-06
"M_EMP1",0.498968101043115,4.73821297957043e-06
"M_C2",0.711722803608955,7.8025255065448e-15
"M_SIK1",0.304499061788598,0.0278225473515286
"M_OAS2",0.939562920505803,1.37084067247933e-44
"M_TCN2",0.430968102854491,0.000221671237615001
"M_HAPLN3",0.464782094204898,3.72198679010595e-05
"M_FCGR1B",0.493663956531987,6.65172978775294e-06
"M_CXCR2P1",0.681164671779375,4.17494592312775e-13
"M_CHKB-CPT1B",0.429599538239642,0.000236218859132257
"M_SPATS2L",0.878755117577606,6.69904415030991e-31
"M_C1QB",0.518660963158353,1.29710596488542e-06
"M_FCGR2B",0.306571472686266,0.0261153951337726
"M_DDX60",0.858113152302839,7.23553950273785e-28
"M_ANKRD22",0.694228133003939,8.08966758394547e-14
"M_HLA-A",0.391711159202692,0.00133834563877472
"M_MYOF",0.467845916000828,3.12516338657892e-05
"M_SAMD9L",0.874195463745059,3.53082075372084e-30
"M_ATP10A",0.733363073012121,3.34032813871884e-16
"M_SLAMF7",0.617140512943065,4.37309959472374e-10
"M_SECTM1",0.397834245577698,0.00103543910853504
"M_XAF1",0.905809432897864,8.6118505292308e-36
"M_H1F0",0.359414667017899,0.00482360622867905
"M_KLHDC7B",0.821994610639829,1.41664135995129e-23
"M_FAM225A",0.641826333285991,3.65576577444581e-11
"M_OPTN",0.299846557291805,0.0313960782087537
"M_MGAM",-0.399359690572241,0.000969777371042397
"M_HIST2H2BF",0.306933170686624,0.0259174536205617
"M_ZBP1",0.814260220365233,8.85664001692399e-23
"M_EPHB2",0.603136579591578,1.63044990662636e-09
"M_SNORA21",-0.298657423406338,0.0325346058943829
"M_ETV7",0.834245143535829,6.4040881982071e-25
"M_GMPR",0.889207142225963,1.24184134378238e-32
"M_GBP4",0.833847840362765,7.07716717728771e-25
"M_EIF2AK2",0.837758098366729,2.54430932795723e-25
"M_HIST1H2AG",0.288858842920549,0.0419334858505748
"M_PIM3",0.28390475130297,0.0472790040630055
"M_CNTNAP3",-0.35032548857893,0.00661831641733148
"M_BATF2",0.783525713670611,5.94022677111048e-20
"M_AL627309.6",-0.341616261581459,0.00894894414549524
"M_SRC",0.305750722302528,0.0267850873905162
"M_HIST1H2AD",0.397201801494492,0.00106373070844758
"M_GBP1P1",0.837240447309269,2.89163331953481e-25
"M_IFITM2",0.435364802425807,0.000178983109873448
"M_LILRB4",0.300893012080253,0.0306681864969363
"M_SAT1",0.328032987837073,0.0139291903998802
"M_AL360012.1",-0.285309524229044,0.0458417173749268
"M_PROK2",-0.281660364148324,0.049828577492466
"M_DHRS9",0.315012068008889,0.0204480225408181
"M_NECTIN2",0.31458992203517,0.020739524273605
"M_CLU",0.499827472403954,4.48526145121406e-06
"M_CALHM6",0.350728299712295,0.00653205712061474
"M_SLFN5",0.483182113297737,1.24471374654481e-05
"M_SNORA48",-0.297369436174819,0.0336208925762139
"M_BORCS7-ASMT",-0.281930530914638,0.049591383829036
"M_HERC6",0.758083703522136,6.3616121815188e-18
"M_MS4A4A",0.43942122590895,0.00014575373653218
"M_EPB41L3",0.28706253992904,0.0439074067767392
"M_ISG20",0.562977867007687,5.02025933488941e-08
"M_TLR7",0.408228071204989,0.000653929393348421
"M_AL391807.1",-0.283761549469393,0.0474775108052858
"M_CYP4F3",-0.33882776460481,0.00988077738944116
"M_MT-ND3",-0.494913779943418,6.13655658732417e-06
"M_DUSP5",0.509115162743959,2.46251467950243e-06
"M_RHOC",0.318144672640566,0.0187285563657509
"M_CCR1",0.375607818646835,0.00260129018671558
"M_LAP3",0.795228428651893,5.77875775036768e-21
"M_NEXN",0.797431910621261,3.6644356096548e-21
"M_SLC31A2",0.326839143755087,0.0144457951884021
"M_MX2",0.861845366254318,2.25570961898978e-28
"M_HIST1H2BC",0.366726948777085,0.00368251562802572
"M_TNS1",0.540454334973548,2.76807273803593e-07
"M_SAMD4A",0.824342649994665,8.12105674288129e-24
"M_IL21R",0.35267407187427,0.00610779809824688
"M_OSBPL5",0.298302612243803,0.0328773190567108
"M_MEGF6",-0.359038342309959,0.00489223522247987
"M_U62317.5",0.550098386562596,1.35075163937812e-07
"M_POC1B-GALNT4",0.365205261167144,0.00390263225089603
"M_APOL4",0.347191254715244,0.00740310094092447
"M_AL137247.1",-0.318648598300386,0.0184474803804746
"M_BASP1",-0.301286061659989,0.0303252651831766
"M_AXL",0.660326247608227,4.86862639632439e-12
"M_AP003419.1",-0.402551245973474,0.000841921644391481
"M_FAM20A",0.336526186767884,0.0106077665859263
"M_IFI35",0.723246307983045,1.50815545738432e-15
"M_PARP9",0.933320463973585,1.21282987420899e-42
"M_LGALS9",0.453908842063588,6.7455620140376e-05
"M_CTSL",0.675660910283245,8.15227552040593e-13
"M_PGAP1",0.570723345146285,2.71071394634802e-08
"M_TCF7L2",0.43360640881359,0.000194685894281203
"M_PTGFR",0.388653283336283,0.00151080957526378
"M_SNORA71B",-0.380942973612012,0.00208548198480027
"M_EVL",0.402820215293096,0.000831885798193923
"M_REC8",0.425303883873625,0.000292043446431134
"M_WARS",0.508336991322165,2.5935059158625e-06
"M_CD79B",0.326657592026015,0.0145174580351546
"M_TGM2",0.474584459824127,2.09193662823779e-05
"M_KIAA1958",0.787310227623884,2.85329357930607e-20
"M_PARP14",0.908834682526546,2.01261406849763e-36
"M_LYNX1",0.281727078687893,0.0498005450699497
"M_CD40",0.572357487553274,2.38260374444099e-08
"M_DHX58",0.781585378008996,8.65118169089428e-20
"M_ADAMTS5",-0.529679416343852,6.03257973477492e-07
"M_IL1RN",0.372127110067355,0.00299568233298997
"M_HIST2H2AC",0.2817511867389,0.0497884616685142
"M_ATP13A1",0.311749130151821,0.0224379656377991
"M_STAT1",0.838822035183928,1.92273808588351e-25
"M_IRS2",-0.408033886642127,0.000659467475103091
"M_PGA4",-0.368701385309932,0.00341428609898872
"M_LDLR",0.436021735045017,0.000173172613641689
"M_HSH2D",0.774443373217158,3.39868531249374e-19
"M_IDO1",0.717989810402607,3.22464779365424e-15
"M_STARD4",0.458465801812373,5.2574547997089e-05
"M_CKB",0.348560041594804,0.00705472916657645
"M_MOV10",0.708785728800472,1.16593773130252e-14
"M_AKAP2",0.576001238765158,1.77861753400943e-08
"M_MT-ND4",-0.41433912881312,0.000490654267294013
"M_ARID5B",0.417730678417855,0.000421116589464814
"M_TNFSF13B",0.44652055084292,0.000100176067900212
"M_RGL1",0.622780139083665,2.53312446304135e-10
"M_DDX58",0.806738708045258,4.85376858815098e-22
"M_AC112229.3",-0.369127527414804,0.0033673986198019
"M_TNFSF10",0.622151849634226,2.68440755577852e-10
"M_VAMP5",0.409830547168636,0.00060643662548841
"M_RUFY4",0.695496008328835,6.90631060806995e-14
"M_SAMD9",0.784595223207671,4.89476185057253e-20
"M_PLAGL2",0.355154835901427,0.00560880798425548
"M_FBXO6",0.634767886836435,7.6263169662652e-11
"M_GNB4",0.284315716788896,0.0468782645373163
"M_CX3CR1",0.297401091559033,0.0336051131910268
"M_CXCL11",0.863955014994596,1.16346542714151e-28
"M_KMO",0.441860241224291,0.000128507687563696
"M_ITGB7",0.29436653869913,0.0364743734526808
"M_HEG1",0.757677597646825,6.73700493416695e-18
"M_CCR5",0.506816054710267,2.86313081041237e-06
"M_NCOA7",0.713137678135122,6.3961001003717e-15
"M_ZNF322P1",-0.441953887117283,0.000128147218701686
"M_RNF144A",0.389425469073862,0.00146702823796281
"M_CMTM2",-0.367820849804274,0.00353834275511847
"M_SNORA62",-0.294933645047178,0.0359013458548006
"M_FMNL2",0.542344324312485,2.40956752490393e-07
"M_SERF1A",0.284305651994414,0.0468782645373163
"M_HLA-B",0.351668117241762,0.00631946092996239
"M_MT-CO2",-0.400364175727558,0.000926798263619869
"M_TUBA1A",0.283555822930723,0.0477072393569456
"M_PPM1K",0.547525460927251,1.62866414545346e-07
"M_AL136295.5",0.471398761767894,2.52903734984157e-05
"M_ABTB2",0.757613466927303,6.78174997073279e-18
"M_ARL5B",0.384587286647872,0.00179218811759296
"M_CD101",0.294449202528105,0.0364156800973747
"M_PLAC8",0.757859342514192,6.58656190475981e-18
"M_ALOX5AP",-0.491895401773544,7.44331649421508e-06
"M_SNHG20",-0.290760553893251,0.040052149548165
"M_CD38",0.584314078603454,8.778662434464e-09
"M_TCF4",0.560070325254374,6.25670488721243e-08
"M_RARRES3",0.531329651569089,5.37143215858374e-07
"M_RASGRP3",0.553710687482212,1.02495129592556e-07
"M_IRF1",0.47258984318004,2.35450985793175e-05
"M_RPL22P1",-0.333048886640041,0.0118374766858292
"M_MARVELD1",-0.300676084209634,0.0308616584631613
"M_PRLR",0.524917435087752,8.44970155262156e-07
"M_SLC40A1",-0.460830677951894,4.60924182044463e-05
"M_SCML1",0.323461429376473,0.016017301645405
"M_OAS1",0.856609629389434,1.14676637582797e-27
"M_MTCO1P11",0.337799076577318,0.0101976994752719
"M_ABCA1",0.296693711271158,0.0342270780669067
"M_IFIT5",0.864941162481487,8.4339533303236e-29
"M_SLC6A12",0.348838357715123,0.00698037296446203
"M_NLRC5",0.403430450175602,0.000811329950039896
"M_PML",0.7103361620256,9.43362770690314e-15
"M_FFAR3",0.315128003946938,0.0204174530377079
"M_RTP4",0.601247669813447,1.93272095869429e-09
"M_U62317.2",0.484502841997355,1.15014662207794e-05
"M_SNORA10",-0.328306599497343,0.0138160310843339
"M_ADA",0.432929690305553,0.000201092063862434
"M_RNVU1-6",0.317625996384122,0.0190240340672838
"M_CD274",0.602957138446614,1.65399933214289e-09
"M_ZCCHC2",0.788932874829746,2.06781624708998e-20
"M_PRR5L",0.361226824733745,0.0045024906394053
"M_PPARGC1A",-0.507147763894645,2.8040162079936e-06
"M_RNF213",0.804529583832912,7.8576298635698e-22
"M_RRAS",0.355506434595727,0.00554756247971363
"M_C1QC",0.507639412154191,2.7159983365944e-06
"M_ENPP4",0.319552326026606,0.0180486896726354
"M_ADCY3",0.359588792779117,0.00479733313854704
"M_AMIGO2",0.380394081442996,0.00213394790678763
"M_CSF1",0.337846168453482,0.0101873708418744
"M_SNORA1",-0.362175276020416,0.00435697152336023
"M_PKP2",-0.310190545933247,0.0235021820876282
"M_HESX1",0.80797177100995,3.68441022530507e-22
"M_MYD88",0.328047906600548,0.0139291903998802
"M_CBWD6",0.377251689196558,0.00242786520229148
"M_TCF3P1",0.378462154740621,0.00231304089432716
"M_AC018607.1",0.321670514589097,0.0169588005405917
"M_GAS6",0.480025082919299,1.50980063619078e-05
"M_C8orf31",0.377849265444362,0.00236799513219841
"M_TIMP1",0.313858038824195,0.0212150103917556
"M_MT-CO1",-0.291246532630341,0.0396567913078105
"M_MT2A",0.667699195138048,2.08779042582229e-12
"M_MT-ND5",-0.311937286362937,0.0223312416614102
"M_IL31RA",0.378022734082463,0.00235197200648177
"M_HIST1H2BJ",0.3240955948518,0.0157699950651481
"M_E2F2",0.389034763338311,0.00148908989551517
"M_KLF11",0.32181062297697,0.0169082019865332
"M_NAPA",0.526869031910677,7.37268080468118e-07
"M_ZNF154",-0.370506495429436,0.00318211490094947
"M_BIRC3",0.41740312788934,0.000425969434298873
"M_RNU6-1",-0.309185271227604,0.024204457137626
"M_RNU6-3P",-0.309185271227604,0.024204457137626
"M_RNU6-5P",-0.309185271227604,0.024204457137626
"M_ABI3",0.318909224882611,0.0183368096454924
"M_LAMP3",0.320491405796746,0.0175283098427592
"M_ICAM2",0.343614680826253,0.00840085167216134
"M_IFIH1",0.882116261147393,1.90060265259636e-31
"M_PPM1H",-0.383403215937867,0.00187493095711042
"M_EEF2",-0.298774587726607,0.0324223342532495
"M_AIM2",0.56010400577635,6.25376600327291e-08
"M_FKBP9",0.313597019072173,0.0213584011259471
"M_HTRA1",-0.43297851907244,0.000200854759257499
"M_PTPRO",0.583563907576019,9.3574410246254e-09
"M_ATP1B1",0.383504379733941,0.00187177666697006
"M_GBP2",0.617105398414524,4.37646960431111e-10
"M_PLSCR1",0.722385980503009,1.70211161711071e-15
"M_IL4I1",0.639983326221454,4.43548199396308e-11
"M_CUL1",0.881901485424312,2.04333038098863e-31
"M_SNORA38B",-0.304082729867116,0.028042341024217
"M_NOL4L",0.300364518230414,0.03108183760373
"M_CCL8",0.626214080277653,1.80549406049991e-10
"M_NRIR",0.778200443587152,1.66435059458935e-19
"M_SLC25A25",0.319319638522834,0.0181384144317973
"M_SNORA26",-0.281516655912325,0.049958917261118
"M_ARHGAP17",0.387973290737413,0.00155271404509011
"M_TMEM51",0.34963341396924,0.00677911713437638
"M_BLVRA",0.635981493488639,6.72574061268139e-11
"M_MT-ATP6",-0.429869252689243,0.000233830073045947
"M_SETBP1",0.413952546893404,0.000499113605984053
"M_TMEM123",0.693439800556865,8.9180105424641e-14
"M_MT-ND4L",-0.307859336396382,0.0252219574025151
"M_GTPBP1",0.474559287243103,2.09193662823779e-05
"M_APOL6",0.838928767480728,1.88075799135648e-25
"M_MT-ATP8",-0.335746102766385,0.0108588268802809
"M_IGHEP2",0.476541004577575,1.85903007443939e-05
"M_RAB39A",0.422572403652574,0.00033186637846148
"M_SPNS3",-0.352296255636521,0.00618760343343609
"M_CD2AP",0.69354750604335,8.82245256912543e-14
"M_DOCK4",0.392470262252294,0.00129699054411185
"M_MT-CO3",-0.284296782099753,0.0468782645373163
"M_TRANK1",0.415851417387995,0.000458327765403553
"M_UBE2S",0.319278980547901,0.0181524232246636
"M_SP140",0.690307654078294,1.32313758668426e-13
"M_PARP12",0.919704484080744,5.63898363802527e-39
"M_FAM46A",0.64021273115368,4.33986494980495e-11
"M_BST2",0.569832092759505,2.90876844273277e-08
"M_HLA-DQB2",0.357303747726081,0.00521629074367353
"M_ITGA9",-0.281819295367837,0.0497317342778605
"M_CLIC2",0.303486452669172,0.0285371162905988
"M_FRMD3",0.48456643232212,1.14855574684396e-05
"M_MTCO3P11",0.46503645473702,3.67192476943305e-05
"M_IL2RG",0.289099531493445,0.0416481363766546
"M_PC",-0.407220535368805,0.000684209014705875
"M_ADA2",0.384137649308016,0.00182587159320347
"M_IGF2BP3",0.624504794410969,2.13802385748138e-10
"M_ADRB1",0.367150716709034,0.00362509182154713
"M_TAP1",0.733630994423452,3.2159384784686e-16
"M_NFKBIZ",0.387946682791326,0.00155284758360728
"M_HLA-F",0.333168953160325,0.0117915586829369
"M_NFXL1",-0.371406124823994,0.0030836463252038
"M_SNORA2A",-0.325823174175068,0.0149019083265569
"M_DDX60L",0.850272744750014,7.85015302074083e-27
"M_MT-ND1",-0.367024379380025,0.00364144771301679
"M_GPNMB",0.307002565451736,0.0258705066563435
"M_GBP3",0.515496512170955,1.61404528844987e-06
"M_NPC2",0.301458163947387,0.0301657119873692
"M_RERE",0.336527541919239,0.0106077665859263
"M_ZNF708",-0.34439316998577,0.00817530735966342
"M_SNHG12",-0.324989570718431,0.0153006045428695
"M_GPR84",0.318166345783647,0.0187273427626161
"M_SFMBT2",0.2850084774402,0.0460984120692783
"M_FDPSP3",0.415454028286724,0.000465890076181246
"M_DAAM2",-0.300183254955418,0.0311793740057483
"M_TRIM22",0.903010871369497,3.26196491159323e-35
"M_P2RY12",0.315919031078385,0.01997513054891
"M_SDSL",0.287824410243791,0.043022038555076
"M_EMP3",0.3435652252719,0.00840260472119754
"M_UBE2L6",0.821547481756383,1.57314098704902e-23
"M_GPX7",-0.346301324316471,0.00762299575448152
"M_AC068050.1",-0.3672557436077,0.00361219150029737
"M_DRAP1",0.50926118712177,2.44250036018167e-06
"M_CSNK1G2P1",0.345819801786878,0.00773977724127173
"M_CDK5R1",-0.39950533201109,0.000965334328825787
"M_CPT1B",0.403071922867039,0.000822662724767662
"M_OR52K3P",0.284859599334097,0.0462699873568021
"M_AC007336.1",0.341217970134112,0.00907005203187166
"M_RIPK2",0.298112839047383,0.0330114987620734
"M_TUBA4A",-0.303200287508742,0.0286761309793841
"M_STAP1",0.449923529429695,8.39481541256344e-05
"M_RFLNB",-0.501161521675746,4.11964070776456e-06
"M_PSTPIP2",0.372271503758771,0.00297964136380965
"M_LINC00173",0.362102885808123,0.00436618424773942
"M_MLC1",0.386402760987668,0.00165605663324636
"M_CD1C",-0.322638776954518,0.0164491984777879
"M_INSIG1",0.373283194866904,0.00285692176081726
"M_SLC38A5",0.404446638597722,0.000775489310634969
"M_SNORA74D",-0.296692187251024,0.0342270780669067
"M_CXCL3",0.353583168512894,0.00594703261863874
"M_IL15",0.51089742929396,2.19312826245264e-06
"M_MPRIP",-0.333248709994642,0.0117644460217015
"M_TIFA",0.352794542799944,0.00608862694798345
"M_EXOC3L1",0.700143605312122,3.73287932464018e-14
"M_ZNF100",-0.291044878880363,0.039833829767374
"M_NTNG2",0.426106758877004,0.00028105344759634
"M_JAK2",0.569090783205917,3.08886928431409e-08
"M_BAK1",0.448436556062225,9.09663340821238e-05
"M_DDO",0.358513112751405,0.00498848264361065
"M_MT-CYB",-0.392196282795354,0.00131089885642087
"M_ATF5",0.491799111537115,7.47661832304179e-06
"M_SNURF",-0.375303991297327,0.00263434807380766
"M_CASP5",0.437826107883966,0.000157993912692718
"M_DAPK2",-0.347572907222486,0.0073280385661734
"M_MTSS1",0.434625853202057,0.000185530338183766
"M_GUCY1A1",0.572013492054318,2.44740321718424e-08
"M_COLEC12",-0.297437321762443,0.0335840018029029
"M_CAMK2D",0.459385656194857,4.99906745638517e-05
"M_DNASE1",-0.300077270894236,0.0312754769326776
"M_PTP4A1",0.46735209328717,3.21467097041365e-05
"M_SHISA5",0.542128497193913,2.44468936943764e-07
"M_CRIM1",-0.332734493918601,0.0119646515005594
"M_RPS15AP30",0.390912548354526,0.00138022603448124
"M_NHSL1",0.379107852675094,0.00225083647512446
"M_DHCR24",0.436101232494267,0.000172937581038253
"M_ADPRHL2",0.381128453372206,0.00207009507933777
"M_SNORA14B",-0.347210252540094,0.00740310094092447
"M_CFB",0.621882384672769,2.7508591444145e-10
"M_P2RY6",0.434440343388948,0.0001865859088052
"M_SQLE",0.64219046166312,3.53491791485839e-11
"M_BATF3",0.394641283128592,0.00118106279031921
"M_LINC01963",-0.294195894386033,0.0366440018546502
"M_MT-ND2",-0.330079798232072,0.0129707656841056
"M_AL645922.1",0.447412620639909,9.55254027965245e-05
"M_PSMB9",0.668361732728981,1.93484263814027e-12
"M_SNN",0.29768977907821,0.033374513044964
"M_ZNF496",0.651772826005794,1.26304094395255e-11
"M_ZFP30",-0.353375384680435,0.00598767570663003
"M_AC116366.2",-0.286391512636335,0.0446215246024243
"M_STAT2",0.92224451651515,1.37998318150381e-39
"M_PDCD1LG2",0.622448023637064,2.61244833880583e-10
"M_AC233702.9",-0.346309751924757,0.00762299575448152
"M_ASAP2",0.297739002214556,0.0333384733498229
"M_PPARGC1B",0.338667996998135,0.00993553146684324
