"","MM.purple","padj.MM.purple"
"T_EEF1A1P5",-0.39469693824319,0.00117996381682138
"T_HDAC9",0.334614811754974,0.0112890109148769
"T_MAPK11",0.350222382029906,0.00662749233653982
"T_E2F2",0.390938387102546,0.00138017769441317
"T_REC8",0.397897045982219,0.00103357366522615
"T_SNORA84",-0.365961119078768,0.0037914576707836
"T_PLCB1",-0.376835310876494,0.00246874346223427
"T_DHX58",0.347124834334087,0.00741655269802006
"T_CYCS",0.346244600707823,0.00763379586133647
"T_RTP4",0.420596436886258,0.000364826036284137
"T_RF00092",-0.344557376786688,0.00813543400252928
"T_ARL5B",0.317262955651653,0.0191978427463302
"T_DDX60L",0.580333327166657,1.23668206062894e-08
"T_AFF2",-0.323995270976398,0.0158056177106177
"T_ASPM",0.437408460519822,0.000161186935797647
"T_RNA5SP202",-0.284151956629214,0.0469982068796844
"T_LINC00200",0.335631947606548,0.0108988254014732
"T_RPL21",-0.356882017678385,0.00528457683520103
"T_TRIM25",0.447733997152785,9.42363430631438e-05
"T_AL732372.2",-0.288898837471194,0.0419068768168968
"T_GCNT1",0.333925937633722,0.0115125312454956
"T_UBE2L6",0.293129343666292,0.0377394098377497
"T_TLR3",0.351949736931846,0.00626612371663499
"T_TLE1",-0.348269081494539,0.00713353707456372
"T_ZNF135",-0.341718721201902,0.00894366764365706
"T_BMI1",0.361327115252458,0.00448759028819268
"T_XKRX",-0.330791855821701,0.0127058594536608
"T_IFIH1",0.476864018269085,1.82508528348272e-05
"T_EML5",-0.299091207674855,0.0320856384572664
"T_SERPINE2",-0.284544619704928,0.0467045959214913
"T_PARP14",0.38683823013494,0.00162448492650442
"T_SYT11",0.389400095674314,0.00146705718753838
"T_SNORA14A",-0.37359340014457,0.00282667016014288
"T_DLGAP1",0.532998696144342,4.77307931999523e-07
"T_IFIT5",0.650484601826872,1.45509876517081e-11
"T_ITGA1",0.393896204204393,0.00122175116635267
"T_RRM2",0.543108101657706,2.27662455530544e-07
"T_AL031283.1",0.310887070293422,0.0230581402507144
"T_CD38",0.366543047802495,0.00370755576195231
"T_EIF4EP2",0.314017429259773,0.0211501892459399
"T_KBTBD11",-0.297026266387467,0.0339601995042675
"T_DNAJB14",0.370689134256529,0.00316244700198268
"T_SNORA58B",-0.312866980111425,0.0217519863224285
"T_AC051619.7",-0.301845238932613,0.0298298562603546
"T_BCAS1",0.358165890226624,0.00504794839028209
"T_IFNLR1",0.296222298302956,0.0347241259640991
"T_SNORA77B",-0.296951691551587,0.0340054282993982
"T_TWF1",0.34662664929613,0.00754243268068259
"T_APOBEC3H",0.327153655645139,0.0142946924617221
"T_ZNF835",-0.303334975981264,0.0286128942275823
