"","MM.salmon","padj.MM.salmon"
"T_RNF40",-0.431217138253045,0.000124717467861035
"T_AGAP2",-0.267348233876748,0.0355309214484195
"T_CLASRP",-0.46151335728414,3.44156190690504e-05
"T_EHD1",-0.292507587610521,0.0175116015866843
"T_FAM193B",-0.419512887122621,0.000202982569927621
"T_MAP7D1",-0.432362319665914,0.000119507149893754
"T_JMJD8",-0.404359626126354,0.000362929058807255
"T_RTEL1",-0.3402040446841,0.00383511146008659
"T_TRAPPC6A",-0.395273046703373,0.000512798681848228
"T_ABCB8",-0.302500554934056,0.0128525941583904
"T_ARHGAP27",-0.397269202540119,0.000475742565689946
"T_RABGGTA",-0.475279836871729,1.86604647223423e-05
"T_ABCD1",-0.364046567160504,0.00165444216747826
"T_SH3GL1",-0.460089026112006,3.6594462346268e-05
"T_RRP12",-0.445870276949207,6.75005011674943e-05
"T_UBA52",-0.337668361108302,0.00418092724043224
"T_EMP3",-0.40801617889709,0.000314922203799653
"T_C1orf159",-0.38502933539462,0.000756899609886287
"T_PHRF1",-0.390672745911692,0.000612590454294878
"T_NADK",-0.32941167363139,0.00548276607266487
"T_AC067968.1",0.266501255987297,0.0363660632616862
"T_AC138035.1",-0.281380476371432,0.0240523202676044
"T_SNORA11",0.864946301764584,1.84187053856433e-28
"T_MIRLET7BHG",-0.311031993129484,0.00990442759787877
"T_RPS11",-0.333884732907732,0.00473903267448159
"T_NCKAP5L",-0.25694590243415,0.0465951015451467
"T_SNORA2A",0.858033439102975,1.63294696326911e-27
"T_TAGLN2",-0.448282741230619,6.08586323743706e-05
"T_TRMT61A",-0.409951230630718,0.000292103451656525
"T_HIST1H3J",-0.283548475594616,0.0225687036696744
"T_RF00100",-0.424001490832503,0.000168638140494569
"T_NLRC5",-0.411279935679527,0.000278056180817908
"T_AC005912.1",0.296820293578035,0.015371009900486
"T_LZTR1",-0.429305530971897,0.000134878964004936
"T_ALDH16A1",-0.399318637854337,0.000439931339042244
"T_WAS",-0.405785855352663,0.000342834857195452
"T_CDC37",-0.443234048076818,7.4579462675142e-05
"T_SNHG20",0.824832747177503,1.20917870672229e-23
"T_CLIC1",-0.305792474179547,0.0116354735331077
"T_TMED7",-0.280085539631094,0.0249390465770075
"T_FAM53B",-0.415431325269713,0.000235608092970241
"T_RNU4ATAC",0.865856037549399,1.40580919973216e-28
"T_NMRAL1",-0.417401860735265,0.000219918120355494
"T_SIPA1L3",-0.304163786822799,0.0122282864090621
"T_TTC7A",-0.38037474840783,0.000901314486682853
"T_BSG",-0.483065409741033,1.26286035796694e-05
"T_INO80E",-0.358440869442153,0.00203449334238767
"T_VASH1",-0.323053948288451,0.00675313988258431
"T_CIB1",-0.37166583169437,0.00124721302544404
"T_CAD",-0.329777555639491,0.00541807553197912
"T_PLBD2",-0.331936259839658,0.00506023858781253
"T_OSBPL7",-0.376873798542153,0.00103056035758804
"T_LLGL1",-0.395280263624556,0.000512798681848228
"T_RPL41P1",-0.328948464428872,0.00556728179648498
"T_TRAF7",-0.445713053289561,6.76680621907856e-05
"T_C19orf24",-0.419770693395057,0.000200713640269994
"T_NSMF",-0.294640070577364,0.0164218924609308
"T_SLC25A39",-0.4139584662219,0.000250489952860888
"T_BST2",-0.386244822892312,0.000723005748395841
"T_STK11IP",-0.403038787062205,0.000382156787717237
"T_HIST1H2BL",-0.41289375021118,0.000262011409514974
"T_SNORA5A",0.80653841902714,7.88118680701074e-22
"T_EML3",-0.326806868199489,0.00599938940702768
"T_SELENON",-0.381523667307742,0.000863088421490433
"T_NUDT22",-0.365586064959332,0.00155876690180559
"T_WDR18",-0.432950394174153,0.000116334918558142
"T_AC112229.3",0.261574767697773,0.0413149354075514
"T_STK11",-0.347233774601334,0.00301553309297781
"T_MZT2B",-0.256218456326971,0.0474554404490023
"T_CSNK1D",-0.300321678976454,0.0137744432336192
"T_RNU6-2",0.446643634579001,6.52355800073653e-05
"T_RNU6-4P",0.446643634579001,6.52355800073653e-05
"T_RNU6-6P",0.446643634579001,6.52355800073653e-05
"T_RNU6-9",0.446643634579001,6.52355800073653e-05
"T_SMARCA4",-0.376826901035006,0.00103084543306357
"T_WDR6",-0.376856440320041,0.00103084543306357
"T_MFSD12",-0.338197813488835,0.00410502053259873
"T_ACAP2-IT1",-0.37500827020986,0.00110424217072239
"T_BATF",-0.424300284826327,0.000166890403052453
"T_RNF44",-0.274197726591364,0.0294868964783762
"T_PRELID1",-0.324101022435696,0.00652929337777873
"T_DPP9",-0.362553210413533,0.0017520747107629
"T_IL21R",-0.272206668088318,0.0311763762555671
"T_TSC2",-0.40788118540868,0.000316467119553661
"T_TAF1C",-0.327948373287056,0.0057677545338601
"T_FBXL19",-0.412162904237178,0.00026889211671445
"T_MAP2K3",-0.317660742342112,0.00800040254683742
"T_ITGB1P1",0.32475251341429,0.00640217865959107
"T_ZNF646",-0.343551233642244,0.00342032222125466
"T_PLCB2",-0.468046711780293,2.52910643757653e-05
"T_HNRNPH3",-0.306163938654037,0.0115154391044191
"T_Z84492.1",-0.305692822635237,0.0116599180107373
"T_GNAI2",-0.44266109746049,7.65715696526046e-05
"T_NT5C",-0.356488426126118,0.00217744409522755
"T_KATNB1",-0.445381961588764,6.8525884028445e-05
"T_EIF6",-0.407223585898504,0.000324832746373701
"T_QKI",-0.258327648706485,0.044946598705243
"T_CC2D1A",-0.44445716771518,7.09209336796436e-05
"T_ARFRP1",-0.400419713649612,0.000422162868461559
"T_9-Sep",-0.382349577939189,0.000834413203461634
"T_TRAF2",-0.394369630266361,0.000528655767850323
"T_PLK3",-0.363845217630443,0.00166760623044656
"T_SATB1-AS1",0.336675881271881,0.00432362937190182
"T_MKL1",-0.355288243465462,0.00226882255563876
"T_SPOPL",-0.284191788426674,0.0221920453596839
"T_SNORD55",0.600206070579526,2.84603983621032e-09
"T_AP1M1",-0.409544063853288,0.000297214381224973
"T_CD81",-0.455985708614127,4.36732152449734e-05
"T_OAS2",-0.275483386249176,0.0284169088447057
"T_IER2",-0.296272787172831,0.015617146051736
"T_CCDC57",-0.34994614533298,0.00274270075092483
"T_CNPY3",-0.436119903981722,0.000101399590142315
"T_APEH",-0.350829682029422,0.00265990801184333
"T_TRIM56",-0.347966023451308,0.00294013047156415
"T_PLEKHM1P1",-0.384886399733416,0.000760451496732484
"T_KLHL17",-0.399335044959546,0.000439829653622717
"T_RPL10",-0.254426088173402,0.0495455851850375
"T_SLC25A1",-0.417079610108374,0.000222421115988091
"T_KCNN4",-0.288049578305396,0.0198758375096708
"T_ENTPD6",-0.36458453069099,0.00162086992541074
"T_FBXL6",-0.402688087686874,0.000387449729327231
"T_ATP6V0B",-0.324301873614481,0.00648788513190642
"T_TMEM250",-0.340337795641781,0.00381588064876439
"T_PRDX5",-0.447797381182281,6.20459863485702e-05
"T_SNORA36A",0.800235705129562,3.04832378308593e-21
"T_VASP",-0.314809051870939,0.00876239021811549
"T_MKI67",-0.2745158523012,0.0292098951674749
"T_CLTB",-0.416490512224899,0.000227302730905781
"T_HIST3H2BB",-0.430168066066887,0.000129925409931853
"T_NCDN",-0.380623478494367,0.000894444912622853
"T_COMT",-0.386663233452128,0.000712187363713541
"T_AC018638.4",-0.441144457540207,8.13191420049578e-05
"T_RFXANK",-0.433377122562485,0.000114278141403877
"T_PPP1R35",-0.382737384428527,0.000824353679364995
"T_PRMT1",-0.418547237890686,0.000210520796026312
"T_QTRT1",-0.319099031686458,0.00765512447947223
"T_RPS10",-0.265123137882794,0.0376609216663408
"T_C20orf27",-0.341518270424526,0.00366733449845761
"T_IRF3",-0.41294784293922,0.000261525055787148
"T_ASL",-0.398272288642798,0.000459021319019821
"T_TP53I11",-0.410168685377428,0.000289469297414345
"T_TEPSIN",-0.401305510988795,0.000408691947099514
"T_HIST1H4H",-0.370760373955263,0.00128847366089862
"T_AC018638.5",-0.287744611907017,0.0200428461308835
"T_ZNF513",-0.456369825202966,4.29927784756958e-05
"T_PCYT2",-0.347957112490609,0.00294013047156415
"T_RANGAP1",-0.467718069284223,2.56576812342813e-05
"T_RAB11FIP5",-0.263283135449175,0.0395265585046337
"T_MAPKAPK3",-0.297281006202552,0.0151525621175155
"T_FHOD1",-0.427281222405374,0.000147354114827216
"T_RRP7BP",-0.289077984678737,0.0193397295249291
"T_SNORA77",0.805858066458421,9.11166202295904e-22
"T_PHPT1",-0.502899693134835,4.18374027563911e-06
"T_GOLT1B",-0.291033764119605,0.0182682076905082
"T_MRPL54",-0.406057035234225,0.00033926728956415
"T_GADD45GIP1",-0.451356051463677,5.30222535659553e-05
"T_WASH2P",-0.344075424424649,0.00335913059231469
"T_AKNA",-0.356667597114154,0.00216224730045956
"T_BRMS1",-0.435264913907428,0.000105333411541084
"T_TUBB2A",-0.269144036022478,0.0338441766221966
"T_HMGA1",-0.325100718499701,0.00633410368358178
"T_MAP3K10",-0.321460170627684,0.00711164555283481
"T_RAI1",-0.270050659793368,0.0330931233578186
"T_TUBB4B",-0.395582276465122,0.00050700678058096
"T_VARS",-0.378584061844914,0.000964532307997089
"T_TRADD",-0.25669031162468,0.0468773436621354
"T_SLC22A18",-0.284934104798353,0.0217317613147274
"T_JAK3",-0.292812571115289,0.0173739677794877
"T_DENND4B",-0.398153380225438,0.000461162767862491
"T_SH3BP2",-0.320740266044828,0.00727497352354996
"T_WIZ",-0.284511176569503,0.0219986925517326
"T_SEC16A",-0.334530673451021,0.00464378977238195
"T_CAPN10",-0.403272142803067,0.000378900820658325
"T_RPS6KA1",-0.42863573765056,0.00013924825677622
"T_POR",-0.385098813705841,0.000755200191576639
"T_SNORA80B",0.305459564322829,0.0117438978337397
"T_DAPK3",-0.432106496376568,0.000120723170009625
"T_POLM",-0.313808614407575,0.00905562856525611
"T_AD000671.2",-0.342533928645693,0.00354261400162779
"T_RABEP2",-0.398674803324199,0.000451901641724015
"T_MAPK3",-0.367660445668711,0.0014443931106708
"T_SNORD32A",0.8444610356388,7.69344735486196e-26
"T_KLHDC7B",-0.341653453382528,0.00365130431200542
"T_LYPLA2",-0.409837220407144,0.000293038166303904
"T_RNF123",-0.41602095750429,0.000231097959778055
"T_SLC25A22",-0.323591775238733,0.0066378231351233
"T_JMJD4",-0.30086509992115,0.0135543157197158
"T_AC007278.1",0.307445972915498,0.01107184187472
"T_MOB2",-0.407547751453565,0.000320902805400217
"T_WDR24",-0.42319534719251,0.000174098134386267
"T_KLC2",-0.321293904217059,0.00714960213646009
"T_MFNG",-0.370021027646787,0.00131943523934974
"T_LRRC45",-0.42738926671791,0.00014683028629254
"T_AC010636.2",0.432624465327831,0.000118218265914593
"T_SAMD10",-0.306287455863849,0.0114746764117862
"T_NISCH",-0.417060256167075,0.000222421115988091
"T_PLEKHM1",-0.332628611973611,0.00494510303420059
"T_NAGLU",-0.290604656407106,0.0184908388390224
"T_TBC1D10A",-0.421414058684298,0.000187067122905686
"T_TMEM161A",-0.372096974442301,0.00123014010838671
"T_TNIP1",-0.473130214324374,2.04964161726479e-05
"T_PREX1",-0.423056965527472,0.000175238750492845
"T_CLPTM1",-0.413219970056792,0.000258518061442526
"T_AL133352.1",-0.45709235593576,4.16161849586856e-05
"T_GRAMD4",-0.332301919310188,0.00499847858008965
"T_GALK1",-0.412224560639048,0.000268404647033716
"T_BLOC1S1",-0.430354596515923,0.000128911229689117
"T_MAF1",-0.38345550011074,0.000802440566009347
"T_RN7SL128P",0.556764959120787,1.05349478709098e-07
"T_PLEKHJ1",-0.407510905592694,0.000320990318667226
"T_GMFB",-0.266805609154541,0.0360937435430849
"T_RN7SL674P",0.420483350341669,0.000194524623015946
"T_PGLS",-0.382890684163702,0.000820515568556812
"T_MCRIP2",-0.385979844859857,0.000729725233905092
"T_MT2A",-0.294458052250503,0.0165205842839154
"T_PEX6",-0.37025351370667,0.00130906360355213
"T_ESRRA",-0.331839503574275,0.00507598270589698
"T_DGAT1",-0.364294281434737,0.00163737081075928
"T_FAR1",-0.270972971378449,0.0322587263467952
"T_SPTBN5",-0.389250747093298,0.000646479791643277
"T_PML",-0.385119383078886,0.000754850612199757
"T_LRWD1",-0.360787358577284,0.00186224379319011
"T_ISG20",-0.389782961027268,0.000634008362441916
"T_MIGA2",-0.427145224847563,0.000148074047104529
"T_AC026362.1",-0.292926504128145,0.0173111158396599
"T_EIF1AXP1",0.500049988067737,4.90087422533057e-06
"T_RPLP2",-0.318246412453224,0.00786131734969507
"T_DGCR2",-0.407223585331172,0.000324832746373701
"T_GTF2F1",-0.385194545704552,0.000752956539140012
"T_ABR",-0.426981446019635,0.000148990644836407
"T_HPS6",-0.379962278006437,0.000915022033438855
"T_LDLR",-0.299917305792454,0.013945474996903
"T_ZDHHC12",-0.430378768067992,0.000128881120518206
"T_ACADS",-0.349507477432002,0.00278781830285698
"T_NDUFA3",-0.557100494235127,1.02832869455721e-07
"T_RARG",-0.296290841844816,0.0156122762900962
"T_AC109460.3",-0.313885237652688,0.00903287379294624
"T_S100A6",-0.264052210624926,0.0387596576698749
"T_TLN1",-0.38976521625499,0.000634212010192273
"T_TMUB1",-0.267874621215484,0.0350457501814341
"T_CDK10",-0.431475977837573,0.000123704745268584
"T_CYB5R3",-0.414289892884915,0.000247445005169288
"T_CACTIN",-0.335973607269409,0.00442268268053622
"T_MAP4K1",-0.281231047293562,0.0241453908871127
"T_SNHG3",0.397759517911044,0.000466652672008604
"T_ENGASE",-0.336910279781254,0.00429404363335757
"T_ZNF142",-0.333606639112246,0.00478464378599934
"T_BCR",-0.379419677845381,0.000934073343293818
"T_NDUFV1",-0.420701571806402,0.000192885642074106
"T_IL12RB1",-0.338768188904642,0.00402663560024317
"T_LAMTOR4",-0.36539273278523,0.00156993903483485
"T_GIGYF1",-0.308078080983833,0.0108480149725368
"T_SPOUT1",-0.330073868193923,0.00536499015890129
"T_UAP1L1",-0.345220438137007,0.00321862091366286
"T_RN7SKP71",0.34773910172332,0.00296224337036246
"T_ATG16L2",-0.355936274213629,0.0022175517992968
"T_VILL",-0.354500443084611,0.00233323645363356
"T_DTX2",-0.345457314612891,0.00319108547523624
"T_FXYD5",-0.404591240639356,0.000359865308846142
"T_UBALD2",-0.26985289067131,0.0332374846245644
"T_HSF1",-0.3699363732528,0.00132314697896357
"T_MTCO2P12",0.28142888341964,0.0240266948867811
"T_EGLN2",-0.384380670957805,0.000774357108061004
"T_HSF4",-0.299562285578832,0.0141041250215558
"T_GTPBP1",-0.377549709017724,0.00100496943426288
"T_RPS6KB2",-0.467190230629917,2.63220130283777e-05
"T_MAMDC4",-0.403120562983031,0.0003812954319366
"T_CD82",-0.372018950913948,0.00123331759391939
"T_WDR83OS",-0.504153315032914,3.88394388533674e-06
"T_NAPA",-0.438747823476174,9.02808977709269e-05
"T_NARFL",-0.365755710459664,0.00155110393168359
"T_TPCN1",-0.296065744982536,0.0156985503830722
"T_CHTF18",-0.374636718160215,0.0011202275499978
"T_RRBP1",-0.33961751017676,0.00390701787375587
"T_SNORA80E",0.82826245950596,5.1918527586142e-24
"T_TMEM115",-0.430430433463492,0.000128667455804382
"T_NOC2L",-0.438299979721462,9.22927324569747e-05
"T_RN7SKP80",0.37012884594571,0.00131417681419761
"T_ECSIT",-0.45762558282479,4.06730238710484e-05
"T_ATG4D",-0.38897924720488,0.000652802865268567
"T_SZT2",-0.346920366560453,0.00304212942419037
"T_MPND",-0.457406872455446,4.1069930743101e-05
"T_UNC45A",-0.420679350283433,0.000192967830855215
"T_PSKH1",-0.402837850870149,0.000385052533799512
"T_ATP6V0E2",-0.267806682110607,0.0351117049186582
"T_EME2",-0.25592501164214,0.0477533741381576
"T_LSS",-0.303554109210885,0.0124456766371408
"T_MAD1L1",-0.4312713178763,0.000124456383171531
"T_SNORD116-15",0.681612488324795,5.12441078498309e-13
"T_LIMK1",-0.380598139353128,0.000895059706473453
"T_RAB11B",-0.322015817880514,0.00698606354660638
"T_SNORA63D",0.778544410102993,2.36490720615675e-19
"T_ST3GAL2",-0.317551540728511,0.00802707631898143
"T_TRIOBP",-0.325881696762263,0.0061837584210213
"T_PFN1",-0.474121010962725,1.95805287884925e-05
"T_AC006254.1",-0.366795050319076,0.00149339217861406
"T_RENBP",-0.322548386149335,0.00686629601010427
"T_UPF1",-0.428411354454582,0.000140591259698531
"T_PPM1F",-0.288125784925918,0.0198410425873164
"T_CSNK1E",-0.280277763044578,0.0248084676455087
"T_GAK",-0.363489278575111,0.0016900742502394
"T_CHERP",-0.322473832567499,0.00688352600120935
"T_VPS18",-0.485707873315695,1.105625819226e-05
"T_IRF1",-0.269014757949749,0.0339651964204323
"T_RBM42",-0.470226732694677,2.301005728179e-05
"T_TEX264",-0.404212356358389,0.000365149509506776
"T_RAD23A",-0.482891522697653,1.27254481919806e-05
"T_SLC27A4",-0.418279705433059,0.000212547780229922
"T_OAZ1",-0.368822206263053,0.00138108658895541
"T_CIZ1",-0.372123385985143,0.00122978585179375
"T_ZNF204P",0.268185611743888,0.0347575194441116
"T_FRMD8",-0.3892827801628,0.00064616870710265
"T_LFNG",-0.286539113349669,0.0207637902792069
"T_ZBTB48",-0.415828489578988,0.000232594617831825
"T_SNRPD2",-0.347823907650793,0.00295411832367512
"T_MRPL55",-0.276703385083056,0.0274675889760912
"T_RAB11FIP3",-0.329680805561797,0.00543119520408482
"T_CCDC22",-0.395461744304813,0.000509546375501003
"T_CYB561D2",-0.269982111175374,0.0331271018914365
"T_SLC25A42",-0.315133422010693,0.00867614328512285
"T_PRKACA",-0.285224631687072,0.0215742767431189
"T_SNAI3",-0.300400807006062,0.013742034373619
"T_SNORA40B",0.596945168813322,3.81469169867315e-09
"T_Z94721.2",-0.260249115618817,0.0427340090900483
"T_RACK1",-0.331737226180097,0.00509216334455423
"T_AGPAT2",-0.361798493972003,0.00179973877555382
"T_GPR153",-0.306722354816391,0.0113202353983857
"T_APBA3",-0.356704657802698,0.00216184765280957
"T_EEF1A1P5",0.711755639941058,1.08562025982233e-14
"T_LDHB",0.289604432277724,0.0190660840441327
"T_ECE1",-0.424261642087316,0.0001671031274619
"T_GAS6",-0.347638289470616,0.00297347308282726
"T_ATP5MC2",-0.46262172981084,3.27351263780414e-05
"T_MAPK11",-0.317785352056405,0.00797040020841331
"T_RAP1GAP2",-0.320415688184256,0.00735279442554407
"T_EIF3CL",-0.314101825828093,0.00897206417413712
"T_HEXDC",-0.357218022150399,0.00212193650989221
"T_RPL29",-0.278826127641114,0.025898549201797
"T_NDUFS7",-0.439740725301327,8.65776716681701e-05
"T_NELFB",-0.383424213607106,0.000803213617231463
"T_IL4R",-0.360052622446413,0.0019142024300154
"T_RELB",-0.405381070991626,0.000348691535086238
"T_IKZF5",-0.328311492260696,0.00569302501865014
"T_NDOR1",-0.371641614779832,0.00124762761514408
"T_MYH9",-0.393299823613052,0.00055320917629039
"T_RRP7A",-0.345489592753522,0.00318804744476992
"T_PDXK",-0.296940726761347,0.0153111690755205
"T_E2F2",-0.269992946220272,0.0331240858300507
"T_NPRL3",-0.296343334610211,0.015609874997757
"T_USF2",-0.415540693582317,0.000234768981230162
"T_HDGFL2",-0.370283420241624,0.00130860997800544
"T_GNG10",-0.281556388932402,0.0239386953367109
"T_VAMP5",-0.445253239796985,6.88883514750196e-05
"T_GTF2IP4",0.261880906498759,0.0409686972316432
"T_GBA",-0.488906218982186,9.21381910630211e-06
"T_SMARCD3",-0.258111415109553,0.0451894166353348
"T_REC8",-0.375517208741212,0.00108482426642996
"T_SNORA84",0.661040187871187,5.85214075887117e-12
"T_PYGB",-0.332812756098695,0.00491438954096897
"T_DHX58",-0.371066626415075,0.00127335931260152
"T_SLC12A4",-0.437425338478524,9.57284218556441e-05
"T_SEMA4B",-0.409238551795797,0.000300100687181819
"T_GADD45B",-0.273822952673918,0.02979741086841
"T_RPL9",0.392978572749882,0.000559583546640011
"T_PAQR4",-0.26456469685524,0.0382527731160754
"T_PXN",-0.363688371880474,0.00167832068797846
"T_PLEKHG2",-0.322073774835029,0.00697332873939733
"T_CRTC2",-0.382790088918086,0.000823144215055854
"T_THAP7",-0.358847637651158,0.00200590653640334
"T_IER3",-0.291236750837283,0.0181624364090807
"T_DOK1",-0.403091002509134,0.000381625636600249
"T_CHID1",-0.449215912923603,5.85578542493634e-05
"T_CAPNS1",-0.412803501311875,0.000262868264284386
"T_CRYZ",0.259612044479226,0.0434252284368775
"T_ROGDI",-0.33623280529749,0.0043857735432309
"T_AGAP3",-0.386707199142286,0.000711079227291078
"T_BET1L",-0.31573821773492,0.00850540809708416
"T_GTF3C5",-0.444094377458584,7.20813768311292e-05
"T_MLLT1",-0.329036925996144,0.00555192692305001
"T_SNORD67",0.802980049821326,1.69205832884737e-21
"T_CEP131",-0.360833414407354,0.00186008107224211
"T_RF00092",0.714666624998839,7.29992094557718e-15
"T_BAX",-0.402554754725227,0.000389545265994439
"T_ASNA1",-0.428525281874428,0.000139960768275207
"T_NFKBIE",-0.262538355750384,0.040286302549177
"T_AC092368.3",-0.366632752487695,0.00150279123243387
"T_MROH6",-0.314698990018308,0.00879268501721636
"T_CAPS",-0.28398623227693,0.022320284559403
"T_OXLD1",-0.306277670148271,0.0114753146247855
"T_TNF",-0.319907479724788,0.00746625722038571
"T_ATP11A",-0.306915012019183,0.0112589119076245
"T_NEURL4",-0.397866670876246,0.000465431980223859
"T_IRS1",-0.297761999750925,0.0149305720777858
"T_TBC1D2",-0.306764703813775,0.0113063631564392
"T_AP1G2",-0.412012685809738,0.000270774715442185
"T_C7orf43",-0.317977762257086,0.00792324329045652
"T_GRWD1",-0.400370804419698,0.000422687781295953
"T_RIN1",-0.278237944003508,0.0263170523066662
"T_RPL7A",-0.297361599083074,0.0151187158399274
"T_PLAGL2",-0.296395357693051,0.0155861505288403
"T_STRN4",-0.38900341315263,0.000652729950124922
"T_LRPAP1",-0.427884937108911,0.00014402677006225
"T_SIVA1",-0.381770728360608,0.000853721408673551
"T_POMC",-0.27162692255028,0.0316559276098886
"T_CCDC167",-0.27912858121132,0.0256710911926189
"T_EIF5A",-0.397859605176851,0.000465431980223859
"T_KCTD17",-0.426301017750739,0.000153154601687496
"T_ABCC10",-0.341287045604702,0.0036950813376236
"T_NDUFS8",-0.38347580357983,0.000802076857049163
"T_NDUFB11",-0.471095099534797,2.20419245962487e-05
"T_PLA2G4B",-0.31045790874012,0.0100711388076115
"T_SGTA",-0.358920673508652,0.00200127364502516
"T_AC018638.2",-0.264120625757842,0.0386966762804516
"T_PEX16",-0.421419536481537,0.000187067122905686
"T_HSD17B10",-0.425680617327306,0.00015717798436411
"T_BAP1",-0.382475877756412,0.000831398672813407
"T_ICAM1",-0.26702504473337,0.0358739033206762
"T_THOP1",-0.389561929749836,0.000639678554765496
"T_UBE2W",-0.255649372663779,0.0481054598083679
"T_TICAM1",-0.302510634131036,0.0128517239869609
"T_USP19",-0.413343752413782,0.000257440976030455
"T_SLC16A5",-0.289475270749936,0.019123398875534
"T_NMRK1",0.324785640969499,0.00639616687502563
"T_SLC19A1",-0.29075756902795,0.0184101766800587
"T_HPCAL1",-0.356804723281779,0.00215439486387764
"T_NUP210",-0.362306809011665,0.00176718866774426
"T_AKR1C3",0.269186885925647,0.0338069941551582
"T_SNHG8",0.375499234529486,0.00108520806395244
"T_TPI1",-0.323597148825554,0.0066378231351233
"T_LIMS2",-0.300447374586278,0.0137274304853446
"T_CDC34",-0.370739404787086,0.0012891092614285
"T_XYLT2",-0.340594608698958,0.00378611747779576
"T_FGFRL1",-0.287285792580435,0.0203103694897088
"T_RNA5SP202",0.384401453666907,0.000773989483084887
"T_C11orf68",-0.37772347402348,0.000998914682392395
"T_TESC",-0.312862873529838,0.00933602598344076
"T_PGAP3",-0.387154197513435,0.000699141971888786
"T_JMJD7",-0.332627902653389,0.00494510303420059
"T_YIF1B",-0.388048182241656,0.000675149471667596
"T_TMEM129",-0.355717937410711,0.00223372966437944
"T_RABL6",-0.350682813775967,0.00267364615774782
"T_MAP2K7",-0.309634809209249,0.0103272653389151
"T_FAM96B",-0.439383348990328,8.7796442526059e-05
"T_RPL21",0.615525507238024,6.86596792796719e-10
"T_TRIM25",-0.304302025658552,0.0121752965955211
"T_SPTSSA",-0.272249570840935,0.0311496877747531
"T_SNORD116-3",0.732807543650736,5.16055144720312e-16
"T_SNORD116-9",0.732807543650736,5.16055144720312e-16
"T_WDR4",-0.355153496712416,0.00227780629917246
"T_CHST12",-0.371064898650688,0.00127335931260152
"T_SNHG1",0.604577119770619,1.90495907388862e-09
"T_FBXO44",-0.303895967066731,0.0123240557198939
"T_SLC35C2",-0.367343053195037,0.0014597024200938
"T_PLOD3",-0.40826381250968,0.000312009497277015
"T_RABAC1",-0.361655716819321,0.00180747045387545
"T_PNKD",-0.329434651973647,0.00547971185012206
"T_ZNF710",-0.322280990630825,0.00692958406271327
"T_CUL9",-0.36433587548619,0.00163509294578802
"T_FIS1",-0.445443854725527,6.8525884028445e-05
"T_ZNF628",-0.256884379137107,0.0466314156903567
"T_SREBF2",-0.357459341645861,0.00210446183066213
"T_USP11",-0.40639098804788,0.000335303568154514
"T_SCAMP4",-0.417314034605839,0.00022045184863585
"T_IL27RA",-0.350910437994473,0.00265198484109887
"T_UBE2L6",-0.356850747380296,0.00215223625005427
"T_ULK3",-0.285589541923334,0.0213532396640204
"T_SMPD1",-0.300766030719293,0.0135938649488599
"T_TRAPPC1",-0.456883036266295,4.19412158306022e-05
"T_QSOX1",-0.287547223381386,0.0201490492981756
"T_KDM4B",-0.303934155517212,0.012321517850054
"T_WDTC1",-0.373114534559372,0.00118752968427722
"T_CYTH4",-0.4373127803324,9.61516641868166e-05
"T_THAP4",-0.422785259975927,0.000177092861023342
"T_ITGB2-AS1",-0.35096562293075,0.00264690588737714
"T_GPSM3",-0.443579138379461,7.35832934763665e-05
"T_AP2A1",-0.341558513620608,0.0036640249740878
"T_FLOT2",-0.398043388960724,0.000462852239159971
"T_FSBP",0.454409653881801,4.69406642210001e-05
"T_GPR108",-0.410276133354233,0.000288272017173682
"T_TIMM13",-0.351075210131489,0.00263686114068501
"T_IRAK1",-0.429801012372945,0.000131869736908454
"T_SYMPK",-0.352278150417336,0.00252501543340959
"T_IPO4",-0.381821059359822,0.000852150848782887
"T_USP44",0.285309365380432,0.0215312680491006
"T_TMEM104",-0.332690404509403,0.00493636680302924
"T_KEAP1",-0.309958348046741,0.0102250060041145
"T_SUPT5H",-0.403907272287846,0.000368495818295116
"T_TACC3",-0.286038067615725,0.0210808728510493
"T_TAF6",-0.396633146487371,0.000487114092792838
"T_SNORD14D",0.388509218099466,0.000664025115565267
"T_HS6ST1",-0.42768408771057,0.00014511508144831
"T_DRAP1",-0.443471799598349,7.39468296445347e-05
"T_PFKP",-0.268467920424915,0.0344766349867875
"T_ZNF414",-0.284475276168149,0.0220190980738037
"T_PQBP1",-0.415797531029042,0.000232805018012967
"T_ACADVL",-0.406770061961814,0.000330029516607556
"T_RF00283",0.69079261095894,1.66146211473502e-13
"T_SSH3",-0.284458882502811,0.0220252274457848
"T_SCRN2",-0.257729680906113,0.0456795720004303
"T_ARHGAP1",-0.347135166044669,0.0030232627346436
"T_ATG9A",-0.375080580576557,0.0011018836256518
"T_SNORA14A",0.877107316221065,3.50344258217752e-30
"T_SIRT7",-0.432470849021181,0.000118906632872112
"T_ARMC5",-0.301988928170307,0.0130572533606302
"T_SIRT2",-0.374602021249475,0.00112131639128694
"T_DNLZ",-0.315835394146266,0.00847743542571608
"T_RUVBL2",-0.427277786015966,0.000147354114827216
"T_PTPN18",-0.387054836593722,0.000700455254760116
"T_BCL3",-0.303631739699395,0.0124258213662854
"T_DHX34",-0.33523308560469,0.00453700592863435
"T_TAPBPL",-0.338656117107971,0.00404044016757847
"T_RRM2",-0.288216631023368,0.0197965382967372
"T_PLIN3",-0.273745185145074,0.0298640675475122
