"","MM.salmon","padj.MM.salmon"
"T_ADGRE5",-0.422385154042753,0.000180168425646483
"T_MED16",-0.392726199299975,0.000564759193794732
"T_NDUFA13",-0.532241737269642,6.35639812738904e-07
"T_SNORA27",0.880869704262604,9.18040944379412e-31
"T_WASHC1",-0.503342501178482,4.07745750053309e-06
"T_CTDSP1",-0.462472749941739,3.2898571768833e-05
"T_FERMT3",-0.472269603584154,2.11249398862668e-05
"T_SNORA66",0.753644753948374,1.94722179639012e-17
"T_FLT3LG",-0.255648651427845,0.0481054598083679
"T_MIIP",-0.422082123355141,0.000182426199535004
"T_MT-ND3",0.367254777928782,0.00146475713251881
"T_SNORD9",0.851166070093361,1.24059348396436e-26
"T_SNORA73B",0.484259805060578,1.19773072945416e-05
"T_COPE",-0.469462660939319,2.37654184070652e-05
"T_SNORA64",0.824761183495704,1.21720565343798e-23
"T_AC005943.1",-0.25715739908123,0.0463759264607463
"T_PIEZO1",-0.408474126839778,0.000309704092404112
"T_CORO1B",-0.336512804921381,0.00434871088098337
"T_MAP2K2",-0.442551729749697,7.68212932696662e-05
"T_PRR5",-0.256204062318589,0.0474554404490023
"T_TUBGCP6",-0.402143551730049,0.000394952312530447
"T_GAA",-0.378471484314276,0.000968593357758854
"T_TGFB1",-0.382773176332704,0.000823388881789844
"T_PTPN6",-0.427431553954956,0.000146616078582234
"T_SNORA18",0.830478978042448,3.0166480216244e-24
"T_RNVU1-15",0.27832859899627,0.026273685214856
"T_PAXX",-0.452746287223623,5.02447648478551e-05
"T_AC145138.1",0.263566982319564,0.0392584828842073
"T_TNFRSF1B",-0.37276531345886,0.00120301367852162
"T_SNORA7B",0.653309524366769,1.39889905016901e-11
"T_SNORA53",0.802145792362605,2.01849799221751e-21
"T_PITPNM1",-0.431555359833321,0.000123277952875499
"T_GDPD5",-0.330122675564279,0.00535841337492279
"T_SRCAP",-0.285393178030185,0.0214821199313484
"T_BTBD2",-0.472339263717125,2.10980424106076e-05
"T_MINK1",-0.429093991773428,0.000136308711772187
"T_RPL13",-0.293644602389683,0.0169513436782601
"T_HIST2H2AC",-0.448142476364392,6.12823290043782e-05
"T_TMC8",-0.300683132305997,0.0136296795173421
"T_SNHG25",0.3322475682678,0.00500742962012702
"T_FAAP100",-0.457350221216926,4.10892592734836e-05
"T_REXO1",-0.396503629106234,0.000489093240621779
"T_MAN2B1",-0.38784047346658,0.00068108741391251
"T_SUN2",-0.418851997691863,0.000208261790353739
"T_DGCR6L",-0.480631699658995,1.41457059566223e-05
