"","CLG_(pos≥20)","CLG_scale","B2G_(pos≥20)","B2G_scale","CLM_(pos≥20)","CLM_scale","B2M_(pos≥20)","B2M_scale","CCP2_(pos≥10)","CCP2_scale","MPO_(pos≥40)","MPO_scale","PR3_(pos≥40)","PR3_scale","Centro_(pos>10)","Cent_scale","C3_SPA_g/L","C3_sclae","C4_SPA_g/L","C4_sclae"
"MEpurple",0.197692917643845,NA,NA,NA,0.168913352201719,NA,-0.0735287021340728,0.0112762566755782,-0.0520321974759711,0.0112762566755782,0.132941322934994,0.0488637789275057,-0.0453634676868124,NA,-0.0107226147038548,-0.0107226147038548,-0.0236984671136475,-0.0210009432785515,-0.00815525249089264,0.0216090420005385
"MEdarkgrey",-0.062832062399644,NA,NA,NA,-0.132664081988878,NA,-0.223623744157453,-0.0939688056298186,-0.0641929792615429,-0.0939688056298186,0.184313137913235,0.214248876835986,-0.0862933953305794,NA,-0.171561835261677,-0.171561835261677,-0.157734958530622,-0.102904622064902,-0.235143113487404,-0.186623544550105
"MEdarkturquoise",0.135596593679794,NA,NA,NA,0.185032469256033,NA,-0.0206380682782148,0.0187937611259637,-0.0207331361590077,0.0187937611259637,0.121505510209403,0.0112762566755782,-0.0194690236672863,NA,0.0428904588154192,0.0428904588154192,-0.0288515388157788,-0.0399017922292479,-0.0126009977723862,-0.0098222918184266
"MEsalmon",-0.124781238676576,NA,NA,NA,0.267764774695269,NA,0.267580149321443,0.169143850133673,0.261755844007472,0.169143850133673,0.226482697338851,0.214248876835986,0.0107947061917627,NA,0.0643356882231288,0.0643356882231288,0.147202306480112,0.109204905048468,0.173044263791128,0.180730169459049
"MEorange",-0.123015466431153,NA,NA,NA,-0.191255198165373,NA,-0.147236088841983,-0.206731372385601,-0.163173768712959,-0.206731372385601,-0.202360279870808,-0.0864513011794331,0.036881912821856,NA,-0.134032683798185,-0.134032683798185,-0.151760792985843,-0.0126005659671309,-0.160783068205862,-0.0903650847295247
