"","p.MM.purple","p.MM.darkgrey","p.MM.darkturquoise","p.MM.salmon","p.MM.orange"
"M_RNVU1-7",0.335388724637573,0.0165833574192022,0.230418958902257,7.58671913778837e-17,0.632287971841991
"M_MNDA",0.801585537243375,0.0119781022421696,1.41866612454379e-11,0.0654989211148195,1.44833158693284e-10
"M_KLF4",0.109819379299074,0.0747764515808679,3.23117263821956e-05,0.695841436704398,9.15741897852074e-11
"M_SPI1",0.233350820147633,2.61296788059648e-07,0.00011728283491365,0.0173341361281308,3.49871343633722e-06
"M_LEF1",0.476490464146648,0.023055673993167,2.58766778233291e-14,0.628228714940319,4.03052881036848e-09
"M_MT-RNR1",0.989313549399488,0.756494885721231,0.324345256979035,0.0514876557205284,0.280557903467229
"M_DUSP6",0.0719182253637276,0.0622431854131769,2.13355716411671e-06,0.966516435783147,2.08359210870741e-09
"M_RHOB",0.00149350426071571,0.0370113960382905,0.186306399486472,0.951789235974164,1.18453962217403e-06
"M_CAMK4",0.984027073199427,0.00345922452499502,1.60048255064533e-11,0.586619542456544,5.10740719109052e-08
"M_NFAM1",0.755848592710541,3.00737820889454e-08,7.84169310501567e-09,0.11278323511391,5.48794595255711e-08
"M_CTSD",0.392498754110874,2.79887327562052e-07,0.0656285753697312,4.50684803880754e-05,0.0225453787886218
"M_SLC2A3P1",0.679764957679779,7.37330506522872e-07,0.622120227899506,0.388839292674508,0.783419116740654
"M_LOXHD1",0.754440110661883,0.0261246519017109,0.0871964152064743,0.0329250360073637,0.205376385257658
"M_CD28",0.43837695173527,0.000433822685351986,4.09382721919049e-15,0.600744322092704,8.1609928661584e-09
"M_RNY1",0.000105194481726986,0.0989643542167184,0.0052863615025314,1.10749028870739e-32,0.918721956897608
"M_AC020916.1",0.173848617656577,0.0301420689560284,0.251367561583576,0.0503343961364664,0.0213117612188928
"M_S100A12",0.395089551646169,0.000402745423329887,4.47268440736209e-13,0.0357010987988855,3.17237306505602e-12
"M_LRRC37A4P",0.864662378795928,0.913356434858678,0.0180022503637829,0.653899207230638,0.00103199802863617
"M_TCIRG1",0.276369972298034,3.18535934421994e-06,0.764388419835694,5.02177281284488e-07,0.315376852115494
"M_ATP2B1-AS1",0.175396425977403,0.408522787294559,0.414545447719625,0.233037612053247,0.00225514228905226
"M_VNN1",0.414971212849289,0.0671575978104462,3.6483918080352e-05,0.22747788734971,0.0157165930746001
"M_HSPA7",0.003864844718436,0.00162615401766851,0.0495406006359691,0.0401071170491321,4.40443362252839e-05
"M_RNU2-61P",0.0106229061152345,0.779811957546392,0.101570151055031,5.32667007371301e-21,0.626617935712671
"M_TLR4",0.607190980770043,0.0217380847223479,3.5995067780596e-11,0.0952576196517456,2.00082443057214e-11
"M_VSTM1",0.0773951896494265,0.0223812600750944,0.0378904225761299,0.700583482271085,0.00210132423640911
"M_SLC11A1",0.775880083572926,1.68282663145076e-07,1.32384703634669e-09,0.329491861270418,3.63410312957789e-11
"M_CCR7",0.836795139384925,0.0648808765872366,4.37856252659472e-11,0.585947715497877,1.92978793171202e-08
"M_MAFF",0.113446877558095,0.984965637820299,0.375331634100078,0.400432352006716,0.0160514046465426
"M_CLEC12A",0.804402883164436,0.0588161077283378,1.28975786470358e-10,0.103745614506276,5.64540689559687e-11
"M_EREG",0.322644971202777,0.24551571269274,0.0359644562080889,0.263648688524475,1.55046990365971e-05
"M_ODF3B",1.33757961835367e-08,0.00636626033434652,0.207305858151491,1.51751323309212e-05,0.0785407995584456
"M_RASGRP1",0.453642681355956,0.00625066626859476,6.09305124584451e-15,0.44459690406513,8.39366969464295e-09
"M_CSF3R",0.719843007635158,2.7376777977007e-08,3.82561833167279e-12,0.616260599213953,4.83216792282264e-11
"M_CD6",0.737109829392216,0.0166141888788856,4.54955037847418e-12,0.387583715950099,2.64206143814231e-08
"M_FCGR3A",2.96171643224743e-06,0.490841245596435,0.560397446155794,0.80360527457835,7.06979159188859e-07
"M_CSF1R",0.215832380550852,9.8573595583704e-07,5.36798440266585e-07,0.270329574050613,1.65038895486319e-08
"M_MAFB",0.00504506520472985,0.0469843657722682,0.00158216908091242,0.302457074781803,4.46036129402264e-09
"M_LILRA5",0.0169979264674019,0.000506585530663809,5.76798515347077e-05,0.178520012510712,5.33189279029611e-11
"M_ADAMTS2",0.151071646775373,0.535648164250219,0.195668433603425,0.815211030133215,0.268489983532546
"M_THEMIS",0.813569385143544,0.0048198562654082,5.93151693670147e-12,0.664066781168102,1.53480682764832e-07
"M_CD3D",0.321829053224422,0.0188733206487189,1.41615576253902e-15,0.465393619144231,8.01976592499874e-09
"M_NAPRT",0.391872415744024,2.81205680459747e-05,0.88595311708336,1.6643490955023e-06,0.305695653258592
"M_CFD",0.0204483395685886,8.21173196990306e-05,0.0203285802939251,0.00537013727520223,1.71835638622305e-06
"M_FOLR3",0.0329209600175486,0.000394359311676502,0.000109496571294355,0.433243891493448,0.00590519730625647
"M_RF00019",0.0070553173488437,0.306136650207722,0.0285322539656461,1.50518901797768e-05,0.828363180028563
"M_TCF7",0.918511779906694,0.0568098175887033,4.7528155493954e-12,0.837459236246246,3.28158716945873e-08
"M_AC010733.2",0.435624050083416,0.679805781077311,0.701738694675539,0.720945442526877,0.886096398788983
"M_CXCL10",1.35655857786903e-24,0.0110484978729552,4.47284361091714e-05,0.0674220258924127,0.592527747327827
"M_RFPL4A",0.382433886255163,0.324724130614917,0.597425642894866,0.335267534604584,0.809110785397623
"M_PER1",0.602132239023222,0.000505178445714534,0.0838641473947921,0.0207845257940846,0.00243636357446508
"M_HCK",0.296293967581013,4.09038743102596e-06,6.14281941582788e-09,0.552367277700062,2.63031542714101e-11
"M_CD247",0.648146269660858,0.0158363316134791,2.99847757139872e-13,0.398576299058639,6.12647390334852e-08
"M_EPHA1-AS1",0.83426967819343,0.515350834772027,0.107426387905448,0.416258872214274,0.403276807744851
"M_SAPCD2",0.128681021337794,5.71946966745441e-05,0.0635284122832201,0.777782800246009,0.44546183501579
"M_FPR1",0.766973382436573,1.3029992422495e-05,1.30174042762662e-09,0.973101508902146,8.67138101649645e-13
"M_MS4A6A",0.565286588113976,0.0136601402672697,1.57159206919064e-11,0.16915060502452,1.13764986773239e-11
"M_LINC00278",0.22327760183233,0.465432064558438,0.117947359686648,0.0445217064804373,0.231392212992882
"M_SNORA57",0.023216546157739,4.04466919533143e-07,0.633346380856013,0.00970544581569437,0.351590096607329
"M_TLR8",0.643129303908054,0.00883349576728521,9.04572796023021e-14,0.0163603342923262,2.39743657712329e-09
"M_S1PR1",0.27060582103155,0.00108091925708182,1.92648396912052e-15,0.334997884227298,3.91275887180118e-08
"M_C3AR1",0.00906626112427045,0.859745390220016,0.34253105170858,0.716387149718266,0.00600986434464705
"M_RNU2-6P",0.000397798642910718,0.0151879980092642,0.000194207435606318,8.54166910680394e-38,0.161494208443765
"M_AC106865.1",0.402780285418827,0.465704267978341,0.159703675602523,0.549648549241399,0.377886151378512
"M_IFI30",0.0207436257142747,0.000611935779035863,5.67241829212268e-06,0.268283724737148,2.9462832809833e-12
"M_SNORD10",0.4307296060052,2.4619997184565e-05,0.834294377079928,0.290936927244411,0.412718612261968
"M_TRAT1",0.613611602644268,0.00535983660145659,1.8256810191808e-14,0.606550710987624,1.51329924202306e-08
"M_CPVL",0.882882410393665,0.0255594724060055,7.13801820780712e-14,0.0353328544660397,1.21755595369273e-13
"M_MSR1",3.05259416627388e-05,0.134979928268092,0.476312379663614,0.810220297798879,0.0011193492163299
"M_JUNB",0.0437721215624281,0.000202089693752687,0.759570172666426,0.00446710532011147,0.0958999066982784
"M_CDKN1A",0.000166288866318939,0.429255733098317,0.347253502145186,0.229354909706877,2.97378198268919e-09
"M_CD96",0.739404056758772,0.0107515456400015,3.87125549924761e-13,0.992779310345324,6.19873355227674e-09
"M_TNFSF12-TNFSF13",0.692936365742648,0.0220548913152449,0.950681215968565,0.348488636283444,0.652575291899826
"M_LILRB2",0.116207462558312,0.000679210635382913,5.58577895095307e-09,0.847704409829186,5.33944552617315e-11
"M_NLRC3",0.638738024879041,0.00254887589404436,6.98778347421558e-14,0.527337660935518,1.39979841138632e-08
"M_FADS2",0.554494424175837,0.000706934512440401,0.0061154140471384,0.573793589020293,0.136386042048912
"M_TENM4",0.308496964659974,0.00824990629727209,0.159788151392797,0.421831492444959,0.353433233839422
"M_AC116366.1",0.036891348648638,0.394832688763134,0.933697901867711,0.858232955545809,0.044831047041024
"M_SERPING1",1.19702641639974e-33,0.0735292555032229,8.38906588410772e-07,0.000635281377682461,0.905832241219207
"M_CD93",0.180205547412383,3.50645519530977e-05,5.87524902357647e-19,0.101437021560981,2.69689205463893e-12
"M_AL132780.3",0.655946137565951,0.0339587166324968,0.524114064576318,0.40554935365465,0.951637572381063
"M_TMED7-TICAM2",0.0684714870339993,0.00830418478890606,0.00813898779228357,0.000221604640009696,0.188946379965776
"M_INPP4B",0.440049710667813,0.00128450152989101,8.31893681899235e-16,0.94713685955072,5.84001496140441e-10
"M_FAM118A",0.0261794210502368,0.214903000296939,0.347439862919267,0.0469061801621911,0.849606297807673
"M_RN7SL4P",0.408820749288642,5.82689867496446e-07,0.211857062603035,0.00582335512435795,0.731788670923699
"M_NCF2",0.649117924819492,0.000381822439481408,1.98337533351792e-12,0.17321650318805,3.87976765167275e-13
"M_CYP1B1",0.147123070711829,0.03363586346133,4.64361665494614e-14,0.367638978589896,1.1624096824196e-10
"M_ABLIM1",0.475246141712267,0.00376892833631871,4.45813343788131e-14,0.299854107446845,7.65887071908683e-09
"M_LBH",0.325948145699689,0.021041120969587,4.20670503752126e-13,0.309709487953773,1.14050886837794e-06
"M_AC025283.2",0.792668417939475,0.555746524406986,0.803135228453178,0.706649039249098,0.398487464181566
"M_HERC2P3",0.925303973836725,0.436928107517089,0.528443871417128,0.0904224373665192,0.317528884717454
"M_CDKN1C",0.000400290938987761,0.75164756691307,0.657074725795161,0.159694981601053,6.22389859944623e-05
"M_CYBA",0.196253076834864,1.290766074911e-05,0.867182440715033,2.12490748351855e-07,0.153892408790615
"M_PARP10",0.00428236545965945,0.00569681520751627,0.000853780671904479,1.75341582625607e-10,0.117656786974001
"M_GAA",0.693939318677188,9.54979315192361e-09,0.00914320798065673,0.000117698329496202,0.0193098116322192
"M_HIST1H4J",0.0939892786179946,0.0140424434275602,0.00947437884325951,1.93349815021586e-09,0.61911287142644
"M_AC105105.1",0.0841851849767486,0.483567231236381,0.770536070170974,0.432069795168709,0.0494128289557432
"M_KLRK1",0.942309612231724,0.000843312228188022,8.07582784814017e-11,0.413878959739913,3.52943488385712e-06
"M_RGCC",0.240230921785761,0.00951365648585284,7.78410955273063e-05,0.0893939165857217,0.18939098465398
"M_ZNF385A",0.194707490257717,2.2696805839076e-05,0.00900087686689835,0.0150684034244936,0.0091571759086522
"M_HCAR2",0.118560704983595,0.162445378891264,0.321639090042165,0.398224422563514,0.000612844367698383
"M_C15orf39",0.0873591131476425,0.000185046336959173,0.099286195081169,0.00013396745485738,0.00629322860477148
"M_SLC16A3",0.286977267038366,1.52866872459889e-07,0.0985603028343262,0.000545919305692147,0.00357303441142538
"M_CD8A",0.582650970912293,0.0037764601435728,6.43170891638314e-13,0.366855585938728,1.079526828428e-07
"M_LRRK2",0.288518871564571,0.0501216606501799,7.44626891222167e-10,0.215340544986487,2.70944712521633e-11
"M_GBP1",4.37639550391881e-23,0.00194500461224111,5.72946046915032e-08,0.0204921448762739,0.225916701571913
"M_CARD9",0.725068882552018,5.70613988420644e-09,4.79773136268589e-05,0.00356069747936378,3.81304526793994e-05
"M_NCF1",0.0994747547964917,4.44986617131683e-07,3.81936573962129e-05,0.0122725943819148,1.45791484772467e-07
"M_HIST2H3C",0.0273725791789324,0.736629409159777,0.000338624979043265,0.00184722293545484,0.0250436390475527
"M_SNORD15A",0.00282802461354241,0.0412846011907655,0.0980116835779996,1.61993423736453e-31,0.446971660044086
"M_RNU1-2",0.0119963304562981,0.00919124218228303,0.0278315912349347,3.82536810677629e-29,0.744156472467919
"M_RNU1-27P",0.0119963304562981,0.00919124218228303,0.0278315912349347,3.82536810677629e-29,0.744156472467919
"M_RNU1-4",0.0119963304562981,0.00919124218228303,0.0278315912349347,3.82536810677629e-29,0.744156472467919
"M_SNORA7A",0.0706290077307351,0.0132657480539363,0.530132724353164,3.86573255483432e-05,0.856483086173219
"M_ITGA6",0.811226954726123,0.0944593355812667,1.7509366024634e-09,0.38655352627721,2.41749489730092e-07
"M_CXCR1",0.259272450518407,2.59400188131749e-05,0.010941554066381,0.269014833712325,0.0174429463323367
"M_CD163",0.958325385223026,5.78448180682361e-05,2.42113918148505e-09,0.590810035597697,5.47459347908063e-08
"M_FLNA",0.474616232552422,8.35008326327423e-06,0.739227881270768,2.92637664158815e-07,0.868421403351723
"M_SNORD118",0.153791009951949,0.0707190378950115,0.551996464148648,4.05610612910029e-29,0.305470719376449
"M_PADI2",0.403478675319535,3.30408306351299e-05,1.80185025565878e-08,0.776562423239691,2.98542551217332e-08
"M_USP32P2",0.0438600434766811,0.0211011896924106,0.0361469290848397,0.0749094677095608,0.997602093738331
"M_RPSAP15",0.742626922910401,0.503621987544511,0.172458012258675,0.79478903994823,0.901143425117989
"M_LILRA6",0.411719736785339,1.9145211707592e-07,2.85275920074363e-08,0.125083778623823,1.12289270645118e-08
"M_RNU5B-1",0.0345958647411004,0.676777695622639,0.234227680400708,2.60767459555409e-27,0.43887416637322
"M_ARL4C",0.337820561229709,0.00427908661008562,0.00861616008610499,0.736984531694424,0.36904626928926
"M_AL163636.2",0.936253910453952,0.0278803547842238,0.249924219934505,0.0897830140876242,0.180238782868375
"M_SLC38A1",0.232131348503827,0.0471347365162786,1.97143460812821e-07,0.939916680771337,6.78008942665433e-07
"M_PPP1R15A",0.128876262766644,0.042035679892765,0.217480206118803,0.171938380597884,0.000476406935364866
"M_FAM239A",0.0384826151464029,0.123324943905634,0.0362884746527152,0.665994857030504,0.270673848288189
"M_FGL2",0.0469667432315694,0.245116844960803,8.52732732858995e-08,0.672197403322893,1.00933353245939e-10
"M_IRAK3",0.972049963660607,0.00786678322875732,6.25812440342381e-13,0.082177960185369,4.17192519193674e-11
"M_ADGRG7",0.0883881389080229,0.500613102066325,0.198080443859742,0.805514026279855,0.277922095130421
"M_HIST2H2BE",0.000609704677337827,0.263184379489526,0.0039055506425379,0.40250483104509,0.754048279470315
"M_PRAM1",0.665290570304975,3.18998009201925e-07,0.000203202855607489,0.0126383103091472,0.000409140976280804
"M_CD300E",0.0390180664645623,0.00934566800478152,2.74047442237608e-07,0.557007016640904,1.42865847573714e-11
"M_RASGEF1B",8.48213506546704e-05,0.613463672865026,0.982096708968426,0.220987055889391,0.00435532229108344
"M_GZMK",0.369104271129401,0.00144240550596401,3.65799300503804e-14,0.365668030762478,9.18083286076722e-08
"M_RNY4",0.0164027521078086,0.515480412499918,0.0797757737918403,4.4418860882442e-22,0.372356242281837
"M_SNORA54",0.0311223072610337,0.930453115436922,0.296751507785143,3.27713070186988e-08,0.0603004881851894
"M_RMRP",0.231596918613095,0.000530330874675081,0.075923685989547,1.67257713167565e-06,0.471857871432958
"M_NPIPB6",0.533954679126061,0.491661675390507,0.613822491379196,0.647285130411129,0.0331996101123742
"M_ALDH1A1",0.524808000568471,0.0279673572324596,3.08976135252199e-14,0.0444741778361618,3.8635068095195e-10
"M_OSM",0.448785052202142,0.341182419221956,0.702096627085703,0.503449320899529,0.0705541756247458
"M_HIC1",0.280961604176145,0.889847258748132,0.945368909906966,0.0389575868921798,0.00760658067313978
"M_NLRC4",0.701051845126412,0.00219397371520777,7.01688106828618e-08,0.0694392041008963,1.10475488070139e-05
"M_TRAPPC5",0.271352619594781,2.05170504617506e-06,0.633213309256489,2.105757929249e-06,0.122388002277839
"M_CYP27A1",0.402864080653497,2.79755526692162e-06,4.26659214877935e-10,0.696853872461702,2.83398712844266e-10
"M_CEBPA",0.536546779475751,9.83770377111183e-07,3.22964301194631e-05,0.435845263700547,4.94710990682768e-06
"M_AC022826.2",0.0560570826549764,1.10824170931387e-06,0.00461419709230185,3.43734966785734e-06,0.0791850665668746
"M_RPL9P9",0.778139222926007,0.858716301915039,0.395593565792937,0.355059899313031,0.46069109023767
"M_PHACTR1",0.32776861239452,0.714112771169401,0.108112409816148,0.607432078971761,0.000765209078100156
"M_FAM198B",0.438858579111961,0.0703408984435972,2.63058902133324e-10,0.3219031975628,5.04587512294305e-11
"M_FBXW5",0.618070503065156,5.51128438446155e-05,0.523753575775227,1.45410444052593e-07,0.82419622232551
"M_CRIP1",0.285665879213757,0.00623306846373671,0.253937261620349,2.13145208420036e-09,0.455685931760755
"M_DPP7",0.63425585435114,4.54219690613646e-05,0.55532604353282,2.95522524706904e-08,0.992606449608544
"M_EIF2S3B",0.0885536335736565,0.995955391381317,0.577595107226804,0.281546775137832,0.9635030893868
"M_RASA4B",0.86956724953834,4.33790682121145e-07,0.680503686560868,0.032194127592759,0.929699744236812
"M_1-Mar",0.148521462712809,0.0758894531077738,1.01920193626642e-08,0.40913888955475,3.00743264452309e-10
"M_ITGAX",0.189186439803517,1.42794008012021e-06,7.53799994822062e-08,0.441361606290802,7.55878047758676e-08
"M_CLEC4F",0.449149979675903,0.537562905815902,0.000473766665903147,0.253370536967401,0.0457587817276041
"M_H1FX",0.0676080295782897,0.000145732919447235,0.0878911010605716,9.33606866994054e-06,0.952265149870615
"M_CORO1A",0.493850163682362,2.88337183238838e-05,0.746722484548338,9.38184821521669e-09,0.812112604132829
"M_SULF2",0.927831330837178,1.19404517871347e-05,2.40547719215642e-12,0.680435508227156,7.68347936019872e-12
"M_NBEAL2",0.610959028929177,3.26860522894734e-06,0.795055039407595,8.10945750047471e-07,0.805225491790439
"M_AC004057.1",0.710816146850284,0.00117352626185048,0.200925887468624,0.00223444779061447,0.0204694461082353
"M_SBNO2",0.30953219567649,7.77651524116811e-06,0.740726543647696,1.05733849882403e-06,0.719373509044877
"M_IL32",0.906630381610942,0.0356899796044787,3.67922691584311e-12,0.956786402470987,4.09626788165108e-07
"M_SGK1",0.248335573609023,0.167401671852348,0.000357780875969437,0.222229162560497,4.99060192520106e-06
"M_AGRN",2.17947419654971e-20,0.764964618981806,2.87566504557679e-10,3.47408836665062e-07,0.136196434517597
"M_SLC7A7",0.570679085025658,0.000327095865865738,5.11963877147157e-12,0.367774856542487,1.50612493861185e-13
"M_SNORA8",0.00448802023652775,0.504131937010915,0.21816489430524,5.05587729576798e-29,0.658064665827109
"M_C1QA",5.01668982943795e-07,0.629328364593224,0.272302651208217,0.0123173338029463,0.0361585189265539
"M_SYK",0.356526428468898,0.000411955761889464,5.2675044019449e-11,0.500726779245867,2.20701922978315e-12
"M_NBPF3",0.585636460397571,0.107076919049968,0.0116258576647828,0.553350079824201,0.062087863991435
"M_HLA-DRA",0.0112509748803095,0.0841842397802875,2.82276593381432e-06,0.396082547112652,1.76877941757269e-12
"M_RNU4-1",0.0473703266170384,0.481355119381385,0.0861055451043177,5.5346456875432e-32,0.867634191790346
"M_FCGR1A",5.70095272864211e-08,0.207140171369076,0.153079316920166,0.407915630034758,2.300051656037e-05
"M_MARCO",0.146008016176424,8.00342997146668e-05,0.000102300019963382,0.714451690805437,1.02814595688398e-05
"M_CD3G",0.890338834646985,0.00299328401324553,1.25348718275377e-12,0.96331739600823,1.21707608741391e-08
"M_ALPL",0.0612834443019386,5.11745838042754e-07,0.0024764130670176,0.181421212566847,0.0502945825048519
"M_LEKR1",0.985658701655501,0.311489684035281,0.784436035481634,0.588754368139683,0.048568280765417
"M_CORO7-PAM16",0.765016718691929,0.591716161377254,0.237001752465867,0.727756769157661,0.929544004203081
"M_XRRA1",0.060469203949503,0.23235671302884,0.715064641772388,0.497890660405088,0.00422057037265481
"M_TFEC",0.0779383044725031,0.355160693598657,1.07270374244454e-07,0.557030240157003,3.89832839378171e-09
"M_SIRPB2",0.416620714411523,3.28425309149303e-07,1.84328584028865e-12,0.424582594653545,5.02776224926345e-07
"M_AC008695.1",0.938244836933765,0.16351611770177,0.670614992548747,0.75156598258094,0.71895549316531
"M_TSPO",0.731678749186175,1.92873032606179e-07,0.0388721383442099,0.000286697065042381,0.00460122548604371
"M_SH3TC1",0.710064577246301,7.96765076890647e-09,0.00303171852163424,0.000277622802608359,0.000486193721070293
"M_SYCP2L",0.106335814052326,0.235307342549351,0.620943087263639,0.985583987709749,0.0274108549083824
"M_TRIM6-TRIM34",0.338179800081028,0.0117902743094132,0.192906855510735,5.71358378982205e-07,0.630261898120137
"M_RNU4-2",0.0352021677139372,0.737555420915519,0.315486284828426,1.6793957690993e-36,0.799354332425478
"M_CLEC7A",0.179457075641166,0.0698936655310296,2.49980030827982e-09,0.241645715111699,7.1725931637689e-14
"M_NAMPT",0.0787941787436551,0.979969716967723,0.00854394031850901,0.496017410775135,2.63296749260003e-09
"M_ARHGEF10L",0.232167746096655,3.00841341040653e-07,1.06407406068456e-05,0.0274950254217145,9.64222129946638e-07
"M_RPS2P5",0.0129825834946975,0.324884250981603,0.674158956932111,0.223651824714544,0.163169764310041
"M_GPR183",0.30998894853457,0.00265918499263845,0.00758440517774993,0.830295443429556,0.613055968492908
"M_AP000295.1",0.227440569061367,0.0182518332804547,0.556130204572911,2.13130062596926e-05,0.593956328129057
"M_CCDC88B",0.804566954078832,7.76163925412816e-07,0.456769969751033,5.13397926368606e-06,0.754608866303196
"M_NELL2",0.836345905868821,0.00162029980492929,3.11656585482828e-12,0.646735742959704,5.35019044417132e-07
"M_HES4",3.63618329393691e-09,0.874337795089908,0.000432891480433438,0.00664224179405409,0.12370126599716
"M_ARHGAP45",0.666056237587722,4.65021182564469e-05,0.31376513271214,4.41692852855416e-07,0.625507963553138
"M_FKBP8",0.65580316740494,1.46916233867424e-05,0.716537078192523,5.01169087102473e-07,0.674439262451198
"M_CES1",0.953473888492531,0.0227370007712964,1.60054039712697e-05,0.906565353527526,1.15224841969898e-05
"M_TNNT1",0.00163581489071051,0.220563698868183,0.990665781390054,0.050368339043659,0.404831915469012
"M_NLRP12",0.54404667086393,2.35489289695965e-09,1.67519489986437e-11,0.525142223124557,1.75612700484253e-07
"M_ALDH2",0.495058608185265,0.000102631829388827,1.44756349678235e-15,0.323909716916086,1.72468589043001e-12
"M_FCGR2A",0.228002918801554,0.0130723673202513,9.27690787054677e-10,0.118420437050785,1.13684570387246e-13
"M_MME",0.0259200606638712,0.012842946580184,0.00039231020596017,0.0227356085708986,0.0328457236512787
"M_FFAR2",1.06026473108428e-09,0.280427720678963,0.266895950816371,0.0303972008206437,0.00200523557662181
"M_TGFBI",0.662206255556354,1.86168337858744e-05,1.77977570230128e-14,0.525084188572411,1.48531216894906e-11
"M_PLCG1",0.976803949727535,0.0658884114599552,9.38529048743242e-13,0.259512641271896,5.48432392667363e-08
"M_PADI4",0.093211850711147,1.50689571839501e-08,3.67697380545797e-10,0.129004412759298,2.6541944910043e-08
"M_IGHM",0.792549370183065,0.606486976781617,0.519942673514532,0.0865949523358849,0.638681615031985
"M_NINJ1",0.151493544671163,0.000156085933082606,0.133224670032049,0.000140555628702831,4.99658198751271e-05
"M_MS4A7",0.169484090517559,0.0977997879993378,3.893974501582e-09,0.290223864967503,7.6120783886854e-11
"M_CSGALNACT1",0.0706192823274097,0.0608766575683906,0.204090960935789,0.242641546269118,0.00241714647135116
"M_CD3E",0.931488744475063,0.0121380685804553,7.29891038626934e-12,0.624758971115301,1.85921986800996e-08
"M_CD5",0.805153901206482,0.00945014405752952,5.63112179629291e-13,0.486081870506502,1.15782214126154e-09
"M_PLXDC2",0.482324277434308,0.0241288415127498,2.09811983986799e-11,0.179060056961265,9.28589813567119e-12
"M_GZMA",0.433932530039108,0.0126488106845038,1.67180181441738e-13,0.406499614061609,2.95896818646953e-07
"M_LILRA2",0.610443494222764,8.26502057289601e-06,1.15497921204647e-10,0.325386020309611,2.92278008818229e-11
"M_DYSF",0.0284839490995544,8.02913084310684e-07,0.000703416195056686,0.100182911254284,1.21473397771256e-06
"M_RNY3",0.156014471272495,0.743674861353465,0.827957240196214,2.47935067528477e-18,0.693416632783474
"M_ATP8B2",0.531784887719306,0.0454709364950666,2.77766429585565e-15,0.206559874761442,9.39103462128059e-11
"M_SLC43A2",0.555383362706078,2.04692466898129e-08,2.88198510606741e-07,0.0897654904713095,1.3314995289212e-08
"M_KLRB1",0.555853081601346,0.000670127156174547,5.06619944856773e-14,0.616523897871203,4.2160177319708e-08
"M_AATBC",0.272457583662015,6.86642489653414e-08,9.21612983371926e-06,0.058729338267106,8.60852603099816e-05
"M_ZNF831",0.664159193925557,0.0047424752907603,6.00474598008835e-14,0.255450192654883,5.88901335314063e-08
"M_TMEM107",0.00954769353835317,0.983790469106005,0.352052431435203,0.311547583331255,0.979902908931514
"M_TSPAN4",0.656405912579278,5.58059262983354e-07,0.0336915440144421,4.11409222034233e-05,0.00266497080795964
"M_SBF1",0.971677596198348,0.000547741105221393,0.0779438709627837,2.40858714110065e-07,0.0783211157598685
"M_TEDC1",0.112935684478846,0.00134730606884918,0.391613268918455,1.63348555199746e-05,0.148040588635456
"M_TNFRSF25",0.273568172883057,0.000172183812083858,3.69841006427101e-16,0.145295020654221,8.21390738608055e-06
"M_SLC2A6",0.115515841234559,2.79212108635636e-06,0.00983424983603501,0.000593569816384993,0.000151109627403539
"M_RAB31",0.643643634037727,0.019051579526124,5.43376182983089e-12,0.0794252012144127,2.56164157056877e-12
"M_PPBP",0.41814835638972,0.616160070062247,0.0575195961924148,0.79928577744797,2.65012947648349e-05
"M_CXCR2",0.082964190172131,7.86894466239042e-06,1.6606769432008e-05,0.130511219740506,0.00111481953923629
"M_S100P",0.179719582356081,0.100369474988789,0.19808648950799,0.908098719977332,0.0606487328805866
"M_CORO1B",0.202651671018615,2.40619079982609e-06,0.308369086803179,6.43203998698642e-07,0.0548767956911415
"M_TTYH3",0.26790942705838,8.39718282409805e-06,0.00241352112551477,0.0295054429085582,0.000728521682731465
"M_FPR3",0.00014141191996028,0.574479193638683,0.965212111903799,0.527446523100681,0.323160546014273
"M_ZYX",0.62980708989104,4.94748409301193e-07,0.0138249440118516,0.000214399268448352,0.00830489526681893
"M_C19orf38",0.525740507790859,2.16705488721628e-06,7.3035046204946e-08,0.0751096451849477,4.0362300556938e-11
"M_TYROBP",0.270936835482405,1.89591372240361e-05,3.0669493117405e-08,0.116566047891176,1.29717195538331e-12
"M_DOCK9",0.77115016007798,0.00273237035343112,6.8968751553004e-14,0.804426803270771,2.64416162620389e-10
"M_MYO15B",0.41817010872747,2.98539903991434e-07,0.16203049792815,2.92767422214497e-05,0.163931497862746
"M_STEAP4",0.234659539912173,0.0210702296375255,4.90913624979358e-09,0.0825340236522597,3.10422820222771e-05
"M_CD2",0.199435591483572,0.0466533167030281,2.05317579806224e-07,0.919922206732122,1.24418791552914e-08
"M_AL591806.3",0.290013047874692,0.00465203808805912,0.245709419979217,0.0181415459346001,0.967421253462935
"M_CCL2",3.5228941799059e-19,0.0181335130397344,1.44663213019487e-07,0.0138113872663337,0.643395883556935
"M_LRP3",0.384293543558346,9.17491501389922e-10,3.24238700376506e-05,0.0156150756002008,0.000114766794570177
"M_CSTA",0.704501332821091,0.0854641974726433,7.67218317450983e-11,0.018107511038508,2.85941281949746e-13
"M_CHST15",0.609943557319891,3.29623193765247e-05,5.20651035288021e-12,0.28302643619723,2.28273425975868e-11
"M_TNRC18",0.481692631519829,6.13230514874674e-07,0.255835247469471,9.38095904251167e-05,0.355910254293267
"M_AC020656.1",0.628739882014537,0.127906418656764,0.0917686251181251,0.431732291314411,0.00844358346347813
"M_P2RX1",0.188470514507618,0.000104576676644045,3.09851436480235e-05,0.0516010484466193,2.19661520611904e-09
