"","MM.purple","MM.darkgrey","MM.darkturquoise","MM.salmon","MM.orange"
"B_RPGRIP1",-0.0596548889704157,0.0654127251422712,0.467512609868993,0.0314415511623042,-0.606379624871156
"B_TSPAN18",-0.000565426229860481,-0.0704579604196217,-0.0588969923895035,0.214591571112249,-0.0256087613226193
"B_PPP1R3D",-0.202743231484627,0.0702310264667727,0.311227609812001,0.0291469283456784,-0.268948957551119
"B_ATP2A3",-0.0907543666118477,0.0959760980549025,-0.166904708112872,-0.17196296159238,0.428281155561472
"B_GDPD5",-0.0498580601922544,-0.0899942359764648,-0.262751614049514,0.0330894658222632,0.217514545561459
"B_RAB11FIP1",-0.0353556991188457,0.236964159648393,0.548810365531075,-0.0293215305746402,-0.643808994208771
"B_SACM1L",-0.175788466686386,-0.0683376225148998,0.064545737653619,0.128114996239588,0.0867348395681999
"B_CCDC85B",0.199135953654632,0.0946845086089173,-0.0690226637293209,-0.0982479400391246,0.15161310756237
"B_OLIG1",-0.00545394818359161,-0.158314207240995,0.152104394808198,0.111702199921214,-0.372336226497391
"B_BACE1",0.225649347370864,-0.0670742647712053,0.235064571587343,0.089542779697378,-0.524731183256862
"B_SQOR",0.0873965465612788,0.164261048506859,0.57486884040311,0.0205245745574484,-0.582011340731606
"B_RTTN",-0.162511830010885,-0.188657670640432,-0.31213223470301,0.164543665663658,0.581065989120294
"B_KIAA1324L",-0.0683994113632179,-0.182935778129028,-0.321828972054948,0.109375117651585,0.28942544382402
"B_UBE2L6",0.212150233874288,0.341092511901879,0.703645961889411,-0.137184546743938,-0.319193493499274
"B_CRISP3",-0.0873442605085439,0.237143255698793,0.538053661781011,-0.108301197287335,-0.681881911026634
"B_KCNJ6",0.277014800943065,0.0647060675393578,0.314408519393952,-0.200338673858572,-0.484121953811275
"B_IGHV1OR15-1",-0.137125975924787,-0.216668907421698,-0.32137773553259,0.115799960857914,0.710570861175238
"B_ACSM2A",0.27027056157559,0.0840643732722085,0.241999292716307,-0.236239858727749,-0.453241074114911
"B_AC109826.1",0.260258958083209,0.0366602024939607,0.204051264673018,-0.057971095982314,-0.581842286460309
"B_THEM4",-0.169149564604776,-0.146077421301558,-0.234009630811651,0.212439296816301,0.173275137531009
"B_SSB",-0.161259612970111,-0.122516201674777,-0.132599743388558,0.187758171445466,0.401442255034931
"B_CAPZA2",-0.0589537537502145,0.0753440829239228,0.425033348939497,0.0275558768219185,-0.356589942826284
"B_AC139495.1",-0.0633776006945477,0.0698729329533622,0.349179795055531,0.0413793836307435,-0.479636379049821
"B_RNF11",0.235245534934612,0.211398789515128,0.565687609768288,-0.101724925771932,-0.740011606686815
"B_SLC9A3-AS1",0.175974986743472,0.0508228264331525,-0.0952550602213076,-0.146794826332948,0.374785480481213
"B_IER5L",0.0420741364184071,-0.109249146737692,0.132583667470811,0.171530154772595,-0.23812367970611
"B_ADGRV1",0.135069917923985,-0.0128747812142392,0.156179628577178,-0.115236085370954,-0.534348036298355
"B_RGMB",-0.201411672484424,-0.179894617142165,-0.453652827819611,0.108805030388503,0.667147350885298
"B_ECHDC1",-0.175056614751858,-0.181120135817529,-0.141088649011324,0.134914718490349,0.408074956218822
"B_TBXA2R",-0.000370905155307817,-0.0615865441929081,-0.230268618651403,-0.0449501656613853,0.0789335711951923
"B_EXOC2",-0.213032103811332,-0.188105853077243,-0.283613912986446,0.145988462654551,0.570137484127275
"B_NUDT16P1",-0.0595492035972825,0.0049349364945975,0.415400650714035,0.0522897438066999,-0.452412124089561
"B_SART3",-0.251152673659981,-0.0874056297018696,-0.201892542324025,0.147129075400301,0.573691780860501
"B_RHOG",-0.00462747873554219,0.193834186309868,0.397954979976275,-0.019781375921091,-0.289574748647612
"B_CCDC88B",0.108373707409871,0.197582157506445,0.271618242833553,-0.146979874457729,-0.0988510637788514
"B_PDE9A",0.0233400434916791,0.189087841728572,0.514982488864741,0.0142660368849394,-0.595732487768243
"B_GSTO1",-0.114858226261682,-0.0559310589019149,0.162818459855388,0.126267886307234,0.0227431976182128
"B_MPDZ",0.291491314839498,0.101303560287475,0.323971911099227,-0.150453670366371,-0.528846207072028
"B_MAPKAP1",-0.201145560980213,-0.0304981786908654,-0.0993402098367619,0.135977912672531,0.510546567930852
"B_TRAV12-3",0.041430109448052,-0.137781225345443,-0.0265420737972896,0.217331124008923,-0.28827207808699
"B_DNAJB9",-0.0736111708804363,-0.0334410937461376,-0.0256885313325059,0.0317549639369629,0.410243414404218
"B_AC243960.1",-0.100217569732752,-0.229312900316567,-0.41562239713201,0.0922364495963368,0.441077927007102
"B_BCL2",-0.120453582399636,-0.164551725343941,-0.455499045336563,0.0640701184743406,0.449991156692555
"B_RBM22",-0.210125703754182,0.000619391259826637,0.0941746166455145,0.118414637074377,0.267114372833056
"B_MAGI2-AS3",0.199969543825525,0.0265672272212143,0.284137705194403,-0.0776900767110676,-0.557688226810847
"B_AC116366.2",-0.104129332346319,0.172686452997124,0.441561906759441,-0.0191591098087499,-0.625749421226018
"B_NPIPB4",0.202382251637338,-0.0628638182449698,0.0594669221111293,-0.0526538223134079,-0.300783873509467
"B_ATF2",-0.202290542222573,-0.0150160581017618,0.0599418308374276,0.107831693796552,0.225369499467812
"B_QRSL1",-0.121019767483109,-0.290952355115167,-0.57785265469872,0.0848379095382644,0.761994557382005
"B_CUL5",-0.137780372490032,-0.201923472819276,-0.188041341080551,0.158681936510324,0.430314747938848
"B_ARRDC3",-0.206069147221233,0.163926207085917,0.240188492158887,0.00789465394315426,-0.112999223139768
"B_THRB",0.133584262747932,-0.00779537066088599,-0.0105416845662626,-0.101957523291878,0.369619890639399
"B_AC092821.1",0.135313412111529,-0.0761113901112131,0.0700330380023281,-0.016852188431341,-0.464489868846609
"B_FAM151B",0.0213399116706168,-0.00273400911558015,0.376402270295752,0.0878931410929638,-0.547842218316029
"B_DUSP7",0.0567721217290362,-0.0789841990839439,0.0643332434199673,0.115683346826862,-0.452567327756088
"B_KLRF1",-0.0880859845727729,0.0614147630803173,0.326202850355795,0.037696795444922,-0.511646486430717
"B_TRBV9",0.142538355747988,-0.0318232697304188,0.0754846476486923,0.108040649445969,-0.192826633203384
"B_FAM19A2",-0.0133134889220963,0.110766428505541,0.53635319867365,0.0149874949731472,-0.575058051636346
"B_INTS1",0.106452973141353,0.10170434438565,-0.038560520279197,-0.123156765158167,0.280694257253085
"B_ATP7A",-0.181689093835279,0.00554213275616211,0.274561904270609,0.112863984166123,-0.205470750056961
"B_ADAM8",-0.083163439308762,0.226316951306464,0.433394738122412,-0.0938698283475917,-0.327760578579377
"B_IGKV1D-16",0.0133794304837668,0.0277372101033203,-0.158002430378144,-0.109787955571647,0.573126141667634
"B_LINC01291",0.186920523771711,0.0301527528244624,0.256693249665975,-0.209835709614478,-0.483406159266986
"B_AMN",-0.186564397912909,0.0170037027699994,-0.396078723957131,-0.0650997723028734,0.339667040805232
"B_RN7SKP203",-0.0538992680584975,0.0510024149726672,0.0266312341948565,0.0337884258081701,0.40252450833365
"B_TCF3",-0.0530515421709124,-0.0624053956906175,-0.485867831598983,-0.0389935191346733,0.819208436802075
"B_MTHFD1",-0.201339116709403,-0.22092119972057,-0.42972784757058,0.103426677900799,0.743312240373854
"B_RNU5E-1",-0.0630182437524895,-0.0118583062079214,-0.0736500284547315,0.474471509914387,-0.263699615687654
"B_LY86",-0.0302799483026921,-0.276658596299888,-0.50216060612425,0.165908211078681,0.746233836020746
"B_B3GALT2",0.107639866815227,-0.175320763811331,0.172073279121046,0.0271753597772245,-0.673022597821477
"B_SFMBT1",-0.255090075339578,-0.107159653316237,-0.386060106083871,0.142558522241916,0.643310188614713
"B_VASP",-0.178222285641633,0.191684774203118,0.385061141314364,0.00485199503768853,-0.243449845075643
"B_PSRC1",0.178422058862997,0.0378922059842242,0.355362717107015,0.0261330979990608,-0.627244065739276
"B_WASIR2",-0.129097591967849,-0.0506659450811247,-0.265524145331501,-0.156353072394152,0.336980179425198
"B_ZNF510",-0.216720214033802,-0.198056188671295,-0.320911526807721,0.184269429701171,0.497606124237377
"B_SUMO1",-0.149043618565299,-0.0257680826356103,0.146289183244863,0.0985065057857863,0.173438496129095
"B_PLEKHA5",0.0140457064201489,-0.149960026136624,0.120946526355389,0.23177805085376,-0.409855293634471
"B_NNT",-0.172733699024255,-0.148801105281476,-0.208243315132241,0.151386976837476,0.505758746895509
"B_CHMP2A",-0.145269225773683,0.153913203692168,0.272873583132927,-0.000840151080609717,0.0278580561807651
"B_SAMSN1",-0.0677888563325471,0.147080268209803,0.235399044452699,-0.00758899333565569,-0.666051893244989
"B_CORO1A",-0.0246998419740437,0.190866006916401,0.221491127873028,-0.11439174192987,0.117240075819847
"B_TRIM71",0.193534825155665,0.0520815017054521,0.254466046945059,-0.106502529470263,-0.607764934981809
"B_TRIM6",0.0381004920126605,0.272107065991907,0.639543305722928,-0.086210294886292,-0.68696141914689
"B_CRYZL2P",0.0466186273522575,-0.121525676282084,0.190261851143568,0.115312882945914,-0.425734028923411
"B_VDAC1",-0.177877330298527,-0.175780610129344,-0.274229930102618,0.176945279219984,0.582015212549927
"B_SNORD17",0.0902070261119727,0.0306255536078843,0.0128286807548289,0.218888631803245,0.166334091958909
"B_GNB5",-0.120003764268967,-0.177545027563534,-0.500511340840378,0.0547339403828796,0.784972099203824
"B_MTCL1",0.130779203197573,0.0947105655243391,-0.0944354780917784,-0.079634830154958,0.234600929918206
"B_C11orf24",-0.195083479145175,-0.177612622285841,-0.401042847333271,0.0473618594635792,0.86777237541791
"B_CHST15",-0.116600404648584,0.0891304798826985,0.431931067410961,0.0237807468436885,-0.480754421858352
"B_AL117342.1",-0.0588728482151409,-0.126773290045368,-0.202310590315062,0.0977657135904186,0.394521598858753
"B_RPL7",-0.209697707369359,-0.236241806126974,-0.442822083228518,0.2092517747862,0.725718719352461
"B_HIGD2A",-0.0989335616391341,-0.0168298572692044,-0.174813161160682,0.126754238973431,0.693543031002738
"B_CEACAM1",-0.121626501140368,0.222688793949773,0.459205703242413,-0.219243316079313,-0.626544514521169
"B_RPS13",-0.173088928115565,-0.234322602801421,-0.450363174958099,0.18136305983694,0.766531418812813
"B_ST6GALNAC1",0.138257574637787,-0.0632971706566145,0.0670648981015639,0.0510327607649822,-0.176106266377549
"B_TTYH3",0.162313740559988,0.0248775500287618,0.0701651253883837,-0.0440442429094893,-0.238634183362321
"B_NADK",-0.0733381352749027,0.208103845463456,0.503841816766662,-0.0803495753269859,-0.510117957645013
"B_AC002116.1",-0.000974745190856078,-0.0190487598146692,0.151073888361512,-0.147220805955425,0.0504825378530237
"B_ST14",-0.344144036599583,0.0207073656416624,-0.468031387229034,0.0314814450736142,0.56496408700556
"B_GABARAPL2",-0.226125580049217,0.0640349839577823,0.11969672100971,0.0809548774265899,0.147876349325755
"B_AC025279.1",0.0392235485909424,-0.075489011102932,-0.197415410538264,-0.0682234375441245,0.241815245960051
"B_NFIA",0.215247196153719,-0.0932453040188768,0.257329934397526,0.0204286473757277,-0.724053666334187
"B_SEC14L1",-0.100619260612512,0.117488053235183,0.482073156305476,-0.0489591838866184,-0.523672683403104
"B_SLC25A38",-0.151183937841653,-0.17239290526635,-0.37268959651335,0.102910719842217,0.791546234421413
"B_ZRANB1",-0.213728539456997,-0.00425682038264591,0.0950656109397631,0.119847700910431,0.203906296840434
"B_NIPAL3",-0.233511914374407,-0.197055246269648,-0.268977134563354,0.18123438960433,0.431338271338592
"B_MITF",0.171642202693868,-0.0430602653417904,0.259145585022721,-0.0127804603430705,-0.618693648455597
"B_CCZ1B",-0.228411390700866,-0.139100580516997,0.0800326180064671,0.132175394731709,0.131986555021142
"B_TESC",0.133036517225725,0.0304940779371885,0.105209091484311,-0.0411636579101483,-0.283110771557256
"B_C1orf43",-0.193684759139197,-0.0390042399661236,0.0897438573192879,0.114139378560927,0.185701217812496
"B_HIST1H2AI",0.161033943171731,0.167965127547491,0.0463784921931109,-0.179777710102915,0.489273046725004
"B_PPP1R16B",-0.0766845690254483,-0.0803459062474746,-0.540577866126179,0.0114510385657346,0.766601544054254
"B_ZFYVE28",-0.113223615418322,0.0542235012723451,-0.114969652078263,0.0754610003147047,0.0114322355005233
"B_EFL1",-0.153422798635687,-0.223869902624647,-0.340564346100244,0.178219213162387,0.651990300160199
"B_FKBP1A",-0.11217097194837,-0.0254789212807352,0.202002132427639,0.0777834189023815,0.000991742469319387
"B_RGS3",-0.182728700857275,0.108992001739039,0.273402693090033,0.0791001626353341,-0.117677762152334
"B_SNHG6",-0.135028700782665,-0.132168858864698,-0.147895813231362,0.181703611590776,0.517139279410174
"B_PLA2G4C",0.060899001224097,0.0556091515086465,0.0422860397065076,-0.179156644952107,-0.138633137356413
"B_DLX6-AS1",0.288348780604625,0.0571427827506383,0.36892078599437,-0.176123012639534,-0.521507084908794
"B_RPL7P9",-0.149775153390239,-0.365494527062855,-0.50586909951155,0.279394892199477,0.700029796373513
"B_AC120193.1",-0.118962620201442,-0.189037259500423,-0.309151987041695,0.0525233379195679,0.622443901929335
"B_NOLC1",-0.161012458775344,-0.164881367734851,-0.323069935962896,0.128033797428309,0.665571333487958
"B_ZBED6",-0.236593247353466,-0.00927231611991285,0.00754749572412664,0.144032955944915,0.186782356610632
"B_YES1",0.0283372295422838,0.0694620657360001,0.279710448925461,0.0974589415088388,-0.3960382715261
"B_DTX4",-0.0992383761519172,0.0747467116041163,-0.104151178854448,-0.0694980120806145,0.425773225045008
"B_IGKV1D-8",-0.0456829434453254,-0.043769518800699,-0.145252968064428,0.0234312567993044,0.474606029283716
"B_ABCA7",-0.0272599671732484,0.203233559111493,0.110321879089545,-0.18471626266539,0.131654851609968
"B_LAMTOR3",-0.153744823961398,0.044512797934859,0.331919276673022,0.0933631208178897,-0.221990752449996
"B_PTPN2",-0.222756713319735,-0.107142978769761,-0.119546699729199,0.126881174909426,0.398410236959231
"B_DCTD",-0.18517112948678,-0.185655655137042,-0.405674687459654,0.151090256780288,0.755194740078082
"B_PRDX2",-0.212232458784317,-0.114887041944843,-0.327660036597763,0.104405783925321,0.715191369660356
"B_AC007278.1",0.165984772406642,0.0773118207904655,0.457805785944866,-0.114810131606568,-0.8414628490441
"B_HOTAIRM1",-0.214397919928089,0.0829596129953533,0.382727038542065,0.132411156690322,-0.435075208581795
"B_LRRC8C",0.147762869767897,-0.0797345489922129,0.123384099856097,0.107211237363708,-0.479277914977264
"B_AC055748.1",0.0263525420292194,-0.20355456018223,0.0298990374802678,0.151262140672178,-0.204315106139103
"B_PSMD6-AS2",-0.180519359976662,0.0426233798783907,0.248436126450957,0.143293850543181,-0.286495581555697
"B_AC243772.2",-0.0563371121789154,0.28967383195841,0.569767160040443,-0.0578478374715421,-0.598640108182491
"B_CNN2",-0.244957985309253,0.134208789747473,0.143080703238492,0.0106473494728066,0.333143591403525
"B_ESCO1",-0.182795341374897,-0.0455308595585212,0.120301552272673,0.127675679405447,0.127663289040271
"B_MIOS",-0.236001027739694,-0.186922385451657,-0.278486706451688,0.152623760154333,0.578867973405655
"B_PWAR6",-0.138125537338731,-0.194158657909384,-0.259164329908247,0.0956216693126856,0.361420558327909
"B_CCDC91",-0.173614109019343,-0.0698759525304453,-0.0682171896572863,0.140913488261803,0.403664344591675
"B_SPPL2B",0.126772334861479,0.0591525656602147,-0.164327755825643,-0.125696483076344,0.488695821281831
"B_ZFP90",-0.265040013968703,-0.234886981412143,-0.331993315838271,0.233834477015582,0.44816301355022
"B_DNTTIP1",-0.179577227400894,0.0495091603454126,0.287126697082086,0.030213359544211,-0.228827847752465
"B_UXT",-0.244601783093229,-0.112330928965694,-0.237074622312279,0.15096490558436,0.655248514974227
"B_CRYZ",-0.253111787592206,-0.220552136675727,-0.370794446675962,0.20244767866736,0.564115396078237
"B_TLR7",0.218864494507754,-0.145620732830343,-0.122031738447504,-0.00490791683895917,0.589056799829038
"B_CLTCL1",0.108809456740276,0.0741976506981799,0.317874597867684,-0.0227206399070052,-0.621795571905825
"B_EPHA1-AS1",0.158617878296933,-0.133695297397434,0.118786121980414,0.0923121591734436,-0.642424132458379
"B_UBTD1",0.018016377597001,0.0329695704409444,0.382795552735118,0.024703618326257,-0.610617026518373
"B_FAM174A",-0.0274941476716937,0.222365663659025,0.581855091072652,-0.00351634246303934,-0.457609677305889
"B_FZD1",-0.111103763204112,-0.15125751380267,-0.0483308576909373,0.237540095392232,-0.110388698780881
"B_MLH3",-0.166608167225376,-0.289268189456491,-0.385768147699505,0.208630730809858,0.534211523549784
"B_CLCN4",-0.0601146483172627,0.0226576213851682,-0.0194212258670378,-0.0959785297396804,0.182966293912892
"B_AC136475.1",0.493599087169684,0.153076914840187,0.594045573257911,-0.158675052211146,-0.561129751304381
"B_IMPDH1",-0.0948628988469982,0.138049451367719,0.294767991203534,-0.0282827253693847,-0.176951855516326
"B_ADAM32",0.316377076672214,0.0506916115988532,0.349656026840939,-0.217789554725413,-0.551042441665701
"B_IGHV1-46",-0.00522938961106222,-0.0556649156807101,-0.172479993300787,-0.0546266756217242,0.565078554708582
"B_IL6",0.134160202808473,0.0538307592729741,-0.0847631089965183,-0.0833374114415016,0.404686502685273
"B_VEZF1",-0.202877257371663,-0.00533033721821413,0.121505701701395,0.11541605602733,0.104927799603301
"B_KLHL2",-0.16991393747374,0.076431728756596,0.324227734233212,0.0495981901996096,-0.164872277427771
"B_MTX3",-0.176747154173508,-0.203525355746532,-0.335484946111728,0.144562023604417,0.540526096319613
"B_HLA-B",0.1023777660701,0.311478648912353,0.399962143400065,-0.0138950996200007,-0.234458656661117
"B_Z83843.1",-0.169244413157393,-0.119824850905347,0.0522930488271971,0.118299777558972,0.0202087177127336
"B_MGAM2",-0.0663141334008983,0.199130721960184,0.513409433299335,-0.0561130886605387,-0.529681849143785
"B_GRAP2",0.0609441143599245,-0.10084516616061,-0.174217015393736,0.0714726138872601,0.0454375452741689
"B_NECAP1",-0.129917072273213,0.0617606785819072,0.238196599844178,0.119270804940925,0.0360205612182921
"B_PITPNC1",0.0761008782164654,-0.0331046399718631,0.179296032663846,0.139296833591673,-0.420808875835398
"B_SLC35F2",-0.224446813173762,-0.1423196589301,-0.402542359812625,0.078968515343279,0.763523522238639
"B_PGAP1",0.52014776275898,0.132190577844249,0.570061815036779,-0.111818430495292,-0.605148577201261
"B_FAM13A-AS1",-0.159453758709718,0.0256637131719752,0.227059243399718,0.0896282424000014,-0.0689456479147312
"B_BHLHE41",-0.363583500349613,-0.116444631679289,-0.518538275277298,-0.0892144179053465,0.382865025359262
"B_INSR",-0.00910862489606155,-0.190321999872553,-0.0458869325357631,0.0680818493123204,-0.278423865075293
"B_CWF19L2",-0.204627964149698,-0.105525442114871,-0.0902500551371959,0.15479676853358,0.331887083497486
"B_AC091132.4",-0.0734933878317755,-0.245582506139473,-0.110310549536583,0.064927210799417,0.0707383021236721
"B_TMEM123",0.333317009854926,0.197493226999043,0.704176479109258,-0.0509384269479555,-0.506198736646427
"B_SYN3",-0.0902136925183123,-0.223210900862679,-0.292616870541845,-0.0998109593802094,0.448231680623371
"B_FGR",-0.0900020071542431,0.0728636329520333,0.217101472144139,0.00802185321479112,-0.181400416718211
"B_NAP1L3",-0.10901581001953,-0.0600639007800399,-0.140896469420258,0.119127881060007,-0.443164798639703
"B_FAM20C",-0.036663704682431,-0.113456268530241,-0.0267595458591698,0.127279468011652,-0.161937156840122
"B_ADGRL2",0.255053494837391,0.0737302947874236,0.252945718230206,-0.165693719895917,-0.522718058560386
"B_PDCD1LG2",0.0483535961529682,0.296721205106793,0.614495223688434,-0.0639352569852038,-0.601884303337259
"B_TRIM25",0.0149871653356482,0.17664922219871,0.563719905522935,-0.0463808380525981,-0.251369651829128
"B_IGHV3-73",-0.0327179911080643,-0.00641545884860443,-0.161811291122506,-0.0802379671805521,0.624091055395418
"B_VPS4A",-0.166113814536527,-0.0186134970458407,-0.116780137403726,0.0850426245851932,0.639651599918509
"B_LGALS12",-0.0698350452267155,-0.0084827290410599,0.1315204408157,0.059061565022417,-0.283709732389599
"B_ATN1",0.167327343695192,0.00986818642832827,-0.0621847118733243,-0.188096771013036,-0.100176191584909
"B_CKAP5",-0.21126375254816,-0.203599833009802,-0.31956020903425,0.189361051301494,0.517455724945402
"B_TSPAN4",0.0320844030404361,-0.0689356711797596,0.044057916953287,0.0868640885765168,0.0207827468591828
"B_SUSD1",0.11793917372617,-0.0477976633068271,0.22116580370621,0.138942949066757,-0.0682826670981056
"B_PHLDB2",-0.116904899807856,-0.181453154981343,-0.164365587251528,0.0618202369035882,0.361020038294536
"B_LDLRAP1",-0.0101729186851883,-0.123723882324412,-0.260632440237707,0.0721626978927651,0.0316506660980315
"B_PMPCB",-0.17734023727429,-0.0873967421019187,-0.0967787686580673,0.145043878113743,0.441847134076757
"B_RMI2",-0.0378668878209381,0.201715475986726,0.298796328044394,-0.139251361857304,0.0845416655824804
"B_HIST1H2AC",-0.0306324128585828,0.223431965787856,0.444520011085046,0.00508550963642165,-0.015723654428248
"B_HLTF",-0.279304824253107,-0.270934703850944,-0.413577089583172,0.157659185879941,0.576450684369676
"B_GGA2",-0.0595599168702373,-0.169021073611553,-0.554875175046382,-0.000741556238003527,0.774204805737692
"B_AC135050.2",0.0659785240259108,-0.00152185363348983,0.0475939491520135,-0.142325178979789,-0.190875368812898
"B_ACSM2B",0.179253250835671,0.0851586737987961,0.184741239061237,-0.219659025728419,-0.464265158530407
"B_TOP1",-0.143053706662126,0.0698635918665179,0.209804295966316,0.0499540865367617,-0.0296468905799898
"B_DPYSL2",0.139188465688248,-0.18289022666747,-0.0749581456276519,0.14114195395718,-0.0527866975449957
"B_AC073612.1",-0.228986460164232,0.00184144848780334,-0.257836401044053,0.126067896279667,0.310748111143869
"B_ARMCX7P",-0.162433732927654,0.000907480043253027,0.055933069466184,-0.0528466911492979,-0.128925361252431
"B_SSBP1",-0.141336306572429,-0.149717470549017,-0.212513956307494,0.211874108838387,0.539788612177358
"B_XIRP2",0.241047282642362,0.0410114397778936,0.285473207841353,-0.180355917685379,-0.478980761411084
"B_ADAM28",-0.169460609161502,-0.143827904685796,-0.366380358309436,0.0315087150668366,0.625792122077499
"B_MAPRE2",-0.251148530364089,-0.0704523984438159,-0.183097080133106,0.149683314283879,0.504469101512313
"B_ARG1",-0.00110278222678382,0.137084899851433,0.556286628641205,-0.0699629750821505,-0.630355791723943
"B_IKBIP",-0.00113127133051841,0.111857346728837,0.558763312007912,-0.142286904774522,-0.780706224935867
"B_TMEM184B",-0.174507081298647,0.081714534497081,0.305533566206106,0.0464447786977993,-0.218252482777024
"B_YPEL5",-0.0479688215645306,0.181608763428854,0.309976069407443,-0.0195809502353647,-0.014439555056237
"B_SNRPA1",-0.100900669744591,-0.154741234093444,-0.268532180109595,0.123055934858623,0.601349992415895
"B_PSTPIP1",-0.00792975531869,0.127705239625956,0.282096991971179,-0.0969837348964979,-0.251069175901215
"B_C2CD3",-0.215144947513841,0.0281060230262568,0.061865527607361,0.0458563899323993,0.235318039261128
"B_CXXC5",-0.116438179532138,-0.0659914589527647,-0.484397150009259,-0.0330482497903474,0.696973009406498
"B_CDK19",-0.20480495903479,0.0481636869376636,0.184001448438357,0.0845770213667665,0.0308526130958872
"B_TSSC4",-0.110854383938149,0.125366128003823,0.0788235312898517,0.0178066797536394,0.514657429814594
"B_ITPR3",-0.0830785379506503,-0.175559388109456,-0.500031380597571,0.00141306562722466,0.711062280500625
"B_CD81",0.0963247562627779,0.0402521241822977,-0.291551985574844,-0.170671407096684,0.563901944006561
"B_ASAH1",-0.0710039379789627,0.032869972157254,0.357687667461557,0.0459618102119822,-0.427552407551946
"B_ZFP62",-0.27543878058209,-0.193346307719924,-0.333478634553436,0.185567999091986,0.52862987121654
"B_IGLV9-49",-0.0947094010562766,0.0882814675958327,-0.117857368067167,-0.104132388673461,0.604134975354399
"B_PAG1",-0.0697549144647897,-0.0391674075884516,0.206007473032865,0.152645275021369,-0.48928694145902
"B_PCMT1",-0.197443982536503,-0.0740172049210524,0.103512302804573,0.12532372831926,0.0621241215867398
"B_ACAP3",-1.78594828374433e-05,0.0804421835618279,-0.0968531454057658,-0.139661678205416,0.261231631464409
"B_CHMP2B",-0.109467202756748,0.0790015564861507,0.263197434317824,0.0440885839568443,0.0346287294757901
"B_POTEG",-0.078091539566928,-0.185513408294354,-0.0378222132939681,0.00669254360434514,0.137772795159411
"B_HRK",-0.277391157183885,-0.223282603425795,-0.379413622871822,0.115762687280639,0.631319143509194
"B_DRAM1",-0.0724744232807356,0.121715371723739,0.379122473260576,-0.0112734650071532,-0.361316772098793
"B_REEP3",-0.0381729934733366,0.0308568185306149,0.280087695083381,0.100663333062111,-0.165742751924153
"B_BTG1",-0.261225533916308,-0.015126924344096,-0.100526271518431,0.0708525106529402,0.424760502001009
"B_LINC01355",-0.053446486565921,-0.211471246051763,-0.171107147560702,-0.0156555472885992,-0.0620508548269755
"B_SIPA1",-0.00302189443483566,0.231592514706901,0.111147362892138,-0.153867995111874,0.255861317860241
"B_LRRC8D",-0.160605962478513,-0.190436496231032,-0.178885126386914,0.215738971755612,0.375695225716186
"B_VPS29",-0.163373875487462,-0.065279200950094,0.132924971564116,0.104782745319812,0.0448643689812342
"B_EIF2D",-0.23369338467508,-0.200424591855611,-0.431121837601594,0.18752888423561,0.829589382927367
"B_OR2A9P",-0.00120099831070842,-0.144956358305512,-0.211552129567815,0.0215578788023164,0.436573249962603
"B_PTP4A3",-0.178644373533537,0.231285750803128,0.228268657686954,-0.110127734166511,-0.360069902351868
"B_MUC16",-0.232633924318226,-0.175553879551342,-0.119084592073157,0.0694461046897626,-0.0633293942411754
"B_WNT16",-0.364704645387658,-0.0810136601928904,-0.522914234682308,-0.0636075774368915,0.289013438741579
"B_ZNF337",-0.226308099636101,-0.235593114862429,-0.414136479583176,0.192608101550998,0.640759308338981
"B_EPPIN",0.148052666266161,-0.00652100429398225,0.0924280161677468,-0.113596284453913,-0.444287016954707
"B_LCN2",-0.0686609368366702,0.201946480217504,0.561867127652751,-0.0870531762146134,-0.573580435889478
"B_AL590094.1",0.240358953921793,0.0415875388430537,0.180311650361672,-0.117616625177814,-0.381579125538187
"B_CORO2A",-0.15969217347315,0.0391335157685731,0.250672673220373,0.104679684916579,-0.299515571025107
"B_NRP1",0.272396282971701,0.00295663461518411,0.270203690297595,-0.0814124086086734,-0.578731193911826
"B_ATXN10",-0.133261192274918,-0.221650909105447,-0.312147541345432,0.120854403163691,0.592795456545267
"B_COPZ1",-0.201933249325816,-0.131702676610553,-0.164198398196542,0.216447757184891,0.491013255865841
"B_UGT8",-0.0593418880328773,-0.109765460314026,-0.354898453378768,-0.106709008536206,0.55229805770352
"B_STYX",-0.089033141526695,-0.0788456150403761,0.0160633387366885,0.108488458873638,0.193562051053351
"B_MFN2",-0.223848170065394,0.0614147253056649,0.0932277183671997,0.0851837560456803,0.287486881004135
"B_CEACAM8",-0.122473466996077,0.233665061428962,0.544289626218721,-0.0348920498952187,-0.593168369070843
"B_ACP5",-0.132387408563829,-0.0183321800332514,-0.422277310174687,-0.0278803008161604,0.815347722671173
"B_EEF1A1P6",-0.192970225863728,-0.209341071604968,-0.446859039685082,0.284600614481312,0.759080644105511
"B_HS6ST1",-0.242340722276068,-0.068369034732938,-0.284096065536621,0.0607971704981153,0.767729215213377
"B_PANX2",-0.082610265207809,0.0471380890889531,0.461320331356175,-0.017780375832571,-0.574110437973966
"B_IGFBP4",0.35438155734775,0.118159973161227,0.0899248292997461,-0.189485719986383,0.224908941026779
"B_ZBTB33",-0.115304406657869,-0.121362101816839,-0.120863803476317,0.128511859304563,0.41878917314695
"B_KLF8",-0.202186669595471,-0.151028847662302,-0.476683448544431,-0.0217582142158647,0.5752604001848
