"","CLG_(pos≥20)","CLG_scale","B2G_(pos≥20)","B2G_scale","CLM_(pos≥20)","CLM_scale","B2M_(pos≥20)","B2M_scale","CCP2_(pos≥10)","CCP2_scale","MPO_(pos≥40)","MPO_scale","PR3_(pos≥40)","PR3_scale","Centro_(pos>10)","Cent_scale","C3_SPA_g/L","C3_sclae","C4_SPA_g/L","C4_sclae"
"MEpurple",0.193403111604479,NA,NA,NA,0.0255317627710025,NA,-0.0860806063576434,-0.0260165742761276,-0.00405892795104743,-0.0260165742761276,0.0382976219749155,0.0301561198235752,0.0115243899734203,NA,-0.0118158524583709,-0.0118158524583709,0.0235113495121336,0.0258312840468833,-0.00385370806414337,0.0451933149636756
"MEdarkgrey",-0.0162966282717764,NA,NA,NA,-0.119504978288738,NA,-0.187648686361135,-0.0665755402874933,-0.0530091417519013,-0.0665755402874933,0.270030990225411,0.269048586842923,-0.114955501534647,NA,-0.1726916432524,-0.1726916432524,-0.173054828776778,-0.113674522787502,-0.235465707362957,-0.188576487191846
"MEdarkturquoise",0.0890796586060573,NA,NA,NA,-0.0146719459727947,NA,-0.061371031087977,-0.0265272232935718,-0.0188048933622701,-0.0265272232935718,-0.0211453353508872,-0.0268713614464822,-0.0258072842470825,NA,-0.0162479707649205,-0.0162479707649205,-0.066764571140749,-0.0150852639482437,-0.0731745227467144,-0.0484267098802858
"MEsalmon",-0.157650301288025,NA,NA,NA,0.304741755791326,NA,0.250614206301414,0.123472735616059,0.162176835746372,0.123472735616059,0.39125026878273,0.388475057029304,0.0161794309484165,NA,0.103020031934432,0.103020031934432,0.144247055298912,0.18209253200465,0.137050661282948,0.190137414601043
"MEorange",-0.0250846053793503,NA,NA,NA,-0.0120830749243448,NA,-0.334870892215035,-0.405451513098221,-0.417996095109444,-0.405451513098221,-0.0273205139816532,-0.0202326673094567,0.0609593644425292,NA,-0.0216995409856776,-0.0216995409856776,0.0376448866766947,0.0952785184090648,0.0227903798951999,0.00673720714538514
