"","LYMPHOCYTES","MONOCYTES","PBMC","PMN","BASOPHILS","CD1CNEG_CD141NEG","DC","MDC1","MDC2","MDC","PDC","BLC.x","FAS_LIGAND","GDF_15","IL_1_RA","IL_1_RII","IP_10","MCP_2","MCP_4","MIP_1_BETA"
"MEpurple",0.0133342543380645,0.132200661052876,0.110249641121114,0.0685593349768813,0.035406973646309,0.509001380063136,0.216380170414961,0.141998724324262,0.0797632250963796,0.0697444330017686,0.0194020430407907,0.36295385795005,0.63718069737038,0.716677205854736,0.795839065430999,0.932877872333414,0.651231248815508,0.536620443279496,0.389776036805602,0.269888231674246
"MEdarkgrey",0.0468487711750042,0.0838566084002684,0.574545919360344,0.0330643860784274,0.0232831017815681,0.457277997437009,0.539309677288688,0.137724010941141,0.0436456768128369,0.0374980484240054,0.0220271928673133,0.298823594974791,0.0619825137422868,0.517703745684523,0.227692814052261,0.414195092314853,0.769019918209775,0.880238566499543,0.650500417497915,0.746634502399866
"MEdarkturquoise",0.0262539340627277,0.12129809244874,0.161354650945477,0.074376990539869,0.0689546615555793,0.424032519036058,0.242865017637432,0.137370828227173,0.0664807544238585,0.0725934004319638,0.077387305121647,0.800905719697955,0.722805970535539,0.661035138976545,0.607491579419414,0.496648427972018,0.664199988586015,0.782351705587495,0.835414274070841,0.791277294313854
"MEsalmon",0.104736908103453,0.514318812066383,0.297865385532806,0.178546089767939,0.204068575391031,0.361480704831818,0.387609055055897,0.421874928560639,0.341384912567999,0.272705129607025,0.135144410855989,0.0720997503017693,0.225059698624291,0.222802786331038,0.110769532429137,0.0495782812202122,0.800403328231393,0.00425550207834109,0.216496432160843,0.525909746168318
"MEorange",0.462851985429816,0.711441008714563,0.308577320319408,0.550985687827394,0.788793136361165,0.331070689481076,0.385767719872585,0.759543453368041,0.676548605410948,0.656319210657222,0.558370255305088,0.841086145138252,0.926032364011674,0.68353322078745,0.788063176605099,0.756680256199253,0.705978282622599,0.933707344759755,0.605619624182787,0.624439170659492
