"","MM.orange","padj.MM.orange"
"M_ITM2A",-0.520458416748472,1.8815351136495e-07
"M_FPR2",0.454247680307532,8.78876873993743e-06
"M_TRPM2",0.268963502065921,0.0142416814222448
"M_HAPLN3",-0.378173255363264,0.000319843078073747
"M_FCGR1B",0.427932795129361,3.3621113512296e-05
"M_GAPT",0.579999651021866,2.95641849659784e-09
"M_GPBAR1",0.461361728806242,6.0016905591618e-06
"M_CXCR2P1",0.316612178177236,0.00326603920941837
"M_GSN",0.322340649679117,0.00268428139992229
"M_KYNU",0.551641954714209,2.37903376955168e-08
"M_TRIB2",-0.576431290556798,3.89175708642968e-09
"M_SLAMF6",-0.54547339209263,3.6605926260328e-08
"M_LILRB1",0.535608444418355,7.12270448212923e-08
"M_AQP3",-0.529874144117314,1.03401930420635e-07
"M_BCL2L2-PABPN1",0.249581222648644,0.0241332264824151
"M_DPP4",-0.555076076847344,1.87596678165343e-08
"M_BST1",0.650297257945781,6.50096612260163e-12
"M_SPATS2L",-0.29760945990799,0.00607108787429617
"M_ANO9",-0.527573323305784,1.19478930222556e-07
"M_UNC93B1",0.25247871092585,0.022345917290511
"M_CPAMD8",0.280726629670519,0.0101455254400338
"M_IL18RAP",-0.220846083799022,0.0491464429789869
"M_ID2",0.306427351616629,0.00458096112695027
"M_FCER1G",0.688223162099132,1.07263341655081e-13
"M_FLT3",0.480825920066426,2.03080573456084e-06
"M_FCGR2B",0.351659112158926,0.000926622009271072
"M_DDX60",-0.352343780282144,0.000903197685776899
"M_ADAMTSL4",0.312136861503495,0.00379666568776981
"M_SIGLEC10",0.519276204234397,2.03234375254412e-07
"M_TUBB1",0.301325161144118,0.00540296497487779
"M_PRKCQ",-0.507504329144111,4.22566934524441e-07
"M_UBASH3A",-0.497473506566601,7.7022345727757e-07
"M_PLAUR",0.641216609342402,1.53861962932399e-11
"M_FCMR",-0.536237563332637,6.82635130486868e-08
"M_SIGLEC5",0.417387453274182,5.56592454980774e-05
"M_SLC24A4",0.565416432051684,8.80581005630515e-09
"M_TIGIT",-0.517135533095015,2.32973308047707e-07
"M_LINC00861",-0.530091620084429,1.0199338357628e-07
"M_RAB32",0.672448950369726,6.48767237479898e-13
"M_WDFY4",0.530858633615671,9.71639218850768e-08
"M_HIST1H1B",-0.247028344724841,0.0258277525835067
"M_SGMS2",0.499269532399267,6.927230561246e-07
"M_RGS2",0.510591142906974,3.49029065814293e-07
"M_MYOF",0.436708597690898,2.17843213184972e-05
"M_ANK3",-0.503249184824473,5.46013820047649e-07
"M_SAMD9L",-0.307519061717592,0.00441918824076761
"M_CD302",0.567669994707521,7.44858854889738e-09
"M_PYCARD",0.274372963026013,0.0122033167278083
"M_MMP25",0.303415727447534,0.00505397845932716
"M_CD1D",0.655535769392923,3.80942379580899e-12
"M_ATP10A",-0.360553214851677,0.000655709531998885
"M_P2RY13",0.543135546618939,4.26940987585458e-08
"M_SH2D1A",-0.490699915702926,1.14823048502071e-06
"M_ALDH3B1",0.528793173327652,1.10638278468732e-07
"M_DOK3",0.439637620550983,1.87547538942691e-05
"M_SORT1",0.568480360124801,6.99121781287126e-09
"M_SIRPB1",0.477532996120198,2.45746461816374e-06
"M_ZNF467",0.2842757805578,0.00913046721713787
"M_ARL4A",0.300250130411938,0.00558216951963964
"M_ADM",0.382102371112164,0.000271256837818086
"M_C12orf57",-0.261463627469186,0.017523541756333
"M_SECTM1",0.461353492488516,6.00330301439272e-06
"M_1-Sep",-0.457426638774444,7.41321691169816e-06
"M_PLK3",0.238770201269401,0.0318470446638619
"M_CTSW",-0.499329212297173,6.90635929524212e-07
"M_CFP",0.511736559656318,3.25411948697996e-07
"M_TMEM170B",0.588580197792701,1.50616984805082e-09
"M_NDST1",0.436610242472373,2.18916895164726e-05
"M_SAMD3",-0.495916635473397,8.46297671644739e-07
"M_LINC00649",-0.519581375824516,1.993040036379e-07
"M_XAF1",-0.276824673118579,0.0113694364404091
"M_PLA2G7",0.335805353352812,0.00167511059951683
"M_APBA2",-0.469420966295499,3.85564571219607e-06
"M_RASGRP4",0.511493316757636,3.30301690509318e-07
"M_KCTD12",0.56064621576829,1.24840609348756e-08
"M_NFKBIA",0.451463290239275,1.01747827242892e-05
"M_KLHDC7B",-0.237493388374643,0.0328677227096036
"M_LTB",-0.44539771328216,1.39835515832265e-05
"M_FAM225A",0.314349610935702,0.00352219564783482
"M_TBC1D9",0.572020042614604,5.36809709693887e-09
"M_CD8B",-0.49765230235652,7.62566866588343e-07
"M_OSCAR",0.547017037903896,3.29124213145114e-08
"M_MIDN",0.221183039344898,0.0487576289573974
"M_PILRA",0.615988965177391,1.56210130701056e-10
"M_ADAM15",0.272795137514683,0.0127726088594189
"M_TNFSF13",0.592003787017243,1.14833382124947e-09
"M_OPTN",-0.468712107608899,4.01002500130028e-06
"M_CD33",0.641434739496006,1.50620551744823e-11
"M_MGAM",0.393019718991332,0.000169719580418885
"M_RTN1",0.628278184065296,5.19186150915370e-11
"M_CD300LF",0.670338111297219,8.08075957476921e-13
"M_GRASP",0.289925493754488,0.00770555025988661
"M_BLVRB",0.425888452936568,3.71075491356063e-05
"M_HLA-DPB1",0.422554119035024,4.3496228533673e-05
"M_HLX",0.407726201282317,8.77363193173056e-05
"M_PLD4",0.370697074428275,0.000434916207600739
"M_EPHB2",0.291015264843467,0.00745273936280427
"M_OLFM1",0.264056434254496,0.0163116490237805
"M_BACH2",-0.478740047594512,2.29121814417457e-06
"M_HIP1R",-0.448436262917634,1.19061974284841e-05
"M_CD300LB",0.621619664510324,9.44169329439562e-11
"M_TRIB1",0.538521724083986,5.83946759108183e-08
"M_ETV7",-0.284067629203059,0.0091897878429427
"M_NKG7",-0.449522750769749,1.12591342971177e-05
"M_CRISPLD2",0.52996891439846,1.02775405126091e-07
"M_PTPRCAP",-0.497863564790488,7.53767008988826e-07
"M_FAM157C",0.342800862863511,0.0012958565867381
"M_BIN1",-0.450449003533594,1.07236136213076e-05
"M_RGS18",0.458537095648045,6.98911696032945e-06
"M_ROGDI",0.23102011293895,0.0386195835778947
"M_EIF2AK2",-0.266685496222915,0.0151731778381386
"M_NID1",0.413095450068157,6.81419965591248e-05
"M_ZNF709",-0.253861523237994,0.0215132435048281
"M_CIITA",0.323818172896049,0.00254754793900291
"M_THBD",0.473289987341103,3.11278162100768e-06
"M_ZFP36",0.314393408510229,0.00351757979099447
"M_IGSF6",0.600432642286409,5.8382252293174e-10
"M_CXCL2",0.314698063541726,0.00348140525250708
"M_RELT",0.393850465470561,0.000163709341204175
"M_ADGRE3",0.565705825486356,8.62218771391488e-09
"M_JDP2",0.601798938891496,5.20864401814836e-10
"M_SEL1L3",-0.464604489114952,5.03594382655585e-06
"M_CD27",-0.542376190939457,4.49779406813759e-08
"M_PGGHG",-0.231504666122017,0.0381578335465781
"M_LMO2",0.603026562927511,4.71588634291978e-10
"M_GIMAP7",-0.405544137746918,9.68749237928316e-05
"M_GIMAP5",-0.450593865807984,1.06458770012252e-05
"M_HIST1H2AG",-0.438610728853317,1.97585177323559e-05
"M_ABCD2",-0.526914586887237,1.24735782534663e-07
"M_LINC00877",0.574437671219417,4.51809741007337e-09
"M_PIM3",0.360535862516761,0.000656105578758778
"M_CD300C",0.54246878380223,4.46941753794013e-08
"M_FCGRT",0.477728310342844,2.43055871176099e-06
"M_ITPR3",-0.538551010842221,5.82987673218031e-08
"M_BCL2",-0.521256524787201,1.79027269217753e-07
"M_CD7",-0.427553600108533,3.42663852413538e-05
"M_CST7",-0.330255738326284,0.00203997532430598
"M_SCML4",-0.538247117597326,5.94880062727647e-08
"M_MEF2C",0.563855252094947,9.83159588955285e-09
"M_SRC",0.290729921589992,0.00751986017303208
"M_FAM157B",0.229137095744581,0.040404504005299
"M_IKZF2",-0.54985942442928,2.69235118462868e-08
"M_ITGAM",0.57581379029702,4.07477054794728e-09
"M_MAL",-0.505402363853603,4.79105040790409e-07
"M_DAPK1",0.60073484630556,5.69297767247841e-10
"M_PRKCQ-AS1",-0.516940443471029,2.35916947668664e-07
"M_SNORD94",-0.232749444507355,0.0370399225129638
"M_RRP12",0.245610716875139,0.0267837153294641
"M_HNMT",0.544661292765819,3.85303471946641e-08
"M_RGPD1",-0.447622517058458,1.24301709023018e-05
"M_SLFN12L",-0.571431367365016,5.61643433784626e-09
"M_SMIM25",0.595201136861189,8.91149086918482e-10
"M_TNFRSF10C",0.397288212796043,0.000140597390930285
"M_SERPINB10",0.280016296410619,0.0103552632629599
"M_PLD3",0.247381440405366,0.0255993352163689
"M_LRRN3",-0.639709416969119,1.7693493657695e-11
"M_GPR171",-0.521962565748963,1.71176298053685e-07
"M_GAS7",0.600522816265189,5.79452002003453e-10
"M_PID1",0.472209125958522,3.31151862614474e-06
"M_KIAA1324",-0.233196964832091,0.0366431103838509
"M_HES1",0.301063592765624,0.00544795334195525
"M_RBM47",0.597432223029828,7.45130877254619e-10
"M_LILRB3",0.494920785181135,8.98590942662457e-07
"M_CREB5",0.503780245265176,5.28487991468654e-07
"M_AGTRAP",0.371878187898519,0.000415063699782305
"M_EMILIN2",0.592152680954954,1.13437575224802e-09
"M_SHTN1",0.473997387355008,2.99590936899383e-06
"M_ASGR2",0.553982349440968,2.01845238963014e-08
"M_LILRB4",0.557997627561866,1.51365422538169e-08
"M_RETN",0.351971627299941,0.000915729212194462
"M_SAT1",0.541520452101825,4.75999852683302e-08
"M_DOCK5",0.577343655399709,3.61911070875142e-09
"M_PYHIN1",-0.554899038209042,1.89763474575144e-08
"M_TPPP3",0.457276441019101,7.47561332955976e-06
"M_CSF2RB",0.58039464611172,2.87112426595443e-09
"M_CCDC141",-0.534693475964775,7.58991147816415e-08
"M_LAT2",0.639031797048615,1.87960103680474e-11
"M_FGR",0.591991887878782,1.14882399383016e-09
"M_LGALS1",0.284668698828108,0.00902880047914188
"M_RASGRF2",-0.507669842547034,4.18653111287434e-07
"M_HSPA6",0.412562241579172,6.98840378534337e-05
"M_VENTX",0.554456254570364,1.95469263660829e-08
"M_SLC15A3",0.563386718769562,1.01798709624778e-08
"M_FAAH",0.248213158951146,0.025032535558909
"M_TESPA1",-0.585674674279021,1.90664182335782e-09
"M_TOR4A",0.274213372243513,0.012259419630257
"M_SCIMP",0.570389140658043,6.06112840042644e-09
"M_LY86",0.639268965674211,1.84056816945709e-11
"M_MTUS1",-0.316226842109291,0.00330786982064547
"M_NRGN",0.331502847758734,0.00195085855587959
"M_PROK2",0.376672747685221,0.000340564450181519
"M_SLC46A2",0.493713305610658,9.62928863022326e-07
"M_BMS1P1",-0.244697079351356,0.0274207707273092
"M_AC110275.1",0.270182955781827,0.0137635878001877
"M_AIFM3",0.342945357069748,0.00128931573155209
"M_LINC00402",-0.521220759081116,1.7933023384524e-07
"M_OLIG1",0.456337231432172,7.8610710269703e-06
"M_GPR162",0.506202459843204,4.56223979784735e-07
"M_TRABD2A",-0.616120879509692,1.54675615787456e-10
"M_GZMH",-0.510101727535828,3.59562501394569e-07
"M_TBC1D8",0.595755540355261,8.53809825681655e-10
"M_HOMER3",0.425049800096217,3.86161888557862e-05
"M_CLEC5A",0.438715918408564,1.96671691567798e-05
"M_LHFPL2",0.329654224146093,0.00208317852859392
"M_TBC1D10C",-0.23030912664614,0.0393204701710637
"M_CLMN",0.546556388889123,3.40001587797995e-08
"M_CARMIL2",-0.554667470605656,1.92790246311107e-08
"M_TCTEX1D4",0.290190873787874,0.00764335245225134
"M_MYCL",0.554822614276692,1.90671016542748e-08
"M_ADGRE2",0.499729796013231,6.74774683453539e-07
"M_GNLY",-0.41399566907182,6.52630552838481e-05
"M_RAB44",0.331845805031297,0.00192792123789973
"M_NECTIN2",0.337181439903957,0.00159366621473615
"M_SLC37A2",0.519807858510959,1.96421653559252e-07
"M_FZD2",0.300836890514636,0.0054858799443957
"M_RXRA",0.509460967563392,3.7419147563145e-07
"M_RNF144B",0.584161187338829,2.14508137644469e-09
"M_UBXN11",0.275195928279146,0.0119152646890553
"M_FCAR",0.62283631479161,8.4504822336328e-11
"M_CALHM6",0.377014206096592,0.000335733168609898
"M_SKAP1",-0.530601926336305,9.88518169260927e-08
"M_ICOS",-0.537634286675385,6.19608695446751e-08
"M_SLFN5",-0.527828510096486,1.17481264146932e-07
"M_CLEC4D",0.575469301719679,4.17882834379522e-09
"M_WDFY3",0.560681712772898,1.24597292399851e-08
"M_DSC2",0.489675203192257,1.22073466026582e-06
"M_BTK",0.64386635699082,1.19788158680987e-11
"M_WLS",0.423932957084162,4.07319662387212e-05
"M_FOSL1",0.345137754555618,0.0011889952853568
"M_CACNA1I",-0.527008760309208,1.24051355823389e-07
"M_LAMB2",0.303130372956674,0.00510127326472589
"M_TKT",0.439776583113127,1.86291389356315e-05
"M_AC138866.1",-0.284185519428753,0.00915688837501558
"M_TGFBR3",-0.493091785390453,9.99900196083516e-07
"M_HERC6",-0.474246906187609,2.95772263105025e-06
"M_NPIPB3",-0.317401931832878,0.00317958095747441
"M_IL2RB",-0.572824460491127,5.0719761766668e-09
"M_MS4A4A",0.381925045330639,0.000273232466434388
"M_CD226",-0.481603859464307,1.94377528196764e-06
"M_CLEC10A",0.60591827006259,3.72642380217771e-10
"M_FAM84B",-0.441149538043197,1.73869359667801e-05
"M_FGD4",0.572267455466141,5.27310606274255e-09
"M_HTATSF1P2",0.249448755481604,0.0242175077005451
"M_DMXL2",0.540068801095021,5.24745246877389e-08
"M_EPB41L3",0.544752377001551,3.83061505503918e-08
"M_ISG20",-0.385382731903927,0.000236123131911812
"M_FAM102A",-0.551444863385033,2.41336924341994e-08
"M_FAM49A",0.595832906699741,8.49497295001133e-10
"M_TLR7",0.377784494946581,0.000325243982687977
"M_NFATC2",-0.455332273487184,8.29699016734613e-06
"M_CD180",0.288192974398971,0.00811839452927276
"M_LY9",-0.564586573321281,9.30857622964335e-09
"M_CDC42EP1",0.258772961510196,0.0188550330455381
"M_LYL1",0.232015703154929,0.0377226451204719
"M_LAMC1",0.224676611603621,0.0449657275141316
"M_ACCS",-0.269048576981642,0.0142110352799313
"M_AC140134.1",0.282440252442937,0.00964141692691271
"M_FCRL3",-0.468010291889551,4.16275015614921e-06
"M_ASGR1",0.452639057331402,9.56219561541936e-06
"M_CYP4F3",0.264864447327502,0.0159694935523769
"M_FAM129B",0.26919538949502,0.014153338863646
"M_SIT1",-0.573771605061812,4.73644317845332e-09
"M_QPCT",0.624996376136987,6.95269533352134e-11
"M_RETREG1",-0.314511905719738,0.0035041436883033
"M_EIF4EBP1",0.371943599602452,0.000413975804592974
"M_CAPG",0.330752483492029,0.00200421463810275
"M_BCAT1",0.295139651961806,0.00655893949462568
"M_IL18R1",-0.490022588297789,1.19595708123086e-06
"M_SPHK1",0.312855997665093,0.00370727129581587
"M_GRINA",0.358383576107549,0.000714254331349704
"M_FAM20C",0.373369557351697,0.000390341668204323
"M_SEMA4A",0.474330906996159,2.94469455083243e-06
"M_IER5L",0.324531289586154,0.00248759964403394
"M_PDLIM7",0.26046410435973,0.0180119931173152
"M_SULT1A1",0.312788701342533,0.00371508987772104
"M_GPR35",0.242344358228685,0.0291283156653385
"M_LUCAT1",0.303290060321879,0.00507540382057857
"M_NLRP2",-0.520037422835792,1.93536482402213e-07
"M_JUND",0.275063039506254,0.0119612341267864
"M_LPAR1",0.354228707858406,0.000840235504054395
"M_AGPAT2",0.240765196516601,0.0302962292631951
"M_MGLL",0.365021754262127,0.000548352522634164
"M_BCL9L",-0.40962627087833,8.03915331287077e-05
"M_AC084871.1",0.316539082901659,0.00327332131383082
"M_PLXND1",0.225152755651309,0.0444473391637753
"M_IER3",0.516985953646822,2.35307923968078e-07
"M_RNF157",-0.528360557837759,1.13840203848802e-07
"M_CLEC4A",0.615344283742863,1.6513687308677e-10
"M_ABCA2",-0.340764343451612,0.00139721166694972
"M_CD74",0.5255483269586,1.35947189081424e-07
"M_KNDC1",0.335951509627487,0.0016658610490844
"M_LST1",0.672837338695213,6.20974775885634e-13
"M_RBP7",0.682062151569122,2.18010568713448e-13
"M_PSAP",0.593464775416507,1.02258079724985e-09
"M_MAN2B1",0.306157809958086,0.00462166119291491
"M_AC092803.2",0.302437993250759,0.00521888827415632
"M_TNFRSF8",0.390894492069272,0.000186334956185231
"M_AC090559.1",0.550698745973253,2.54476978241056e-08
"M_C20orf27",0.263006902548349,0.0168103435359804
"M_ACSL6",-0.507096252919713,4.32788770858545e-07
"M_RNH1",0.225503722488339,0.0440771205129414
"M_GLT1D1",0.647537367872177,8.44608620334067e-12
"M_PTX3",0.510732894740511,3.46028177358985e-07
"M_FURIN",0.223573199704834,0.0461267833527685
"M_BCL3",0.296723914368387,0.0062437240361476
"M_MYBL1",-0.531342148618962,9.43550907334183e-08
"M_PVRIG",-0.538788930602311,5.73529863150735e-08
"M_CXCL16",0.56511795759566,9.00152833195212e-09
"M_RHOC",0.308900916184615,0.00422456571605332
"M_LIME1",-0.522545306806166,1.6495446135014e-07
"M_SAP30",0.391581286368813,0.000180608317938545
"M_CSF2RA",0.59252335979433,1.10034933217489e-09
"M_ICAM4",0.394437810546182,0.000159573259460287
"M_BICDL1",-0.544475291401018,3.9026235868778e-08
"M_KLF10",0.564233230578499,9.55689619613819e-09
"M_HHEX",0.619705442846051,1.11770873639356e-10
"M_CCR1",0.478676494066282,2.29866207229321e-06
"M_SASH1",0.334392128462737,0.0017612860571498
"M_PCED1B-AS1",-0.487305802583355,1.4016185942285e-06
"M_EPHA4",-0.512774358139008,3.0540610453329e-07
"M_GPR174",-0.392079861831495,0.000176909374480016
"M_OPLAH",0.307735677912284,0.00438845875952956
"M_TMEM204",-0.495630425146008,8.61332976035159e-07
"M_RIN2",0.534314101501174,7.78271081878612e-08
"M_CTSS",0.675193583097967,4.80607393308682e-13
"M_SLAMF1",-0.504979708484163,4.9155819769583e-07
"M_AL021453.1",0.226694552640204,0.0428426764459915
"M_CEBPD",0.592106875676703,1.13836497511605e-09
"M_TTC39B",-0.510405895133701,3.52583543003557e-07
"M_TAGLN",0.282417815239215,0.00964750843167044
"M_AC064805.1",0.424721414120301,3.9223844632772e-05
"M_MCTP1",0.599881126175614,6.10056530373895e-10
"M_VNN2",0.542391669720683,4.49424235431649e-08
"M_CHST13",0.300490475339037,0.00554416592726518
"M_SLC31A2",0.541228841109782,4.85982810480362e-08
"M_SLC49A3",0.316182162116905,0.00331295708077433
"M_P2RY10",-0.44302210281372,1.57974266586351e-05
"M_RUSC2",0.373513707647635,0.000388055838410783
"M_PLPPR2",0.408344191621438,8.53214035160925e-05
"M_HLA-DMB",0.64564089294738,1.01168971211667e-11
"M_LPCAT2",0.59973682501856,6.17366731297943e-10
"M_ZEB1",-0.425925374170086,3.70514202879031e-05
"M_NFKBID",0.305559726356282,0.0047156553722888
"M_RHEBP2",0.24369659715573,0.0281491192623602
"M_PPIF",0.502085545716977,5.85920282319851e-07
"M_IL21R",-0.332819409840681,0.00186237995152679
"M_FAM46C",-0.481854885051771,1.91782296435745e-06
"M_AMIGO1",-0.561174881633749,1.20124031727255e-08
"M_TMEM144",0.261778303508584,0.0173749312901654
"M_CAMK1",0.618494545039985,1.24361328203258e-10
"M_MEGF6",-0.233229502656994,0.0366157472180189
"M_GPR15",-0.581162187940033,2.70190255482569e-09
"M_ALOX5",0.60625554898063,3.63903213729483e-10
"M_LRG1",0.482742929384142,1.82262827250225e-06
"M_S1PR3",0.554495407569853,1.95033018426941e-08
"M_ADRB2",-0.258066584791547,0.0192237068456956
"M_GSTP1",0.366291116782058,0.000521211811888758
"M_U62317.5",0.243621430218604,0.0282012666325588
"M_ARRDC4",0.483189830068465,1.77773432054269e-06
"M_AIF1",0.698141553590609,3.24036189774192e-14
"M_PGM5",0.237776444512962,0.0326453678863849
"M_BCKDHA",0.265536224421532,0.0156610128257345
"M_IRF8",0.628879361284805,4.91334417071373e-11
"M_CYBRD1",0.644530438442576,1.12613912976957e-11
"M_BTLA",-0.481545249039955,1.95030640949651e-06
"M_OBSCN",-0.592208086885045,1.12941328812854e-09
"M_PMAIP1",0.291131283289422,0.00742537725799943
"M_PLXNA3",-0.380148458335517,0.000294232425099655
"M_GAS2L1",0.378258315923597,0.000318653414381544
"M_LRRK1",0.443104481223761,1.57341213499463e-05
"M_NPIPB5",-0.312000792513141,0.0038128619232329
"M_LAT",-0.536320288438036,6.79844709641666e-08
"M_KLRG1",-0.545553163113222,3.64444977043183e-08
"M_SLA2",-0.49568805894861,8.58283473860446e-07
"M_BASP1",0.585469527868608,1.93341866037128e-09
"M_STX11",0.641042252499958,1.56248226250696e-11
"M_KLF12",-0.471276272587811,3.4855113599261e-06
"M_MCEMP1",0.562789628929528,1.06677826821259e-08
"M_LINC02085",0.253115091943677,0.0219587540262186
"M_GGTA1P",0.474420694096417,2.93024435104634e-06
"M_NR3C2",-0.581519580059958,2.63087714691977e-09
"M_TMEM150B",0.417201520770816,5.6136570804739e-05
"M_FAM20A",0.25823396960017,0.0191324313710635
"M_MAF",-0.492978538110119,1.00575467063887e-06
"M_CDA",0.482162958747943,1.8863375338751e-06
"M_SOGA1",0.249662596093134,0.0240852319912639
"M_MIR181A1HG",0.376170118957005,0.000347620156202262
"M_VSIG4",0.343216082111321,0.00127710037462597
"M_MYADM",0.227550052848935,0.0419648261740596
"M_CMKLR1",0.368719219702594,0.000471794889444582
"M_CPPED1",0.608775602164303,2.94529069072456e-10
"M_AC135983.3",0.318341619016622,0.0030801598981293
"M_EFHD2",0.375986516477127,0.000350313559197245
"M_COL6A2",-0.497515293278248,7.68716361160475e-07
"M_GPX1",0.516823077366087,2.37735999957365e-07
"M_PARP9",-0.221598603540568,0.0482976225656079
"M_HPCAL4",-0.437186662233791,2.12939325515147e-05
"M_CAVIN2",0.343927508320209,0.00124248547535112
"M_CTSL",0.324934741701316,0.00245323719915291
"M_ATP2A3",-0.277841062228705,0.0110411113378715
"M_VEGFA",0.599095439994945,6.49360566544448e-10
"M_IMPDH1",0.286118114381197,0.00863867747907229
"M_TICAM2",0.414257324450892,6.44517831786239e-05
"M_RIN1",0.272650705792792,0.0128196860585855
"M_LRRC37A17P",-0.253468504607288,0.0217488941573261
"M_SERPINB2",0.388323718691621,0.000208109048191351
"M_PRKCH",-0.512898553520826,3.03138766834618e-07
"M_TFEB",0.276445859957653,0.0114911086292793
"M_KRT23",0.347118626917769,0.00110181020232487
"M_FAM198B-AS1",0.236523638041219,0.0336872355844507
"M_CLIC4",0.4674708126773,4.29335033955752e-06
"M_PGAP1",-0.482184452912221,1.8842347736051e-06
"M_CDC25B",-0.40460728116721,0.000101148741866521
"M_MIAT",-0.570399787097805,6.05882814017434e-09
"M_GCA",0.559537159646117,1.35305795379135e-08
"M_ZNF185",0.52402975474226,1.49958692077113e-07
"M_TXK",-0.588830698114392,1.47862231869729e-09
"M_MSRB1",0.426307951310293,3.63975606372039e-05
"M_LGALS12",0.500335757602103,6.50405045079205e-07
"M_CDC42EP2",0.279830480229959,0.0104146862369617
"M_MERTK",0.300485249200135,0.00554454077589549
"M_EVL",-0.448723629650411,1.17270305477125e-05
"M_WARS",0.491211037749469,1.11464898860544e-06
"M_CPED1",0.523408258476527,1.55863274410115e-07
"M_AC146944.2",0.482035302235617,1.89884455404345e-06
"M_SIGLEC9",0.502459403529966,5.72424934344718e-07
"M_CYP2S1",0.250102051243383,0.0238025750206481
"M_PRKCD",0.345690298944619,0.0011644445866137
"M_B3GNT5",0.520583634644162,1.86593445912513e-07
"M_TDRD9",0.399110410403595,0.000129786781735401
"M_RENBP",0.22944613198377,0.0401044559876976
"M_TP53INP2",0.296148498506617,0.00635574566812381
"M_CLIP2",0.302053518970175,0.00527925964532392
"M_HLA-DPA1",0.556853666529348,1.64822887913848e-08
"M_APBB1",-0.3933178577909,0.000167505335165595
"M_KIF13A",0.625739967147257,6.48729047628656e-11
"M_GZMM",-0.510799446145677,3.44745984686637e-07
"M_CUEDC1",0.428042858771309,3.34552401646562e-05
"M_RHOG",0.256928480465464,0.019809329768077
"M_IRF5",0.486302292192032,1.48719406954261e-06
"M_NEURL1",0.296011340868796,0.00638455774031585
"M_CORO1C",0.596260645830948,8.18904737575478e-10
"M_TGM2",0.250853692035195,0.023333038231804
"M_METRNL",0.489503964118368,1.23407553903529e-06
"M_PLOD1",0.41022739917827,7.81782285676436e-05
"M_CTSZ",0.613259865352926,1.97901853028211e-10
"M_IQSEC2",0.31586631546736,0.00334955884476399
"M_RASGRP2",-0.232930676072473,0.0368891606344427
"M_SLC25A29",0.337855555500453,0.00155527657489161
"M_TMC8",-0.265776866808821,0.0155537124306169
"M_ADAP2",0.59414666606203,9.67836460434449e-10
"M_GPER1",0.24735379671823,0.0256173962680935
"M_AC144831.1",0.294098575339465,0.00677307566297759
"M_SMAD7",0.258712316523919,0.0188839969099623
"M_LYNX1",0.261182572852886,0.0176550886049328
"M_SCARF1",0.42988057996634,3.05714573841105e-05
"M_SCARNA6",-0.33170611939221,0.00193665889213455
"M_C9orf47",0.338642273615348,0.00151110187955068
"M_TIMP2",0.564526993926742,9.34547064839136e-09
"M_ZFHX3",0.319634329372782,0.00295010326786519
"M_NCKAP5L",0.24631026157763,0.0263065307569195
"M_GABARAPL1",0.406561116191844,9.24784213385607e-05
"M_HGF",0.473910969518968,3.00982340055276e-06
"M_GCNT4",-0.611776956663825,2.25140013758609e-10
"M_FAM169A",-0.554849757768723,1.90428999213448e-08
"M_SH2D3A",-0.488720141731297,1.29038842371303e-06
"M_MS4A14",0.342823736778052,0.00129500248697046
"M_SLC4A10",-0.586692115369537,1.75104563251215e-09
"M_KCNJ15",0.335779019903062,0.00167664095414766
"M_CD40",0.226480099010315,0.0430622171365884
"M_GOLM1",0.491027611966264,1.12719200575551e-06
"M_SDC3",0.253216625127916,0.0218991864652448
"M_AC144652.1",0.236903522999213,0.0333667442955327
"M_CYC1",0.250858427502599,0.0233320886504373
"M_SIDT2",0.364725372643622,0.000554769515585083
"M_TMEM121B",0.35302062894959,0.000880114130932738
"M_STMN3",-0.41392106387603,6.55010151268383e-05
"M_LINC02265",0.266940595362582,0.0150715841468797
"M_SPTBN1",-0.508821858099233,3.89799275259649e-07
"M_CARD19",0.336125957362052,0.00165523343335643
"M_KLRD1",-0.372586019718105,0.000403210661951625
"M_AL158801.2",0.298765950893194,0.00585044296222665
"M_NPIPB4",-0.360281408512885,0.000662760241879269
"M_PARP15",-0.546424013788139,3.42525360750452e-08
"M_TSHZ2",-0.531973393274735,9.06908892794265e-08
"M_MATK",-0.491408125007283,1.10212714495947e-06
"M_RNF130",0.669052537232401,9.29191984858692e-13
"M_DHX58",-0.254662110978624,0.0210477811464538
"M_P2RY2",0.408717247724125,8.38667419807962e-05
"M_ADAMTS5",0.260873036533388,0.0178138375996132
"M_BCL6",0.547960898041237,3.08627650610286e-08
"M_BCL2A1",0.54165734486671,4.72128863913246e-08
"M_IL1RN",0.498626106900361,7.19509148844207e-07
"M_ACSL1",0.55361763636027,2.07446945932043e-08
"M_NLRP3",0.602665278761771,4.83967645231237e-10
"M_CEBPB",0.596492703245311,8.0377083313224e-10
"M_AXIN2",-0.517457955305994,2.2825002771817e-07
"M_GPAT2",0.377083641583183,0.000334828408820012
"M_AC098850.3",0.247057479254999,0.0258134920179923
"M_CCR6",-0.526509247155903,1.28045657512303e-07
"M_STARD8",0.413545113267023,6.67012610214716e-05
"M_AP002761.4",0.229945799909221,0.0396520525365139
"M_CUTALP",-0.400537816923169,0.000121829146903758
"M_CHRM3-AS2",-0.474329732294402,2.94469455083243e-06
"M_RTKN2",-0.475506516130234,2.75309461168091e-06
"M_EOMES",-0.576395485287935,3.89943033563153e-09
"M_TNFAIP6",0.235048283192482,0.0349623026540651
"M_TRIO",0.529113105363343,1.08452803352438e-07
"M_SEMA3C",0.503620161920999,5.33346791669911e-07
