"","IL33","IL34","IL5","IL6RALPHA","IL6","IL8","IL9","MCSF","MCP1","MCP3","MIF","MIG","MIP1ALPHA","MIP1BETA","MIP3A","MMP13","MMP1","MMP2","MMP3","MMP7"
"MEpurple",0.0088123524180952,0.150389476181227,-0.0320996776822794,0.0271931294491376,0.121234049838829,0.117272402941472,0.134499823671634,0.066503308961672,0.0555943546708749,0.251010171978157,-0.0912483599100343,0.16876293266158,-0.0981840443369582,0.144731019368588,-0.141950337471264,0.0540937539963366,-0.0996007982545362,-0.0243678205848049,0.127265414581127,0.10024817903667
"MEdarkgrey",0.221613684444614,-0.0215573979318032,-0.236003353882476,-0.199688647785968,0.0180272895707324,-0.0566064680168064,0.271921550387533,0.212070868354254,-0.167919331810482,0.0105760463013277,-0.185164982581278,-0.0319877472251422,-0.0499645041259256,0.0425863945433322,-0.152495304166035,-0.0704744291439352,-0.225199391022769,-0.237986900937434,-0.159115428605649,-0.162509184808667
"MEdarkturquoise",-0.049645858072135,0.123387778825379,-0.118042737814025,-0.079322056091338,0.0650767383377947,0.00309847291598991,0.0530026931757396,0.0107035286244342,-0.0576458056089087,0.131890688315026,-0.149674398703681,0.0628342296570858,-0.124990124675484,0.0348900172377635,-0.113649607701047,-0.018906492408483,-0.147902102154441,-0.103496991360332,0.0399972770349616,-0.0451891683030519
"MEsalmon",0.413243872998688,0.00333915851811981,0.179116611631008,0.20146711601473,-0.110025958648096,0.0778430247628453,0.351092010127283,0.156060202136428,0.136984528541255,0.00622801747506745,-0.0234264769824667,0.0961165534482197,0.293834332638953,0.0834961462952121,0.351821161902834,0.194519970103907,0.240364091255583,0.215823833884928,0.0323742138574232,0.0606434849686112
"MEorange",0.00312153608902376,0.0281309823568667,0.0881349674442206,0.0292742036090433,0.0660692464797042,0.105763114032935,-0.0856839778282616,0.0180225816078715,0.0487930505998473,0.0112475737235358,0.065367340025737,0.0153360985243913,0.000497236918260165,0.0644938664666661,-0.014090770068854,-0.041951225842865,0.084591582445613,0.0698616985829488,-0.024363851911364,0.0417009871533734
