"","MM.darkturquoise","padj.MM.darkturquoise"
"T_AC239799.1",0.463163595799133,5.96503388601582e-06
"T_RAB8B",0.489537293195693,1.34603665293809e-06
"T_RAD54B",-0.360577907193257,0.000684006212655163
"T_MAPK13",-0.341037853521135,0.00142892523419704
"T_ADAM28",0.477381881044492,2.71015136596544e-06
"T_CCR9",-0.337276580772029,0.00164213959537654
"T_STAT2",0.842788257303686,1.39310895529184e-25
"T_C1orf162",0.503686717808002,5.74495501837253e-07
"T_PBX4",-0.503559824991783,5.79150243799817e-07
"T_TMSB10",0.290207864470986,0.00793288877588085
"T_MIR181A1HG",0.366696607878014,0.000537062727532707
"T_WNT10B",-0.522235850601244,1.7877698791209e-07
"T_RAB5C",0.381319326697385,0.000295383451332791
"T_UBC",0.391025239020144,0.000196088744913393
"T_ASNS",-0.534078144296683,8.23544605401916e-08
"T_REEP4",0.415541983250542,6.51968788423337e-05
"T_FUOM",0.385811995873691,0.000245233950619588
"T_PRCP",0.493303940206012,1.07744597335133e-06
"T_TKTL1",-0.40995267188315,8.42856500991704e-05
"T_TRAV13-1",-0.49753893636158,8.36210022660997e-07
"T_SWAP70",0.459138448918567,7.41468041919463e-06
"T_SMIM14",0.367893188323011,0.000511647826311169
"T_IL23R",-0.292094787235952,0.00749159515121064
"T_PCK2",0.576905381764998,3.83607460372502e-09
"T_RGL4",-0.396838032188776,0.000151754965686259
"T_ABHD14A",-0.280920309207002,0.0104845570082882
"T_DNAJB1",-0.322906107274417,0.0027418275410321
"T_VPS13A",-0.41018450072036,8.34124220361453e-05
"T_SOCS6",0.433796494690409,2.7177695166902e-05
"T_FAAH2",-0.375824426785539,0.000371804249877639
"T_LARGE2",-0.471292603285441,3.82388690032426e-06
"T_HBEGF",0.480090305044915,2.32070043396641e-06
"T_KLF6",0.419944762680449,5.3071277435788e-05
"T_EEF1DP3",0.320849308366951,0.00294388435046164
"T_MAN1C1",-0.295168863603896,0.00680717761767386
"T_MMP23A",-0.26338340557612,0.0173565819966742
"T_BAK1",0.46067864400123,6.82444217347111e-06
"T_MIS18BP1",0.527344495262479,1.28447920943172e-07
"T_ILK",0.312373872741309,0.00390652997928454
"T_AC090948.2",-0.550588081219142,2.66961193292478e-08
"T_MTHFD2",0.684122493303794,2.15266048453658e-13
"T_THNSL1",-0.530558596308709,1.04084881765462e-07
"T_P4HB",0.257140227695315,0.0205605627040388
"T_FKBP9",0.604228570017974,4.31524508657197e-10
"T_ARID3A",0.583298348542396,2.31930008129383e-09
"T_DBNDD1",-0.375781893239242,0.000372401731849834
"T_CAPN12",-0.295738944359439,0.00668305141707941
"T_ZNF418",-0.274157846719949,0.0127911689836516
"T_SNORD110",-0.227387066639297,0.0437898829641985
"T_MAGEE1",-0.582905380234931,2.38950141696508e-09
"T_RNF13",0.441535873492493,1.8402985020904e-05
"T_LDLRAD3",0.543498900441588,4.35955608667548e-08
"T_HTATSF1P2",0.425510403248472,4.07071197099749e-05
"T_HYAL2",0.409746364779648,8.50735368573156e-05
"T_ZNF697",0.52583016926095,1.41869139644016e-07
"T_ENO1",0.342538011420845,0.0013514787254598
"T_ADM",0.601561365915032,5.36572649937265e-10
"T_ADAMTS17",-0.419448505485652,5.4344623843686e-05
"T_C18orf32",0.394733598616336,0.000166584014830441
"T_ZNF181",-0.41379056345368,7.06885216078307e-05
"T_BNIP3L",0.437366167375455,2.26946865043518e-05
"T_AC009318.1",-0.28467610126501,0.00938751518365763
"T_CXCL11",0.571494036834716,5.77825577015936e-09
"T_CAMKK2",0.464377874988395,5.58487297112732e-06
"T_YIF1A",0.309442286672979,0.00430358721340157
"T_CDCA7L",-0.367158485459245,0.000527399537614248
"T_ADAM22",-0.53075166767299,1.0287988458349e-07
"T_EID1",0.380157407313494,0.000310429943937581
"T_FAM171A1",-0.452423677082779,1.05649070109261e-05
"T_ZNF862",-0.331467181084804,0.00202320268142248
"T_HTD2",-0.263390704632185,0.0173545349855909
"T_NET1",-0.307132080970702,0.0046431646938362
"T_NUCB2",-0.475515993564836,3.01018956973296e-06
"T_AP2M1",0.23255841960057,0.0386641178196025
"T_SAMD9",0.642369205886825,1.53352604672529e-11
"T_TTC39B",-0.307957439232298,0.00452377959185999
"T_SLC29A2",-0.403231659983405,0.000114443204000514
"T_RNY3P1",-0.25029249102666,0.024701093689285
"T_ANXA4",0.571519664303148,5.76884856486493e-09
"T_AAMP",0.288439315809286,0.00838492391033664
"T_ZMAT1",-0.232701700550621,0.0385347246492146
"T_PPP2R3B",-0.272640639126347,0.0133603236349547
"T_FOXP1-IT1",0.287587493256406,0.00859801827141623
"T_IL1R2",0.317343362255665,0.00331459688014083
"T_TANGO2",0.289157246729323,0.00819738739493528
"T_PLD6",-0.454655100657434,9.3843532516074e-06
"T_UBE2S",0.27891893755201,0.0111131885597183
"T_EPS8L2",-0.276156577124506,0.0120626486368446
"T_MID1IP1",0.339169327458954,0.0015320505742267
"T_TRAV12-2",-0.518425394037939,2.28135362960609e-07
"T_H3F3AP4",0.38148605808283,0.000293505257670578
"T_KCNE1",0.370060095745673,0.000469539473705051
"T_MGST2",0.438732799225143,2.11618649581624e-05
"T_C17orf49",0.235250710529612,0.0362224197444893
"T_LMO7",-0.646535144046397,1.03713528715658e-11
"T_AKAP12",0.231484545543337,0.0396607546652654
"T_SQOR",0.547486971210204,3.31911646434914e-08
"T_CEACAM4",0.336138516430519,0.00170933726550412
"T_RGS19",0.424163331720414,4.34239174245118e-05
"T_ZNF814",-0.442186360906,1.78309094270896e-05
"T_MARVELD1",0.491779589683438,1.1787209869147e-06
"T_IL17RA",0.262599455043279,0.0177217227459737
"T_WHRN",-0.37453058790507,0.000391614000703827
"T_ZNF737",-0.563744935067819,1.02574049522063e-08
"T_SNORA2B",-0.226804796792946,0.0444085512079737
"T_CNP",0.612323710273048,2.20371926043219e-10
"T_STEAP3",0.633408359301306,3.49848140522275e-11
"T_GYPC",-0.346096639705652,0.00118592421135021
"T_COL6A3",-0.505363315081008,5.17326733246221e-07
"T_DNASE1",-0.237181559415428,0.0345361513415692
"T_PPP1CB",0.352071558976017,0.000948571979502175
"T_AL118516.1",-0.24214384663,0.0305567286235347
"T_RPS3AP6",-0.486393385577706,1.61445373803716e-06
"T_CTBS",0.529413396964997,1.12092543294823e-07
"T_KRT73-AS1",-0.609989282776357,2.67800217763681e-10
"T_NIPAL2",0.425032539912449,4.16413042475057e-05
"T_REEP3",0.529758125951933,1.09645365259441e-07
"T_CCDC170",0.551889134834485,2.43215204319792e-08
"T_AC136475.1",-0.276990096267885,0.0117641359340249
"T_C3orf18",-0.328232969133573,0.0022709621557375
"T_EMP1",0.511346403545246,3.56832055407787e-07
"T_LRFN4",0.276555052857337,0.0119250496983549
"T_BMPR1APS2",-0.334189408982786,0.00183349091988545
"T_CD83",0.492734504997746,1.11299501240362e-06
"T_MGAT4A",-0.502018372331422,6.36591815642462e-07
"T_ZNF467",0.384414561812526,0.000259971513198198
"T_KLHL25",-0.244732701221197,0.0285727173558167
"T_C2orf74",-0.233206041740325,0.0380742831208587
"T_C1GALT1",0.476933982661307,2.78044044017863e-06
"T_TENM1",-0.530771287149799,1.02769552310688e-07
"T_PSMB8",0.466441555925698,4.99386963392427e-06
"T_DENND1A",0.415710304293787,6.47212797187153e-05
"T_LAMB2",0.507276705743417,4.58490289485005e-07
"T_TMED5",0.543222906052246,4.44032447122333e-08
"T_TCAF2",-0.417397008580599,5.98585895253683e-05
"T_FMNL3",-0.330596107689368,0.00208732768634946
"T_FRY",0.507258089077133,4.58931520215721e-07
"T_TMEM63C",0.328049278479118,0.00228533221870483
"T_AP002004.1",-0.46987922743374,4.12912216445102e-06
"T_RNU6-36P",0.317019270040617,0.00334758229078467
"T_SLC36A4",0.507984158287055,4.40055976554349e-07
"T_IQSEC2",0.42653550000773,3.87406615020081e-05
"T_AC044860.1",-0.314835504530231,0.00360112458220075
"T_SERF2",0.25131038446844,0.024051256296672
"T_PHC2",0.380926707559181,0.00030047720330078
"T_AC009244.1",-0.286544442166819,0.0088828051470189
"T_AC245128.3",0.555636804878793,1.85675142812409e-08
"T_PLEKHH2",-0.342422473703302,0.00135707304558477
"T_AC004890.2",-0.335919508929824,0.00172309379237569
"T_HEXB",0.480578080409554,2.25823659220834e-06
"T_GVINP1",-0.576658165529827,3.90588804155822e-09
"T_GCC2",-0.364275808728448,0.000590733830735183
"T_GABPB1-AS1",-0.484890134991434,1.7627276005419e-06
"T_KANSL1-AS1",-0.296091207631895,0.00661066316131832
"T_AC139720.1",-0.39858730742347,0.0001404488500277
"T_NACC2",0.464463144935136,5.5591036839691e-06
"T_ZC3H12C",0.613671518396935,1.96510526699963e-10
"T_KLF3-AS1",-0.461510615899756,6.51906035342223e-06
"T_DNAJC5",0.267737963495398,0.0153639291538673
"T_AC011933.2",0.265292275080726,0.0164582298975626
"T_RPL39",-0.305429787975401,0.00490126821032755
"T_DPH1",-0.268603927286945,0.0149879528182757
"T_TMEM30B",-0.474889980827539,3.11726343250966e-06
"T_SLC25A11",0.23263731664879,0.0385841815561885
"T_LPGAT1",0.464548250240618,5.53622956891559e-06
"T_CYFIP2",-0.571204299957125,5.90587718001731e-09
"T_TCF7L2",0.526194539257549,1.38498718309744e-07
"T_PIGA",0.302670499249457,0.00536409306134587
"T_SNRPN",-0.477300592053912,2.72179680481615e-06
"T_LINC02084",-0.360951648076288,0.000673912671469688
"T_FAM184A",-0.535847807468568,7.31836524216754e-08
"T_TLE3",0.235399359220182,0.0361035288020509
"T_ITM2C",-0.520923762272001,1.94619909298567e-07
"T_FAM3C2",-0.241768464441566,0.0308421749499769
"T_MOB1A",0.523952231162176,1.601789380626e-07
"T_SNAPC2",0.290768887985876,0.00779493319273507
"T_CASP1P2",-0.259234546500089,0.0194474460204548
"T_ZNF347",-0.528999702968372,1.15220156505064e-07
"T_SOWAHC",0.336805920353508,0.0016691125238633
"T_RN7SKP176",0.274097670264365,0.0128144463882767
"T_PPT1",0.487367271528694,1.52906592150673e-06
"T_2-Mar",0.375284942600589,0.000379773301462879
"T_ZSCAN9",0.222426848259496,0.0492932103495455
"T_GOLGA5P1",-0.24170968233056,0.0308813926549194
"T_TMED1",0.411583727478348,7.81695775931668e-05
"T_NUSAP1",0.488337381803358,1.44385528935226e-06
"T_SHISA5",0.40132975008467,0.000124523775482964
"T_TECR",-0.231093952587256,0.0400398099569457
"T_ACTA2-AS1",-0.338119012690838,0.00159217878177863
"T_ZEB2-AS1",0.571110629711732,5.94325540002823e-09
"T_ACTB",0.357074224268776,0.000782905816042888
"T_HLA-DOA",0.410340343356742,8.28193432183778e-05
"T_SCAMP1",0.419315550413103,5.47006438703556e-05
"T_TRBV3-1",-0.443137161000586,1.69909361049496e-05
"T_STMN1",-0.475485562666165,3.01509888233358e-06
"T_LINC00342",-0.350737286355968,0.000998336611499393
"T_KREMEN1",0.52524905234445,1.47578112628143e-07
"T_COL5A2",-0.251937238119402,0.0236468883419586
"T_STK3",0.397288352043226,0.000148842279322828
"T_TOMM20P2",-0.321536032426328,0.00287633645274794
"T_SOD2",0.556760399055288,1.71212031719796e-08
"T_PRKCZ",-0.423924496012764,4.39264451118397e-05
"T_TMEM60",0.359467225391836,0.000713848269916224
"T_GBAP1",-0.29793398145249,0.00623683514210915
"T_PRKCA",-0.442342513842542,1.7698876805967e-05
"T_ZNF502",-0.381325626453921,0.000295345839294195
"T_MYO7B",0.489731261598257,1.33068995541097e-06
"T_SLC26A11",-0.420947957753709,5.06191816205426e-05
"T_SEC14L1",0.482554594999972,2.0202114150819e-06
"T_CD164",0.541140463925502,5.119101002106e-08
"T_ARHGEF35",-0.310674469718931,0.00413439024402685
"T_RASA4CP",-0.377923271184074,0.000340669121552753
"T_NHS",0.524144906308191,1.58196208784475e-07
"T_RPL32",-0.312386539381397,0.00390520686070728
"T_RALB",0.588780176708445,1.51314628144017e-09
"T_YPEL5",0.308811487219878,0.00439446481539193
"T_RNPEP",0.443025604191326,1.70826733434188e-05
"T_LINC01619",-0.367892250276575,0.000511647826311169
"T_PRSS53",-0.235410577767457,0.0361010045089334
"T_AC124312.1",-0.238551898125114,0.0334130312965844
"T_FOLR2",0.54660232549252,3.5211602535225e-08
"T_TRBC1",-0.414420047182557,6.87312840493219e-05
"T_PSME2",0.662585732481045,2.1372739490028e-12
"T_MRPS12",0.233246401914141,0.0380394131898785
"T_CBX5",-0.345908531038523,0.00119461011128875
"T_PDE4A",0.347438925525628,0.00112807728649936
"T_UNC119",0.396774873895592,0.000152166731814875
"T_CGAS",0.660753634761678,2.55590197108992e-12
"T_CSPG4P11",-0.2607618131415,0.0186505258940506
"T_SLC22A4",0.506159430942564,4.91752828834495e-07
"T_CXorf57",-0.594976490501102,9.29529443069991e-10
"T_SNORD35A",-0.231806691834755,0.0393736701556871
"T_ZNF662",-0.607936772853477,3.17234014645537e-10
"T_TRPV3",-0.259640338301906,0.0192375917371754
"T_TP53I3",0.562847912819104,1.09680750218156e-08
"T_ARPC5",0.407417279856417,9.46792426868357e-05
"T_AC092375.2",-0.371310088202211,0.000446493547943602
"T_PQLC1",0.335802190867171,0.00172972319548351
"T_PSENEN",0.32535379322517,0.0025154505772529
"T_MAD2L2",0.249587769340576,0.0251601371439719
"T_SAMD1",-0.265574875391842,0.0163302295765999
"T_ZDHHC7",0.447311990051333,1.37863355956173e-05
"T_TPCN2",0.398521014281508,0.000140853482490077
"T_AHI1",-0.367057011375915,0.000529433533833319
"T_BATF3",0.565159689136834,9.23953531443881e-09
"T_FZD6",-0.274204856988028,0.0127733197813814
"T_NLRX1",0.269544364086292,0.0145936844852896
"T_LYSMD3",0.316582269430306,0.00339725854723975
"T_RILPL2",0.455868703345022,8.7924931419483e-06
"T_MDS2",-0.495888929235133,9.24289686977784e-07
"T_FBXL5",0.498106288434232,8.0732716303282e-07
"T_YOD1",0.313386319766143,0.00377963006636337
"T_ABTB2",0.418677987999108,5.64339066785262e-05
"T_CDKN2D",0.332362233508119,0.00195823545563545
"T_CCNL1",0.222425579900154,0.0492932103495455
"T_LACC1",0.514147763848822,2.99922797609333e-07
"T_GCH1",0.693675827517613,7.1947825212648e-14
"T_COX6B1",0.291287778603955,0.00767909054963876
"T_ZSWIM5",-0.540253588772748,5.43825496492449e-08
"T_NLE1",-0.302005182611428,0.00548064154861471
"T_ABCA3",-0.299202957413318,0.00598417443167878
"T_IL18",0.56678066633948,8.19443334246305e-09
"T_ZNF91",-0.571187829860688,5.91091644270053e-09
"T_ARID5B",-0.266456394458563,0.015929469675061
"T_GAMT",-0.297868218770225,0.0062504049116244
"T_NCK2",-0.574792660543759,4.5008763527479e-09
"T_MAP9",-0.329958039524964,0.00213614042893635
"T_CCDC180",-0.399322697420391,0.00013592997736344
"T_CALR",0.326441028498609,0.00241805589242828
"T_ZNF677",-0.331402058497934,0.00202781747626953
"T_LINC01934",-0.489448328047225,1.35306783004293e-06
"T_ZNF580",-0.271204684723063,0.013901833765956
"T_AC093010.2",-0.363362150766339,0.000611950929881793
"T_ZNF618",0.397230627758307,0.000149161171558203
"T_PPTC7",0.410534140465846,8.20724842959168e-05
"T_TFE3",0.366622690980645,0.000538561532562964
"T_PPP1R3F",-0.358297421856976,0.000746516706197451
"T_MPRIP",-0.406394436231865,9.91400383295578e-05
"T_LIPN",0.527527733156254,1.26920724022189e-07
"T_PPARGC1B",0.449361544318686,1.24101328292199e-05
"T_UBE2E2",0.389360024998563,0.000210331328403999
"T_DDX43",-0.324924362795247,0.00255412017823634
"T_AKTIP",-0.539377557184163,5.75989847837796e-08
"T_DKK3",-0.278729907913348,0.0111700156514941
"T_AL928654.3",0.29584060815687,0.00666274135703516
"T_CNNM3",-0.260839307457536,0.0186123695725447
"T_EXT1",0.418482778044748,5.69618917951893e-05
"T_NINL",-0.343867749101185,0.0012862436751954
"T_RIPK3",0.293138079037689,0.00725861602262494
"T_LMNB1",0.672316673858983,7.93388656718797e-13
"T_TRAV12-3",-0.539747951826775,5.62004154568545e-08
"T_MYO1D",-0.609778144853073,2.71977985726355e-10
"T_RPL18AP3",-0.336184009615039,0.00170648327342881
"T_SLCO3A1",0.382930384036758,0.000276136756603076
"T_RRAS",0.294589741654262,0.00693140559156605
"T_FSD1L",0.576889142293308,3.83755317319166e-09
"T_CCDC146",-0.322176856307625,0.00281251608381406
"T_FKBP11",-0.401077416678937,0.000125830042585063
"T_SATB1",-0.509435354584982,4.02204241655302e-07
"T_ADAM10",0.371251436892808,0.00044745287819205
"T_PRKAR2B",0.380945578200971,0.000300265295610904
"T_NMI",0.60878074379479,2.96528526046186e-10
"T_SNX25",-0.389324433743638,0.000210614406417426
"T_ADPRM",-0.388323058728359,0.00021980502930418
"T_CATSPERB",-0.333389471216604,0.00188736701658877
"T_DBP",-0.237829152607472,0.0339829376206356
"T_GSTO1",0.420109686890833,5.2678350256395e-05
"T_AC010186.3",-0.480201802715555,2.30629639247244e-06
"T_HABP4",-0.641029499038084,1.73492569758677e-11
"T_SLC2A3",0.251033753886655,0.0242264718638373
"T_IKBIP",0.426045283422176,3.96524894025602e-05
"T_SASH3",0.242260250795191,0.0304744739009663
"T_GAS5",-0.389341440297639,0.000210480672568112
"T_MAP3K7CL",0.436047577114943,2.42265309614665e-05
"T_AP002387.2",-0.415751462840746,6.45967257311742e-05
"T_GABARAP",0.51776333766634,2.37724556015207e-07
"T_TST",0.520793392575145,1.9624353957188e-07
"T_ZNF787",0.249857527369889,0.0249773622979543
"T_ATG101",0.23390062514062,0.0374361281517174
"T_EFHC2",-0.45774312878009,7.98279473954424e-06
"T_AL035563.1",-0.313498640621276,0.00376689356077295
"T_NOS3",-0.273883503057468,0.0128941090932445
"T_NTNG2",0.349822380442989,0.00103322545888949
"T_SPCS2P4",-0.253147775145219,0.0228920539300412
"T_ZFP30",-0.355936890113884,0.000817810699873209
"T_AC084082.1",-0.264128838662616,0.0170200542418718
"T_AC135048.1",0.305679190217024,0.00486663620954271
"T_TRAM1",0.388937090297151,0.000214070214451444
"T_SERINC5",-0.331252339528338,0.00203862645721331
"T_ARFIP1",0.357708257822053,0.000763725059371178
"T_C4orf33",0.535777872313733,7.34536422533067e-08
"T_LTA4H",0.401129609725988,0.000125552658871989
"T_DDR1",-0.241930339656474,0.0307066088530017
"T_HIP1",0.378649534261684,0.00033036482621822
"T_TRAV1-2",-0.412887805225207,7.36786290333105e-05
"T_RAVER2",-0.275096210294249,0.0124528589793301
"T_MTHFR",0.234567261658056,0.0368210336496272
"T_B2M",0.361686272110216,0.000653661375362729
"T_LINC00920",-0.472766489425468,3.5206230668502e-06
"T_PLEKHA5",-0.252112907782825,0.0235341251570062
"T_PDE9A",-0.319974236460773,0.00302903303954817
"T_GDF11",-0.64167543620109,1.6366091997471e-11
"T_LIN7C",0.35692721947708,0.000787587121183894
"T_LRMDA",0.596300896027104,8.31945455518307e-10
"T_CENPF",-0.25074100344577,0.0244177046172403
"T_SPINT1",0.368625314128046,0.000497112595271559
"T_CDC14B",-0.604804527273777,4.12355644487196e-10
"T_SUSD3",-0.229553839076273,0.0415653551353556
"T_SERF1B",-0.519806967199723,2.08788540456019e-07
"T_CLCN5",0.564632826643872,9.60328809278336e-09
"T_CUX1",0.303001528950155,0.00530921859681977
"T_LRG1",0.633973476669657,3.34235478468654e-11
"T_WASHC4",0.523801004136839,1.61595483233864e-07
"T_PTPRS",-0.285900763242923,0.00905325042602356
"T_MPZL1",0.446614772545609,1.42758938253823e-05
"T_TRAV9-2",-0.573762822593047,4.87195983260194e-09
"T_CHD3",-0.493110446730063,1.08964858631262e-06
"T_GSAP",0.295852909369984,0.00666148732975174
"T_PLEKHF2",0.507827621198409,4.44400908765082e-07
"T_P4HTM",-0.248534759971257,0.0258672097893064
"T_AC021078.1",0.364706682590866,0.000580616873506494
"T_NOL4L",-0.435813519349587,2.45137340121235e-05
"T_CUEDC2",0.254607558345098,0.0220075633750374
"T_RAB10",0.512458473749448,3.3269466253858e-07
"T_RPS14",-0.358507513198892,0.000740609013898226
"T_MERTK",0.483220221399997,1.94255610624171e-06
"T_RNF5P1",0.297480726186119,0.00632779198079988
"T_DZIP3",-0.444948778245607,1.55034948268174e-05
"T_ZNF33B",-0.386144976726405,0.000241767177536939
"T_OR52K3P",0.644158236948818,1.28728631060415e-11
"T_SFI1",-0.437042373476101,2.30589983097711e-05
"T_RPS3A",-0.575000440460792,4.42881566449555e-09
"T_TRPC1",-0.589104514880492,1.47533841438942e-09
"T_AP2S1",0.406959148669377,9.66101915451391e-05
"T_TRAV10",-0.413267249326778,7.24121178221244e-05
"T_MKL2",-0.233746295717112,0.0375702108670821
"T_N4BP3",-0.348106805935975,0.00110037493296278
"T_CDHR1",-0.383040453093092,0.000274822854230932
"T_OSBPL1A",0.455127237733119,9.15472381070287e-06
"T_NECTIN3",-0.421857284790326,4.84927581744717e-05
"T_MBOAT2",0.297275038515494,0.00636652291782792
"T_AC139769.1",-0.6056091842412,3.84792697691833e-10
"T_ZNF781",-0.544257109096841,4.14765049974308e-08
"T_TRDV1",-0.280210403610821,0.0107049449594289
"T_STX3",0.488246692525865,1.45153377544843e-06
"T_AC239800.1",-0.22218572626672,0.0495827636013587
"T_GPC2",-0.355322659047062,0.000836916255887086
"T_KCNMB1",0.603418497678444,4.62037647414767e-10
"T_NLGN2",-0.343546615500487,0.00130136080687574
"T_STON2",0.545109015167967,3.90950541340662e-08
"T_KCNQ5",-0.453509204388268,9.96750261369541e-06
"T_EEF1A1P6",-0.42702308473526,3.7869132852554e-05
"T_SNORA58",-0.228048754848081,0.0430901223588338
"T_BAIAP2",0.349409458410739,0.00104914374997211
"T_TMEM205",0.454324223316082,9.54445283672744e-06
"T_ZNF594",-0.38688822994954,0.000234001986529415
"T_VNN3",0.461778069182784,6.4332946735672e-06
"T_AMN",-0.314598300243625,0.00363190474936683
"T_SNX2",0.4894260084873,1.35387215790158e-06
"T_CRIM1",-0.238396225241009,0.0335394966862663
"T_CDK14",0.633641538419985,3.44128776304692e-11
"T_SERPINB8",0.494429770546535,1.00688811534624e-06
"T_TTC24",-0.296533141295968,0.00651788365650416
"T_AC013264.1",-0.394884339624237,0.000165437501164699
"T_PCGF5",0.260598123870134,0.0187280402426883
"T_RAP2C",0.479271515560392,2.4324041817912e-06
"T_ORAI2",0.223600042756676,0.0479666074812901
"T_HCAR3",0.549260570166428,2.93273642655593e-08
"T_SPCS3",0.368746207041289,0.000494691771621574
"T_IER5L",0.253768703190421,0.0225201424988246
"T_AZIN2",-0.500646218843668,6.92573421679967e-07
"T_BCL2A1",0.401390257329767,0.00012419835726142
"T_ZNF329",-0.61181231424897,2.29095678720886e-10
"T_ARHGAP31",0.499346454539727,7.48213672130183e-07
"T_CRYBG3",0.352847264990136,0.00092101391349374
"T_TTC34",-0.28755801318659,0.00860555047891477
"T_CCR12P",-0.455119467112231,9.15532632847811e-06
"T_FBF1",-0.345666164316583,0.00120501453863716
"T_SOX8",-0.373522265125466,0.000407720960677584
"T_UEVLD",0.4244604716169,4.27933890671921e-05
"T_SPRED1",0.468796113597167,4.38753285503277e-06
"T_SNORD116-2",-0.231622938527721,0.0395415243676611
"T_SEMA4D",-0.228056666941646,0.0430850508751939
"T_CASP5",0.424304059641451,4.31229840711776e-05
"T_C21orf91",0.265549532870426,0.0163413329933645
"T_LAMP2",0.594741069317953,9.45719444616717e-10
"T_LAMTOR2",0.381231848448553,0.000296527671047365
"T_TMED9",0.282000278488839,0.0101563858718996
"T_MCOLN1",0.440650518249443,1.92135038954117e-05
"T_KALRN",-0.306727624672739,0.00470483521186897
"T_GSDMB",-0.455986011005499,8.73858173188348e-06
"T_SNX18",0.597887923601034,7.31193589046359e-10
"T_RPS12",-0.444461434043262,1.5875865424524e-05
"T_ATG3",0.557369131859509,1.63927165838347e-08
"T_TRBV24-1",-0.338845773015587,0.00154949930887329
"T_DDX41",0.230981055001752,0.0401478731927207
"T_AC092279.1",-0.447213348782868,1.38514258761313e-05
"T_OAZ2",0.457340788095829,8.15428759368269e-06
"T_CDC42EP1",0.556782569779027,1.70987179821596e-08
"T_TOR2A",0.348117246594777,0.00110005669177237
"T_CAND2",-0.534070273217085,8.23707765007244e-08
"T_KCTD3",0.230122941644485,0.0410121486447579
"T_WDFY1",0.638092549629,2.27732237120503e-11
"T_DPP3",0.310968156601031,0.00409356718163412
"T_9-Mar",-0.498360203351739,7.9566339053472e-07
"T_TNFAIP6",0.560772237087416,1.27633929646569e-08
"T_NR2F6",0.22814223053646,0.0429980283998035
"T_AL359220.1",-0.569547807551663,6.66303791125676e-09
"T_PSMB9",0.59485651871939,9.37048531245478e-10
"T_MYO7A",0.532600695553499,9.09436803649861e-08
"T_CCDC152",-0.317120820741927,0.00333835512944546
"T_SBF2",0.424868413012176,4.19462961112235e-05
"T_ZNF439",-0.602395241195006,5.02875756500975e-10
"T_NEIL3",0.578283174818383,3.45477169095123e-09
"T_ANAPC11",0.271535894131043,0.0137775964986094
"T_SLC39A8",-0.447085322056678,1.39463050566273e-05
"T_HSD17B11",0.401614530352232,0.00012303388464536
"T_C3orf58",0.603333676716057,4.64698876340655e-10
"T_CFL1",0.279273056872047,0.0109948117428439
"T_KANK3",-0.303950911641804,0.00514931554697261
"T_ALYREF",0.354985603885579,0.000848065960800013
"T_AC025423.2",0.323262781896465,0.00270804428148673
"T_AC091390.4",-0.270834569967397,0.0140597197919198
"T_MPP6",-0.637592551613254,2.38479553925683e-11
"T_EIF4BP6",-0.495724026662695,9.32231462318179e-07
"T_SELENOK",0.256024153710478,0.0211667676423589
"T_OLFM2",-0.315095983079884,0.00357203379785024
"T_RAB15",-0.602595677452973,4.94858450394769e-10
"T_ACACB",-0.27176935287221,0.0136862989819494
"T_TET2",0.631075075381015,4.31369578043325e-11
"T_TJP2",0.611713806523827,2.30914125212148e-10
"T_ACVRL1",0.677233422063605,4.64390666863882e-13
"T_TUBB6",0.544672209687095,4.0374435197143e-08
"T_PYGM",-0.231258051984077,0.0398877467569678
"T_PQLC3",0.441907494571099,1.80679221861833e-05
"T_ACTA2",0.318253243397456,0.00321292523262607
"T_AC092647.5",0.223805844391261,0.0477319378433219
"T_TMX1",0.475287663553012,3.0476136222971e-06
"T_TRBV27",-0.428847013879921,3.46298502106733e-05
"T_AC051619.8",-0.246690442652617,0.0271470444567653
"T_SARM1",-0.43458529177089,2.6086188084442e-05
"T_TPMT",0.590173932518409,1.35816181619314e-09
"T_TMEM178B",0.319917333964938,0.00303459104833956
"T_TAP1",0.531177203210178,1.00101973039879e-07
"T_ZNF28",-0.292294800866475,0.00744842777560675
"T_CHD7",-0.41697886084099,6.10443361455889e-05
"T_AC006042.3",-0.290948958764834,0.00775638745073341
"T_RB1",0.519943513889393,2.07118651428016e-07
"T_LOXL2",-0.346404688197135,0.00117221201643748
"T_FIBP",0.374545219540844,0.000391417891147486
"T_SEL1L3",-0.539838536930345,5.58703611871025e-08
"T_FAM35BP",0.412727879141916,7.41661014659767e-05
"T_HIGD1A",0.321072343683883,0.00292185893967484
"T_CHMP7",-0.432083937781731,2.95911794535803e-05
"T_ZNF267",0.54802923627893,3.19932619334735e-08
"T_NIPSNAP3A",0.451123092712293,1.13209726842635e-05
"T_AL669831.4",-0.420016025697185,5.29156483826668e-05
"T_CDC42EP3",0.408990773714767,8.80179159264883e-05
"T_CYTOR",0.246351125323104,0.0273771422704701
"T_RPL7P9",-0.40933082047811,8.6618934054598e-05
"T_TIPARP",0.228289330314667,0.0428440074094552
"T_NDFIP2",-0.272085865417708,0.0135775527491364
"T_VAMP4",0.239104044874101,0.0329504172379726
"T_RPS3AP26",-0.431727734339072,3.01238066341051e-05
"T_ZBP1",0.645799136892385,1.10876128086526e-11
"T_PIGT",0.225738396164634,0.0455827640057263
"T_NETO2",0.58698057841662,1.74209678488456e-09
