"","MM.darkgrey","padj.MM.darkgrey"
"T_SCART1",-0.257664757972351,0.0264721836885214
"T_D2HGDH",-0.526569577142323,4.0559777487516e-07
"T_TRIM28",-0.545711618421296,1.24383713797566e-07
"T_SNORA3B",-0.28314538431691,0.0135755778819016
"T_CCDC85B",-0.582948629948094,9.40801091801182e-09
"T_SYNGR2",-0.298789309553703,0.00869286988208168
"T_AC022384.1",-0.486787662302252,3.87060186273075e-06
"T_MOB3A",-0.322165941595523,0.0042359671902047
"T_SNORA80A",-0.53497336378338,2.42408477198764e-07
"T_TSHZ2",-0.288316930866529,0.0117565966251531
"T_MAP3K11",-0.436153589480501,4.94495808973153e-05
"T_PNMA3",-0.456198190818801,1.867033865483e-05
"T_CTNNA1",0.280288993435546,0.0147108851796477
"T_FMNL1",-0.348190982849142,0.00177310076439703
"T_PITPNM2",-0.526582115259414,4.0559777487516e-07
"T_BCKDHA",-0.409376460143918,0.000162764534502407
"T_DOK2",-0.306286232795427,0.00692771499524817
"T_PRRC2A",-0.431867351135101,5.98064162369786e-05
"T_STAT4",-0.234034079899114,0.0464846322839129
"T_GPRASP1",-0.297584491034945,0.00899080231901716
"T_CLUH",-0.497102391240832,2.21990040480922e-06
"T_EPHB6",-0.500679440447467,1.80729845152617e-06
"T_GPAA1",-0.529281841638637,3.44498260797804e-07
"T_HIST1H2AI",-0.328662449269686,0.0034352386765528
"T_TRABD",-0.501788796773437,1.69601152186245e-06
"T_CAMTA2",-0.284583621729448,0.0130621075612635
"T_RPS2",-0.56650744463673,3.08728430286231e-08
"T_ACAP1",-0.620308069921015,4.9923113003349e-10
"T_SH2D2A",-0.485580968598168,4.13738459986244e-06
"T_MROH1",-0.471828375614988,8.51083367397451e-06
"T_ITPRIPL2",0.258385945334177,0.0259976266369526
"T_PIGQ",-0.494920218475088,2.49798666210105e-06
"T_EPHB2",0.370675200639966,0.000780350053714445
"T_RNU6-8",-0.509032147031057,1.12082460111996e-06
"T_ACPP",0.271767419444547,0.0184807833756772
"T_KMT2B",-0.404152740565999,0.000204170586670413
"T_NOP53",-0.595987525257673,3.48669908679388e-09
"T_SPATS2L",0.34994667008877,0.00166353776243979
"T_SLC2A4RG",-0.679812288567381,1.31361718316502e-12
"T_ENO2",-0.508272587823499,1.16989501096818e-06
"T_CENPB",-0.391493961516576,0.000344053512924535
"T_RPL23AP42",-0.436143084758582,4.94567668738556e-05
"T_TESPA1",-0.368567879738917,0.000844460000252584
"T_JDP2",0.268958765563031,0.0198442508788795
"T_G6PD",-0.307890339974504,0.00659911954434703
"T_PGAP1",0.631448067396219,1.90391273170179e-10
"T_LY9",-0.479687730493618,5.65292065876896e-06
"T_NUCB1",-0.393632424039122,0.000315465723001934
"T_AC002116.1",-0.254278480587632,0.0288359563048306
"T_CXCR5",-0.510949806978798,1.00414704791227e-06
"T_TEDC1",-0.384508989623253,0.000454431189114017
"T_PLD3",-0.287931475681031,0.011890998941483
"T_NME3",-0.524731486945108,4.51800689796633e-07
"T_NDUFB7",-0.367691272590622,0.000871610062060447
"T_CLSTN3",-0.395558288561265,0.000291091060167042
"T_SOX13",-0.271186678802132,0.0187662760538957
"T_CCR6",-0.280965920357112,0.0144596453946086
"T_SGSM3",-0.526002720838422,4.18130024239638e-07
"T_SCARNA6",-0.469075550893656,9.80009796300976e-06
"T_DDX11L2",-0.25005558439027,0.0319394164773654
"T_SHKBP1",-0.355198279339799,0.00138246425514991
"T_KIF21B",-0.536735503204139,2.173408585729e-07
"T_SLC38A10",-0.434679921210588,5.27850415747259e-05
"T_PLEKHM2",-0.37969184044663,0.000547098037988011
"T_TELO2",-0.499088580926565,1.98565534706567e-06
"T_SH3BP1",-0.456524934206477,1.83820721850493e-05
"T_MYO18A",-0.473128283894444,7.9452934894136e-06
"T_FAM225A",0.298640740921585,0.00872449481569778
"T_OGFR",-0.351834038387079,0.00156004666552943
"T_SRGN",0.494868270221843,2.50469098826741e-06
"T_CDC25B",-0.501007857972352,1.77200748100388e-06
"T_TRIQK",0.509842829464332,1.07092619598863e-06
"T_HDGFL3",0.269577978268785,0.019514982013921
"T_LINC02432",0.355592584331186,0.00136252654771691
"T_ST6GALNAC1",-0.445488301330899,3.16984811650021e-05
"T_ATP8B4",0.352499555555396,0.00152397656690863
"T_ZMIZ2",-0.483993696456967,4.48535757792439e-06
"T_SNORD46",-0.363276367857583,0.00102977723887281
"T_TSPYL2",-0.365110050782336,0.000960673881579409
"T_GPS1",-0.454342212954664,2.05127071530656e-05
"T_NFIL3",0.264254273580859,0.0224129297001949
"T_FUT7",-0.39515732794847,0.000296026962183288
"T_THEM6",-0.635351582959532,1.36694981250177e-10
"T_IL1RN",0.350879087816136,0.00161252902563356
"T_SETD1B",-0.237742139141497,0.0426667138489842
"T_PLA2G7",0.299894632057566,0.00841155860497681
"T_SKAP2",0.535975404015284,2.27311437010896e-07
"T_RIMBP3C",-0.417382922072794,0.000114725481020423
"T_GIT1",-0.472716744948071,8.13974687256169e-06
"T_SLC52A2",-0.480980618088055,5.27734888523926e-06
"T_ATP13A1",-0.452855470386895,2.21823646314746e-05
"T_NEAT1",0.307983721888187,0.00658046714870924
"T_E4F1",-0.506723175064662,1.27705066096825e-06
"T_HIST1H2BK",-0.273751435863267,0.0175005568105196
"T_HERC5",0.494144232070885,2.60963703213355e-06
"T_ABTB1",-0.458251215221048,1.69119910322079e-05
"T_HIST1H2AG",-0.350383708731523,0.00163964699597631
"T_MBD3",-0.475732384928259,6.97059130905431e-06
"T_AC044849.1",-0.269074479028959,0.0197807679759182
"T_PCED1B-AS1",-0.466165018570849,1.13212532139452e-05
"T_ARFGAP1",-0.463106050726561,1.32209964223896e-05
"T_GCA",0.440540665345822,4.01549873279297e-05
"T_AC119396.1",-0.537944662840931,2.03786711624076e-07
"T_LATS2",0.275579188068618,0.0166547625404105
"T_UBE2D1",0.824451575463415,2.72738182654989e-23
"T_RPUSD1",-0.452331725091047,2.27964119086567e-05
"T_MED15",-0.391795523602077,0.000340187022446002
"T_ARRDC4",0.478020365737071,6.16689155760073e-06
"T_RHOG",-0.284751201721911,0.0129997859778187
"T_TSPAN32",-0.401910682742213,0.000224466928059279
"T_IDUA",-0.516451344754086,7.37465889237352e-07
"T_NID1",0.298085358743237,0.00886344965915295
"T_CAPN15",-0.480149046709726,5.51112476149828e-06
"T_SREBF1",-0.447324040612296,2.91622916238334e-05
"T_AC090527.2",-0.238660084359171,0.0417679349641397
"T_DTX1",-0.488860784414196,3.46863217311456e-06
"T_LDLRAP1",-0.609845907922007,1.20452516552112e-09
"T_PRKD2",-0.497393875614419,2.18228917081349e-06
"T_SCAND1",-0.469795153250204,9.43897715203004e-06
"T_NCR3",-0.418716871092119,0.000108018305197909
"T_BRAT1",-0.543229140992572,1.45149004835228e-07
"T_COL6A1",-0.577789088940165,1.36255221771952e-08
"T_IL1B",0.287463595758196,0.0120445605753055
"T_JMJD7-PLA2G4B",-0.559549805734802,5.0014859971803e-08
"T_ARSA",-0.43973655705256,4.17849393104501e-05
"T_SRP9P1",-0.651798891457455,2.72747338275367e-11
"T_SLA2",-0.460665812733733,1.49423089996083e-05
"T_GOLGA7B",-0.478445937665326,6.04624702559576e-06
"T_ZFP91-CNTF",-0.478661475404039,5.9763345612601e-06
"T_ZNF100",0.477486292538392,6.34471599633464e-06
"T_ACTN4",-0.347282227605125,0.00183119127958521
"T_TUFM",-0.4215222349657,9.55149289349628e-05
"T_MYO1G",-0.30208484912644,0.00787648494554546
"T_LGALS3",0.252473021676649,0.030152340072749
"T_SELPLG",-0.442707397319953,3.62590439945241e-05
"T_DVL1",-0.543754557881275,1.40540140489348e-07
"T_PLEKHG5",-0.555662124057693,6.46782627410941e-08
"T_TSSC4",-0.421569537564807,9.53663170469971e-05
"T_NBL1",-0.464026264105087,1.26224892541542e-05
"T_CD180",0.268278297128289,0.0202318696041357
"T_RPLP1",-0.475409044936592,7.09788195612255e-06
"T_MGRN1",-0.358223245714999,0.00124006264960216
"T_CAPN1",-0.420636827211628,9.92883076805977e-05
"T_UBXN11",-0.263811439160072,0.02268333498438
"T_SCAF1",-0.513974024902758,8.51811845854383e-07
"T_CLMN",0.268559297196622,0.0200745694282272
"T_DNAH1",-0.497951822104724,2.11536188625189e-06
"T_AP5Z1",-0.507235692878777,1.24138068220566e-06
"T_RAB1B",-0.420250411861658,0.000101082877575691
"T_PIK3IP1",-0.529026180452024,3.4865752300215e-07
"T_LMTK3",-0.572402767702685,2.05565997117613e-08
"T_FBRS",-0.343965010014902,0.00206113785033554
"T_APLP2",0.269435724440854,0.0195912452923198
"T_C21orf2",-0.605069697867478,1.75051403289604e-09
"T_ABCA1",0.314769940744581,0.00533314035020464
"T_HSPG2",-0.56521380067425,3.38649595643229e-08
"T_SLC22A23",-0.308852355809858,0.00640237728210941
"T_TRIB2",-0.310432550804445,0.00610277413191225
"T_NCLN",-0.465395081276506,1.17542266976098e-05
"T_SPTBN1",-0.377141858133067,0.000606298856275109
"T_RASSF7",-0.570631231224555,2.33658320766753e-08
"T_PPDPF",-0.438732185670401,4.37298040136926e-05
"T_CDH23",-0.344100081818383,0.00205212337009401
"T_GAPDH",-0.270698044254896,0.0189722040990166
"T_ATP13A2",-0.489873050366273,3.29665639166795e-06
"T_XAB2",-0.409215110342194,0.000163809011868237
"T_TRMT2A",-0.561576613528368,4.31272557638639e-08
"T_OR2A9P",-0.356505624939536,0.00131806001942138
"T_METTL7A",0.287343927359823,0.0120852967053958
"T_ALS2CL",-0.536649307677692,2.1821043810766e-07
"T_PIDD1",-0.544804011086866,1.31851805001118e-07
"T_SART1",-0.456157581074391,1.8705239411137e-05
"T_DCAF15",-0.50704283089996,1.25471210392803e-06
"T_C9orf16",-0.480354824168394,5.45140548704127e-06
"T_PUF60",-0.447061156085284,2.94613878615671e-05
"T_KRT17P2",-0.322325016075339,0.00421794450551318
"T_UBA7",-0.496907950207086,2.24356884006088e-06
"T_FAM160B2",-0.557668793920041,5.65000188461921e-08
"T_SF3A2",-0.440653370283772,3.99395548325279e-05
"T_MC1R",-0.570477164707313,2.35145429197758e-08
"T_RALGDS",-0.521485994477616,5.46076999166298e-07
"T_NBPF13P",-0.421785705020465,9.44924394922414e-05
"T_CSF2RA",0.273126561347397,0.0178031527542114
"T_RNVU1-14",-0.258585474831372,0.0258730938020345
"T_REX1BD",-0.622830037850555,4.00390003787169e-10
"T_NUTM2A",-0.351637026281498,0.0015692599886036
"T_PKD1P6",-0.571402613301527,2.21475719818101e-08
"T_LMAN2",-0.397577338467831,0.00026881265803763
"T_IMPDH1",-0.336511557386349,0.00264636417064608
"T_GRAMD1A",-0.546572789711352,1.17488971030424e-07
"T_METTL26",-0.559228139827761,5.10754093394552e-08
"T_DUS3L",-0.515725767919942,7.68099165800964e-07
"T_ADGRL1",-0.550089354872585,9.32005007408074e-08
"T_SCARNA17",-0.639730067493941,9.16980821757445e-11
"T_SNORD17",-0.422851483694592,9.00005718640324e-05
"T_JAKMIP1",-0.239170402206327,0.0413009100417207
"T_SERPING1",0.34812108678696,0.00177700491638868
"T_EDAR",-0.314533914351165,0.00537136023714033
"T_MFSD10",-0.48728647477472,3.77142951818192e-06
"T_CDC42EP2",0.246782964088981,0.0345367596264793
"T_DENND1C",-0.541401161268075,1.63466121205618e-07
"T_LPAR6",0.479161017756462,5.80636753073875e-06
"T_CEACAMP3",-0.257380800664938,0.0266487819066015
"T_ALDOA",-0.325507561793776,0.00380554615474333
"T_PRKCSH",-0.525632368370659,4.26784113332006e-07
"T_C3AR1",0.336862999029767,0.00261744771051806
"T_PLXDC1",-0.537019691065244,2.15083475559574e-07
"T_CSNK1G2",-0.461307623101111,1.44677042768276e-05
"T_FASTK",-0.585175250476966,7.91434064662893e-09
"T_RNU6-11P",-0.365209522034515,0.000956750788707411
"T_AP000347.2",-0.44148773109803,3.85030529665437e-05
"T_SCARNA3",-0.337300882658475,0.00257936664507921
"T_PRDX2",-0.543899416048031,1.3936296843665e-07
"T_WASH7P",-0.436991151400116,4.7553474434404e-05
"T_ASGR2",0.30991254454339,0.00619893549173073
"T_RPS19",-0.562838673767157,3.97223225597881e-08
"T_ACSL1",0.301863160241841,0.0079289395421612
"T_ATAD3B",-0.570624530597699,2.33658320766753e-08
"T_VSIR",-0.261800058551844,0.0238569609582191
"T_B3GAT3",-0.526356189140228,4.09710252880557e-07
"T_ACTN1",-0.403556159377915,0.000209589714632655
"T_SYNGAP1",-0.457219718486281,1.77480583528146e-05
"T_HPCAL4",-0.396506602999884,0.000280614847037195
"T_SCYL1",-0.456909596659743,1.80184146611918e-05
"T_ERBB2",-0.238480414062102,0.0419376128408931
"T_PCED1B",-0.550636746524747,8.96615512786845e-08
"T_SGSH",-0.475589552093873,7.0273148823719e-06
"T_SORBS3",-0.444636240486045,3.30146833383384e-05
"T_MIB2",-0.520049333548079,5.95003935307185e-07
"T_LAMP3",0.265493011630144,0.0217105076134612
"T_ANKRD13D",-0.445729557615189,3.13711004027553e-05
"T_UBXN6",-0.390770716617281,0.000353927515912045
"T_POLR2A",-0.248970997067739,0.032749921273789
"T_MARCO",0.276304756473521,0.0163288969854522
"T_AC022826.2",-0.268835281649328,0.0199185748105571
"T_AC138866.2",-0.341673310483423,0.00222932767092983
"T_POLR2E",-0.458240178856627,1.69142194188174e-05
"T_KCNQ1",-0.273869926264561,0.0174473346920194
"T_PNPLA7",-0.469280885111632,9.71169845997673e-06
"T_PIP5K1C",-0.298764780778726,0.00869867079336357
"T_SLC4A2",-0.380904934358433,0.000521547074946243
"T_HCG4P7",-0.299786963914614,0.00843903704883584
"T_CPED1",0.366499134974365,0.00091072183674831
"T_EEF2",-0.578320014571424,1.3132143397744e-08
"T_YDJC",-0.562975489945739,3.93482884071562e-08
"T_P2RY11",-0.479261353533439,5.77350650729175e-06
"T_PARP9",0.468656634670728,9.99582741901344e-06
"T_TRMT1",-0.536524433233947,2.19725932936647e-07
"T_SHARPIN",-0.521116400122357,5.56774108505955e-07
"T_SAMD9L",0.558675017424164,5.2784715723374e-08
"T_SMIM25",0.299514558724568,0.00850684872893654
"T_RNF31",-0.438214221556197,4.47834752283696e-05
"T_AURKAIP1",-0.399790758943486,0.00024533921099438
"T_RUNX3",-0.347134996640575,0.00184107131299271
"T_SLC25A6",-0.452476968327647,2.26171081722001e-05
"T_ZFPM1",-0.628263955119717,2.49774731696259e-10
"T_B4GALNT3",-0.382184557862306,0.000496857986138099
"T_SETD1A",-0.35265181327484,0.00151606811533098
"T_TSPOAP1",-0.423977178863081,8.53078455521748e-05
"T_LEF1-AS1",-0.307226086005915,0.00673721856440118
"T_TMTC1",0.355286736876619,0.00137763055775522
"T_PLEKHG4",-0.653123456499059,2.41996810003893e-11
"T_KIFC2",-0.550314079193693,9.16992824709978e-08
"T_AKT1",-0.39654974777806,0.000280336433103892
"T_AEBP1",-0.419344623870733,0.000105114632842449
"T_DHRS3",-0.489368525101494,3.37999474842014e-06
"T_ALKBH7",-0.551065872691076,8.67979017208938e-08
"T_RNF126",-0.555672910220151,6.46782627410941e-08
"T_ATAD3A",-0.42256945400824,9.11003690121809e-05
"T_MICAL1",-0.425040779616335,8.14916590790437e-05
"T_SMG1P6",0.626277140496661,2.9109495040722e-10
"T_ANKRD50",0.288736450518953,0.0116139491110966
"T_CD40LG",-0.367056036776027,0.000892155668433933
"T_SKAP1",-0.319209353219692,0.00465611749460452
"T_MAP1S",-0.407425453372618,0.000176888738161312
"T_TNFRSF18",-0.480516543540131,5.40296793243387e-06
"T_TCF4",0.406608010963873,0.000183481374829558
"T_FAM89B",-0.43064685588034,6.33081404962785e-05
"T_CARNS1",-0.531980147657009,2.93830430644959e-07
"T_SLC7A5P2",-0.494958643470182,2.49587231541317e-06
"T_TNFRSF14",-0.517356503418248,6.95661039944158e-07
"T_U2AF2",-0.460327920744722,1.51884709158759e-05
"T_GPAT2",-0.468001588897167,1.03192697786952e-05
"T_CHMP1A",-0.452974999595686,2.20403948544625e-05
"T_FPGS",-0.556306192956743,6.20286001223361e-08
"T_ZNF524",-0.484725535249312,4.32015393292138e-06
"T_ZDHHC8",-0.488648819625952,3.50921042484318e-06
"T_PPAN",-0.562549150893973,4.05338635726107e-08
"T_CITED4",-0.503370643993452,1.54040857007902e-06
"T_TJP3",-0.575892622709583,1.56786663547935e-08
"T_NOTCH1",-0.349245820707945,0.00170613548271801
"T_AL365361.1",0.557296283877009,5.80334958420965e-08
"T_ZNF316",-0.556130216506215,6.26024018154578e-08
"T_PLXNA1",-0.629969849630758,2.15515962997037e-10
"T_AC009533.1",-0.307488896836628,0.00668332856953227
"T_ANK1",-0.322912017194668,0.0041404623468459
"T_C9orf72",0.689418840250298,4.14586202219537e-13
"T_RBP7",0.352615350915334,0.00151789271708715
"T_ARRDC1",-0.4683249934556,1.01415405654098e-05
"T_PTOV1",-0.519926365645378,5.99661198016138e-07
"T_MAP4K2",-0.573141002893601,1.94255717110646e-08
"T_TLR6",0.26322393228003,0.0230195247613778
"T_SSR4",-0.46667855617937,1.10304171252712e-05
"T_AC144521.1",0.584521940720853,8.26542338898741e-09
"T_ZNF512B",-0.588823229912854,6.00594698840881e-09
"T_RAP2A",0.509762692001187,1.07520734259799e-06
"T_ISYNA1",-0.567756374988809,2.82991329269237e-08
"T_IGF1R",-0.318806657492491,0.00471422595216046
"T_TBKBP1",-0.359523907586987,0.00118333251299884
"T_CYC1",-0.385541584943346,0.000437089918065854
"T_SELENOO",-0.456234672296773,1.86400014146395e-05
"T_C19orf25",-0.558875238817413,5.23816291126126e-08
"T_KMO",0.315481716032636,0.00521753146292283
"T_ATF3",0.235166560535635,0.0453427123213209
"T_TPM2",-0.552511766130762,7.88266586736379e-08
"T_AP000275.2",-0.339951657427047,0.00236585929180628
"T_ST6GALNAC6",-0.474926013121165,7.26938469156972e-06
"T_HIST1H1D",-0.363353546245321,0.00102763102322037
"T_SPPL2B",-0.574111845545873,1.80312599509329e-08
"T_CYHR1",-0.52231706346652,5.2131065394382e-07
"T_SLC7A5",-0.310492700510854,0.00609387462106489
"T_TNXB",-0.581226428454384,1.06409624204394e-08
"T_PPP1CA",-0.357098768414565,0.00129022675184225
"T_SLC9A7P1",0.343605805205332,0.0020877703097179
"T_SH2D3C",-0.478036841994917,6.16604735388871e-06
"T_BTG1P1",-0.346640266062889,0.0018750909432358
"T_SKI",-0.290002956845845,0.0111994568152169
"T_RNF217",0.247881430988356,0.0336353736896653
"T_ASPSCR1",-0.513289187606677,8.87069142238279e-07
"T_TIGD5",-0.584571350347327,8.24918080181206e-09
"T_STXBP2",-0.26550269138162,0.0217070830413587
"T_GBP1",0.381293706711484,0.000514036709202641
"T_AL121845.3",-0.353088112226284,0.00149314676592736
"T_SSNA1",-0.449996086056346,2.56323676318093e-05
"T_PCIF1",-0.428065175908704,7.11229085211327e-05
"T_SHPK",-0.485503499491936,4.15235754492141e-06
"T_TMEM94",-0.489090282074863,3.42739868843449e-06
"T_NPEPL1",-0.338834824623349,0.00245284962333705
"T_PLCD1",-0.561636063161039,4.30703472908383e-08
"T_RNF166",-0.361613518769253,0.00109533115986913
"T_CNTNAP1",-0.346416210998261,0.00188899586346818
"T_ADAM8",-0.305559713021103,0.00707767589711453
"T_PPP1R9B",-0.351771336389145,0.00156340815913031
"T_TRBV30",-0.542056949525986,1.57135241987164e-07
"T_TRPV2",-0.490743709671854,3.13666427905557e-06
"T_AL662899.2",-0.42643003985368,7.65337050765807e-05
"T_SH3GLB2",-0.582404941066548,9.75311046203221e-09
"T_VEGFA",0.286181635949789,0.0124770578795893
"T_FLII",-0.39085675509501,0.000353127423620166
"T_HGS",-0.515281152391524,7.8729785938628e-07
"T_TSNARE1",-0.52390662996744,4.73068095639466e-07
"T_TMEM86B",-0.385444133181,0.000438697412545703
"T_NCAPH2",-0.521233488584602,5.54375226518219e-07
"T_MIR22HG",0.37388422196809,0.000688991194806236
"T_FCHO1",-0.553936779393981,7.16929950928433e-08
"T_DEF6",-0.580104134546594,1.15510848848163e-08
"T_S1PR3",0.329069281039813,0.00339186610400898
"T_SUSD1",0.28378696433308,0.0133424983917041
"T_ARPC1B",-0.267330442817504,0.0207257381205328
"T_ID2",0.346692748036308,0.0018714743882372
"T_ASAH1",0.433956805856592,5.44696201733289e-05
"T_NAMPTP1",0.244860205918844,0.0361387610149872
"T_MCRIP1",-0.424016472674592,8.51968550606402e-05
"T_ZBTB7B",-0.336031465184305,0.00269215490976504
"T_GMIP",-0.466894488834687,1.09300607889397e-05
"T_PCBP4",-0.551607650652584,8.39173231591116e-08
"T_RTEL1-TNFRSF6B",-0.458214989679029,1.69246552626445e-05
"T_EDF1",-0.476815693740658,6.57516577346051e-06
"T_C7orf50",-0.406374187172709,0.000185421789809846
"T_MLXIP",-0.346609987326592,0.00187699917376764
"T_RAVER1",-0.478032566589289,6.16604735388871e-06
"T_H3F3A",0.826381102585023,1.70813525922102e-23
"T_CLPP",-0.506687445010306,1.27804294834987e-06
"T_CCND2",-0.23803438731128,0.0423711338535971
"T_DCXR",-0.517916655255051,6.73768516295535e-07
"T_HAVCR2",0.241209184631377,0.0393985281905281
"T_IRF2BP1",-0.580293907736154,1.14038889419696e-08
"T_DSC2",0.25406416001203,0.0289877207872783
"T_ZNF335",-0.523414959277182,4.86610179184576e-07
"T_HIST1H4C",-0.485914551022527,4.06629173366589e-06
"T_FZD1",0.322963292384861,0.00413321847797148
"T_GCSAM",-0.272661249995536,0.0180398914893139
"T_LINC00565",-0.326494062676025,0.00368624049620443
"T_ATP5F1D",-0.52456354584866,4.56055200614778e-07
"T_TRBV29-1",-0.475122535576199,7.20423591834675e-06
"T_PDLIM2",-0.5396864847215,1.8147819942607e-07
"T_RBM38",-0.438658858056346,4.38689826189938e-05
"T_SNHG12",-0.319578073674353,0.00460013820538804
"T_EREG",0.323079078332576,0.00412075797017094
"T_MS4A4A",0.330899163120265,0.00319206790420388
"T_MPG",-0.413792063271238,0.00013490578504578
"T_ZC3H3",-0.436739199475459,4.81542834866734e-05
"T_VPS9D1",-0.455539767704944,1.93460497214993e-05
"T_RASA4B",-0.518766902275046,6.41104994176073e-07
"T_CACNA1H",-0.531410223172485,3.01872022985854e-07
"T_YBX3",0.385660295705272,0.000435183441603144
"T_MTFP1",-0.387448691901221,0.000404720874932355
"T_EVI5",0.443951959480543,3.410696608093e-05
"T_WDR13",-0.453840709617557,2.10440009178104e-05
"T_LINC01871",-0.317903065284187,0.00484556065820439
"T_COX8A",-0.306406809174855,0.00690271829279059
"T_PACS2",-0.547102580082484,1.13883075310393e-07
"T_PILRB",-0.585776726246764,7.57627674750685e-09
"T_MAFK",-0.40989197869029,0.000159471948454592
"T_MT-CO2",-0.251544096596147,0.0308339256105833
"T_SPATC1L",-0.284833727755034,0.0129682378840115
"T_TSPAN2",0.462170414676281,1.38317825887701e-05
"T_PTGS1",0.334652840972961,0.00281801423264391
"T_CXorf21",0.239384980685257,0.0410981113130278
"T_PPP4C",-0.328594443520964,0.00344079027360347
"T_TMEM175",-0.466440528666795,1.11652603035151e-05
"T_TYK2",-0.433663919704957,5.51828416505316e-05
"T_LONP1",-0.544731537943764,1.3213890283529e-07
"T_ST14",0.331505883707385,0.00312893676167658
"T_IGHV1OR15-1",-0.592491668593275,4.61780155521691e-09
"T_FAM83G",-0.494332433836927,2.58130150907661e-06
"T_ADRM1",-0.413043720698603,0.000139238840133252
"T_SLC39A13",-0.576980402387518,1.44268042134571e-08
"T_FBLN2",-0.260895838552301,0.0244031095422581
"T_HKDC1",-0.58648078153054,7.16862545965098e-09
"T_NR1H2",-0.400302017606466,0.000239981003784139
"T_MRPL23",-0.457104790107231,1.78498299467987e-05
"T_STUB1",-0.564708108378086,3.4943549451188e-08
"T_RFNG",-0.562033358419787,4.19869535510902e-08
"T_ZBTB10",0.349108040290849,0.00171492667259134
"T_AHDC1",-0.429170108986626,6.75480789773589e-05
"T_KCNJ2",0.305678627213546,0.00705261113043069
"T_C1QA",0.29832489203192,0.00880319022298525
"T_SIRPG",-0.607473340758443,1.47065623791364e-09
"T_HCST",-0.34221868551004,0.00218963690246321
"T_LSP1",-0.33010159704497,0.00327457874655635
"T_TRPV1",-0.235604816868917,0.0448878840742867
"T_GIPC1",-0.4890468642535,3.43427033368102e-06
"T_CABIN1",-0.540896874510176,1.68770125653413e-07
"T_LINC01550",-0.37722781182542,0.000604268457880397
"T_MRPL41",-0.531728151860949,2.96916204956642e-07
"T_RPL35",-0.536832583831718,2.16023740888973e-07
"T_PPARD",-0.400549347971034,0.000237633526128959
"T_EPN1",-0.331650058983547,0.00311327772753916
"T_PNKP",-0.496355791892921,2.30963207151749e-06
"T_RPS6KA4",-0.26680635374974,0.0209844885302859
"T_MYBBP1A",-0.593626356384416,4.20998349946393e-09
"T_RGS3",-0.257115066850578,0.0268226872609855
"T_SGSM2",-0.569527380238321,2.51701682307302e-08
"T_IGSF8",-0.528368207651394,3.62669425738577e-07
"T_TRBV5-1",-0.431394191190519,6.11801059156604e-05
"T_ZSWIM8",-0.44451981408751,3.3176374339571e-05
"T_JAK2",0.609194786594588,1.27339373665273e-09
"T_NUAK2",-0.316085644275385,0.00511737292827032
"T_HIST1H2BJ",-0.333136296255701,0.00295908797414112
"T_GPR162",0.244989892888982,0.0360364852794724
"T_ZBTB17",-0.468679522867997,9.99316637446856e-06
"T_OCLN",0.239421775784559,0.0410708955415194
"T_ATP6V0C",-0.292432742070809,0.010434408591987
"T_AC026979.2",-0.374706353284652,0.000668549408192605
"T_SOCS1",-0.519449708536442,6.14254395820551e-07
"T_PPP6R1",-0.493378142392793,2.72228870388606e-06
"T_ZSCAN18",-0.663777452422854,8.0040940203524e-12
"T_TEKT4P2",-0.237132009799554,0.0432887434223749
"T_HERC6",0.355605166514113,0.00136212869459827
"T_ATXN2L",-0.255368736643901,0.0280634894600065
"T_SNORA65",-0.310941265918096,0.00601154317245404
"T_MXD4",-0.467017288311639,1.08552494740889e-05
"T_HAL",0.270828119673935,0.0189109058726965
"T_DDX60",0.545805846711593,1.23652275263997e-07
"T_STX10",-0.332314460033917,0.00304404367414218
"T_ID3",-0.317312940931082,0.00493902319045918
"T_ARHGAP33",-0.42652897347423,7.62298695788934e-05
"T_ZFYVE28",-0.436997524693837,4.7553474434404e-05
"T_AMPD2",-0.280222220179142,0.0147293779097747
"T_STARD9",-0.373495336142151,0.00069905612925454
"T_EDC4",-0.539847323859803,1.79762282252366e-07
"T_ARMC6",-0.465766963404999,1.1544724565471e-05
"T_DNM2",-0.379581192812152,0.00054926353947421
"T_NR3C2",-0.251571305320717,0.030818490282454
"T_MKNK2",-0.435092422892739,5.18338693900057e-05
"T_C17orf62",-0.435645955013807,5.06052529031849e-05
"T_DBN1",-0.442766963979552,3.61711260778286e-05
"T_PRRC2B",-0.459655561362699,1.57387659782249e-05
"T_ZNF865",-0.356799398032307,0.0013054976916987
"T_HDAC7",-0.605410293297595,1.70913818503308e-09
"T_FBXL8",-0.479800102493372,5.62022156266254e-06
"T_RPTOR",-0.48860266015419,3.51725111053614e-06
"T_TLR1",0.366747462119302,0.000902238598583347
"T_CD37",-0.417191956090052,0.000115565719986905
"T_AGFG2",-0.605021008003608,1.75273741174039e-09
"T_TRBV20-1",-0.489912570324179,3.29335056130519e-06
"T_DOT1L",-0.385970166888077,0.000429556608218214
"T_WDR97",-0.389698258247781,0.000369136901345227
"T_MICAL3",-0.415920873119143,0.000122361047368843
"T_ZC3H12A",-0.276900589542991,0.0160704727405223
"T_C1orf228",-0.527957084380659,3.7212249979251e-07
"T_AK1",-0.426934725054771,7.48884230999511e-05
"T_BICRA",-0.258331622427134,0.0260260713641182
"T_AP1B1",-0.336978129714443,0.00260827109793714
"T_MAST3",-0.395603124724685,0.000290553545139905
