"","MMP9","MPO","PSELECTIN","PARC","PENTRAXIN3","PF4","RANTES","TACI","TNFALPHA","TNFRII","TRAILR3","TRANCE","VCAM1","VEGFC","VEGFR3","VEGF","ESSDAI"
"MEpurple",0.0922398249144777,-0.125327554327986,-0.0467193586101933,0.0303578849432783,-0.0633981331777399,0.028796354804038,-0.0306978333009758,-0.0984702646192893,-0.130821211434778,-0.0993686711463009,0.0480888427871162,0.124586015974347,0.0494705792894188,-0.169307821219883,-0.205573461771267,-0.00359212469385453,-0.106287080417984
"MEdarkgrey",-0.185614639966477,-0.275204219282264,-0.247742437749692,-0.0940690184120396,-0.283210413160795,-0.338272692178526,-0.257765985364589,-0.154236659330969,-0.217839359967691,-0.193536700667667,-0.0949558130281066,0.289576467606053,-0.144078018582417,-0.317054273625766,-0.154591255325662,-0.165880130678243,0.0203990696687967
"MEdarkturquoise",-0.0135591371009544,-0.17828203411141,-0.128947075249772,-0.0879068194654151,-0.10993111312532,-0.034159082779538,-0.0940751794368519,-0.120756212518259,-0.194713496568419,-0.176379906120189,-0.0690225211114374,0.0710590546612186,-0.0429458738264874,-0.206764815271453,-0.240316648230425,-0.00657124188865687,-0.104642948290032
"MEsalmon",0.144791286514451,0.210756556192698,0.184714257802875,0.141302962385169,0.250726860636529,0.114501715287436,0.222922272118519,0.133812339732713,0.34102474900794,0.241994853070068,0.0289432575661637,0.39282374721686,0.158422774747737,0.22501671033593,0.28268796095624,0.1759961495585,-0.148540547701531
"MEorange",0.00776023099193874,-0.0398925594153991,-0.00356446184484263,0.080711476151562,0.00627784153591799,0.0466560122829603,0.074537791135203,0.0722464986614609,-0.00277224891129506,0.0568786824586182,-0.00224002361614853,-0.0318160164505452,-0.00512904766045313,-0.043808299124544,0.0462931183133838,0.0484022522092196,0.00270423375081592
