"","ENA_(pos≥1)","ENA_scale","SSA_(pos≥10)","SSA_scale","SSA_52_(pos10)","52_scale","SSA_60_(pos10)","60_scale","SSB_(pos≥10)","SSB_scale","Sm_(pos≥10)","Sm_scale","U1_RNP_(pos≥10)","U1_RNP_scale","SCL70_(pos≥15)","Scl70_scale","Jo1_(pos≥10)","Jo1_scale","DNA_(pos≥40)","DNA_scale"
"MEpurple",0.11595651644156,0.14885126428503,0.168039298418419,0.169958295369368,0.162296795255327,0.162053126958629,0.211719641111289,0.213599153435732,-0.0213418824082338,-0.0291563450835859,0.139073832332132,NA,0.153392619799257,NA,0.319881191336193,NA,0.246100685419059,NA,0.161763813327085,NA
"MEdarkgrey",-0.0334106881053635,0.00286252431317365,0.0198536513806364,0.0217913630503112,0.0146400823489218,0.0134565816230039,0.105511724689733,0.107302436007012,0.010827537825561,-0.00939838229800572,0.0413462744771202,NA,0.030475708387396,NA,0.110075628919023,NA,0.104983745005268,NA,0.0128087480034644,NA
"MEdarkturquoise",0.100473514636635,0.132463312592111,0.149977492830259,0.150675806354455,0.144427282976496,0.144649281392877,0.176987409156971,0.179714173644044,-0.0686340620843411,-0.028835945687063,0.161626345683288,NA,0.116992561795397,NA,0.315897134714489,NA,0.219734660999841,NA,0.0970262661262425,NA
"MEsalmon",-0.00929583734096835,-0.0930320401781436,-0.0950036639170885,-0.0982044979569947,-0.0922181657762966,-0.0916124076894108,-0.137381835079886,-0.134843652458704,-0.217042917321473,-0.158384101681165,0.101486310080204,NA,-0.133111062553705,NA,-0.0411257457724314,NA,-0.149496425907349,NA,0.00779198836877415,NA
"MEorange",-0.0518212750468917,-0.0236873886915119,-0.0283111635211241,-0.027167521697592,-0.0210271770991867,-0.0225711729089853,-0.0382131906134369,-0.0390682986182704,0.0885442039536578,-0.0460307133004598,-0.199213867935215,NA,-0.119340952634356,NA,-0.122541870606292,NA,-0.0171859511396524,NA,-0.0520889085474217,NA
