"","MEskyblue","MEgreen","MEyellow","MElightgreen","MEwhite","MEmagenta","MEdarkorange","MElightyellow","MEred","MEmidnightblue","MEpurple","MEdarkgrey","MEblack","MEdarkturquoise","MElightcyan","MEgreenyellow","MEturquoise","MEbrown","MEsaddlebrown","MEsalmon","MEgrey60","MEcyan","MEblue","MEpink","MEroyalblue","MEdarkred","MEorange","MEdarkgreen","MEtan","MEgrey"
"32151372",-0.185063306513967,-0.12076090033404,-0.0934417598789952,0.12806838231622,0.10061306560572,0.119762831049436,0.273635375618013,0.1956216428072,0.276656716886415,-0.0490130979228501,-0.139625928438339,-0.168008876147818,-0.0127845682598815,-0.0853666183258505,-0.072025242104887,0.0122424807684111,-0.00476677983655901,0.0238093332561431,-0.0456753464381059,0.0753271644065352,0.0662365215178763,-0.0506003660713412,0.0367845584439841,-0.0128616379770137,0.00639652388517282,-0.0763697718561034,-0.0710263148907927,0.0032780753531093,-0.0954591338901859,-0.127979830502033
"32151412",-0.0375079433539492,-0.0575744502046578,0.0273016847850828,-0.108029770835137,-0.138243337900748,-0.0802670603762033,-0.053360329503773,-0.0916049286772689,-0.08938319536168,0.00915646896635774,0.113720619129714,-0.0189755566302398,-0.052361520398708,0.0486405192247859,-0.0962896648314613,-0.0212705445448199,-0.00953913519299857,0.0175491836600382,-0.0410434483300163,-0.0688695961690637,0.0479180873458442,-0.0711965228792073,0.0300683678580893,0.0221495411248033,-0.017301389195955,0.0206211614341475,0.0238887465826858,0.0195746129751899,0.084157406778291,-0.12588312971062
"32151415",-0.101412603036022,-0.0528608621514517,-0.0704264085427151,-0.0829914282761577,-0.108627445699411,-0.0638893324070539,-0.0641043015726113,-0.0638319833257153,-0.0599895761489595,-0.0122855291874793,0.0977853976451807,0.0898687437928956,-0.0264146988016735,-0.0233644041674911,0.0137973694236696,0.00283072392603899,-0.0235473342271698,0.0258587544881458,0.393956806473513,-0.0147936036177902,0.0749199696145916,-0.0562757546146275,0.0257183272430096,-0.0189401738933437,-0.0135510441359699,0.0255503895608299,0.0358222170553714,0.0298013325836463,0.0607868366857293,-0.102458866207619
"32151432",-0.108113861810078,-0.00241160568641577,-0.0835995514837289,0.0373593380954554,-0.0104041379238199,-0.0633863733085439,-0.0680855769720436,-0.0425782722427766,-0.0705961835227975,-0.0233265729197627,-0.0996614915053736,-0.0473123143217516,-0.0176328283510079,-0.0832998066750198,-0.192907278976394,-0.140965059061557,0.0266099200684392,0.0337819001689293,-0.040449552369705,0.0112209337535632,0.135700995425844,-0.13949848594723,0.0360636674646562,0.0257232586702592,0.0211853308442154,0.0410643101360659,0.092681251506948,-0.0531815309040831,0.0263631911263173,-0.0991781406680175
"32151567",-0.000582133618232908,0.0135462755110343,-0.0414494965014078,0.299694064005834,0.323080546352005,-0.0778025617751576,-0.079608639931309,-0.0302858140334663,-0.0631314749692072,-0.0435584587833229,0.193748163573243,0.140359455509261,0.0211236811139292,0.0704561479565222,-0.139636097738561,-0.0545459931856582,0.00953458938178854,0.0136716524935937,-0.0428260016108964,-0.0943015754411607,0.118714391836869,-0.0609569756219205,0.0320845039244272,-0.0144832191458835,0.0326545892173455,0.0503337234973944,0.0526814930633013,0.0570934152386058,0.0770043780615705,0.0601374254401454
"32151572",0.0127866777556272,-0.0929568833086318,-0.0432804151996349,0.0152756336959493,-0.00679036380595559,-0.0645222966241636,-0.0650890405293777,-0.00809457632410837,-0.0514981316698368,-0.0722557958630584,0.0835917389440532,0.0925159780399086,-0.00145016589040994,0.0384118508283977,0.0550895172656189,0.0751519833890213,-0.00055310488947649,0.0165471444677863,-0.0453655202414832,-0.1646913270634,0.0667719790420444,-0.0441665588666638,0.0220634839893422,0.00852747270899092,0.0389759490034055,0.0610836551430679,0.0628309314628361,0.145528459226172,0.0489933432250702,-0.0486350841077273
"32151647",-0.0979167768125575,-0.0543234848721824,-0.0904232782109523,0.0572056308465992,0.0488426831238215,-0.105544485643655,0.534061314472114,0.325725608078024,0.404234599932108,-0.0154240384075345,0.148403755314123,0.0206235875502035,-0.0450139698815566,0.103882252043777,0.138427138677947,-0.0690408053317085,0.0623812878655784,0.0298848315226859,-0.0447670700185434,0.0544572836728634,0.0545654888954874,0.0705502871446709,0.0323612558866366,0.045194666840694,-0.0338439392932407,-0.628501835009717,-0.129136046670293,-0.478498813642448,-0.591229128591236,0.043590180820342
"32151668",-0.0904466574500242,-0.0738966842602873,-0.077100077490275,0.18797422358723,0.16476351949644,-0.0730240436242848,-0.0558901055117955,-0.0703036952048042,-0.0618574280801794,-0.0599008064859629,-0.105397633145702,0.0202283631558071,-0.00537789221813995,-0.103767259687484,0.330477710979318,0.0793673348317575,0.04973799375224,0.0104088666037814,-0.0432795446595911,-0.147297508712627,0.0251031586125134,-0.00100017320018415,0.0154805349179955,0.0479768106984167,-0.00918596811848691,0.041437820342169,0.00268160378183178,-0.0266902520873177,0.0896804749113452,0.0285971443133645
"32151707",-0.0453707523079451,0.0345909931572831,-0.0258699790678909,-0.0538908449428685,-0.0854314685438995,0.233961932960818,0.119255719949743,0.0308115524614847,0.139558324219341,-0.0168073565405351,-0.0338676570005514,0.101879331056377,-0.0220038441943691,-0.0225463117484211,-0.0348305703926685,-0.0156411783217109,-0.0203266100971264,0.0238081502812985,-0.0442774022838899,-0.182723196144603,-0.0041613443015659,0.0597163883765608,0.0188515292091833,-0.00535997829726982,-0.050225180395002,-0.0543065258923983,-0.0623409139747277,-0.0111147572391471,-0.0328043280911904,-0.150487440466602
"32151872",0.0323271827502275,-0.0518857706453429,-0.00798821938047182,0.00788877586467905,0.0290067680427605,-0.0723182373184255,-0.0442359342681851,-0.0516156175016027,-0.0582306312316537,0.0107038499095519,0.149130964715457,-0.0213769981248602,0.0560988784900991,0.122355226958515,-0.124618734105644,-0.0927854343386877,0.007725463109754,0.019849989732834,-0.038792287909067,0.00331121527775629,0.0485358586950645,-0.0593760849181256,-0.0039408247140664,-0.0128404138061954,0.00745041452341668,0.0348140005506617,0.0278955725081294,0.119629051505122,0.0644972430405526,0.0152697298030731
"32151942",-0.0464654111504406,-0.00829090557079742,0.0664272569050665,0.109657163839528,0.0977862002092921,-0.0324016496561835,-0.0396866051882494,-0.0391748960091595,-0.0347463260803804,0.0159037332121212,0.211113966705841,0.0459791033202563,0.140033827678365,0.265926563496109,-0.129182159405579,-0.0428656889292217,0.0102563824755031,0.0289904320380536,-0.0422912281449494,0.113817878150582,0.111224591671214,-0.140142594504082,-0.01735826233858,0.00963254632849043,-0.00312188513463991,0.0204238031673495,0.0489338060974342,0.0145032217207522,0.0581932884673862,-0.0232681339745263
"32152113",-0.0578540560101318,-0.0538190275701972,-0.0658872757510285,0.14616181850401,0.123123732450831,-0.00769514808294011,0.0172588012070404,-0.0490085799805503,0.0105325359539246,0.155880585508026,-0.107768930897127,-0.207691926132573,-0.0177931385439896,-0.0878342167422568,-0.0734015102077268,-0.0830587110225536,0.054279023598379,0.00669665365376764,-0.0408190076295573,0.0848647214334284,0.0518278457672424,-0.0579162778423173,0.0240201437525136,0.0454169712827616,-0.0393850444931501,0.0237714270234681,-0.0302118030465807,0.158955719742666,0.064946552779706,0.0449770244407493
"32152115",-0.0836332875624672,-0.0887726822640957,-0.0785674386064254,0.134458005949737,0.161555478640577,-0.0634125286901734,-0.0408108021985625,-0.0719595530999287,-0.0530963350830117,0.0918228611600145,0.319540690632286,0.00805886040798731,-0.0138478750946366,0.281713603790531,-0.00327129274347183,-0.0606048076119939,0.014664956199647,0.018491365978169,-0.0439507057806675,-0.0392144162640367,0.0717460975733879,0.0310976558227462,0.0284696074899651,0.0203827017398112,-0.0326048064117461,0.0177521566716942,-0.00194330864102799,0.0168252896395815,0.0823876549511247,0.103733915105665
"32152153",-0.0684415294999248,-0.0766678985388633,-0.104429973370567,0.0121878472675357,-0.0229794653143803,-0.0767265466478891,-0.0690012877066282,0.0793862574087522,-0.0416799957551889,-0.0557246032589441,-0.146770357634216,-0.00186417887335095,-0.0187492228527586,-0.119678289027821,0.0571467693355629,0.211772045322746,0.117513300775772,0.00243358844592563,-0.0401355688441375,-0.0435327759656401,0.0827611565475481,-0.0479520909460782,0.0278451285116856,0.110005032023844,0.143726319194456,0.0989675163763405,0.107752387785832,0.00740812039983157,-0.0335352386998071,0.205250747463287
"32152155",-0.0757516166275015,-0.000469669067053293,-0.0424938721062394,0.0538292482536158,0.0388771235043325,-0.0777347620437468,-0.0821478691818495,-0.0453647315773768,-0.0501544453642758,-0.0818956087674908,-0.0786483430413655,-0.101904569189445,0.000318844975080001,-0.0835387262457596,0.0524414351697564,-0.0244133602981898,0.0464967593946305,0.0242836123910408,-0.0476149647604354,-0.0422147588076272,0.0435053953221849,0.0403151851619021,0.0373956742342169,0.0638443799172561,-0.0150004427817161,0.0373172214074398,0.036397131289858,0.122870053023971,0.0704896656930331,0.307446485388674
"32152162",-0.0213654770665679,-0.0109638759782264,-0.0460368046222428,0.0562766030218665,0.0601321118330705,-0.0653929422127036,-0.0448816259693994,-0.0314790534680938,-0.0393938243454328,0.00364628274362248,0.162126028732623,-0.0113159615370051,0.0183152674899564,0.0494407032360783,-0.0773557386459172,-0.0943740158127355,0.0161649002432061,0.0194173226934897,-0.041278350905829,-0.0121899615395394,0.114424374574224,-0.0741719384563082,0.028198356219777,0.0176264991388872,0.0093535042544113,0.0475521745139346,0.0791822147360047,0.164429917876944,0.0571001908247369,0.0207069133196509
"32152165",0.0233711343506718,-0.0444634814122262,-0.0400720813409828,-0.0159426726800797,-0.0126537576568195,-0.020247469110486,-0.00365630220708039,-0.0409884755291967,-0.0356308559406755,0.1705767455409,-0.0633107894241316,-0.0337548404591565,-0.0285945431827517,-0.101420469049086,0.027137595850732,-0.0224663229194351,0.0238982033817553,-0.00179249187663,-0.0493990368305056,-0.0476586019972486,0.0353014382832244,-0.0204632477858225,0.0225405664078335,0.0465799261783995,-0.00711235301715258,0.0344174979229104,-0.00941743515681684,0.0573608186182977,0.0363326460210528,0.105375229665811
"32152205",0.0150100787782647,0.250556029415697,0.0244760670056016,-0.125363689643851,-0.15348074813455,-0.00951693404052636,0.042768055451283,-0.12362079962332,-0.0504711193015943,0.240480440896949,-0.093183747748837,-0.0522134072134565,-0.0710945883583683,-0.0773488687147078,-0.0430581290207068,-0.106863551294597,-0.00625501257371431,-0.00766006018998912,-0.0449007084964341,-0.0564051392510929,0.04910634347455,-0.130096990285331,0.0114457569005653,0.00542825032862644,-0.100703108727225,-0.00639754289863734,-0.0752753514524785,-0.00943029521987808,0.0882771886677824,-0.184599345993718
"32152208",0.0869718062599109,0.540032249764751,0.128537689347872,0.11351236172467,0.0946650241639839,-0.0979493864153529,-0.0950825561250664,-0.0472240312260454,-0.0888512639390288,-0.100360077162622,-0.100714153933545,0.099799144118212,-0.0143873482487788,-0.07890128590942,-0.154982392842816,-0.0969605777526749,0.0121483226409961,0.0182569432378078,-0.0443401468041058,-0.0381406485203938,-0.430351235560105,0.272773373711894,0.00271298774662927,0.0167172413211236,0.0344728654574787,0.0564694451586954,0.0877921578474469,-0.0193630126438829,0.0791633100597763,-0.0875136077627526
"32152217",0.0170041013564517,-0.0537937913884688,-0.0518332298085377,-0.092593636702134,-0.114047842824492,-0.0606944497978555,-0.0433827445745189,-0.0769236745388971,-0.0821862503688334,0.00292034164570203,0.193943616727819,-0.00568070539002752,-0.0617213262839082,0.127100001722825,0.0894300319338833,0.147552473784653,-0.00743083317106308,-0.00407822112625678,-0.048725934630167,-0.106928623502123,0.0511376887034429,0.0233438528422593,0.0228449097504183,0.00836157883371274,-0.0267458516014199,0.0467106413248245,-0.0568749895845914,0.100611806143159,0.0745258764727137,-0.21886894729765
"32152294",0.0716428283576025,0.0348392670983327,0.01071843848496,0.0361763585375933,0.00823695141141059,-0.071891022490805,-0.0684060301093721,-0.0814044684706702,-0.0698474386345695,-0.00742934096768521,-0.148343261653625,-0.217415969353179,-0.02002450130554,-0.119447373390755,-0.0378403714783978,-0.0227461859443291,0.0533918753857746,0.0196291900646075,-0.0159205445482052,-0.0406411509705239,0.0384684602302173,-0.0322677761749324,0.0194169118331868,0.0596826542818142,-0.00898587842914111,0.0387791461161522,0.0480499370632792,0.049805485816686,0.0815866666538529,0.126609183750444
"32152295",-0.0896202847973702,0.0408495269448264,-0.0311887862603283,-0.00439947773478421,-0.00652662926533526,-0.060045116044549,-0.0620777938335903,0.0255871835306934,-0.0566234704425419,-0.0577517198746626,-0.157697600952044,0.257922642162099,-0.0530731679015408,-0.116302869286447,-0.242478614264624,-0.441464386405539,-0.637438505014905,0.00129853362450819,-0.0458037447231786,0.412798165906336,0.00952720368298408,-0.012156428255403,0.0450934202728096,-0.453422642479667,0.0945992387757995,0.0927392906670349,0.0787302727473694,0.0689193412045362,0.0306360731941183,0.103115287954356
