"","LYMPHOCYTES","MONOCYTES","PBMC","PMN","BASOPHILS","CD1CNEG_CD141NEG","DC","MDC1","MDC2","MDC","PDC","BLC.x","FAS_LIGAND","GDF_15","IL_1_RA","IL_1_RII","IP_10","MCP_2","MCP_4","MIP_1_BETA"
"MEpurple",-0.317838331643783,-0.196590001436408,-0.208294275903829,-0.236755620497557,-0.27215862277873,-0.0869233562532987,-0.161944866068198,-0.191837974261129,-0.227996772105383,-0.235777349068045,-0.301091312085004,0.119541111100391,0.0621372419624563,0.0478299217484831,0.0341104843553861,0.0111066562621677,0.059560774386575,0.0813535744641496,0.11305015389015,0.144731019368588
"MEdarkgrey",-0.257675724782896,-0.225040061273213,-0.0739283112591253,-0.275594287008952,-0.292607886434972,-0.0977911011814601,-0.0808189313596167,-0.193879905842912,-0.261406254581113,-0.269247896167259,-0.295212546834103,-0.136369916684673,-0.242445386257499,-0.0851523981405643,-0.158079589872511,-0.107367383476338,-0.0387110877309852,0.0198670096032874,-0.0596942331289546,0.0425863945433322
"MEdarkturquoise",-0.286889503064613,-0.202201174304385,-0.183126816991019,-0.232076199800211,-0.236427794128541,-0.105132986753559,-0.153099289351021,-0.194050728262527,-0.238504631640571,-0.233478818632324,-0.229768421548505,0.0332460339666493,-0.0467514282837477,-0.0577761513131748,-0.0676601040289624,-0.0894640133297149,-0.0572022629205287,-0.0364187277169319,-0.0273932645173874,0.0348900172377635
"MEsalmon",0.211511647086501,0.0858394359675401,0.136638081555547,0.176013670264613,0.166316038995461,0.119905888983635,0.113564438844421,0.105620484606619,0.124975932382935,0.143891734197711,0.195135236053696,0.2338718738574,0.15896710399523,0.159733581940134,0.207997299379818,0.254658303074758,0.0333316870291082,0.363948652516053,0.161904432158435,0.0834961462952121
"MEorange",0.0965894027081812,0.0487538253162452,0.133671417454991,0.0785125116992854,0.0353150184003083,0.127650395315327,0.114002781672121,0.0403474621027789,0.0549730343198056,0.0586332915974122,0.0770659017817219,-0.0264366052332226,0.0122424050919323,0.0537189408459774,0.0354399710976789,0.0408430556039948,0.0497201959584017,-0.0109690933343541,0.0680121511538044,0.0644938664666661
