"Contributeur","Value","abs_Value"
"ANP32E",-1,1
"PPP1R9B",-0.984501351867457,0.984501351867457
"SH3BGRL3",-0.942956356917381,0.942956356917381
"MOB3A",-0.87011885856469,0.87011885856469
"TGFB1",-0.854296724653764,0.854296724653764
"RPL39",0.835059983918671,0.835059983918671
"CNOT3",-0.817314746194121,0.817314746194121
"MT-ND4L",-0.816169070650591,0.816169070650591
"NBEA",0.806399034589074,0.806399034589074
"APOBR",-0.801609242147267,0.801609242147267
"TLE3",-0.775954187351933,0.775954187351933
"RPS29",0.775122545333903,0.775122545333903
"S100A11",-0.756518636835148,0.756518636835148
"HSPB1",-0.743527491721272,0.743527491721272
"TRAPPC9",0.740304117252932,0.740304117252932
"CNNM3",0.737497579324908,0.737497579324908
"UBE2D1",-0.722916659017633,0.722916659017633
"RNF44",-0.720660617172744,0.720660617172744
"BHLHE40",-0.71560936447973,0.71560936447973
"NACC1",-0.70769868811323,0.70769868811323
"FAM110A",-0.705895338875374,0.705895338875374
"ERMN",0.705041433286507,0.705041433286507
"EVI2B",-0.696692906693531,0.696692906693531
"CAMTA2",-0.691358555120813,0.691358555120813
"LIN7C",-0.686681017946704,0.686681017946704
"MAF",-0.683653953490697,0.683653953490697
"MT-ATP6",-0.680822495986894,0.680822495986894
"MYADM",-0.678436934842184,0.678436934842184
"PIM1",-0.677361487194033,0.677361487194033
"MT-ND4",-0.674592992630914,0.674592992630914
"TMED5",-0.670135122689071,0.670135122689071
"MT-CO2",-0.665953086672238,0.665953086672238
"AAK1",0.66569904761131,0.66569904761131
"CHD3",-0.664076775416268,0.664076775416268
"ARL4C",-0.661109471071458,0.661109471071458
"ZYX",-0.660408598237928,0.660408598237928
"PNN",-0.659263391401153,0.659263391401153
"RAC2",-0.655836988790331,0.655836988790331
"TSPO",0.652602755948846,0.652602755948846
"AF131215.2",0.650574544645529,0.650574544645529
"PLEC",-0.648945476202547,0.648945476202547
"PIK3CB",0.648580705170875,0.648580705170875
"MT-ATP8",-0.645032829392851,0.645032829392851
"TTC28",0.644554045443151,0.644554045443151
"SLC16A10",0.644270009149937,0.644270009149937
"TMUB1",-0.642844710968465,0.642844710968465
"ACTR2",-0.639679260843199,0.639679260843199
"MAP1S",-0.639414832115881,0.639414832115881
"AC011379.2",0.639311404158726,0.639311404158726
"RPS3A",0.637632887153146,0.637632887153146
"ETNK1",-0.636590561448979,0.636590561448979
"APOBEC3C",-0.636017098734875,0.636017098734875
"RILPL2",-0.63510323774033,0.63510323774033
"SH3BP1",-0.634005721815823,0.634005721815823
"AL356488.2",0.633249775938642,0.633249775938642
"PCBP1",-0.629073247226174,0.629073247226174
"PBX2",-0.628634029938332,0.628634029938332
"LTB",-0.628531148805723,0.628531148805723
"SNORA1",-0.628105680249346,0.628105680249346
"WIZ",-0.626046924889196,0.626046924889196
"NPC1",0.624340910420687,0.624340910420687
"SCPEP1",0.621841141063469,0.621841141063469
"CIZ1",-0.617896934665637,0.617896934665637
"PLXND1",0.617873772740187,0.617873772740187
"SBK1",-0.617158565291749,0.617158565291749
"RASGRF2",0.614609698902,0.614609698902
"U2AF1",0.612590510203707,0.612590510203707
"ARL5A",-0.612476223873407,0.612476223873407
"RPL22P1",-0.610162374862132,0.610162374862132
"SLC9A3R1",-0.609762958589524,0.609762958589524
"GAS5",0.609700425296697,0.609700425296697
"SNORA22",-0.609666990881544,0.609666990881544
"RPL21P16",0.60785137715028,0.60785137715028
"SNORD116-2",-0.604199331296073,0.604199331296073
"IFITM2",-0.603819522589361,0.603819522589361
"BTG1P1",0.602479216566034,0.602479216566034
"FLT3LG",-0.601653472441332,0.601653472441332
"SLC49A3",0.596002743809341,0.596002743809341
"KRI1",-0.594706691515416,0.594706691515416
"ZFP36",-0.591657871254223,0.591657871254223
"AC020978.7",0.591523039944518,0.591523039944518
"DENND1C",-0.589688404530801,0.589688404530801
"AP005131.6",0.58613576356744,0.58613576356744
"SCAF1",-0.582265808131297,0.582265808131297
"SCARNA10",0.581725779832345,0.581725779832345
"ZFYVE9",0.580795592219187,0.580795592219187
"VTRNA1-1",-0.580160103977906,0.580160103977906
"MEN1",-0.57968530403562,0.57968530403562
"SLC25A23",-0.579326860545132,0.579326860545132
"ANP32B",-0.578589037995791,0.578589037995791
"CCDC124",-0.578460495168375,0.578460495168375
"SCARNA12",0.578434677237983,0.578434677237983
"MT-ND3",-0.575000697201297,0.575000697201297
"PROSER3",-0.572515574930157,0.572515574930157
"TRIM59",-0.572040345340012,0.572040345340012
"AGFG2",-0.571498793744109,0.571498793744109
"PIK3IP1",0.571023642271756,0.571023642271756
"MIR663AHG",-0.56796939282399,0.56796939282399
"TESK1",-0.567022136473189,0.567022136473189
"IDUA",-0.566361728656129,0.566361728656129
"PRR14",-0.565989536434177,0.565989536434177
"SNORA60",-0.565776977921022,0.565776977921022
"RNU4ATAC",-0.565728935478688,0.565728935478688
"ZMAT1",0.565521571798727,0.565521571798727
"TROVE2",-0.563259710178303,0.563259710178303
"ZBTB7A",-0.559197702149513,0.559197702149513
"CRYZ",-0.557179880512587,0.557179880512587
"SNORD116-8",-0.556611768867263,0.556611768867263
"MYO18A",-0.555648146838952,0.555648146838952
"NEXN",-0.555223068871536,0.555223068871536
"S1PR4",0.554473255241059,0.554473255241059
"CD3G",-0.554154183117948,0.554154183117948
"TRAM1",-0.552883753459935,0.552883753459935
"CCND2",-0.552307947212058,0.552307947212058
"OAS2",-0.551673630737664,0.551673630737664
"PLSCR3",-0.551000958427195,0.551000958427195
"LRFN3",-0.549375092813702,0.549375092813702
"SNRPD2",0.548753431421679,0.548753431421679
"CD164",-0.547759382513223,0.547759382513223
"RFK",-0.545946151374627,0.545946151374627
"MKNK2",-0.544041327124427,0.544041327124427
"TMEM141",0.543010094146782,0.543010094146782
"HNRNPA2B1",-0.541757748757712,0.541757748757712
"RPS15A",0.541368448739222,0.541368448739222
"RPS11",0.541274082445987,0.541274082445987
"SNORA75",-0.54122514164904,0.54122514164904
"AC244197.3",0.539283953566472,0.539283953566472
"GZMM",0.53877646132806,0.53877646132806
"PCED1B",-0.537958763335977,0.537958763335977
"BCL9L",-0.537625473774646,0.537625473774646
"RAB1B",-0.537578329686925,0.537578329686925
"MLLT1",-0.536618262018169,0.536618262018169
"FAM98B",0.53495837610608,0.53495837610608
"SMG1P1",0.534304178653516,0.534304178653516
"RARA",-0.534282305671641,0.534282305671641
"TANC2",0.53308495520843,0.53308495520843
"CDK2AP2",-0.532409939364188,0.532409939364188
"MT-ND2",-0.53189510405329,0.53189510405329
"SERINC5",0.531442880153011,0.531442880153011
"SNORA80E",-0.531099669632044,0.531099669632044
"ZMIZ2",-0.530984836477197,0.530984836477197
"RPS21",0.530452190309628,0.530452190309628
"LINC00987",0.530259161244576,0.530259161244576
"RPL7",0.530042657782903,0.530042657782903
"AC091132.6",0.529504777723243,0.529504777723243
"BMI1",-0.529102978857966,0.529102978857966
"SCARNA13",0.528957406351805,0.528957406351805
"REXO1",-0.52893151030362,0.52893151030362
"RN7SKP71",-0.526085405713738,0.526085405713738
"ERF",-0.526073414632603,0.526073414632603
"RPL32",0.525201502892585,0.525201502892585
"POU2F2",-0.5249418784095,0.5249418784095
"DOT1L",-0.524501020648017,0.524501020648017
"RPL10",0.52445125961425,0.52445125961425
"RPL35A",0.523820692793891,0.523820692793891
"ZNF865",-0.523658364021257,0.523658364021257
"MT-CYB",-0.52343264266008,0.52343264266008
"MEGF6",0.521032278193707,0.521032278193707
"DMTN",-0.520888697691252,0.520888697691252
"LMNB2",-0.519308921575283,0.519308921575283
"PPIAL4G",0.518025250951455,0.518025250951455
"CCDC82",-0.517889950934996,0.517889950934996
"SCARNA1",-0.515500562018458,0.515500562018458
"SNORD55",-0.515118487895765,0.515118487895765
"RNU2-6P",-0.514937645206329,0.514937645206329
"RAB10",-0.514456205251687,0.514456205251687
"SORBS3",-0.514400194794527,0.514400194794527
"MAP1A",-0.514161154349743,0.514161154349743
