"Contributeur","Factor20","abs_Value"
"NOG",0.913463504951336,0.913463504951336
"WHAMMP2",0.807356498684485,0.807356498684485
"TMIGD2",0.778456228369087,0.778456228369087
"NRCAM",0.774007410949552,0.774007410949552
"ACTN1",0.750318690096636,0.750318690096636
"AK5",0.715268275188188,0.715268275188188
"CACHD1",0.702545865192051,0.702545865192051
"NKG7",0.691852364419933,0.691852364419933
"CRTAM",0.691593324513832,0.691593324513832
"NUCB2",0.660524775947462,0.660524775947462
"SH3RF3",0.656274915995736,0.656274915995736
"EDAR",0.642879743239892,0.642879743239892
"FAM117B",0.640921475649384,0.640921475649384
"KLRC4-KLRK1",0.632561001273525,0.632561001273525
"FBLN2",0.631799442474492,0.631799442474492
"PTPRK",0.597490702968233,0.597490702968233
"ROBO1",0.576568676511706,0.576568676511706
"CD244",0.57394480912433,0.57394480912433
"CHI3L2",0.559982527310648,0.559982527310648
"S1PR5",0.552273203306621,0.552273203306621
"NUAK2",0.552059364166019,0.552059364166019
"LEF1-AS1",0.548376304523732,0.548376304523732
"CCR7",0.54500014078927,0.54500014078927
"KLRK1",0.544251487673282,0.544251487673282
"ADRB2",0.541880361724683,0.541880361724683
"SOX4",0.534556170472588,0.534556170472588
"LINC02446",0.527882820843925,0.527882820843925
"PRF1",0.521245286029456,0.521245286029456
"SMARCA1",0.521151611765438,0.521151611765438
"KRT73-AS1",0.520402464652013,0.520402464652013
"RAB43",0.520030978579283,0.520030978579283
"C1orf21",0.519282016714897,0.519282016714897
"PTK2",0.518302975544163,0.518302975544163
"MLC1",0.516287280751587,0.516287280751587
"SLAMF7",0.504118147885049,0.504118147885049
"ERBB2",0.504062820172089,0.504062820172089
"FLNB",0.50332472625132,0.50332472625132
"ASCL2",0.501049065307449,0.501049065307449
"ANKRD36BP2",0.500743188269339,0.500743188269339
