"Contributeur","Factor23","abs_Value"
"RPL39",0.835059983918671,0.835059983918671
"NBEA",0.806399034589074,0.806399034589074
"RPS29",0.775122545333903,0.775122545333903
"TRAPPC9",0.740304117252932,0.740304117252932
"CNNM3",0.737497579324908,0.737497579324908
"ERMN",0.705041433286507,0.705041433286507
"AAK1",0.66569904761131,0.66569904761131
"TSPO",0.652602755948846,0.652602755948846
"AF131215.2",0.650574544645529,0.650574544645529
"PIK3CB",0.648580705170875,0.648580705170875
"TTC28",0.644554045443151,0.644554045443151
"SLC16A10",0.644270009149937,0.644270009149937
"AC011379.2",0.639311404158726,0.639311404158726
"RPS3A",0.637632887153146,0.637632887153146
"AL356488.2",0.633249775938642,0.633249775938642
"NPC1",0.624340910420687,0.624340910420687
"SCPEP1",0.621841141063469,0.621841141063469
"PLXND1",0.617873772740187,0.617873772740187
"RASGRF2",0.614609698902,0.614609698902
"U2AF1",0.612590510203707,0.612590510203707
"GAS5",0.609700425296697,0.609700425296697
"RPL21P16",0.60785137715028,0.60785137715028
"BTG1P1",0.602479216566034,0.602479216566034
"SLC49A3",0.596002743809341,0.596002743809341
"AC020978.7",0.591523039944518,0.591523039944518
"AP005131.6",0.58613576356744,0.58613576356744
"SCARNA10",0.581725779832345,0.581725779832345
"ZFYVE9",0.580795592219187,0.580795592219187
"SCARNA12",0.578434677237983,0.578434677237983
"PIK3IP1",0.571023642271756,0.571023642271756
"ZMAT1",0.565521571798727,0.565521571798727
"S1PR4",0.554473255241059,0.554473255241059
"SNRPD2",0.548753431421679,0.548753431421679
"TMEM141",0.543010094146782,0.543010094146782
"RPS15A",0.541368448739222,0.541368448739222
"RPS11",0.541274082445987,0.541274082445987
"AC244197.3",0.539283953566472,0.539283953566472
"GZMM",0.53877646132806,0.53877646132806
"FAM98B",0.53495837610608,0.53495837610608
"SMG1P1",0.534304178653516,0.534304178653516
"TANC2",0.53308495520843,0.53308495520843
"SERINC5",0.531442880153011,0.531442880153011
"RPS21",0.530452190309628,0.530452190309628
"LINC00987",0.530259161244576,0.530259161244576
"RPL7",0.530042657782903,0.530042657782903
"AC091132.6",0.529504777723243,0.529504777723243
"SCARNA13",0.528957406351805,0.528957406351805
"RPL32",0.525201502892585,0.525201502892585
"RPL10",0.52445125961425,0.52445125961425
"RPL35A",0.523820692793891,0.523820692793891
"MEGF6",0.521032278193707,0.521032278193707
"PPIAL4G",0.518025250951455,0.518025250951455
"AC087392.3",0.508818834762199,0.508818834762199
"SCRN2",0.503821991111601,0.503821991111601
"SAMD4A",0.502110195926454,0.502110195926454
"TXK",0.502094103661217,0.502094103661217
"ZNF347",0.500519912967405,0.500519912967405
"ZNF618",0.50024782869643,0.50024782869643
