"Contributeur","Value","Factor14_abs"
"GZMH",-0.665807404194539,0.665807404194539
"GZMA",-0.588298079668806,0.588298079668806
"GZMB",-0.560120409698496,0.560120409698496
"RPS17",-0.556147629638978,0.556147629638978
"KLRD1",-0.538940690283243,0.538940690283243
"NKG7",-0.537229186704269,0.537229186704269
"RPL21P16",-0.535645670403315,0.535645670403315
"HLA-DPA1",-0.519392980380901,0.519392980380901
"B2M",-0.511552557575043,0.511552557575043
"CD69",-0.509970094478881,0.509970094478881
"RPS27",-0.50523479414975,0.50523479414975
"LPAR6",-0.505139227262728,0.505139227262728
"RPL21P75",-0.503340811392635,0.503340811392635
"FGFBP2",-0.501414087703935,0.501414087703935
