"Contributeur","Factor19","abs_Value"
"PIM3",1,1
"NFATC1",0.946372697440022,0.946372697440022
"RAB11B",0.837426241385329,0.837426241385329
"RNH1",0.791396768269449,0.791396768269449
"SKI",0.757885278058034,0.757885278058034
"ZC3H12A",0.748602426948081,0.748602426948081
"THAP7",0.723576236367156,0.723576236367156
"FOXP4",0.70981659864514,0.70981659864514
"B3GALT4",0.708288917978003,0.708288917978003
"POU2F2",0.699616482989463,0.699616482989463
"IDS",0.697024105913122,0.697024105913122
"ITM2A",0.682474683331154,0.682474683331154
"LYPLA1",0.677468628380848,0.677468628380848
"CCDC9B",0.672127671440928,0.672127671440928
"MPG",0.671084935817928,0.671084935817928
"ISYNA1",0.667163931176235,0.667163931176235
"TEDC1",0.665288292564272,0.665288292564272
"RABAC1",0.665111267202309,0.665111267202309
"MGRN1",0.664899359006162,0.664899359006162
"ZFP36L1",0.658328129363493,0.658328129363493
"TIPARP",0.650152958884521,0.650152958884521
"WNT7A",0.648754699558032,0.648754699558032
"ABCD1",0.644263718779278,0.644263718779278
"EID1",0.638254363886076,0.638254363886076
"PLEKHG2",0.637701661782066,0.637701661782066
"MZT2B",0.63313241222565,0.63313241222565
"PRDM2",0.626636304540667,0.626636304540667
"SCAND1",0.62430852815664,0.62430852815664
"TP53I13",0.624113090550147,0.624113090550147
"PELI1",0.619231569326486,0.619231569326486
"RPL41P1",0.616490956943267,0.616490956943267
"TOMM40",0.615302597204432,0.615302597204432
"SAMD4B",0.611952573004047,0.611952573004047
"UCP2",0.61180052134103,0.61180052134103
"RPL23AP42",0.60650897617007,0.60650897617007
"RAP1A",0.60354969327544,0.60354969327544
"YPEL3",0.601926335890359,0.601926335890359
"TXN",0.601500443935954,0.601500443935954
"AC018638.5",0.600933012036319,0.600933012036319
"BCL3",0.600037976091265,0.600037976091265
"C19orf24",0.599629090355445,0.599629090355445
"NECTIN3",0.599474695315851,0.599474695315851
"GAS6",0.595221667690053,0.595221667690053
"ZFP36",0.591485187215368,0.591485187215368
"WIZ",0.590416205774709,0.590416205774709
"DNAJB1",0.582214521663613,0.582214521663613
"GABBR1",0.581780996996929,0.581780996996929
"ACTA2",0.581413957271407,0.581413957271407
"CCDC65",0.579966553990426,0.579966553990426
"GPR183",0.573693067080226,0.573693067080226
"ARID5A",0.572186744616745,0.572186744616745
"SF3A2",0.571343196002762,0.571343196002762
"IQSEC1",0.566880938325475,0.566880938325475
"GLIPR1",0.557245375563925,0.557245375563925
"TENM1",0.55302117147002,0.55302117147002
"MRPL23",0.55290507389905,0.55290507389905
"VSIG1",0.552627182913866,0.552627182913866
"ELL",0.551610157479593,0.551610157479593
"NCOR2",0.550436494059574,0.550436494059574
"BAD",0.548057765973409,0.548057765973409
"TIAF1",0.547853122244649,0.547853122244649
"ZFP36L2",0.545191414698448,0.545191414698448
"FAM96B",0.544692409394851,0.544692409394851
"VAMP2",0.543395316982858,0.543395316982858
"AC011939.1",0.542680620603784,0.542680620603784
"PPP1R14B",0.541547564552158,0.541547564552158
"PPDPF",0.540565522382494,0.540565522382494
"P2RY10",0.540439113954587,0.540439113954587
"SETD1A",0.539452954137509,0.539452954137509
"NFIC",0.539176335271038,0.539176335271038
"AC093010.2",0.536995890320067,0.536995890320067
"LMF1",0.536753116506725,0.536753116506725
"CD99",0.535764378975413,0.535764378975413
"KDM6B",0.531643249974072,0.531643249974072
"FAM89B",0.531108457962469,0.531108457962469
"RNF138",0.530137396185907,0.530137396185907
"PTP4A1",0.530064349790331,0.530064349790331
"WNT10A",0.529762589840873,0.529762589840873
"ARHGAP18",0.528185798696052,0.528185798696052
"RPL21P75",0.528107663825624,0.528107663825624
"COTL1",0.527410977969381,0.527410977969381
"AC092821.1",0.527294579107137,0.527294579107137
"BLVRA",0.526829452333477,0.526829452333477
"ASAP1",0.526445540296603,0.526445540296603
"FOXP3",0.525813096435369,0.525813096435369
"SVIP",0.52549406245286,0.52549406245286
"ZNF628",0.524000226838853,0.524000226838853
"PPP2R2B",0.52255834723123,0.52255834723123
"CYB561",0.522006314663384,0.522006314663384
