,SJS,SJS.1,SJS.2,SJS.3,SJS.4,CTRL,CTRL.1,SJS.5,CTRL.2,SJS.6,SJS.7,CTRL.3,SJS.8,SJS.9,CTRL.4,SJS.10,SJS.11,SJS.12,SJS.13,SJS.14,SJS.15,CTRL.5,SJS.16,SJS.17,SJS.18,SJS.19,SJS.20,CTRL.6,SJS.21,SJS.22,CTRL.7,CTRL.8,CTRL.9,CTRL.10,SJS.23,SJS.24,CTRL.11,SJS.25,CTRL.12,CTRL.13,CTRL.14,SJS.26,SJS.27,SJS.28
ENSG00000255436,-0.417832636551202,1.4912080920065,-0.764168044275679,0.314250038089808,0.450552117068434,0.847673087935349,0.653843524264669,0.0909013223785256,0.357288787133619,-2.61862477445513,0.25823253619803,0.452294084052113,-0.141415893191268,-0.155715206090288,1.64793127438836,0.775103427242575,-1.13389770520057,-1.42760207144748,-0.689162671258157,-0.959948698200517,-0.832911214473174,0.186898177696715,-0.652628786592479,-0.135481026342865,0.301323477024753,-2.61862477445513,-0.469065078409478,0.254849292058589,-0.114354165920007,-0.835484793298608,1.2152529653049,-0.993398937347974,1.7263971464083,0.784239329932965,0.668099159423041,0.0367047843051692,1.34902178954906,-0.95897509585326,1.89728540444051,0.48207569026884,0.601946319104795,0.186587740288003,-0.642623906167727,-0.468044087032608
ENSG00000259634,0.854212399145567,0.326487105085105,-1.15496783821968,0.273493242417186,0.995434279742767,-1.15496783821968,-1.15496783821968,-1.15496783821968,-1.15496783821968,0.688786771402049,1.47752515476751,-1.15496783821968,0.25278035528525,-1.15496783821968,1.23878770238211,0.812274180531538,1.50684372172699,-1.15496783821968,1.68330466797123,1.13706077324581,1.33526833097969,-1.15496783821968,0.729408160355154,0.0711357985160445,0.0672005303940926,-0.117693843570789,-1.15496783821968,-1.15496783821968,0.197768555396803,1.14769711034431,-1.15496783821968,-1.15496783821968,-0.0951584556403652,-1.15496783821968,-0.644999141864539,0.61310675799053,-0.549995585971772,0.749617995454951,-1.15496783821968,0.0321752807962007,-0.71936448468414,1.41017468151112,1.23808578324332,0.613099746341492
