"Variable","Pvalue","Cor","Padjusted","Significativite"
"GDF_15",0.0048392711961847,-0.590374482164135,0.774283391389553,"Significatif"
"IL1B",0.0110680080180761,0.634457024137297,0.869931911113964,"Significatif"
"IL2",0.0163112233333868,0.846435198966165,0.869931911113964,"Significatif"
"MIF",0.0496410362918699,-0.433469257879645,0.934162947412672,"Significatif"
"VEGF",0.0310828352863667,0.471170435521904,0.934162947412672,"Significatif"
