"","32140205_Neutrophils","32140206_Neutrophils","32150052_Neutrophils","32150091_Neutrophils","32150099_Neutrophils","32150229_Neutrophils","32150230_Neutrophils","32150289_Neutrophils","32150744_Neutrophils","32150750_Neutrophils","32150754_Neutrophils","32150755_Neutrophils","32150756_Neutrophils","32150762_Neutrophils","32150940_Neutrophils","32150952_Neutrophils","32151039_Neutrophils","32151043_Neutrophils","32151044_Neutrophils","32151045_Neutrophils","32151047_Neutrophils","32151048_Neutrophils","32151050_Neutrophils","32151137_Neutrophils","32151371_Neutrophils","32151372_Neutrophils","32151407_Neutrophils","32151412_Neutrophils","32151418_Neutrophils","32151432_Neutrophils","32151567_Neutrophils","32151572_Neutrophils","32151577_Neutrophils","32151647_Neutrophils","32151668_Neutrophils","32151707_Neutrophils","32151872_Neutrophils","32151886_Neutrophils","32151889_Neutrophils","32151942_Neutrophils","32152113_Neutrophils","32152115_Neutrophils","32152153_Neutrophils","32152155_Neutrophils","32152160_Neutrophils","32152162_Neutrophils","32152165_Neutrophils","32152205_Neutrophils","32152208_Neutrophils","32152217_Neutrophils","32152294_Neutrophils","32152295_Neutrophils","32152297_Neutrophils","32152299_Neutrophils","32152300_Neutrophils","32160215_Neutrophils","32160439_Neutrophils","32160509_Neutrophils","32161284_Neutrophils"
"32150754_Neutrophils",88.8475496558263,78.3930864918435,124.785797771317,87.992189298061,82.0844178060165,126.957945751389,76.5089595848159,90.3705651996067,86.9796672840228,179.162022540837,0,79.7260417046433,71.732877659671,88.1734305694241,73.3677282096531,85.4512715750095,98.7613716013683,84.2572663961592,136.981400548566,87.5984462678181,89.2246136183966,91.1534938892491,157.040875852938,118.700953113665,84.7830152437214,89.2283501853081,96.7839730770072,83.5765845018868,86.1225487073925,97.2369951718931,101.326516977508,88.7700781603428,93.6387005479883,90.2561711099306,78.3468057154888,94.1427393820686,88.0028333221815,80.2762191741573,83.3790858188867,104.283756219637,81.7636775746492,95.6521144669639,122.029296501655,104.985744314065,84.9215126730851,94.2021158817024,84.0829314499243,151.845054404477,259.424518705064,90.935444664991,98.5431191789565,98.6135888206061,89.1776597424266,78.9069146241072,95.0928868178814,103.716595847817,94.541880494806,94.000139917018,118.843709405781
"32150755_Neutrophils",84.8430104059401,82.068813914743,122.695736524627,87.2189504729798,81.3447662701219,133.294696948057,77.0257734484349,80.0632222934946,90.7833863273476,185.733625123886,79.7260417046433,0,75.9263697640191,85.758534469186,76.8056513286685,81.66115972023,94.0526480567714,85.77217092421,143.590295317368,79.5221253997852,81.96615514333,80.3214485674499,157.045331502727,108.073977347022,80.8583161129043,93.3258418545555,90.8255677690182,80.3482051264439,78.3440742396667,87.0147905260357,87.7570881173791,85.0348584688844,85.2942006765191,84.4604233192427,81.8569195721582,89.7865996384709,82.2478479433356,85.2251030784149,82.5050176065659,94.5219135764056,80.6423496211018,90.2106425948976,122.794203667622,103.511092326144,85.4487243782823,81.0325107904824,81.0713607321778,138.269946739242,250.592481668445,87.8495964251196,93.6221181782328,94.0306370348852,84.138426134661,78.3862102442263,94.4683257247076,103.637340435514,93.2691423370483,90.2702918346875,111.365589451657
"32150756_Neutrophils",87.7211988451521,74.8016924063334,130.087921449878,87.1261732365428,81.46358501529,130.262815952928,73.6864493685384,82.8651620350016,83.0741291935531,187.846238106532,71.732877659671,75.9263697640191,0,82.44346577316,71.7452115915379,82.9641474292706,94.2604312876437,79.7379150499688,143.695324871359,77.8274007698478,86.0187016679967,86.7601608204022,163.341959039743,115.77443054395,83.5677330858268,84.1438967193804,95.3029450686124,84.4049000252072,83.102886622005,92.0072498012369,98.3876187542026,81.7637674996958,88.5285641186609,87.1727090610498,74.7793964998529,91.8361348165819,85.5281686979502,79.1175798536267,80.2724692748956,104.096630314971,79.1234689165158,94.1086176446591,116.349353301865,102.942085996031,79.4598540380327,91.2441221476054,77.2738084409291,151.342587823336,265.59017677648,88.6989692575773,96.6569224609498,94.78688975283,86.2039949698154,73.3181633005091,92.1967669755808,107.911765595339,90.6017216551983,90.6663530142511,121.663393821569
"32150762_Neutrophils",96.5829709895172,87.5663980287113,117.589079624551,97.4290836565754,90.333037531297,130.852662997834,85.0555412470184,89.3147947054647,103.397554619932,196.003948832122,88.1734305694241,85.758534469186,82.44346577316,0,82.1367833803807,89.9699829678077,103.710213747105,88.8226265765509,144.767337515689,92.3599579093251,89.0155747222552,93.2170028825851,165.676469243982,109.889077550223,96.988688349484,100.886090292028,98.8414479224992,88.0677233750332,94.3109010044815,100.46109423496,99.8213575306204,90.3773824825673,91.6590634046478,103.14408636415,87.0557131822791,93.7393232950335,87.9938774197149,95.279954792619,95.3138368697122,99.6609035886725,91.7176048896901,107.935185918257,127.224711176427,110.624772970497,90.6617284382942,97.8796395621516,86.7134309639743,136.270445608818,253.088479133606,96.2750131795626,95.5144991915939,99.4251669167716,90.9662059636144,91.1070784358329,98.7528658950899,109.215267140801,102.48959067725,101.538914057952,112.932491850242
"32150940_Neutrophils",85.8028625550165,73.4761452356825,113.050422548358,84.1081887208632,68.5817016153474,118.674129408708,67.8422711965501,84.1438295293173,89.2864742120494,172.060342387566,73.3677282096531,76.8056513286685,71.7452115915379,82.1367833803807,0,79.0608646544457,96.402246866847,77.7708955100778,126.568570983441,81.2549383528878,82.9984080194282,82.4647360685787,147.890580410613,105.161746009462,76.4317441044345,91.3233301442111,93.6641740021757,83.0067531742534,82.9456321339632,93.2252712723248,94.6339542627903,84.6218856394132,82.5616089852489,80.4737205995895,70.6450715593305,83.9179210610236,81.8693782042869,75.7319236937013,78.3614672045444,99.5804333973365,76.7359155792263,92.9159811488539,119.312804294572,98.8108499676651,75.2159878419985,89.933186302078,74.8404470022832,137.451613495141,246.248005468484,89.1624192682179,87.1530862437943,83.6607892737385,77.4858959136682,77.1340481808276,84.7442542079213,90.4743727704093,90.0879960795491,87.2246642800851,105.674662884987
"32150952_Neutrophils",88.6201674985912,81.1123897268369,118.306732375823,84.5124631976189,78.438065304504,129.425281876734,81.4308687948184,86.1163186781415,94.3172715257856,186.477008042259,85.4512715750095,81.66115972023,82.9641474292706,89.9699829678077,79.0608646544457,0,97.2558131750644,86.3315026640867,137.873323260831,80.3142198283105,88.6120364022417,82.2664271241359,153.717487785632,103.651947851678,82.435974508774,92.5264246476482,95.1825771324718,88.2759607694724,85.4281329260789,94.4982412486802,88.6062733065405,86.7035962020083,86.9188313082149,85.8250113312327,76.3242294621813,88.8760970989283,81.6871095334891,82.8816131493529,83.3600583119916,96.0552271652785,80.8525231851871,92.7869468336301,119.409351810662,96.4818321513211,79.9604374075114,87.1860521143766,77.1408813429562,135.437912373941,245.676226603134,95.0018555460125,89.4211438313239,89.6638424013098,83.5556600221921,79.9002672361486,90.1288620513049,99.7728735279856,92.0057445951086,87.068938339852,108.845199985078
"32151039_Neutrophils",102.243565763642,92.6476604846117,129.847568784524,84.0264065155395,89.5749524150415,138.692994987429,90.6077679259274,95.1624373173877,108.157942175943,197.833194590695,98.7613716013683,94.0526480567714,94.2604312876437,103.710213747105,96.402246866847,97.2558131750644,0,95.6366095331912,151.166618714321,85.5914716570723,90.4966078976408,86.3105103646264,163.939226007577,124.536513433396,92.5652460244084,103.552261166312,91.7131017101014,88.3358790351934,99.8303046369479,108.110367356482,95.7580512179778,87.8340575399818,105.10454379557,87.6896022665376,92.9132498707283,104.523449229501,78.9548521207403,90.7190634635413,94.2690146960235,90.0837350085859,97.5630703748184,82.0229405988243,128.837031165335,110.93407163059,91.8354788915666,92.6695246892592,91.4697697776164,161.619949724684,270.2915529481,91.6519835214718,109.991798967831,110.701178058337,94.5221390816568,92.7057770401548,103.33892154441,112.157332750275,85.720175923098,85.5557702203399,118.13181046832
"32151043_Neutrophils",90.8233711020584,78.8860345893925,116.362296606083,85.0846944104105,79.820039178011,121.876059437712,80.6474523056979,88.6836087382315,96.2560987165098,190.110081261597,84.2572663961592,85.77217092421,79.7379150499688,88.8226265765509,77.7708955100778,86.3315026640867,95.6366095331912,0,133.405714029591,83.911182646576,83.4727385733918,88.5341549099267,156.962730417677,110.875562884748,83.3615176771484,95.6837811966603,92.867899275387,87.4958072535364,90.3401687615467,100.536952450871,95.6107768944764,86.8104256522987,88.9966547509498,86.9852654856364,80.2559587787102,89.3219483987607,83.1265236926377,80.9067713324616,81.2526746467877,98.6549803541596,85.1580206442931,95.0308141366066,118.670488990059,98.4336670466676,79.3192401768133,92.338446522641,78.0355146619495,145.566208668852,254.915667505997,92.9858348293712,90.7606271659906,91.3216347900249,79.7682778286596,80.2583286907935,88.0234460555729,97.1316677066094,94.1483755994063,87.6990644113678,107.628884197907
"32151044_Neutrophils",137.863322016463,134.568513572524,130.313312108266,140.62510286208,130.174661375373,133.748399343008,134.530780106102,145.792270836142,148.856693000443,197.993429031682,136.981400548566,143.590295317368,143.695324871359,144.767337515689,126.568570983441,137.873323260831,151.166618714321,133.405714029591,0,145.180985667215,138.231690078691,139.63551171306,147.569521845138,140.832886237434,130.576904109209,152.045058931819,145.349178188742,142.936994981221,142.951693057986,150.511285327726,145.052696321045,145.946463539455,134.031665689484,138.21163594359,133.636192617099,128.393856525367,138.021046576921,138.240882215358,136.589013269578,149.382475873763,137.472509943069,147.318284734357,166.955243426037,142.36086518486,136.660881610346,145.910922590021,133.73753156104,161.157170179393,230.441874388678,144.682614236936,134.116941503917,128.694525948921,130.18183571281,139.596342896165,133.129884098315,117.945921772377,150.811062080928,140.124871317841,130.957965897306
"32151045_Neutrophils",86.482748962163,78.2968357306384,126.122908408638,77.5074467711397,77.3657607913498,132.783634663237,80.8274942955215,82.3566956434053,91.6695788059594,192.227578152734,87.5984462678181,79.5221253997852,77.8274007698478,92.3599579093251,81.2549383528878,80.3142198283105,85.5914716570723,83.911182646576,145.180985667215,0,84.4873738435536,77.9492263612463,158.652636168397,111.48824641343,79.2255749337351,90.6472729235158,90.4177126726193,84.6358936424851,85.0400752586022,94.5296560515357,84.7971856302142,78.0851016925505,90.2898102782793,75.5087662700081,76.3429898639537,90.8597105601839,74.9865692226264,77.3961858737223,79.4065991321542,90.2864746868405,82.1160888819695,81.0623210240958,115.718511729137,96.8621696341858,75.3836662727352,81.6277446303752,76.8447762310233,148.002036316129,261.074317405617,85.9314692391586,94.4964655798953,92.8160231493213,82.8514831509951,73.588646356341,90.3527942460971,104.333143305344,80.9281764890752,77.3218523270149,112.938775470663
"32151047_Neutrophils",84.8251705889763,82.1218017479304,110.104941570687,80.6304758426237,78.3176611472778,126.479100314752,81.372070672373,86.6000504179112,104.650792614832,191.872137450952,89.2246136183966,81.96615514333,86.0187016679967,89.0155747222552,82.9984080194282,88.6120364022417,90.4966078976408,83.4727385733918,138.231690078691,84.4873738435536,0,74.9302136579907,153.057910552177,112.401242495516,84.1883459830579,105.792230868778,77.2350235784383,79.4463335955793,89.3155410800719,103.334492436089,82.3946305800091,82.0727944735769,89.5580997029444,81.5400131859131,86.8755323584887,85.3929298591642,74.2630947075059,89.608158302747,84.8574408224416,90.1545621046262,93.7321742824234,82.1993472897963,127.705941867762,103.325955852599,86.9428495687145,82.2154015231363,80.3518754130401,140.679862089431,249.189724595993,81.5357634419746,94.5637185266123,100.169498423795,80.4802818913104,86.2916263599794,92.0280281278771,92.2301461552155,84.3548789797333,80.2460218822366,96.748955730362
"32151048_Neutrophils",85.0734662532255,83.3343917703403,113.661107444255,78.7300429157034,77.4640523161037,130.173859401703,80.1411352229007,82.853296580069,101.475631814214,190.303779139813,91.1534938892491,80.3214485674499,86.7601608204022,93.2170028825851,82.4647360685787,82.2664271241359,86.3105103646264,88.5341549099267,139.63551171306,77.9492263612463,74.9302136579907,0,149.014610121044,106.364012205488,79.7479156907022,101.089722636062,82.4148076724836,81.8961903490987,85.0587299145026,97.2526060955343,79.7963379395145,81.3923985532525,88.3771240189229,76.4874936189192,83.323849541712,87.5052885977061,71.9747362526999,88.7180780087543,85.9081748999184,85.3280302325934,87.3453494635426,76.271144869203,125.736356868881,99.8412430433699,84.6709770415531,78.9670880452182,80.2090794322335,136.450690639117,245.710260808577,82.0151161470104,92.6059873894156,95.4638898920878,81.186560406083,85.0371007611688,93.2509038481083,95.0269545769856,78.9548993349602,75.6127152457177,101.554915220862
"32151050_Neutrophils",149.80435644918,153.240056870008,146.226277715734,156.806286398542,147.859995868027,155.611042805588,150.679076372332,160.756763612333,163.986301756579,200.3820243128,157.040875852938,157.045331502727,163.341959039743,165.676469243982,147.890580410613,153.717487785632,163.939226007577,156.962730417677,147.569521845138,158.652636168397,153.057910552177,149.014610121044,0,155.747837802343,146.439259662323,168.924534750445,160.708240380717,157.36753116538,156.477566768475,164.364804578559,155.232864648961,161.081443658555,150.483308013665,148.25873956711,153.094102937639,144.000600846353,152.898268122878,157.903247957378,154.941619021424,164.545568593282,154.849231698858,154.408774655169,186.911341038015,157.556521665169,157.678842627542,155.268677609205,152.204868502027,172.202614235782,226.888123890324,154.974113455856,155.252975249393,149.606435550363,151.460908545069,157.121823670258,152.892978325415,131.552658899227,161.802521643185,150.521296260589,147.174637935703
"32151137_Neutrophils",107.667495459447,112.356800002921,112.503259893709,113.662301183657,106.791113082039,136.321830570098,111.26464964262,101.950370928498,122.14734131438,202.003680397232,118.700953113665,108.073977347022,115.77443054395,109.889077550223,105.161746009462,103.651947851678,124.536513433396,110.875562884748,140.832886237434,111.48824641343,112.401242495516,106.364012205488,155.747837802343,0,105.197468649254,127.017953020894,121.589063669621,114.836187003773,106.888810820762,112.978679360534,105.309296822182,118.245820828788,96.2034254560845,111.856628600256,106.345794238329,98.5287596808745,107.90372445972,116.677853874454,113.986252206543,111.067242387667,106.949421323312,124.008216802214,141.830452633076,107.076843089497,106.751268471122,108.324881306311,100.436459769975,110.967306991559,213.281752512546,121.953006260758,95.6545681797959,89.2984919172189,102.155311528437,109.593514598639,109.147517434925,108.411489794079,127.396052775754,112.441569395139,111.000008389609
"32151371_Neutrophils",87.0906747400604,79.3876378637302,117.014158000717,77.5624588442691,71.7158623181114,124.71987255513,79.5928704101912,85.7902172069861,94.0711422160535,182.955936582775,84.7830152437214,80.8583161129043,83.5677330858268,96.988688349484,76.4317441044345,82.435974508774,92.5652460244084,83.3615176771484,130.576904109209,79.2255749337351,84.1883459830579,79.7479156907022,146.439259662323,105.197468649254,0,97.7391642780098,88.1550889151047,87.0055333196336,84.4337383862264,96.201111455211,86.7695539943492,88.3203677135455,86.1593184594117,74.7594444313312,80.3825694310654,87.7737618480358,80.0110687197124,79.2397718923896,80.1054540009325,94.1347142382153,79.6538134260184,84.6534244913814,121.185281194146,96.8511219007604,80.0544603710431,84.4109911176636,77.7583829737461,140.775448421999,245.057067458572,92.6519981038871,92.7296600486028,83.6478139777158,78.3537843369027,78.063560136611,89.2156366515269,93.5569814454043,91.4501459418786,82.5085268614301,105.410598867678
"32151372_Neutrophils",103.168178426868,90.7420676244913,138.129440639737,99.2603413309501,96.0807377020135,138.316851396277,91.210495484494,99.4755513575814,88.794704331009,194.260175881666,89.2283501853081,93.3258418545555,84.1438967193804,100.886090292028,91.3233301442111,92.5264246476482,103.552261166312,95.6837811966603,152.045058931819,90.6472729235158,105.792230868778,101.089722636062,168.924534750445,127.017953020894,97.7391642780098,0,110.74224016568,101.357347679204,95.9414733336751,103.500848672553,110.107913060899,95.7593077164107,104.490691345543,99.9712102525587,85.6680955528901,106.971481772594,96.3014586337384,89.4975961480153,91.9927202982042,111.634681046684,90.2390120998422,102.604074624347,121.139500884985,107.864403010376,90.4120551890705,103.60651122828,90.0291749792398,162.577739200904,272.262021136715,105.56617232501,108.890580615402,108.981102364171,99.2452758209439,86.8252246867168,101.793850767341,119.425277516615,99.7177104080142,100.243937402822,131.703086391909
"32151407_Neutrophils",98.430603924359,90.3800888253375,121.20626012142,80.3479019471457,83.110683308297,134.580652864673,90.2770875630258,95.1616223500792,110.057366594827,198.072059732038,96.7839730770072,90.8255677690182,95.3029450686124,98.8414479224992,93.6641740021757,95.1825771324718,91.7131017101014,92.867899275387,145.349178188742,90.4177126726193,77.2350235784383,82.4148076724836,160.708240380717,121.589063669621,88.1550889151047,110.74224016568,0,86.133593912793,98.4405481152616,108.666024249917,90.1343313735198,88.9120265268087,99.2198740159442,86.3997554829508,95.1123314339561,99.7601778769764,79.2662842901561,95.0275659116443,91.7550104163519,88.2878519605417,98.6549433952116,84.7964977428196,130.52375208755,111.383923301352,92.899927201416,90.1113465879055,90.2128778517056,150.939896453928,258.193986992909,90.309271686489,103.105178573029,106.681547940258,87.5706980146494,94.7563090482722,101.149270945529,104.634161799605,88.4307306248646,88.3247412557889,107.159240712818
"32151412_Neutrophils",89.4080763181013,83.9337453422118,113.302074594033,83.4208431946815,82.6627706162492,128.391422650963,78.5822859004921,88.3525329934639,101.591130668131,189.731893932277,83.5765845018868,80.3482051264439,84.4049000252072,88.0677233750332,83.0067531742534,88.2759607694724,88.3358790351934,87.4958072535364,142.936994981221,84.6358936424851,79.4463335955793,81.8961903490987,157.36753116538,114.836187003773,87.0055333196336,101.357347679204,86.133593912793,0,90.6822974750917,101.193152533956,89.4576997457155,84.1855085747397,93.7655145770409,86.4108246979711,88.9726425080954,90.5922985003648,75.4935455930152,88.9450429628783,89.0531717750419,86.0662910755717,91.3187627182443,85.9696747936103,130.464142542461,108.472984435835,89.2594549307187,85.3623074526394,87.3943754964873,144.733711108045,253.491894330038,81.8285403640002,100.345357903262,102.266465182985,89.5332228031198,86.7624441969341,98.5610603448093,101.289440111072,88.3182237798852,87.4412389586417,106.804611551962
