Gene.stable.ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene.name
ENSG00000000460,32.542124407458,0.559543073226352,0.15813203036631,3.53845499820738,0.000402475878847118,0.0115619383044139,FIRRM
ENSG00000001561,29.4204046452413,0.851738237735571,0.236828280257295,3.59643804705344,0.000322604371260241,0.00981499033703387,ENPP4
ENSG00000002549,748.610368492997,1.13534784123199,0.377969668800599,3.00380674680791,0.00266624623312925,0.0389094200287995,LAP3
ENSG00000003400,171.546693801275,0.628777837766257,0.145776542513502,4.31329915585026,1.60836251437783e-05,0.00125739483713324,CASP10
ENSG00000004468,49.0075856709806,0.514955923001709,0.16811643960771,3.06309082088182,0.00219063563698375,0.0343995796940992,CD38
ENSG00000008869,248.713325391357,0.648198744079006,0.156675095852686,4.13721619604737,3.51544849707519e-05,0.0021494179196307,HEATR5B
ENSG00000010030,147.543538365532,1.56253106647208,0.283807718546279,5.50559750268837,3.6791825988149e-08,2.01343267720145e-05,ETV7
ENSG00000013374,1195.75004614412,0.665383159927699,0.17314384211965,3.84295018397414,0.000121564150707278,0.00521772403722022,NUB1
ENSG00000023171,122.413610357476,1.28471891735878,0.224164044411867,5.7311551490314,9.97489744670577e-09,1.07930202479159e-05,GRAMD1B
ENSG00000026950,2514.86196468941,0.659674822533705,0.15156659764386,4.3523760036084,1.34670040246459e-05,0.00111663908371022,BTN3A1
ENSG00000038210,79.5362162252946,0.911764948343978,0.179854750132933,5.06945158618318,3.98963602647511e-07,9.70368140217113e-05,PI4K2B
ENSG00000047365,566.337775474086,0.578204478453239,0.16056823956473,3.60098908738516,0.000317008884027932,0.00971894183665468,ARAP2
ENSG00000049089,113.064095939055,0.629444688493172,0.209787637617412,3.00038980200104,0.00269634299600141,0.0392439815043024,COL9A2
ENSG00000055332,2006.15723579503,1.33189086771395,0.252910256711329,5.26625881066646,1.39231961484523e-07,4.9157865111229e-05,EIF2AK2
ENSG00000057657,345.683859314896,0.763530741998437,0.194063267552675,3.93444236834355,8.33900742418615e-05,0.00407362197775828,PRDM1
ENSG00000059378,862.471277407742,1.47847672065554,0.278603748449507,5.30673664257427,1.11605242592799e-07,4.37850368418062e-05,PARP12
ENSG00000059758,720.759007032545,0.511640644509656,0.124921387747026,4.09570093430087,4.20892986997297e-05,0.0024118710694688,CDK17
ENSG00000067066,2885.75015222571,0.786046240090762,0.166937234581436,4.70863340980594,2.4938311975631e-06,0.000316325797323804,SP100
ENSG00000068079,464.167798486719,0.955842903265136,0.265841824250393,3.59553244099333,0.000323728781331131,0.00981499033703387,IFI35
ENSG00000068784,382.448735879076,0.652248059268469,0.18557305004245,3.51477792232907,0.000440121872734678,0.0123200355424068,SRBD1
ENSG00000070190,1765.29771580909,0.537007571721546,0.169848073008303,3.16169363720301,0.00156854492706988,0.0280060754107338,DAPP1
ENSG00000071575,56.1199584854585,1.72178140572378,0.350913210773795,4.90657334309843,9.26813412071909e-07,0.000171931742290289,TRIB2
ENSG00000072121,197.536214112024,0.659348689806645,0.140372458767695,4.69713714210716,2.63833314230007e-06,0.000328142684573571,ZFYVE26
ENSG00000072694,615.735732129364,0.721007054671148,0.210679487539839,3.42229356588315,0.000620952302029926,0.0155167190541496,FCGR2B
ENSG00000073737,398.463826041072,0.92135770301913,0.226054922623994,4.07581348959013,4.58537614111997e-05,0.00257368932638759,DHRS9
ENSG00000078081,54.774781015801,1.93068440776497,0.418713774396128,4.61098852205047,4.00758667820938e-06,0.000452196249412388,LAMP3
ENSG00000078114,58.8473050776189,1.93506307691375,0.522613103194157,3.70266850388337,0.000213343569125424,0.00749596933649847,NEBL
ENSG00000079263,542.076197255754,0.932152198100089,0.225147590467223,4.14018287366834,3.47029057220458e-05,0.0021494179196307,SP140
ENSG00000079385,314.094105883544,0.994938880396366,0.159062454698777,6.25502028294813,3.9746425130128e-10,1.08756155762313e-06,CEACAM1
ENSG00000080986,45.9201887955162,0.776876313179315,0.224580709013107,3.45922994273731,0.000541722215215481,0.0142858067220688,NDC80
ENSG00000081014,63.2217891550876,0.55133135982199,0.177472830415414,3.10656768436881,0.00189272973664953,0.0316757293083013,AP4E1
ENSG00000082014,111.458452340326,0.628631286611436,0.18114326346171,3.47035420803444,0.000519772429199989,0.0139434049941026,SMARCD3
ENSG00000085449,601.943548196924,0.511536081425799,0.138183581031663,3.70185862608806,0.000214025869428211,0.00749596933649847,WDFY1
ENSG00000086065,681.98812608783,0.68630495665866,0.18259808010498,3.75855516259584,0.000170897364155665,0.00656305842345178,CHMP5
ENSG00000088827,42.1171002077382,3.59623721088566,0.627159978252409,5.73416247144251,9.79953620360402e-09,1.07930202479159e-05,SIGLEC1
ENSG00000089127,1501.39716078322,2.7405161257819,0.522556315390704,5.24444168995045,1.5675626953515e-07,5.26288591959515e-05,OAS1
ENSG00000089169,13.5401996474809,1.25563274342853,0.374876368379545,3.34945824634446,0.000809697584256486,0.0183861826964466,RPH3A
ENSG00000094916,34.7975421219038,0.665924512419158,0.222673257478086,2.99059042815096,0.00278438674186576,0.040072702336363,CBX5
ENSG00000099139,22.0099679563905,1.09915605762636,0.29781881647368,3.6906870782743,0.000223649132895851,0.00769760930674557,PCSK5
ENSG00000100342,427.52850472415,0.643291520894954,0.177690463224074,3.6202928914859,0.000294269718139665,0.00922716556934109,APOL1
ENSG00000100889,26.8466798140606,0.818342724650938,0.266012871022642,3.07632755326821,0.00209567486380044,0.0334360953123846,PCK2
