"Variable","Pvalue","Cor","Padjusted","Significativite"
"DNA_(pos≥40)",0.00432180973268451,0.470695777992501,0.671563699831791,"Significatif"
"Disease_duration_in_years",0.0087154007547895,0.631353329726367,0.671563699831791,"Significatif"
"IL1B",0.0121366933704541,0.562700190232907,0.671563699831791,"Significatif"
