"Contributeur","Factor12","abs_Value"
"NDUFA13",1,1
"SUN2",0.84418308921074,0.84418308921074
"CCDC22",0.756523390958048,0.756523390958048
"ALDH3B1",0.745217506823925,0.745217506823925
"AAMP",0.737982059424444,0.737982059424444
"CUL9",0.734676378542171,0.734676378542171
"NCKAP5L",0.726709404475542,0.726709404475542
"LYPLA2",0.725262481141572,0.725262481141572
"INSR",0.69718797327792,0.69718797327792
"UBXN6",0.689209092086587,0.689209092086587
"AC133644.2",0.676341090109728,0.676341090109728
"PLXDC2",0.669561159457653,0.669561159457653
"ATF6B",0.66276523726019,0.66276523726019
"AKT2",0.642863239819253,0.642863239819253
"SLC35C2",0.64137443386641,0.64137443386641
"PKN1",0.639988638387753,0.639988638387753
"GNB4",0.630637184164383,0.630637184164383
"MCTP1",0.628754266229324,0.628754266229324
"DGCR2",0.626022688749214,0.626022688749214
"LRP10",0.621187496162202,0.621187496162202
"FAM214B",0.619572834670335,0.619572834670335
"VPS18",0.616145590352128,0.616145590352128
"USP19",0.605960083579708,0.605960083579708
"RBM42",0.59007182557613,0.59007182557613
"CYB561D2",0.589712881148273,0.589712881148273
"SETD1A",0.588201160903122,0.588201160903122
"NCF2",0.569515178572603,0.569515178572603
"ATP6V1A",0.56316608507516,0.56316608507516
"REXO1",0.560071028767959,0.560071028767959
"NDUFB11",0.557467972084438,0.557467972084438
"TSC2",0.556513844490044,0.556513844490044
"ARAP1",0.554529335243919,0.554529335243919
"STK11IP",0.553810373362433,0.553810373362433
"TWF2",0.548818726695005,0.548818726695005
"FKBP11",0.548323265697865,0.548323265697865
"NUMA1",0.548042063717932,0.548042063717932
"CIC",0.544677712555502,0.544677712555502
"KCTD17",0.542535399293312,0.542535399293312
"NPEPL1",0.537625544880757,0.537625544880757
"GAB2",0.536664771449318,0.536664771449318
"PIEZO1",0.529331851773189,0.529331851773189
"FLII",0.527789567600381,0.527789567600381
"CORO1A",0.525743515134129,0.525743515134129
"TNK2",0.517088523864751,0.517088523864751
"VPS37C",0.511771646546972,0.511771646546972
"NUP210",0.511286638897683,0.511286638897683
"PQLC1",0.503057361950215,0.503057361950215
"AP000766.1",0.500702347288876,0.500702347288876
