"Contributeur","Factor6","abs_Value"
"IFI44L",1,1
"IFIT3",0.987134266734403,0.987134266734403
"RSAD2",0.965215853147957,0.965215853147957
"IFI6",0.943342642591789,0.943342642591789
"EPSTI1",0.919324363361729,0.919324363361729
"ISG15",0.908389833347973,0.908389833347973
"IFI44",0.904368499328822,0.904368499328822
"LY6E",0.89701496997583,0.89701496997583
"IFIT1",0.884591154815926,0.884591154815926
"USP18",0.879336962857447,0.879336962857447
"CMPK2",0.873996364438753,0.873996364438753
"IFI27",0.871267882364057,0.871267882364057
"IFIT2",0.87115634633943,0.87115634633943
"SIGLEC1",0.86832953446765,0.86832953446765
"OAS3",0.834690405275729,0.834690405275729
"LGALS3BP",0.830957797122763,0.830957797122763
"HERC5",0.819203273574776,0.819203273574776
"OASL",0.798804028940806,0.798804028940806
"IFITM1",0.774069293000458,0.774069293000458
"SERPING1",0.767821313553272,0.767821313553272
"MX1",0.725343067605924,0.725343067605924
"OAS2",0.722034643481663,0.722034643481663
"IFITM3",0.692186003451429,0.692186003451429
"XAF1",0.672598224901904,0.672598224901904
"SAMD9L",0.670944427892639,0.670944427892639
"OTOF",0.667994986765096,0.667994986765096
"SPATS2L",0.650468587138915,0.650468587138915
"CXCL10",0.650369955485203,0.650369955485203
"DDX60",0.647590157783479,0.647590157783479
"EIF2AK2",0.638027188830339,0.638027188830339
"GMPR",0.624230454254986,0.624230454254986
"GBP5",0.611354759720614,0.611354759720614
"PARP9",0.588425616942126,0.588425616942126
"AGRN",0.581914343049796,0.581914343049796
"CCL2",0.580207721130356,0.580207721130356
"KLHDC7B",0.567848352360866,0.567848352360866
"GBP1",0.56206262860979,0.56206262860979
"IRF7",0.556736368381001,0.556736368381001
"PARP14",0.555483512439965,0.555483512439965
"ZBP1",0.551459725835698,0.551459725835698
"MX2",0.539824284728077,0.539824284728077
"ETV7",0.537986694763482,0.537986694763482
"GBP4",0.535870113809005,0.535870113809005
"APOBEC3A",0.529702352761128,0.529702352761128
"HERC6",0.523883915297822,0.523883915297822
"NEXN",0.515308319380011,0.515308319380011
"GBP1P1",0.513651918857316,0.513651918857316
"SAMD4A",0.511955069546258,0.511955069546258
