"Contributeur","Value","abs_Value"
"GK",-1,1
"HAVCR2",-0.931262155091421,0.931262155091421
"PARP9",-0.886189225085713,0.886189225085713
"CTSA",-0.880867854438322,0.880867854438322
"FURIN",-0.858949371635467,0.858949371635467
"FCGR2A",-0.854592627885259,0.854592627885259
"UPP1",-0.850811128326137,0.850811128326137
"ENTPD1",-0.839787906569284,0.839787906569284
"MLXIP",-0.838312811972085,0.838312811972085
"DEDD2",0.836380952642884,0.836380952642884
"SH2D3C",0.830827472267158,0.830827472267158
"CAMK1",0.829603232773923,0.829603232773923
"FLOT1",-0.821058236526255,0.821058236526255
"NCF4",-0.812899438442104,0.812899438442104
"UBALD2",-0.812279610654929,0.812279610654929
"KYNU",-0.786324720134799,0.786324720134799
"MPP1",-0.767975892433679,0.767975892433679
"GALM",-0.760829417009409,0.760829417009409
"BEST1",-0.760589273548661,0.760589273548661
"ACAP1",-0.757697202256306,0.757697202256306
"QSOX1",-0.756928352351687,0.756928352351687
"JAK3",-0.74056363942843,0.74056363942843
"NOL4L",0.73374784980047,0.73374784980047
"9-Sep",0.724388913420321,0.724388913420321
"KBTBD6",0.720771996811694,0.720771996811694
"MID1IP1",0.718202360455335,0.718202360455335
"DGAT2",-0.717431918279426,0.717431918279426
"CSF2RB",-0.716385578914738,0.716385578914738
"CMIP",-0.710318518672384,0.710318518672384
"S100A8",-0.707252527929705,0.707252527929705
"WDR89",0.703045602432585,0.703045602432585
"SMARCD3",-0.69574236066233,0.69574236066233
"DSE",-0.694022345790516,0.694022345790516
"PEAK3",-0.687300862048438,0.687300862048438
"IL21R",0.68494292539753,0.68494292539753
"IRAK3",-0.669374492870642,0.669374492870642
"GCA",-0.669196303238224,0.669196303238224
"MAP4K2",0.667792933224991,0.667792933224991
"GLUL",-0.667249968715488,0.667249968715488
"PLBD1",-0.663670832361988,0.663670832361988
"DUSP3",-0.661900443816671,0.661900443816671
"WDFY3",-0.659036888655581,0.659036888655581
"MNDA",-0.657163509108262,0.657163509108262
"SLC9A3R1",0.655454061127729,0.655454061127729
"TLR5",-0.654975511229457,0.654975511229457
"AIP",0.652064766937442,0.652064766937442
"ADA",0.649335975828164,0.649335975828164
"GRINA",-0.649167122695576,0.649167122695576
"IDH1",-0.641471747932454,0.641471747932454
"ARFRP1",-0.640713754422986,0.640713754422986
