"Contributeur","Value","abs_Value"
"SYNCRIP",1,1
"EIF3L",-0.863156818980812,0.863156818980812
"ATF2",0.824897189996157,0.824897189996157
"UBA3",0.713857224906592,0.713857224906592
"RPL7",-0.710856215201982,0.710856215201982
"B2M",-0.686613800250178,0.686613800250178
"R3HCC1L",-0.590550983951011,0.590550983951011
"CREBL2",0.572158315142299,0.572158315142299
"GOLGA5",-0.569207177487266,0.569207177487266
"RFC1",-0.562841592880561,0.562841592880561
"BRAT1",-0.541155324863261,0.541155324863261
"PWP1",-0.528906166965081,0.528906166965081
