"Contributeur","Value","Factor23_abs"
"GAPT",-1,1
"CMTR2",-0.932902547140479,0.932902547140479
"S100A11",-0.82741525707601,0.82741525707601
"CBFB",-0.806182877317085,0.806182877317085
"AC125257.1",-0.758281792446186,0.758281792446186
"TROVE2",-0.734007634292605,0.734007634292605
"SOCS4",-0.715692654124502,0.715692654124502
"STARD4",-0.697385833463599,0.697385833463599
"ZDHHC21",-0.69479384790335,0.69479384790335
"ARMT1",-0.687304923360755,0.687304923360755
"ARMCX2",-0.670673163638488,0.670673163638488
"SLC38A2",-0.669604805004956,0.669604805004956
"MOB1A",-0.662869400216098,0.662869400216098
"GOLGA7",-0.6572888341009,0.6572888341009
"SAMD9",-0.651278444471547,0.651278444471547
"RAB8B",-0.640863746107056,0.640863746107056
"PAWR",-0.640170456399888,0.640170456399888
"ARL5A",-0.637947044368823,0.637947044368823
"KRAS",-0.627051310846304,0.627051310846304
"CLUH",-0.616001673987319,0.616001673987319
"PAF1",-0.604682773390731,0.604682773390731
"ABRACL",-0.599679331367035,0.599679331367035
"SQLE",-0.597743219878964,0.597743219878964
"TLR10",-0.596787161831371,0.596787161831371
"ZMAT3",-0.596330551513975,0.596330551513975
"AMPD2",-0.596205528538521,0.596205528538521
"AP5M1",-0.594948534981955,0.594948534981955
"UBA3",-0.590197125105,0.590197125105
"METTL7A",-0.58424175846828,0.58424175846828
"CCDC88B",-0.583666459529703,0.583666459529703
"RAB35",-0.578676974557798,0.578676974557798
"DYNLT3",-0.575074230043134,0.575074230043134
"GPR18",-0.571902275300055,0.571902275300055
"TMEM214",-0.569293541277659,0.569293541277659
"AKAP1",-0.568190665781432,0.568190665781432
"IPMK",-0.566361486782457,0.566361486782457
"TSC22D4",-0.563177775907294,0.563177775907294
"UBE2D1",-0.557757554844772,0.557757554844772
"DENR",-0.555773989380616,0.555773989380616
"ZFP36",-0.553256835090347,0.553256835090347
"HSPD1",-0.551513277236006,0.551513277236006
"FKBP4",-0.550575792803486,0.550575792803486
"MAP1S",-0.549249550797656,0.549249550797656
"RNF219",-0.546480579084521,0.546480579084521
"SPCS2",-0.540156585237648,0.540156585237648
"FAM91A1",-0.538101087275807,0.538101087275807
"SRP9",-0.535553495876443,0.535553495876443
"SH2D3C",-0.532101380159171,0.532101380159171
"LARP7",-0.531159440206272,0.531159440206272
"PDLIM1",-0.52992000032638,0.52992000032638
"LPAR5",-0.529888865364696,0.529888865364696
"FBXL19",-0.529858750341411,0.529858750341411
"RAB33B",-0.528198666392965,0.528198666392965
"COMMD8",-0.527528620545124,0.527528620545124
"SYNCRIP",-0.52236048531031,0.52236048531031
"AL645941.2",-0.521098123656902,0.521098123656902
"POLRMT",-0.518463247002884,0.518463247002884
"EIF3J",-0.517417810142869,0.517417810142869
"FASN",-0.516615709112709,0.516615709112709
"MAF",-0.514208869212547,0.514208869212547
"NOTCH1",-0.514132749599325,0.514132749599325
"GUF1",-0.511238325462988,0.511238325462988
"RPS6KB1",-0.50906161587445,0.50906161587445
"CGGBP1",-0.505869691811119,0.505869691811119
"WDR46",-0.504430182961918,0.504430182961918
"BASP1",-0.503939431548606,0.503939431548606
"DUSP7",-0.503627008312391,0.503627008312391
"IFIH1",-0.501866111505249,0.501866111505249
"CCND2",-0.500559140967082,0.500559140967082
